"Date","Vestas","MaerskA","MaerskB","Baverian","Coloplast","FLSmidth","Genmab","GN","Lundbeck","NovoNordisk","Tryg","USD/DKK"
2014-11-05,202.7,10962.35,11342.05,180.5,515,265.3,269.9,138.1,125,262,134.8,5.96
2014-11-06,201.9,11066.34,11385.64,182,514,266.7,273.1,138.3,128.9,262.4,136.1,6.01
2014-11-07,236.6,11014.34,11324.61,178.5,509,255.3,269,137.7,128,260.2,134.8,5.97
2014-11-10,224.3,11256.99,11560,175.5,510,254.1,274.5,137.8,127.8,257.9,136.1,5.99
2014-11-11,226.4,10901.69,11150.25,190,516.5,255.9,279,137.5,126.9,263.5,137.2,5.96
2014-11-12,221.7,10615.71,10880,187,510,252.5,275.7,136.2,126.8,263.6,136.4,5.98
2014-11-13,223.7,10563.72,10888.72,182.5,506.5,251.1,273.7,131.8,129.4,263,135.7,5.97
2014-11-14,229.7,10529.05,10836.41,180.5,503,249.7,273.7,127.3,128.2,261.1,137,5.94
2014-11-17,229.4,10442.39,10757.95,177.5,505,247,271.1,127.7,126.1,261.5,136.8,5.98
2014-11-18,232.8,10676.37,11019.49,180,512.5,254.5,276.2,129.8,126.1,261.5,137.2,5.94
2014-11-19,231.7,10711.04,11036.92,177.5,510.5,252.7,279.5,128.1,126.6,264.5,137.7,5.93
2014-11-20,232.6,10537.72,10862.56,171,511,250.6,278.7,127.3,126.5,263.8,136.3,5.94
2014-11-21,238,10641.71,11019.49,181,513,258.2,280.5,127.6,126.4,265.8,137.3,6
2014-11-24,239.1,10797.7,11158.97,175.5,521,262.6,284.6,128,128.4,266.5,137.2,5.98
2014-11-25,241.6,10953.68,11228.72,173,516.5,264,295.8,128.3,133,266.5,139,5.96
2014-11-26,241.7,10997.01,11307.18,172,519.5,260.6,295.4,126.2,133,267,138.8,5.95
2014-11-27,235.5,10676.37,10993.33,176.5,527,257.8,295.9,127.1,135,269.7,139.4,5.97
2014-11-28,220.4,10598.38,10880,178.5,518.5,253,295.7,127.8,134,272.9,138,5.98
2014-12-01,217.8,10329.74,10688.2,174.5,524,246.9,301.3,129,133.8,273.7,138.7,5.97
2014-12-02,226.8,10312.41,10662.05,174.5,523,261.5,296.4,132.5,132.4,277.6,141.3,6.01
2014-12-03,227.4,10338.4,10749.23,179,527,271.5,302,132.5,133,277.7,141,6.04
2014-12-04,227,10208.42,10592.31,182,527,264,306,131,131.4,275.8,139.7,6.01
2014-12-05,238.5,10156.42,10505.13,190.5,526.5,269,301.9,134.8,130.6,281,142.4,6.06
2014-12-08,235.2,10113.09,10435.38,192.5,523.5,270.5,323,134.4,130.7,279.3,142.1,6.04
2014-12-09,229.6,9939.77,10234.87,184.5,514.5,270,317.6,135.8,128.6,275.7,145,6.01
2014-12-10,231.7,9879.11,10156.41,186.5,513.5,263.3,332,135,127.4,276.2,143.3,5.98
2014-12-11,226.4,9437.15,9711.79,188,516,264,341.7,134.1,126.8,275.8,143.3,5.99
2014-12-12,222,9627.8,9921.02,192.5,511,261.6,341,132.6,123.6,269.1,140.5,5.97
2014-12-15,222.1,9567.14,9842.56,190.5,500,260.7,337.4,127.8,120.2,263.5,137.4,5.98
2014-12-16,212.3,9376.49,9694.36,183,499.7,262.5,339.9,127.3,119.8,260.2,135.4,5.95
2014-12-17,211.5,9619.13,10025.64,183,501.5,265.1,345.1,130.2,121.3,259.9,136.2,6.03
2014-12-18,224.4,10113.09,10531.28,188.5,510,272,354.1,131.8,122.6,266.5,138,6.06
2014-12-19,228.3,10173.75,10592.31,192,515.5,274.1,352.7,133.2,121.8,266,139.2,6.08
2014-12-22,233.8,10338.4,10723.08,198,521,269.6,360.4,133.7,124.7,267.2,141.1,6.08
2014-12-23,230.2,10407.73,10810.25,195,515.5,274.2,354.3,134.7,125.2,260.8,140.7,6.11
2014-12-29,229.4,10451.06,10810.25,196.5,521.5,272.9,359,135.4,124.7,264.5,139.5,6.13
2014-12-30,226.5,10355.73,10784.1,197.5,519,272.3,360.3,134.8,122.8,260.3,137.8,6.13
2015-01-02,240.6,10520.39,10914.87,203.5,524.5,271.4,371.5,135.5,126,263.4,141.3,6.2
2015-01-05,237.9,10182.42,10513.84,207,530.5,264.2,371.8,134.8,125,265.7,141.6,6.24
2015-01-06,248.9,10043.76,10400.51,217,518,264.2,363.4,134.1,122.3,263.9,139.6,6.26
2015-01-07,236.1,10035.1,10461.54,212.5,515.5,262,358,129,120.4,264.6,141,6.28
2015-01-08,238,10399.06,10853.84,213.5,518,265,371,129,123.9,269.8,141.5,6.31
2015-01-09,236.1,10373.07,10810.25,211.5,520.5,272.7,375,131,128.4,270.8,140.9,6.29
2015-01-12,234.6,10347.07,10810.25,211.5,528,279.9,389,131,127.1,274.5,141.8,6.29
2015-01-13,235.8,10624.38,11080.51,211,527.5,276.4,386.3,131.6,129.4,279.4,141.4,6.32
2015-01-14,229.2,10364.4,10801.54,212.5,520,264.2,387,131.8,126.1,277.9,139.6,6.31
2015-01-15,226.9,10624.38,11063.08,209.5,525.5,268.6,386,136.5,126.9,284.6,140.6,6.39
2015-01-16,227.4,10572.38,10967.18,209,526.5,264.5,392.7,136.5,128.8,282.1,141.5,6.42
2015-01-19,235,10667.71,11080.51,208.5,541.5,269.4,403.2,141.4,128.8,292.2,143.8,6.4
2015-01-20,233.5,10685.04,11141.54,208,538.5,272.7,411.7,142,128.7,290.7,144.3,6.44
2015-01-21,239.7,10910.35,11315.9,208.5,530,275,413.5,141.6,131.2,288.8,145.3,6.4
2015-01-22,245.6,11023.01,11446.67,209.5,519,280.3,402.8,139.3,128.4,288.1,144.8,6.55
2015-01-23,245.2,11127,11542.56,210.5,531,284,413.4,142.8,131.5,293,148.2,6.64
2015-01-26,259.6,11300.32,11725.64,215,538,289.6,431.2,146.1,134.2,297.2,152.4,6.63
2015-01-27,251.2,11040.34,11472.82,203,538,276,436.7,141.6,133.2,297.4,151,6.54
2015-01-28,255.2,11265.65,11699.49,208.5,544,277,443,146.6,134.2,298.4,155.7,6.6
2015-01-29,254.1,11083.67,11507.69,203,524.5,274.9,441.3,146.5,134.1,299.9,154.5,6.57
2015-01-30,258.5,11222.32,11664.61,203.5,520.5,279.2,442.8,148,134,295.5,154.6,6.58
2015-02-02,260.3,11187.66,11647.18,196.5,515,279.2,435.5,147,134.2,292,156,6.56
2015-02-03,269.9,11464.97,11882.56,186,516,288.9,425,149.6,134.2,289.8,157.7,6.49
2015-02-04,273.5,11282.98,11690.77,180.5,507.5,292.4,471,147.5,132.8,282.8,156.6,6.56
2015-02-05,280,11291.65,11743.08,188.5,517,298.5,446,149,127,282.6,158.6,6.49
2015-02-06,281.9,11326.31,11786.67,188.5,513,295.7,462.6,147,124.1,279.4,159.3,6.57
2015-02-09,287.4,11127,11560,183,507.5,298.2,466.8,152.9,124.6,276.3,157.7,6.57
2015-02-10,286.7,10953.68,11385.64,180.5,514.5,294.6,476,154,124.9,281.4,159.7,6.57
2015-02-11,262.1,10763.03,11115.38,172,512.5,296.8,477.5,155.3,125.5,281,160.2,6.57
2015-02-12,268.1,10962.35,11298.46,184,511,284,482.6,156.9,126.2,281.6,162.6,6.53
2015-02-13,262.1,11239.66,11664.61,181.5,508,291.9,486,155.2,126,285.2,161.7,6.53
2015-02-16,262.5,11482.3,11908.72,178.5,504.5,289.1,481.5,152.2,127.9,283,162.2,6.56
2015-02-17,263.6,11594.96,12074.36,176.5,504.5,286.2,480,152.2,129.6,287.8,161.4,6.52
2015-02-18,279,11785.61,12274.87,183,504.5,292.8,480.5,150.7,131.5,293.5,164.7,6.53
2015-02-19,276,11828.94,12292.31,180.5,510,293.5,478.5,148.8,131.6,297.3,165.2,6.55
2015-02-20,275.2,11880.93,12370.77,181,513.5,295.6,475,149,130,310.4,162.3,6.56
2015-02-23,279.6,11863.6,12344.61,191,521,297.1,486.9,149.2,130.7,313.2,164.9,6.58
2015-02-24,278.4,11681.62,12152.82,213.5,523,295.7,482.5,152.7,132.8,311.6,165.5,6.58
2015-02-25,277.5,12721.52,13303.59,209.5,521,301.9,487.3,154.4,132,311.7,166.1,6.57
2015-02-26,279.3,12730.19,13286.15,211,528,303.3,498.8,156.1,132.5,316,166.4,6.66
2015-02-27,281.1,12860.18,13399.49,210.5,532.5,305,493,154.9,132.5,319.7,165.9,6.67
2015-03-02,278.3,12756.19,13251.28,209,531,312,485,154.5,133.2,317.5,166,6.66
2015-03-03,270,12608.87,13120.51,211.5,519.5,303.8,518.5,150.4,133.2,315,164.6,6.67
2015-03-04,273.7,12565.54,13076.92,286,518.5,301.8,521,151.9,132,315.6,164.2,6.73
2015-03-05,279.9,12721.52,13233.84,332,526.5,307.7,546.5,154.1,145.2,318,167.1,6.76
2015-03-06,280.7,12652.19,13164.1,317.5,530.5,309.9,544.5,154.9,144.3,321.1,166.3,6.86
2015-03-09,276.2,12868.84,13408.2,319,525,311.6,547,153,142.1,320.6,163.9,6.87
2015-03-10,275.5,12730.19,13251.28,318.5,520,305.9,540.5,152.3,139.4,326,164.7,6.97
2015-03-11,284.1,12782.18,13321.02,319,528,312.1,548,154.6,139.6,325.1,167,7.07
2015-03-12,284.3,12790.85,13355.9,323,528,307.4,541,154.2,136,326.3,167.1,7.01
2015-03-13,283.6,12790.85,13260,336,527,307.5,547,153.4,136.6,337.8,166.6,7.11
2015-03-16,287.8,12920.84,13408.2,349,534,309.5,545.5,154.9,141.9,345.4,171,7.06
2015-03-17,283.5,12790.85,13251.28,343,525,305.7,533,151.3,139.3,339.4,168.1,7.04
2015-03-18,288.1,12894.84,13399.49,341.5,527.5,305.3,531,154.5,138.6,339.4,168.6,6.86
2015-03-19,287.7,13016.16,13565.13,346,528,302.8,533.5,154.2,141.2,341.9,169.4,6.99
2015-03-20,290.6,13224.14,13791.79,360,526,306.1,535,158.2,142.5,343.3,169.6,6.89
2015-03-23,294.5,13458.12,13992.31,366,527,309.7,529,158.1,145.4,339.1,171.3,6.81
2015-03-24,293.4,13397.46,14027.18,369,528.5,319.3,533.5,156.3,144.9,345.1,172.8,6.83
2015-03-25,294.4,13310.8,13992.31,354,523.5,317.5,497.2,155.6,144,340.7,173.7,6.81
2015-03-26,284.8,13224.14,13844.1,336,514.5,314,466.2,152.5,141.7,335,165.8,6.86
2015-03-27,288.7,13432.12,13974.87,359,517.5,308.2,516,155.4,144,369.7,163.4,6.86
2015-03-30,290.2,13700.77,14306.15,364,526.5,314.3,532.5,156.5,146,376.8,165.8,6.9
2015-03-31,287.9,12244.9,12675.9,357,526,313,523,155.2,146.5,372,164.1,6.96
2015-04-01,296.4,12357.55,12858.97,356.5,526.5,311.1,518,153,145.8,377,166.1,6.94
2015-04-07,308,12374.89,12902.56,360,530.5,314.9,526.5,152.4,149.1,380,169.2,6.91
2015-04-08,311.5,12426.88,13015.9,358,533.5,306.3,525,146.3,147.4,381.7,165.4,6.93
2015-04-09,316.1,12513.54,13015.9,387.5,542,302.1,531,145.7,148.5,381.4,164.5,7.01
2015-04-10,317.3,12400.88,12885.13,383.5,557.5,308.2,538,146,150.8,393.3,167.7,7.05
2015-04-13,320.5,12184.24,12614.87,379,561.5,308.3,542,146.7,151.2,389.7,168.8,7.07
2015-04-14,319.5,11768.27,12213.84,374.5,562.5,304.3,522.5,145.5,145,387,170.3,7.01
2015-04-15,320.8,11984.92,12431.79,363.5,575,303.9,523,146.4,144.9,387.7,162.7,6.99
2015-04-16,312.4,11872.26,12274.87,348.5,568,303.1,517.5,147.2,139.6,382.4,157.6,6.94
2015-04-17,303.5,11603.62,12030.77,329,556,294.8,514.5,145,132.8,376.9,155.1,6.9
2015-04-20,311,11551.63,12022.05,338.5,559,293.4,528.5,146.7,132.5,382.3,157.7,6.95
2015-04-21,317.3,11828.94,12292.31,336.5,564.5,295.7,536,149.1,135.7,393.1,159,6.95
2015-04-22,313.3,11716.28,12187.69,335.5,566.5,293.4,531.5,145.6,134.6,391.8,156.5,6.96
2015-04-23,303.5,11620.95,12048.2,339,560.5,285,524.5,144.4,130.1,385.2,154.6,6.89
2015-04-24,310.6,11499.63,11891.28,342,563.5,284.4,545.5,145,132.1,390.3,153.2,6.86
2015-04-27,313.5,11473.63,11882.56,335,567.5,290.9,560,148.1,131.9,394,153.6,6.85
2015-04-28,308.5,11482.3,11908.72,325,554.5,286.5,540,146,132,382.2,149.5,6.8
2015-04-29,302.6,11334.98,11716.92,308,547,281.7,514,143.5,128.6,373,145.6,6.7
2015-04-30,303.1,11127,11516.41,314,544,284.9,514,143.7,129.4,378.7,144.5,6.65
2015-05-04,315.9,11265.65,11682.05,317.5,546,282.2,531,142.9,129.6,381.7,143.4,6.7
2015-05-05,314.9,11256.99,11682.05,306.5,529,280.2,534,142,130.5,370.6,142.7,6.67
2015-05-06,325.9,11118.33,11551.28,296,510,279.5,522.5,140.6,156.4,366.6,144,6.58
2015-05-07,326.7,11066.34,11542.56,301,515,270.9,528.5,138.6,151.5,369,144.5,6.62
2015-05-08,329,11127,11586.15,313.5,519,294.8,537,138.4,147.1,373.1,146.3,6.66
2015-05-11,330.6,11473.63,11978.46,306.5,517.5,306.9,539,137.3,140.7,376.1,148,6.69
2015-05-12,329.5,11334.98,11830.25,313.5,512,308.3,529.5,139.6,139.8,372.4,145.5,6.66
2015-05-13,326.6,11369.64,11777.95,327,512,312.6,559.5,141.3,138.9,368,145.4,6.58
2015-05-18,332.7,11248.32,11673.33,321.5,515.5,310.8,561.5,141,135.9,373.5,145,6.59
2015-05-19,335.5,11248.32,11682.05,328,522.5,316,587.5,145,138.5,382.2,146.5,6.69
2015-05-20,337.7,11274.32,11682.05,338,521.5,317.5,588,144.5,138.1,382.3,144.5,6.72
2015-05-21,344.5,11049.01,11472.82,332,516.5,324.5,575,143.2,135.8,384.5,144.4,6.71
2015-05-22,344.4,11005.68,11429.23,326.5,526,327.5,577.5,143.3,136.5,388,144.4,6.77
2015-05-26,345.2,10815.03,11246.15,331.5,516.5,333.1,582,141.9,135.8,390.1,142.8,6.85
2015-05-27,348.4,11066.34,11490.25,335,513,341.3,582,143.2,134.1,394.1,141.4,6.84
2015-05-28,347.9,11075,11507.69,333.5,514.5,338,598.5,146.2,134.8,386.5,140.9,6.81
2015-05-29,346.8,11075,11420.51,336.5,513,337.6,596.5,146.8,132.8,379.3,135.7,6.79
2015-06-01,330,11127,11560,335.5,509,335,597.5,142.2,133.5,389.1,136.6,6.83
2015-06-02,330.1,11230.99,11673.33,332.5,503,335.5,595.5,141.6,132.5,384.6,136.5,6.69
2015-06-03,336.2,11256.99,11682.05,333,508.5,339.1,596.5,140.1,133.5,382.5,137.2,6.62
2015-06-04,331.9,11066.34,11490.25,335,505,331.6,593,139.6,132.2,380.8,136,6.64
2015-06-08,322.1,10841.02,11158.97,331.5,501.5,325,606.5,137.3,130.8,371.8,132.2,6.61
2015-06-09,318.9,10555.05,10923.59,317.5,493.1,325.9,599,146.3,129.9,369.6,131.2,6.61
2015-06-10,329.3,10702.37,11124.1,331,508.5,341.5,617,146,129.1,380.1,132.5,6.59
2015-06-11,325.5,10607.04,10984.61,335.5,500,335,623.5,146.1,131.5,383.1,138.7,6.63
2015-06-12,325.2,10243.08,10574.87,330,495.1,329.5,609,151.5,129.7,379.9,138.8,6.62
2015-06-15,316,10043.76,10391.79,311,484.3,326.1,585.5,145.6,128.4,371.1,135.1,6.61
2015-06-16,323.6,10165.08,10522.56,317,446.3,330.5,596,144.9,129.1,370,136.5,6.63
2015-06-17,320.5,10095.76,10470.25,311,429,330.2,581,143.4,131.1,364.8,136.5,6.58
2015-06-18,322.3,10095.76,10487.69,307.5,447.2,330.7,586,143.5,137.5,363.6,136.2,6.57
2015-06-19,322.3,10147.75,10513.84,311,446,334.2,577.5,143.5,136,362.7,136.5,6.57
2015-06-22,331.9,10312.41,10714.36,317,448.5,340.2,596.5,144.9,135.5,377.1,138.9,6.58
2015-06-23,336,10347.07,10749.23,319,451.6,341.5,600,145.4,133.4,376.3,140,6.68
2015-06-24,334,10303.74,10757.95,320.5,444,337.3,592.5,146,134,377.3,138.2,6.66
2015-06-25,335.8,10407.73,10836.41,324.5,442.9,334.6,593.5,144.3,131.5,377,140.7,6.66
2015-06-26,338.2,10425.06,10845.13,323,441.5,334.5,595,144.4,130.9,372.6,141.7,6.68
2015-06-29,333.7,10269.08,10714.36,313.5,443.5,329.6,575,141.3,130.5,365.8,139.4,6.64
2015-06-30,334,10182.42,10566.15,311.5,439.1,322,582,138.4,129,364.6,139.5,6.7
2015-07-01,347.4,9974.44,10339.49,325,439.6,324.9,595,139.9,135.4,372.4,139.3,6.75
2015-07-02,345.5,9991.77,10348.2,318,440.8,322.4,581.5,138.4,135.5,370.9,138.9,6.73
2015-07-03,345.1,10078.43,10417.95,314.5,437.6,322.2,579.5,138.5,136.3,368.7,138.9,6.73
2015-07-06,340.7,9861.78,10182.56,322,435.7,320.9,583,136.6,136,371,137.8,6.75
2015-07-07,333.7,9818.45,10121.54,334.5,428.9,312.9,585.5,137,136.7,366.1,137.9,6.78
2015-07-08,334.4,9818.45,10121.54,324.5,430.9,309.9,571,137.9,139,363.7,137.1,6.74
2015-07-09,343.5,9922.44,10217.43,329.5,441.5,313.2,593.5,138.6,141.8,373,140.1,6.76
2015-07-10,359.8,9913.77,10243.59,331.5,454,308.9,609.5,141.6,144.4,384.4,141.6,6.69
2015-07-13,368.1,10017.76,10374.36,337,465.4,317.3,629,142.7,155.8,394,142.6,6.78
2015-07-14,367.6,10087.09,10383.08,337.5,469.9,316.7,632,144.4,155.8,393.4,141.6,6.78
2015-07-15,371.5,10191.08,10505.13,357,474.8,313.6,651,147.6,154.2,398.5,141.9,6.82
2015-07-16,377.5,10468.39,10757.95,359.5,481.5,331.2,669,148.5,155,402.4,144.2,6.86
2015-07-17,375,10442.39,10757.95,359,491.8,328.1,683.5,147.7,156.9,401.3,143.9,6.89
2015-07-20,377.1,10477.06,10801.54,356,493,335.3,684.5,148.4,161,405.9,145.2,6.89
2015-07-21,374.1,10407.73,10749.23,340,479.7,331.8,666,147.5,159.4,399.5,142.6,6.82
2015-07-22,386.5,10173.75,10487.69,344,483.8,333,675,146.6,162.2,399,142.3,6.83
2015-07-23,386.1,10191.08,10487.69,338,486.8,326.1,670.5,147,164.5,396.6,142.4,6.79
2015-07-24,392,10017.76,10287.18,340.5,489,315.5,672.5,147.4,162.3,396.5,141.3,6.8
2015-07-27,379.5,9766.45,10043.08,323.5,484.1,303.6,640,144.4,159,388.6,138,6.73
2015-07-28,380.3,9662.46,9938.46,329,481,303.5,646.5,139,156.5,393,137.6,6.75
2015-07-29,383.8,9723.12,9973.33,330,487.1,304,658,139.4,159.9,400,138.4,6.79
2015-07-30,368.8,9766.45,10034.36,317.5,480.5,302.4,638,138.7,159.8,397.2,137.3,6.82
2015-07-31,370.9,9723.12,10086.67,321,490,304,639.5,138,160.6,398.4,136.9,6.79
2015-08-03,386.3,10000.43,10356.92,306,486.2,304.9,655,138.7,158.8,409.5,138.7,6.81
2015-08-04,386.1,10121.76,10505.13,299.5,491.9,304.8,650.5,140.4,160.8,407,140.3,6.86
2015-08-05,387.3,10199.75,10592.31,286.5,495,309,652,142.7,163,410.7,140.9,6.84
2015-08-06,383.5,10251.74,10644.61,300,490,304.8,650,142.8,163.1,396.5,139.2,6.83
2015-08-07,376.3,10078.43,10452.82,286.5,478.7,300.6,626,140.8,160,388.5,137.2,6.8
2015-08-10,382.6,10026.43,10400.51,286,484.6,304.8,642,140.7,164.9,392.1,137.9,6.77
2015-08-11,374,9957.1,10348.2,284.5,475.2,298.6,643.5,140.4,167.4,389.5,136.5,6.76
2015-08-12,363.8,10000.43,10383.08,278,458.5,290.8,615.5,140.9,162.5,377.3,134,6.69
2015-08-13,374,10598.38,10993.33,284.5,460,296.8,625.5,127.4,168.8,382.4,134.9,6.69
2015-08-14,378.7,10659.04,11002.05,278,467.5,297.4,639,124.8,165.8,387.9,134.2,6.72
2015-08-17,377.6,10598.38,10984.61,281,472,299,629.5,124,166.5,391.9,134,6.74
2015-08-18,385.5,10520.39,10958.46,297.5,481.3,305,638.5,123.8,168.9,398,134.4,6.77
2015-08-19,386.5,10364.4,10749.23,289.5,474.8,296,622,126.4,201,392.6,134.4,6.71
2015-08-20,355.4,10139.09,10513.84,270.5,461.1,284.3,583,123.1,197,383.3,132.6,6.64
2015-08-21,339.3,9905.11,10243.59,258,447.5,276.7,575,121.1,197.6,368.8,129.4,6.55
2015-08-24,326.4,9246.5,9581.02,264,431.7,275.6,548,116.8,192.5,349.7,123.4,6.42
2015-08-25,348.6,9541.14,9851.28,300.5,448,248.2,569,120.2,196.4,361,127.9,6.48
2015-08-26,347.3,9428.48,9694.36,285,439.5,237.3,560.5,118.5,203.1,357.1,127.5,6.6
2015-08-27,361,9575.8,9851.28,294,453.1,243,610,121,210,370.1,130.2,6.64
2015-08-28,356.9,9610.47,9894.87,292.5,451.2,252,591.5,118.9,209.2,369.5,129.6,6.67
2015-08-31,355.5,9627.8,9877.43,301,453.1,251.8,597.5,118.8,206.1,369.2,130.7,6.66
2015-09-01,349,9419.82,9685.64,292.5,442,250.6,577,116.6,198.6,358.6,128.2,6.6
2015-09-02,355.5,9419.82,9746.67,286.5,447.2,254.4,603,117.6,197.3,364.2,129.2,6.65
2015-09-03,364,9541.14,9860,294.5,460,249.1,628,119.2,199.4,373.4,132,6.71
2015-09-04,351.4,9367.82,9659.49,292.5,454.5,242.6,612.5,116.3,194.2,364.8,128.7,6.7
2015-09-07,346.6,9263.83,9563.59,289.5,453.6,237.5,637,115.7,197.1,365.2,128.3,6.68
2015-09-08,353.8,9203.17,9502.56,291,459,243.2,642,116.5,196.8,371.1,129.9,6.66
2015-09-09,358.3,9489.15,9807.69,291,466.6,246,644,117.9,199.5,376.1,130.2,6.66
2015-09-10,357.8,9341.83,9642.05,295.5,467.4,240.5,647.5,117.1,198,374.8,130,6.61
2015-09-11,354.4,9211.84,9520,290,475.3,238,649,115.1,198.1,372.9,131.1,6.58
2015-09-14,353.7,9090.52,9424.1,294,474.7,235.5,645,115.2,197.6,367.3,131.5,6.59
2015-09-15,350.6,8969.19,9293.33,303.5,477.4,233.7,645,115.2,199.5,370.1,131.6,6.62
2015-09-16,351.5,9029.85,9354.36,294.5,482.5,240.7,637.5,115.5,199,370.7,131.6,6.61
2015-09-17,351.1,9038.52,9371.79,292,482,238.5,638,116.1,197.6,371.8,134.7,6.52
2015-09-18,347.2,8917.2,9232.31,294,479.7,229.5,646.5,118.7,200.1,367.5,133.5,6.6
2015-09-21,351,8951.86,9293.33,298.5,490.2,229.8,662,120.2,200,378.1,134,6.67
2015-09-22,339.9,8813.21,9136.41,286.5,480.1,223.4,650,119.7,193.9,365.5,131.6,6.7
2015-09-23,342.6,8752.55,9066.67,287,457.7,220.2,650.5,121.6,188.1,371.3,130.9,6.67
2015-09-24,324.4,8449.24,8744.1,283.5,467,221.2,640,118.5,190.2,361.6,128.6,6.64
2015-09-25,338.4,8488.24,8796.41,289.5,474.1,225.4,654,119.4,185.7,372.8,131.1,6.66
2015-09-28,328,8379.91,8674.36,276.5,464.7,218.3,627,119,188.5,370,129.9,6.64
2015-09-29,336.5,8457.91,8761.54,268.5,464.7,219.1,601.5,118.2,182.5,357.3,127.3,6.63
2015-09-30,346.6,8700.55,8953.33,264,472.7,221.5,611.5,119.9,178,358.2,129.6,6.68
2015-10-01,348.9,8717.88,8988.2,262.5,475.2,228,619,122,187.8,362.5,127.7,6.66
2015-10-02,348.4,8674.55,8935.9,258,474.4,234.7,623,122.2,183.3,359.4,126.5,6.65
2015-10-05,359.2,8795.88,9075.38,262.5,487.5,244,635,126.6,185,366.3,128.8,6.67
2015-10-06,363.1,8813.21,9110.25,265.5,490.5,243.7,632.5,128,184.4,367,129.7,6.62
2015-10-07,370.3,9289.83,9581.02,258,487,253.5,636.5,127,190.3,359.7,129.6,6.64
2015-10-08,373.7,9298.5,9633.33,259,466.9,255.3,625,127.9,190,358.3,131.5,6.62
2015-10-09,381.1,9584.47,9921.02,259.5,471,269,622,128.8,189.3,357.1,123.7,6.57
2015-10-12,370.7,9402.49,9711.79,251.5,466.3,266,611.5,129.3,189.8,363.4,124,6.57
2015-10-13,372.5,9315.83,9624.61,256.5,461.5,257.9,613,126.1,190,357,120.8,6.56
2015-10-14,367,9168.51,9502.56,249.5,450.6,261.5,593.5,125.3,190.7,346,117.7,6.5
2015-10-15,374.7,9029.85,9328.2,253,473.4,261.8,613,126.6,193.4,347,118.5,6.55
2015-10-16,371.9,8995.19,9284.61,258.5,475,259.4,628,126.4,195.3,360.9,119.2,6.58
2015-10-19,375.9,9021.19,9302.05,270.5,476.5,255.3,634.5,129.8,200.1,370,119.8,6.59
2015-10-20,377.5,8934.53,9232.31,280,474.2,257.1,636.5,129.7,199.9,363.5,120,6.58
2015-10-21,381.7,8839.2,9075.38,277,472.6,253.8,634,131.3,199.5,357,119.6,6.58
2015-10-22,383.9,8847.87,9127.69,278,476,255,636.5,130,194.7,358.9,119.6,6.72
2015-10-23,390.4,8444.91,8652.56,278,482.4,260.3,646,131,194.1,373,121.7,6.77
2015-10-26,394.3,8475.24,8770.25,278.5,488.3,258.1,668.5,131,196,372.5,124.2,6.75
2015-10-27,392.8,8336.58,8574.1,272.5,483.1,252.8,663,128.5,200.6,376.7,122.4,6.75
2015-10-28,394.2,8444.91,8709.23,272.5,488.8,256.6,667,128.9,202.8,384.4,123.1,6.83
2015-10-29,396.7,8388.58,8656.92,275,491.3,254,670,131.1,200,364,123.9,6.79
2015-10-30,395.3,8418.91,8717.95,272,486.6,256.8,669,123.7,199.3,360.3,122,6.78
2015-11-02,402,8427.58,8696.15,271.5,483.9,263.5,680,125.8,203.5,363.5,123.9,6.77
2015-11-03,397,8527.23,8822.56,271.5,529,265.6,672.5,127.1,204.8,368.8,124,6.8
2015-11-04,393.6,8795.88,9101.54,280,537.5,272.7,707.5,128.5,212,371.6,125.1,6.87
2015-11-05,414.1,8665.89,8944.61,286,535.5,269,697.5,127.4,221,378.5,127.5,6.85
2015-11-06,418.2,8873.87,9162.56,292.5,542,271.4,705,128.3,222,380.1,128.6,6.94
2015-11-09,419.7,8743.88,9031.79,288,536.5,271.7,711.5,128.5,219.4,375.1,127.5,6.94
2015-11-10,418.6,8518.57,8796.41,288,538.5,261.8,720,127.3,218.4,374.4,127.6,6.96
2015-11-11,421.4,8596.56,8866.15,292,548,268.9,738.5,130.3,218.2,377.6,129.1,6.95
2015-11-12,421.2,8436.24,8674.36,288,542,251.8,728,129.7,216.9,375.5,129.1,6.9
2015-11-13,416.9,8332.25,8604.61,294.5,544.5,250.9,734.5,127.7,214.7,370.7,126.9,6.94
2015-11-16,416.9,8423.24,8604.61,310.5,547.5,249.7,744,128.3,213.5,370.7,128,6.98
2015-11-17,434.3,8531.57,8778.97,315,547.5,255.4,744,131.6,209.5,379.5,129,7.01
2015-11-18,433.8,8505.57,8761.54,317,549.5,255,827,130.8,209.4,378.5,130.1,7
2015-11-19,431.6,8644.22,8848.72,320,550.5,255,840,131.4,211.2,379.2,132.7,6.95
2015-11-20,433.3,8496.9,8717.95,318.5,547,254.3,840,131.8,212,383.1,133.3,7.01
2015-11-23,433.3,8505.57,8717.95,319.5,547,256.2,840.5,131.1,212.4,383.1,132,7.01
2015-11-24,434.2,8622.56,8848.72,312,554,254.5,836.5,131,211.2,375.6,129,7.01
2015-11-25,440.8,8709.22,8935.9,316,567.5,258.6,860,126,211.8,383.1,134.5,7.02
2015-11-26,440.8,8873.87,9110.25,311,564,257,875.5,129,212,385.7,135.6,7.03
2015-11-27,453.7,8839.2,9075.38,310,568.5,256.1,892.5,129.1,212.2,386,134.8,7.04
2015-11-30,453.7,9177.17,9397.95,321.5,568.5,256.7,892.5,129.5,214.5,386,137.5,7.06
