"Date","Vestas","MaerskA","MaerskB","Baverian","Coloplast","FLSmidth","Genmab","GN","Lundbeck","NovoNordisk","Tryg","USD/DKK"
2010-01-04,332,6378.09,6612.85,93.71,96.2,389,92,29.7,95.05,67.6,70.3,5.16
2010-01-05,321.9,6378.09,6664.75,93.71,92.8,384.5,89.6,29.3,96.5,66.78,68.8,5.18
2010-01-06,317.9,6447.42,6730.26,101.55,95.2,374.9,88.75,28.4,96.55,67.5,68.2,5.17
2010-01-07,320.5,6655.4,6972.61,101.55,96.4,376,88,29.5,98.5,67.12,67.06,5.2
2010-01-08,319,6849.52,7131.28,94.69,96,375.9,89,29.5,99,68,67.86,5.16
2010-01-11,329,6936.18,7270.77,97.63,97.53,375,89.9,29.3,104,70,67.74,5.13
2010-01-12,317,6893.71,7265.54,99.27,96.5,368,89.6,29.5,103.2,69.2,67.82,5.14
2010-01-13,327,6906.71,7209.74,94.61,95.36,370,89.4,29.8,100,69.28,66.6,5.12
2010-01-14,334,7054.03,7366.67,100.82,95.4,379,91.25,30.4,102,70.2,67.4,5.13
2010-01-15,330,7152.82,7514.87,107.41,96.6,375,97.5,30.3,102,68.7,66.9,5.17
2010-01-18,329,7192.69,7537.54,117.1,96.8,372,104,30.2,103,68.2,66.6,5.17
2010-01-19,327.7,7244.68,7575.9,110.9,96.6,375,99.75,30,102,69.8,66.7,5.21
2010-01-20,308.5,7158.02,7445.13,108.57,97.86,370.5,99.05,29.7,103.3,70.8,67.12,5.27
2010-01-21,304,7048.83,7380.61,103.92,98.4,360,96,29.2,100,68.52,67.3,5.28
2010-01-22,295.7,7019.37,7361.43,105.47,97.4,350,99,29.7,99.9,68.28,65.6,5.27
2010-01-25,302,7067.9,7385.85,108.57,98.2,349,102.5,30.4,100.8,69.5,65.58,5.26
2010-01-26,289,6924.04,7288.2,116.33,99.5,342,100.6,30.3,102,72.6,65.46,5.29
2010-01-27,280,6785.39,7103.38,124.08,101.2,337,99,31.4,102.3,73.9,65.38,5.31
2010-01-28,279,6898.05,7253.33,130.29,112.56,343,98,32.9,101.9,73.84,65.5,5.33
2010-01-29,289,7067.9,7370.15,133,116.4,346.6,97.95,33,100.5,73.3,65.8,5.37
2010-02-01,286,7187.49,7485.23,130.67,119.8,344.8,96.5,33.6,100.9,74.94,66.9,5.35
2010-02-02,286,7248.15,7591.59,124.86,118.4,351,95,33.2,101.2,73,66.98,5.33
2010-02-03,287.5,7263.75,7610.77,133,119.4,351.5,99,32.7,101,76.2,68.2,5.36
2010-02-04,272,7140.69,7418.97,131.84,118.3,337.5,98.65,32,100.2,75,66.64,5.42
2010-02-05,274.8,6896.31,7221.95,138.82,116.9,333.9,97.5,31.2,97.25,75.54,65.9,5.44
2010-02-08,269.8,6809.65,7166.15,130.67,117.4,320.8,93.85,30.5,96.8,75.22,65.3,5.45
2010-02-09,290.9,6873.78,7253.33,133.39,119,326,93.95,30.6,97.4,75.06,64.6,5.4
2010-02-10,268.5,6918.84,7296.92,129.51,115.1,317.8,92.75,30.5,96.05,75,63.78,5.42
2010-02-11,273.5,6956.97,7342.26,131.06,116.2,318.1,91.45,30.7,96.4,75.94,64.2,5.44
2010-02-12,270.4,6989.9,7403.28,132.61,117.2,310.9,90.75,30.8,97,77.38,63.8,5.46
2010-02-15,269.7,6943.11,7333.54,132.61,119,319.2,91,30,96.25,78.28,64.8,5.47
2010-02-16,276,6974.31,7359.69,132.22,119.9,337.7,92.45,30.9,98.2,78.54,64.32,5.41
2010-02-17,284.1,7135.49,7513.13,132.61,121.4,343.4,95.35,31.5,98,78.6,63.96,5.47
2010-02-18,290.2,7090.43,7492.2,132.61,122.7,346,95.9,32.2,98.25,78.98,63.82,5.53
2010-02-19,289.6,7071.36,7462.56,134.94,120.8,345.8,94.65,32.4,99,79.12,63.4,5.47
2010-02-22,295,7168.42,7565.43,132.61,120.8,346.5,93.5,32.4,99,79.04,63.6,5.47
2010-02-23,281.1,7099.09,7481.74,131.06,121.4,339.5,90.65,31.5,98.75,77.8,64.2,5.5
2010-02-24,283.2,7111.23,7514.87,131.06,124.4,338.5,91.3,30.1,98.8,78.2,64.18,5.5
2010-02-25,275.6,6880.71,7267.28,131.06,124.1,342.7,90.05,29.1,96.8,77.4,68.18,5.5
2010-02-26,270,6889.38,7289.95,131.84,124.2,348,91.75,29.6,96.5,77.2,71.28,5.46
2010-03-01,269.2,7125.09,7525.33,134.16,125,360,91.7,30.5,95,79,71.2,5.49
2010-03-02,266.8,7147.62,7532.31,134.16,124.3,365.8,92.2,30.4,96.1,79.14,71.5,5.46
2010-03-03,279.4,7244.68,7635.18,134.16,126.1,364.9,90.55,30.4,96,79.26,71.3,5.43
2010-03-04,271.6,6972.57,7338.77,133.39,127.9,356.9,90.85,30.6,97.85,79.58,71.4,5.48
2010-03-05,275,7137.22,7554.97,134.16,127.6,364.1,92.35,30.9,97.45,80.82,71.34,5.46
2010-03-08,275.8,7057.5,7457.33,134.94,127.7,363.3,73.5,31.1,98.05,81.64,70.98,5.46
2010-03-09,275.1,6998.57,7373.64,137.27,127.3,365,71.5,31,96.8,81.64,71.18,5.47
2010-03-10,278.7,7223.88,7595.08,159.37,125.3,375,72.05,31.2,96.85,82.6,72.36,5.45
2010-03-11,274.5,7132.02,7500.92,157.82,124.8,380,72.2,31.2,98.75,81.88,72.3,5.44
2010-03-12,271.4,7088.7,7462.56,161.31,122.3,378.8,71.85,31.3,99,81.68,73,5.4
2010-03-15,263.6,7057.5,7434.67,168.29,121.2,376.5,72.2,31.4,99.5,81.94,71.4,5.44
2010-03-16,272.3,7060.96,7450.36,167.9,120.8,385,71.85,31.7,99.55,83.8,71.1,5.4
2010-03-17,272.5,7050.57,7410.26,169.06,121.8,389,71.5,31.6,100.4,84.78,71.06,5.42
2010-03-18,278.8,7017.64,7392.82,184.57,121.5,385.9,71.2,31.5,99.55,84.3,70.94,5.47
2010-03-19,285.3,6936.18,7323.08,183.02,120.6,378.4,71.75,31.6,100,85.46,70.92,5.5
2010-03-22,284.2,6969.11,7361.43,188.06,120.2,380,71.75,32,99.65,85,70.68,5.48
2010-03-23,288.6,7088.7,7466.05,184.57,120,388,72,32.7,102.5,86.2,70.9,5.52
2010-03-24,293.2,7062.7,7445.13,186.12,122.5,386.7,72.55,33.1,103.1,88.98,71.9,5.58
2010-03-25,303.7,7054.03,7424.2,186.12,121.4,388.6,71.9,33.5,102.8,88.4,73,5.59
2010-03-26,298.5,6953.51,7288.2,186.12,122,386,71.15,32.9,102.8,87,73,5.55
2010-03-29,298,6939.64,7279.49,182.63,121.5,384,70.15,32.8,103.8,86.1,72.48,5.52
2010-03-30,293.9,6944.84,7323.08,178.37,120.8,382.2,68.5,32.5,104.2,86.12,72.46,5.54
2010-03-31,299.5,6956.97,7323.08,176.82,121.4,382.4,69.35,33,103.9,85.54,72.76,5.5
2010-04-06,307.2,7106.03,7453.85,179.92,120.4,392.6,70.25,32.9,103.1,88.56,72.5,5.56
2010-04-07,329.8,7130.29,7466.05,183.41,121.4,393.5,70.5,33.3,103.5,88.9,74.9,5.58
2010-04-08,323.9,7093.9,7406.77,190,122.4,392,69.05,32.9,102.8,87.5,74.38,5.56
2010-04-09,327,7201.35,7507.9,203.18,122.4,407.2,68.8,33.3,102.6,86.48,73.62,5.51
2010-04-12,330.6,7263.75,7565.43,210.94,122.6,417,68.5,33.5,103.2,86.48,75.1,5.48
2010-04-13,328.5,7159.76,7413.74,209.39,122.6,429.3,67.8,33.6,102.8,88.3,74.14,5.47
2010-04-14,332,7549.72,7851.38,214.04,123.6,434,67.65,34.1,102.5,88.1,75.38,5.45
2010-04-15,333.5,7847.83,8158.26,212.88,123.8,434.3,65.9,34.1,103,88.8,75.6,5.49
2010-04-16,337,7726.5,8003.08,211.71,123.6,430,67.35,34,101.2,89.1,71.6,5.51
2010-04-19,330,7707.44,7985.64,208.61,123.4,417.7,66.8,35.7,99.85,89.1,70.3,5.52
2010-04-20,342.1,7759.44,8051.9,208.23,124.2,421.6,69,42.5,100,90.6,71,5.54
2010-04-22,333,7781.97,7999.59,203.57,125.3,416.5,67.75,42.6,96.6,88.94,69.54,5.63
2010-04-23,340.9,8038.48,8369.23,204.74,126,424.4,66.9,43.7,97.5,89,69.6,5.56
2010-04-26,360.1,8050.61,8377.95,205.51,123.6,432.6,66.75,43.4,96.9,90.58,69.4,5.56
2010-04-27,351,7981.28,8329.13,206.67,122,428.6,65.75,46.4,95.3,90.3,68.6,5.65
2010-04-28,335,7847.83,8119.9,205.51,120.6,416.6,63,45,94.3,88.74,68.74,5.64
2010-04-29,342.2,7929.29,8255.9,204.35,124.7,425.7,61.7,45.5,92.1,92,69.12,5.62
2010-05-03,343.9,7868.62,8170.46,218.31,125,427.9,61.35,45.4,93.5,94.5,69.02,5.64
2010-05-04,324.3,7729.97,7968.2,220.63,127.7,402,58.7,44.6,94.7,95.14,68.6,5.74
2010-05-05,313.3,7452.66,7694.46,213.65,127.4,385,57,40.8,94.15,94.8,68.2,5.81
2010-05-06,305.6,7447.46,7671.79,198.92,128,376.1,52.45,41.9,92.4,92.72,68.04,5.88
2010-05-07,292.3,7158.02,7359.69,182.25,126,366.1,46.5,39,88.4,90,67,5.84
2010-05-10,312.1,7645.05,7908.92,207.45,128.4,396,54.45,42.2,92.2,92.2,71.96,5.84
2010-05-11,303.3,7565.32,7790.36,201.25,127.8,387.5,52.45,40.7,91.5,93.74,71.36,5.88
2010-05-12,313.6,8177.13,8487.79,203.96,129.2,402,50.05,43.5,93.5,94.38,72.08,5.88
2010-05-14,313.6,8177.13,8487.79,203.96,129.2,395,50.05,43.5,93.5,94.044,72.08,6.02
2010-05-17,303.8,8022.88,8269.84,195.43,130.5,396.4,47.23,42,90.75,95,72.8,6.01
2010-05-18,308.8,8093.94,8397.13,190,130.8,404.2,50.5,42,90.8,94.9,73.4,6.13
2010-05-19,298.5,7781.97,8017.02,175.27,128,386.9,50,42.5,88.65,93.02,72.92,6.01
2010-05-20,283.1,7345.21,7617.74,158.59,126.2,371.3,48.3,41.5,87.6,90.88,71.64,5.94
2010-05-21,291.6,7395.47,7577.64,164.8,125,371.4,47.47,41.6,86.7,88.1,64.92,5.92
2010-05-25,276.9,7036.7,7248.1,157.04,122.4,352.9,45.39,42.1,84.75,89.96,65.22,6.03
2010-05-26,291.2,7407.6,7654.36,169.84,122.8,368.3,46.91,45.7,85.5,91.86,66.22,6.11
2010-05-27,289,7771.57,8020.51,176.82,123.4,380,47.5,47.2,87.95,93.14,67.52,6.02
2010-05-28,290.8,7632.91,7915.9,172.94,124.4,379.1,48.07,46.7,88.95,93.5,65.7,6.06
2010-05-31,289.6,7764.63,8060.61,174.1,125.6,380,47.93,47,89.85,93.5,65.9,6.06
2010-06-01,286.6,7813.16,8072.82,169.06,124.6,376.5,47.39,47.1,87.5,93.32,65.58,6.08
2010-06-02,279.8,7695.31,8003.08,173.71,126.6,378,46.74,46.5,88.05,95.96,65.12,6.07
2010-06-03,290,7908.49,8222.77,179.92,125.1,388.3,47.89,47.3,89.5,98.08,65.7,6.11
2010-06-04,283.5,7752.5,8081.54,176.82,124,380,47.19,46.8,89.5,97.98,65.92,6.22
2010-06-07,278,7688.37,7976.92,172.16,123.2,373.1,46.63,46.8,88.55,96.48,65.02,6.24
2010-06-08,274.3,7638.11,7928.1,166.74,123.1,382.2,45.49,45.9,86.1,96.44,65.24,6.22
2010-06-09,274.7,7799.3,8107.69,169.45,124,400,43.93,46,87,96.34,66.4,6.21
2010-06-10,285,8005.55,8343.08,174.49,124.8,407,43.26,48,88.15,97.4,67.82,6.13
2010-06-11,288.7,8191,8529.64,174.49,126.2,413.5,43.71,47.5,87.8,96.74,68,6.14
2010-06-14,298,8395.51,8745.84,176.04,125.7,427.8,58.15,47.8,88.3,98.58,68,6.09
2010-06-15,296.8,8490.84,8855.69,177.2,126,430.1,57.4,47.1,88.25,98.14,68,6.04
2010-06-16,297.4,8320.98,8698.77,172.16,125.6,427.4,53.85,46.3,88.5,98.04,67.7,6.05
2010-06-17,291,8419.78,8812.1,172.16,123.8,426.2,51.3,46.6,89.5,97.74,67,6
2010-06-18,289.4,8541.1,8881.84,179.92,123.1,425,61,45.5,88.4,102,67.32,6.01
2010-06-21,290,8768.14,9153.84,185.35,124.2,431.9,58.9,44.9,88.4,103.1,67.4,6.04
2010-06-22,288.5,8613.89,9003.9,191.55,127.3,429.8,58.25,45.4,87.95,101.6,66.44,6.07
2010-06-23,286.9,8513.37,8883.59,190.78,125.8,420.1,58,45.3,87.5,101.2,65.9,6.05
2010-06-24,280,8310.58,8669.13,180.69,124.9,409.9,54.6,44,86.95,100.7,65.3,6.03
2010-06-25,269.7,8424.97,8778.97,180.31,122.9,405.5,51.65,43.2,86.3,100,65.06,6.02
2010-06-28,265.2,8371.25,8761.54,175.27,124.4,410,49.87,44,85.65,100.6,65,6.06
2010-06-29,251.5,7991.68,8369.23,169.84,123.5,398.6,45.88,42.3,83.1,99,63.94,6.11
2010-06-30,255.3,8095.67,8449.43,171.39,121.3,396.5,43.45,42.6,83.3,98.82,64.42,6.09
2010-07-01,247.5,7764.63,8121.64,166.74,121.8,378.8,40.91,41.5,82.8,96.96,63.42,5.95
2010-07-02,258.1,8106.07,8473.84,168.29,122,384.6,59.65,41.8,83.85,96.7,63.98,5.93
2010-07-05,256.4,8191,8538.36,168.29,123.3,386.3,59.6,41.6,83.5,97.2,64.4,5.96
2010-07-06,263.1,8456.17,8805.13,173.33,124.4,403,59.9,42.1,85.3,98.22,65.28,5.9
2010-07-07,265.2,8530.7,8909.74,171.39,123.3,400,62.4,42.7,86.35,98.48,65.62,5.9
2010-07-08,267.7,8917.2,9241.02,174.1,121.3,402,64.6,43.4,86.25,97.7,66.18,5.87
2010-07-09,267.2,8769.88,9073.64,170.61,121.6,404.6,63.7,43.4,86.1,98.3,66.56,5.9
2010-07-12,262.5,8762.94,9061.43,172.16,119.7,402.4,61.25,43.3,87.05,99.76,66.8,5.92
2010-07-13,264.6,8648.55,8892.31,172.55,120.9,408,61.95,44,87,99.66,67.38,5.86
2010-07-14,265.4,8802.81,9082.36,170.61,121.7,411.2,61.15,43.7,87.05,100.5,67.4,5.85
2010-07-15,275.6,8594.83,8833.02,170.61,124,403.8,60.6,43.4,88,102.5,67.4,5.77
2010-07-16,281.6,8388.58,8578.46,167.9,123.4,395,59.15,42.3,87.05,101.1,67.14,5.76
2010-07-19,276.3,8310.58,8543.59,162.47,123.4,387.5,57.8,41.5,87,100.4,66.74,5.76
2010-07-20,278.7,8137.27,8358.77,157.04,121.9,384.8,60.1,40,85.55,99.14,66.62,5.77
2010-07-21,279.8,8267.26,8568,162.86,122.5,391.7,59.5,40.1,85.95,99.4,67.54,5.84
2010-07-22,290.5,8378.18,8683.08,167.12,121.6,401.9,60.35,39.8,86.9,99.4,68.82,5.77
2010-07-23,289,8475.24,8791.18,165.18,121.9,402.9,59,39.5,85.6,98.96,69.84,5.77
2010-07-26,288,8544.56,8833.02,167.9,122.9,397.8,60,38.9,85.25,98.56,70.4,5.74
2010-07-27,289,8395.51,8665.64,168.67,121.6,403,59.55,39.7,86.45,97.8,71.18,5.74
2010-07-28,282.8,8249.92,8487.79,170.22,119.7,403.5,60,40,87.1,98.24,70.4,5.74
2010-07-29,286.8,8353.92,8646.46,172.16,120.7,412.3,60.3,39.5,86.75,97.48,70.4,5.7
2010-07-30,278,8147.67,8407.59,170.61,118.8,407.3,61,39,87,97.82,69.44,5.71
2010-08-02,284.8,8388.58,8648.2,173.33,123,423,62.45,39.8,86.65,99.22,71.8,5.66
2010-08-03,282.1,8385.11,8644.72,173.71,124,420.2,62.1,41.4,88.7,101.9,71.86,5.64
2010-08-04,290,8327.92,8590.67,175.27,125.2,419,62.6,41.8,90.05,100.2,72.16,5.66
2010-08-05,294,8438.84,8674.36,182.25,124.2,423.4,62.65,43,89.9,101.5,71.8,5.65
2010-08-06,298.3,8454.44,8698.77,184.96,124.1,418.9,62,42.6,89.45,99.78,71.44,5.61
2010-08-09,304,8553.23,8808.61,180.69,126.5,428,63.05,43.1,90.8,100.7,71.4,5.63
2010-08-10,296.5,8440.57,8688.31,176.82,125.8,418.4,65.95,42.6,89.35,101.3,70.8,5.66
2010-08-11,287.9,8244.72,8491.28,176.04,125.4,404.7,65,41.5,89.3,99.36,69.82,5.8
2010-08-12,299.2,8130.33,8357.02,178.37,124.4,398.8,65.5,41,89.15,100.2,70.22,5.8
2010-08-13,308,8121.67,8358.77,174.88,126.6,396.5,65.5,40.8,89,100.4,69.94,5.84
2010-08-16,305.8,8007.28,8283.79,174.49,128,397.8,67.2,40.5,89.25,100.1,69.08,5.81
2010-08-17,314.5,8255.12,8543.59,178.37,129,407,67.15,40.9,89.65,99.76,66.36,5.79
2010-08-18,242,8014.21,8311.69,175.27,129.2,397,61.3,40,90.15,101.2,65.6,5.82
2010-08-19,243.3,7828.76,8102.46,176.04,125.2,376.5,60,39.9,91.1,99.9,65.7,5.82
2010-08-20,236.3,7664.11,7943.79,173.71,129.3,360,57.45,38.9,90.1,99.1,64.3,5.86
2010-08-23,242.6,7631.18,7926.36,174.49,128.7,358.5,56.6,39.1,90.55,99,65.3,5.9
2010-08-24,237.8,7348.67,7624.72,172.94,126.1,338.1,54,37.8,89,98.32,64.16,5.89
2010-08-25,228,7178.82,7427.69,172.94,126.3,332.5,51.3,36.8,89.05,96.36,62.38,5.88
2010-08-26,234.2,7463.06,7758.97,173.71,125.4,350.1,53.7,38.1,88.4,97.36,64.32,5.86
2010-08-27,230,7464.79,7715.38,173.33,123.4,345.2,57,37.7,88.4,98.2,63.04,5.84
2010-08-30,224.7,7388.54,7689.23,172.94,124.8,347.4,56.5,36.6,88.55,99.64,63.52,5.88
2010-08-31,219.2,7502.92,7715.38,165.96,125,347,55.65,37.8,89.25,100.8,63,5.87
2010-09-01,225,7866.89,8109.43,164.41,128.5,362,59,38.5,89.85,102.8,63.58,5.82
2010-09-02,221.6,7693.57,7910.67,161.69,128.4,360.8,56.85,41.7,89.5,102.6,63.28,5.81
2010-09-03,221.7,7710.91,7936.82,162.86,130.8,371.5,57,42.4,90.6,102.2,63.58,5.77
2010-09-06,221.8,7801.03,8055.38,160.92,131.5,371.2,57,45.8,91.35,101.3,63.88,5.81
2010-09-07,219,7580.92,7846.15,158.59,131.2,368.5,57.3,44.2,90.85,103.5,64.4,5.87
2010-09-08,218,7591.32,7813.02,155.1,132.7,371.5,58.25,43.6,92.25,103.1,65.02,5.85
2010-09-09,209.4,7755.97,7994.36,150.84,132.1,375.2,61,44.6,94.65,106.6,65.24,5.87
2010-09-10,207.5,7717.84,7994.36,154.33,131.4,374.8,62.3,44.5,95,107.8,65.86,5.87
2010-09-13,217.8,7806.23,8032.72,151.22,131.7,382.6,65.25,44.5,95.15,107.7,66.8,5.79
2010-09-14,225.3,7788.9,8017.02,153.94,131.6,382.2,63.2,43.9,95,107,66.76,5.73
2010-09-15,220.5,7698.77,7945.54,155.1,131.9,378.6,62.5,44.1,94.75,106.9,66.4,5.72
2010-09-16,217,7605.18,7849.64,153.94,132.8,371.3,60.05,43,94.8,106.5,66.82,5.7
2010-09-17,216.1,7615.58,7835.69,153.16,132,371.4,60.75,43.6,94.4,106.7,67,5.71
2010-09-20,212.3,7790.63,8022.26,152.39,131.2,376.9,61.45,43.4,95,107.3,66.92,5.7
2010-09-21,208.6,8010.75,8334.36,157.43,129.2,381.1,63.5,43.6,95.25,106,67.06,5.61
2010-09-22,211.2,7991.68,8302.97,155.88,129.2,387.5,63,43.4,95.8,106,67.1,5.56
2010-09-23,203.8,7915.42,8177.43,153.55,131.4,387.6,62,43.1,96.35,106.7,67.4,5.6
2010-09-24,210,8005.55,8301.23,155.1,131.6,396,61.8,43.3,96.8,106.6,67.64,5.52
2010-09-27,202.1,7972.62,8282.05,151.61,129.9,394.5,62.6,42.6,96.2,106.6,66.98,5.55
2010-09-28,205.7,7847.83,8156.51,152.78,129.2,396,62.15,42.7,96.85,107.6,66.54,5.49
2010-09-29,201.3,7816.63,8144.31,151.22,129.7,395,61.75,42.4,97.65,108.4,66.2,5.47
2010-09-30,206,7703.97,7968.2,152.39,130.7,399.4,61.6,42.1,96.55,108.5,65.74,5.47
2010-10-01,204.7,7591.32,7846.15,150.45,130.1,388.9,60.95,42,95.7,107.3,65.2,5.4
2010-10-04,204.9,7454.4,7692.72,144.63,128.6,375.9,60.55,41.4,96.2,105.8,64.52,5.46
2010-10-05,211.5,7527.19,7799.08,145.41,127.3,381.3,61.3,41.4,96.7,105.2,64.48,5.38
2010-10-06,213.1,7795.83,8069.33,148.9,129.2,384,60.85,41.5,97,106.6,63.98,5.36
2010-10-07,203.7,7799.3,8055.38,147.74,129.8,378.7,61.95,41.4,98,107.6,64,5.35
2010-10-08,202,7591.32,7846.15,145.8,131.4,377.6,61.45,41.2,98.9,107.4,63.94,5.35
2010-10-11,204.1,7743.84,8043.18,146.57,134.2,388.4,61.8,42.3,99.6,108.2,64,5.38
2010-10-12,201,7754.24,8037.95,148.51,135.3,386.4,62.75,42.6,100.1,108.9,63.66,5.36
2010-10-13,204.4,8010.75,8308.2,151.61,135.7,392.7,67,43.4,103.7,109.1,63.8,5.33
2010-10-14,205.4,7799.3,8060.61,150.06,135,394,67.5,43.7,104.7,107.8,63.36,5.32
2010-10-15,204.7,7811.43,8123.38,151.61,134.9,396,71.45,43.5,105.4,107.7,57.6,5.33
2010-10-18,207.4,7742.1,8020.51,149.67,135.8,395.4,73.5,44.5,104.2,102.2,56.7,5.34
2010-10-19,207.7,7712.64,7961.23,151.61,137,398.6,71.15,44.6,107.2,98.6,56.6,5.44
2010-10-20,198.1,7901.56,8228,152,137.2,401.4,70.7,44.9,107.5,107.6,56.3,5.34
2010-10-21,201.6,7972.62,8301.23,157.43,136.4,414.8,68.8,45.3,107.3,107.8,56.52,5.36
2010-10-22,201.5,7963.95,8282.05,160.53,136.7,415.8,69,45.5,106.5,107.4,55.66,5.34
2010-10-25,200,8015.95,8334.36,169.84,136.3,418.2,71,46.2,107,108.7,56.22,5.36
2010-10-26,179.3,7870.36,8166.97,170.61,135.2,417,70.85,45.7,107.1,107.8,55.76,5.39
2010-10-27,176.4,7922.35,8229.74,171.78,133.8,407.9,70.65,45.8,106.9,109,55.4,5.41
2010-10-28,170.4,7859.96,8177.43,170.61,133.7,400,70.9,45.1,106.9,112.1,54.16,5.35
2010-10-29,171,7804.5,8107.69,169.45,132.7,396,71.1,44.7,107,112.8,54,5.35
2010-11-01,167.6,7995.15,8311.69,169.06,132.9,405.6,70.5,44.6,108.5,112,54.82,5.36
2010-11-02,167,8185.8,8543.59,169.06,134.4,399,70.1,44.3,107.8,111.3,55.18,5.31
2010-11-03,173.9,8211.79,8543.59,169.45,148.4,398.4,68.2,44.8,103.3,110.5,54.1,5.28
2010-11-04,176.3,8359.11,8700.51,167.51,159.2,416,67.2,45,102.1,110,54.98,5.24
2010-11-05,174,8447.51,8775.49,169.06,154.5,414,67,47.4,103.6,110,54.34,5.31
2010-11-08,172,8296.72,8595.9,171,153.8,416.1,66.5,46.7,103.9,111.3,54.4,5.37
2010-11-09,177.7,8296.72,8594.15,180.69,152.4,430.4,68.2,47.2,104.8,112.4,54.6,5.41
2010-11-10,173.5,8274.19,8595.9,175.65,152.9,435,66.8,46.5,105.9,113.6,53.96,5.41
2010-11-11,172,8341.78,8663.9,175.27,155.8,431,65.65,46.6,105.3,113.4,53.52,5.47
2010-11-12,172,8366.05,8709.23,175.27,157.2,427,66.3,46.9,105.5,113.3,53.4,5.44
2010-11-15,172.3,8392.04,8698.77,174.49,155,441,66.75,47,106.2,114.1,53.38,5.49
2010-11-16,173,8116.47,8411.08,174.49,155,423.5,67.1,46.7,105.5,114,53,5.53
2010-11-17,175.1,8106.07,8412.82,170.61,152.2,416,67.5,46,106,114.3,52.52,5.5
2010-11-18,177.4,8234.33,8522.67,177.59,152.5,464.5,68.5,46.2,108,113,53.08,5.46
2010-11-19,178.7,8137.27,8400.61,176.82,152.5,470.6,67.45,46.6,108.3,114.4,53.06,5.45
2010-11-22,169.2,8076.61,8343.08,176.04,153.3,491.6,68.2,46.5,107.8,114.5,52.52,5.48
2010-11-23,168.9,7918.89,8168.72,171,155.5,487,67.25,46,106.7,115,51.48,5.57
2010-11-24,166.1,8003.81,8247.18,167.12,153,486,68.15,48,106.2,116.4,51.58,5.58
2010-11-25,165,7920.62,8160,167.12,153.1,481.5,68,48.2,107.9,115.1,51.34,5.59
2010-11-26,164.9,7823.56,8046.67,165.18,152.3,485.9,67,48.3,106.4,115.1,51,5.63
2010-11-29,156.5,7773.3,8018.77,160.53,151.2,481.6,65.55,48,101.4,113.5,50.14,5.69
2010-11-30,163.4,7877.29,8105.95,158.98,152.8,472,64.7,47.6,99.45,113.6,49.52,5.74
2010-12-01,159.8,8144.2,8348.31,172.16,154.6,491.5,64.95,48.9,101.7,115,49.44,5.68
2010-12-02,165.4,8215.26,8459.9,182.25,155,511.5,66.45,50,104,115.9,50.36,5.64
2010-12-03,161.8,8158.07,8419.79,176.82,154.6,516.5,66.6,47.8,102.1,114.8,50,5.56
2010-12-06,161,8241.26,8527.9,176.04,154.6,520,66.2,47.8,102.8,115.9,49.98,5.61
2010-12-07,163.3,8333.12,8648.2,174.1,154.6,533.5,65.35,48.1,101.9,116.4,50.16,5.63
2010-12-08,159.8,8430.17,8752.82,179.92,156.5,521,67.05,48.2,104.8,118.1,50,5.63
2010-12-09,159.8,8296.72,8616.82,184.96,154.9,519,66.6,47.6,104.4,116.5,49.92,5.63
2010-12-10,171,8346.98,8709.23,185.35,154.1,525,66.4,47.6,104.7,121.5,52.18,5.64
2010-12-13,173.8,8303.65,8662.15,184.18,155,543,66.35,47.5,104.5,122,52.96,5.56
2010-12-14,181.9,8336.58,8648.2,185.35,154.1,548,66.3,48.4,104.3,121.4,52.5,5.58
2010-12-15,181.3,8466.57,8801.64,184.57,153.2,536,65.8,48.3,104.2,122,52,5.63
2010-12-16,182,8530.7,8874.87,179.14,151.5,532,65.5,47.8,104.1,122.1,51.34,5.63
2010-12-17,182.6,8561.9,8892.31,181.47,151,542,65.85,47.9,104.8,124.1,51.34,5.65
2010-12-20,174.1,8513.37,8857.43,181.47,150.8,543.5,67.95,48.5,104.9,123.5,51.6,5.68
2010-12-21,180.5,8648.55,8951.59,182.63,152.1,536.5,67.35,48.8,103.7,123,51.34,5.69
2010-12-22,178.7,8587.89,8908,183.8,151.5,527,65.7,49.45,103,122.7,50.9,5.68
2010-12-23,177.7,8658.95,8970.77,184.96,151.8,528.5,66.5,49.55,103.4,126.6,51.8,5.68
2010-12-27,177.4,8610.42,8908,183.8,151.8,527,66.1,49.96,104.4,126,51.98,5.65
2010-12-28,176.5,8620.82,8913.23,186.51,152.2,528.5,65.65,51.3,106.5,127.7,52.46,5.7
2010-12-29,177.2,8641.62,8965.54,190.78,152.3,528,65.25,51.45,107.5,126.8,52.28,5.64
2010-12-30,176.1,8516.83,8806.87,190,151.6,532,65.5,50.85,106,125.8,51.5,5.6
2011-01-03,186.4,8769.88,9139.9,195.82,151.6,543,65.45,51.85,112.9,123.3,52.3,5.58
2011-01-04,185.2,8873.87,9218.36,200.86,153.3,543,66,51.35,110.5,127.7,52.7,5.6
2011-01-05,179.2,8691.88,8996.92,198.92,158.8,529,65.75,51,111.5,130.6,52.54,5.66
2011-01-06,179.6,8726.55,9040.51,201.63,161.3,525,65.5,51,113.9,131.4,54.44,5.74
2011-01-07,176.7,8622.56,8892.31,202.02,160.8,504,65.15,51,113.3,130.8,53.9,5.77
2011-01-10,178.2,8619.09,8892.31,218.69,163.2,508,64.95,50.85,111.5,130.6,54.86,5.75
