"Date","MaerskA","MaerskB","Baverian","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NKT","Nordea","NovoNordisk","Novozymes","Tryg","Vestas","WilliamDemant","OilPrice","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","GoldFutures","C20index"
2010-01-04,6378.09,6612.85,93.71,393,96.2,111.97,96,389,92,29.7,205,95.05,154.39,53.3,67.6,113.5,70.3,66.4,78,421.6,5.17,8.35,0.73,0.9,0.76,2.14,3.67,1117.7,347.85
2010-01-05,6378.09,6664.75,93.71,394.85,92.8,115.67,95.95,384.5,89.6,29.3,204.1,96.5,153.29,53.5,66.78,115.4,68.8,64.38,77,421.18,5.15,8.26,0.73,0.91,0.75,2.12,3.66,1118.1,345.14
2010-01-06,6447.42,6730.26,101.55,388,95.2,117.06,100.5,374.9,88.75,28.4,203.4,96.55,153.99,53.7,67.5,110.6,68.2,63.58,76.34,430.99,5.19,8.28,0.73,0.91,0.76,2.12,3.69,1135.9,346.37
2010-01-07,6655.4,6972.61,101.55,392,96.4,120.76,101,376,88,29.5,210.4,98.5,157.13,53.6,67.12,114.4,67.06,64.1,77,429.69,5.2,8.27,0.73,0.91,0.76,2.09,3.67,1133.1,351.28
2010-01-08,6849.52,7131.28,94.69,393,96,122.61,101.7,375.9,89,29.5,210.7,99,158.22,53.55,68,111.6,67.86,63.8,78.02,431.35,5.21,8.33,0.73,0.91,0.76,2.06,3.67,1138.2,353.23
2010-01-11,6936.18,7270.77,97.63,400,97.53,125.29,104,375,89.9,29.3,210,104,159.12,54.25,70,111.2,67.74,65.8,78.24,422.76,5.12,8.28,0.73,0.91,0.75,2.02,3.64,1150.7,359.54
2010-01-12,6893.71,7265.54,99.27,395,96.5,124.46,102,368,89.6,29.5,209.1,103.2,164.09,54.4,69.2,112.4,67.82,63.4,76.44,415.11,5.14,8.29,0.73,0.91,0.75,2.02,3.6,1128.9,356.73
2010-01-13,6906.71,7209.74,94.61,395,95.36,123.72,99.5,370,89.4,29.8,207.8,100,167.57,54.55,69.28,111.4,66.6,65.4,77.1,407,5.11,8.32,0.73,0.91,0.75,1.95,3.57,1136.4,356.53
2010-01-14,7054.03,7366.67,100.82,391,95.4,126.78,99.2,379,91.25,30.4,213.3,102,171.05,55.5,70.2,111.3,67.4,66.8,77.28,407.56,5.14,8.36,0.73,0.91,0.75,1.92,3.61,1142.6,361.79
2010-01-15,7152.82,7514.87,107.41,393,96.6,125.39,97.5,375,97.5,30.3,211.5,102,168.56,54.7,68.7,109.4,66.9,66,77.4,403.63,5.18,8.45,0.73,0.91,0.76,1.91,3.56,1130.1,359.27
2010-01-18,7192.69,7537.54,117.1,400,96.8,124.46,98.8,372,104,30.2,208.4,103,167.57,53.8,68.2,110.5,66.6,65.8,77.8,,5.18,8.46,0.73,0.91,0.76,1.86,3.54,,359.95
2010-01-19,7244.68,7575.9,110.9,400,96.6,122.61,98.4,375,99.75,30,204.5,102,166.57,53.1,69.8,111.5,66.7,65.54,77.78,411.64,5.21,8.51,0.73,0.91,0.76,1.93,3.6,1139.7,360.47
2010-01-20,7158.02,7445.13,108.57,394.5,97.86,119.09,97,370.5,99.05,29.7,200.9,103.3,162.85,52.4,70.8,111.2,67.12,61.7,77.4,407.71,5.27,8.56,0.74,0.92,0.77,1.85,3.54,1112.3,356.31
2010-01-21,7048.83,7380.61,103.92,391.5,98.4,117.52,96,360,96,29.2,196,100,158.27,51.4,68.52,108.6,67.3,60.8,77.2,401.35,5.29,8.55,0.73,0.91,0.78,1.86,3.58,1102.7,349.69
2010-01-22,7019.37,7361.43,105.47,392,97.4,116.97,95,350,99,29.7,198,99.9,158.12,50,68.28,110.4,65.6,59.14,77.18,391.11,5.27,8.5,0.73,0.91,0.77,1.85,3.57,1089.2,346.87
2010-01-25,7067.9,7385.85,108.57,398,98.2,117.98,94.3,349,102.5,30.4,197.9,100.8,158.32,50.4,69.5,110.4,65.58,60.4,77.36,394.06,5.26,8.49,0.73,0.91,0.77,1.87,3.55,1095.2,349.86
2010-01-26,6924.04,7288.2,116.33,392,99.5,115.49,93,342,100.6,30.3,199.4,102,155.49,50.5,72.6,108.6,65.46,57.8,78.64,394.69,5.29,8.53,0.72,0.9,0.77,1.9,3.56,1097.9,348.97
2010-01-27,6785.39,7103.38,124.08,390.4,101.2,115.67,93.95,337,99,31.4,199.5,102.3,156.33,50,73.9,107.6,65.38,56,81.24,389.6,5.29,8.58,0.73,0.91,0.78,1.88,3.56,1084.4,349.61
2010-01-28,6898.05,7253.33,130.29,389,112.56,117.98,94.75,343,98,32.9,199.9,101.9,154.14,49.4,73.84,110,65.5,55.8,84,391.51,5.32,8.64,0.73,0.91,0.78,1.91,3.55,1083.6,350.95
2010-01-29,7067.9,7370.15,133,404,116.4,120.76,96.3,346.6,97.95,33,200.6,100.5,157.62,51,73.3,110.8,65.8,57.8,84.14,388.31,5.33,8.59,0.73,0.91,0.78,1.9,3.57,1083,354.85
2010-02-01,7187.49,7485.23,130.67,398.7,119.8,122.15,95,344.8,96.5,33.6,208.9,100.9,158.37,51,74.94,110.2,66.9,57.2,83.9,398.2,5.35,8.51,0.73,0.91,0.78,1.93,3.53,1104.3,358.43
2010-02-02,7248.15,7591.59,124.86,397.6,118.4,123.54,95.6,351,95,33.2,216,101.2,159.86,51.7,73,109.2,66.98,57.2,83.6,412.47,5.34,8.52,0.74,0.91,0.78,1.93,3.56,1117.4,358.17
2010-02-03,7263.75,7610.77,133,395.7,119.4,119.09,93.75,351.5,99,32.7,209.8,101,159.12,51.65,76.2,109.7,68.2,57.5,82.7,409.73,5.32,8.5,0.74,0.91,0.78,1.91,3.55,1111.4,360.48
2010-02-04,7140.69,7418.97,131.84,388.7,118.3,122.52,91.65,337.5,98.65,32,206.6,100.2,155.64,50,75,108.2,66.64,54.4,83.1,393.17,5.38,8.53,0.73,0.91,0.79,1.86,3.54,1062.4,355.92
2010-02-05,6896.31,7221.95,138.82,378,116.9,119.65,89.8,333.9,97.5,31.2,203.9,97.25,151.36,49.18,75.54,106.7,65.9,54.96,81.4,386.9,5.44,8.53,0.73,0.91,0.8,1.78,3.49,1052.2,350.75
2010-02-08,6809.65,7166.15,130.67,367,117.4,115.67,89.15,320.8,93.85,30.5,199.3,96.8,147.38,49.16,75.22,105.3,65.3,53.96,79.4,391.24,5.44,8.5,0.73,0.91,0.8,1.81,3.52,1065.7,345.43
2010-02-09,6873.78,7253.33,133.39,367,119,116.5,86.8,326,93.95,30.6,197.8,97.4,148.03,50.45,75.06,105.7,64.6,58.18,80.44,398.81,5.41,8.46,0.74,0.91,0.79,1.78,3.52,1076.7,348.74
2010-02-10,6918.84,7296.92,129.51,367.4,115.1,119.19,87.6,317.8,92.75,30.5,195.6,96.05,146.14,49.31,75,105.3,63.78,53.7,78.22,403.56,5.42,8.46,0.74,0.92,0.79,1.84,3.54,1075.8,346.31
2010-02-11,6956.97,7342.26,131.06,375.8,116.2,117.24,86.9,318.1,91.45,30.7,189.3,96.4,144.45,49.81,75.94,108,64.2,54.7,78.9,408.3,5.43,8.48,0.75,0.92,0.79,1.86,3.54,1094.2,348.53
2010-02-12,6989.9,7403.28,132.61,378.2,117.2,116.41,85.65,310.9,90.75,30.8,192.6,97,145.19,49.75,77.38,107.8,63.8,54.08,78,406.51,5.49,8.57,0.75,0.92,0.8,1.78,3.53,1089.5,349.74
2010-02-15,6943.11,7333.54,132.61,372.7,119,115.67,87,319.2,91,30,192.4,96.25,145.49,50.25,78.28,108.3,64.8,53.94,78.8,,5.47,8.58,0.75,0.92,0.8,1.78,3.55,,350.64
2010-02-16,6974.31,7359.69,132.22,378.8,119.9,116.13,87.5,337.7,92.45,30.9,193,98.2,150.61,50.5,78.54,113.2,64.32,55.2,79.2,419.78,5.45,8.55,0.75,0.92,0.8,1.78,3.57,1119.3,354.54
2010-02-17,7135.49,7513.13,132.61,378.7,121.4,116.69,88.95,343.4,95.35,31.5,193,98,149.77,51.3,78.6,111.4,63.96,56.82,78.92,419.03,5.42,8.57,0.76,0.93,0.79,1.79,3.53,1119.5,357.57
2010-02-18,7090.43,7492.2,132.61,377,122.7,116.6,89,346,95.9,32.2,195.5,98.25,150.56,51.45,78.98,112.5,63.82,58.04,79.2,433.25,5.49,8.55,0.76,0.92,0.8,1.82,3.57,1118,358.6
2010-02-19,7071.36,7462.56,134.94,388.2,120.8,115.86,89,345.8,94.65,32.4,198.6,99,150.81,51.15,79.12,111,63.4,57.92,79.38,439.17,5.51,8.47,0.76,0.92,0.81,1.83,3.59,1121.3,358.76
2010-02-22,7168.42,7565.43,132.61,384.2,120.8,116.23,88.6,346.5,93.5,32.4,201.8,99,151.66,52.7,79.04,112.4,63.6,59,79.2,437.24,5.46,8.46,0.76,0.93,0.8,1.78,3.6,1112.6,360.99
2010-02-23,7099.09,7481.74,131.06,415,121.4,115.67,86.85,339.5,90.65,31.5,193.5,98.75,149.72,52.05,77.8,111.9,64.2,56.22,78.32,430.97,5.48,8.46,0.76,0.93,0.8,1.69,3.46,1102.7,357.44
2010-02-24,7111.23,7514.87,131.06,411.1,124.4,116.04,86.45,338.5,91.3,30.1,191,98.8,148.57,52.55,78.2,111.9,64.18,56.64,78,438.15,5.49,8.48,0.76,0.93,0.8,1.72,3.46,1096.5,358.05
2010-02-25,6880.71,7267.28,131.06,409.4,124.1,116.23,84.6,342.7,90.05,29.1,188,96.8,147.18,52.4,77.4,111,68.18,55.12,77.32,430.32,5.52,8.45,0.76,0.93,0.81,1.69,3.42,1107.8,353.95
2010-02-26,6889.38,7289.95,131.84,422.1,124.2,115.21,85.05,348,91.75,29.6,190.3,96.5,149.92,53.05,77.2,112.2,71.28,54,78,437.24,5.48,8.34,0.77,0.93,0.8,1.68,3.44,1118.3,354.77
2010-03-01,7125.09,7525.33,134.16,428.9,125,116.6,90.65,360,91.7,30.5,191,95,153.15,54,79,113.8,71.2,53.84,80.2,433.13,5.5,8.21,0.76,0.92,0.81,1.68,3.41,1117.8,361.86
2010-03-02,7147.62,7532.31,134.16,435.6,124.3,119.37,92.95,365.8,92.2,30.4,189.5,96.1,156.08,54.15,79.14,115,71.5,53.36,80.84,437.38,5.49,8.21,0.76,0.92,0.8,1.69,3.42,1136.9,364.37
2010-03-03,7244.68,7635.18,134.16,431.2,126.1,121.32,92.9,364.9,90.55,30.4,191.1,96,157.03,54.85,79.26,117.7,71.3,55.88,81.98,441.41,5.46,8.22,0.76,0.92,0.8,1.68,3.47,1142.7,368.12
2010-03-04,6972.57,7338.77,133.39,427.1,127.9,121.32,89.9,356.9,90.85,30.6,191,97.85,155.69,55.6,79.58,115.4,71.4,54.32,81.62,436.75,5.45,8.22,0.76,0.92,0.8,1.68,3.41,1132.6,364.62
2010-03-05,7137.22,7554.97,134.16,434,127.6,123.44,92,364.1,92.35,30.9,193.5,97.45,155.39,57.3,80.82,118,71.34,55,82.82,446.57,5.48,8.25,0.77,0.92,0.8,1.72,3.46,1134.8,371.1
2010-03-08,7057.5,7457.33,134.94,432,127.7,123.81,92.05,363.3,73.5,31.1,193.8,98.05,154.49,57.5,81.64,118.3,70.98,55.16,81.9,445.85,5.45,8.25,0.77,0.92,0.8,1.71,3.45,1123.6,371.38
2010-03-09,6998.57,7373.64,137.27,438,127.3,122.52,91.8,365,71.5,31,192.7,96.8,152.65,55.9,81.64,116.6,71.18,55.02,81,447.37,5.49,8.21,0.76,0.93,0.8,1.65,3.45,1122,369.55
2010-03-10,7223.88,7595.08,159.37,431.5,125.3,124.18,91.85,375,72.05,31.2,194.3,96.85,152.85,56.55,82.6,117.8,72.36,55.74,81.52,448.71,5.47,8.16,0.77,0.93,0.8,1.71,3.44,1107.8,374.02
2010-03-11,7132.02,7500.92,157.82,433.1,124.8,123.54,91.9,380,72.2,31.2,193,98.75,154.59,56.7,81.88,118.4,72.3,54.9,79.6,447.31,5.45,8.19,0.76,0.93,0.8,1.73,3.46,1108,372.06
2010-03-12,7088.7,7462.56,161.31,432.5,122.3,126.5,93.8,378.8,71.85,31.3,193.1,99,155.24,56.6,81.68,119,73,54.28,74.36,439.28,5.41,8.19,0.76,0.93,0.79,1.73,3.45,1101.5,372.34
2010-03-15,7057.5,7434.67,168.29,433,121.2,126.04,93.8,376.5,72.2,31.4,192.9,99.5,152.15,56.55,81.94,118.8,71.4,52.72,73.6,433.24,5.43,8.17,0.77,0.93,0.8,1.7,3.43,1105.1,371.01
2010-03-16,7060.96,7450.36,167.9,437.1,120.8,128.35,95.2,385,71.85,31.7,195.5,99.55,154.04,57.2,83.8,121.5,71.1,54.46,73.98,443.26,5.42,8.2,0.77,0.93,0.79,1.62,3.39,1122.2,377.02
2010-03-17,7050.57,7410.26,169.06,448.6,121.8,127.61,95.1,389,71.5,31.6,195,100.4,152.95,57.4,84.78,119.7,71.06,54.5,73.8,448.57,5.41,8.3,0.76,0.93,0.79,1.62,3.38,1124,378.35
2010-03-18,7017.64,7392.82,184.57,452.1,121.5,125.02,95.3,385.9,71.2,31.5,194.2,99.55,151.51,56.6,84.3,120.6,70.94,55.76,77.1,447.53,5.45,8.32,0.77,0.93,0.8,1.64,3.4,1127.4,377.87
2010-03-19,6936.18,7323.08,183.02,451.5,120.6,126.22,96.75,378.4,71.75,31.6,193.1,100,150.31,56.65,85.46,119.2,70.92,57.06,76.78,442.56,5.49,8.32,0.77,0.93,0.8,1.66,3.4,1107.4,379.68
2010-03-22,6969.11,7361.43,188.06,455,120.2,124.65,96.65,380,71.75,32,193.5,99.65,148.67,56.1,85,118.1,70.68,56.84,76.42,448.82,5.52,8.28,0.76,0.92,0.81,1.62,3.36,1099.3,378.16
2010-03-23,7088.7,7466.05,184.57,464,120,126.78,98.1,388,72,32.7,194.2,102.5,149.17,56.35,86.2,121,70.9,57.72,75.46,449.54,5.5,8.26,0.76,0.93,0.81,1.6,3.36,1103.5,383.79
2010-03-24,7062.7,7445.13,186.12,461.1,122.5,124,98.5,386.7,72.55,33.1,195,103.1,151.81,56.75,88.98,119.9,71.9,58.64,74.14,447.88,5.58,8.32,0.77,0.93,0.82,1.62,3.39,1088.6,386.71
2010-03-25,7054.03,7424.2,186.12,460.5,121.4,124.46,98.75,388.6,71.9,33.5,197.8,102.8,154.04,57.75,88.4,121.8,73,60.74,75.84,447.14,5.57,8.32,0.77,0.92,0.82,1.62,3.45,1092.7,388.48
2010-03-26,6953.51,7288.2,186.12,461.5,122,124.92,98.5,386,71.15,32.9,197.2,102.8,151.91,55.3,87,120.9,73,59.7,77.16,444.45,5.57,8.27,0.77,0.92,0.82,1.6,3.44,1104.2,384.57
2010-03-29,6939.64,7279.49,182.63,465,121.5,124.65,98.65,384,70.15,32.8,195,103.8,152.7,54.85,86.1,120.2,72.48,59.6,77.8,452.56,5.52,8.27,0.76,0.92,0.81,1.58,3.42,1110.3,382.89
2010-03-30,6944.84,7323.08,178.37,462,120.8,126.78,97.7,382.2,68.5,32.5,194.2,104.2,151.46,55.05,86.12,120.4,72.46,58.78,78,453.53,5.52,8.33,0.76,0.93,0.81,1.56,3.39,1104.5,383.23
2010-03-31,6956.97,7323.08,176.82,462.6,121.4,125.48,98.5,382.4,69.35,33,195.8,103.9,151.41,54.95,85.54,122,72.76,59.9,78,460.91,5.52,8.37,0.77,0.93,0.81,1.54,3.38,1113.3,383.04
2010-04-06,7106.03,7453.85,179.92,472.2,120.4,126.78,99.95,392.6,70.25,32.9,197.5,103.1,156.13,55.8,88.56,126.2,72.5,61.44,76.64,480.9,5.56,8.44,0.77,0.93,0.81,1.57,3.43,1135.1,391.65
2010-04-07,7130.29,7466.05,183.41,473.6,121.4,128.44,100.6,393.5,70.5,33.3,200.9,103.5,158.47,56.25,88.9,130.4,74.9,65.96,76.62,477.85,5.58,8.47,0.77,0.93,0.82,1.52,3.4,1152.3,397.24
2010-04-08,7093.9,7406.77,190,470.8,122.4,127.79,98.75,392,69.05,32.9,200.4,102.8,157.23,55.35,87.5,126,74.38,64.78,76.9,476.82,5.6,8.51,0.77,0.94,0.82,1.52,3.41,1152.2,392.32
2010-04-09,7201.35,7507.9,203.18,469.8,122.4,129.37,101.5,407.2,68.8,33.3,201,102.6,159.31,55.8,86.48,127.7,73.62,65.4,76.8,470.47,5.56,8.54,0.77,0.94,0.81,1.55,3.44,1161.1,393.99
2010-04-12,7263.75,7565.43,210.94,476,122.6,129.64,103.1,417,68.5,33.5,201.6,103.2,159.12,56.35,86.48,126.3,75.1,66.12,76.72,460.6,5.48,8.43,0.76,0.93,0.8,1.57,3.43,1161.6,397.76
2010-04-13,7159.76,7413.74,209.39,463,122.6,127.7,102.3,429.3,67.8,33.6,198.9,102.8,162.2,55.8,88.3,124.6,74.14,65.7,75.92,459.22,5.48,8.45,0.76,0.93,0.8,1.55,3.41,1152.8,395.38
2010-04-14,7549.72,7851.38,214.04,460,123.6,130.48,104.8,434,67.65,34.1,203.2,102.5,167.67,56.2,88.1,125,75.38,66.4,76.02,468.07,5.47,8.44,0.76,0.93,0.8,1.54,3.41,1159,400.53
2010-04-15,7847.83,8158.26,212.88,455.8,123.8,135.01,107.5,434.3,65.9,34.1,204.9,103,169.36,55.7,88.8,123.7,75.6,66.7,76.8,468.47,5.5,8.48,0.77,0.94,0.81,1.52,3.4,1159.7,405.22
2010-04-16,7726.5,8003.08,211.71,448.5,123.6,132.79,104,430,67.35,34,204,101.2,167.42,54.9,89.1,123.6,71.6,67.4,79.2,456.22,5.5,8.49,0.77,0.94,0.81,1.47,3.34,1136.3,402.68
2010-04-19,7707.44,7985.64,208.61,439.6,123.4,131.4,104.6,417.7,66.8,35.7,200,99.85,165.28,54.15,89.1,123.2,70.3,66,78.8,451.7,5.54,8.45,0.77,0.93,0.81,1.46,3.35,1135.2,399.28
2010-04-20,7759.44,8051.9,208.23,455.9,124.2,135.84,104.6,421.6,69,42.5,203.5,100,172.24,55.2,90.6,122.9,71,68.42,81.48,457.93,5.52,8.49,0.77,0.94,0.81,1.47,3.34,1138.6,406.88
2010-04-22,7781.97,7999.59,203.57,453.3,125.3,132.14,103.4,416.5,67.75,42.6,211.3,96.6,165.08,53,88.94,125.4,69.54,66.6,79.12,462.45,5.58,8.59,0.77,0.94,0.82,1.46,3.33,1142.3,401.2
2010-04-23,8038.48,8369.23,204.74,455.3,126,135.66,106.7,424.4,66.9,43.7,216.6,97.5,166.38,53.9,89,126.1,69.6,68.18,79.98,471.54,5.59,8.58,0.78,0.94,0.82,1.48,3.31,1153.1,407.43
2010-04-26,8050.61,8377.95,205.51,459,123.6,139.92,108.2,432.6,66.75,43.4,219,96.9,168.07,54.25,90.58,126.1,69.4,72.02,79.92,470.4,5.59,8.63,0.78,0.95,0.82,1.45,3.29,1153.5,414.41
2010-04-27,7981.28,8329.13,206.67,450.1,122,136.03,106.8,428.6,65.75,46.4,219,95.3,163.59,52.3,90.3,125.4,68.6,70.2,78.88,461.59,5.6,8.58,0.78,0.95,0.82,1.34,3.24,1161.7,408.95
2010-04-28,7847.83,8119.9,205.51,447.2,120.6,135.38,102,416.6,63,45,219.7,94.3,159.76,54.8,88.74,122.4,68.74,67,77.26,467.61,5.62,8.55,0.77,0.95,0.82,1.35,3.23,1171.3,401.8
2010-04-29,7929.29,8255.9,204.35,455.5,124.7,136.31,100.7,425.7,61.7,45.5,226.2,92.1,163.39,55.05,92,135,69.12,68.44,76.74,478.15,5.61,8.58,0.77,0.95,0.82,1.3,3.2,1168.4,411.5
2010-05-03,7868.62,8170.46,218.31,453.3,125,134.92,99.8,427.9,61.35,45.4,227.8,93.5,162.85,54.55,94.5,133.6,69.02,68.78,75.86,484.57,5.62,8.57,0.77,0.95,0.82,1.33,3.21,1182.7,413.48
2010-05-04,7729.97,7968.2,220.63,443.9,127.7,132.33,97,402,58.7,44.6,209.6,94.7,156.63,52.6,95.14,131.6,68.6,64.86,76.68,470.43,5.69,8.62,0.78,0.95,0.83,1.2,3.05,1168.6,405.51
2010-05-05,7452.66,7694.46,213.65,439.2,127.4,123.91,96.2,385,57,40.8,197,94.15,152.06,50.3,94.8,127,68.2,62.66,74.3,460.7,5.76,8.7,0.77,0.95,0.84,1.15,3.01,1174.6,395.02
2010-05-06,7447.46,7671.79,198.92,439.9,128,114.84,96.35,376.1,52.45,41.9,189,92.4,150.96,48.09,92.72,131.1,68.04,61.12,74.22,451.36,5.85,8.83,0.77,0.96,0.86,0.96,2.94,1196.9,387.15
2010-05-07,7158.02,7359.69,182.25,414.1,126,108.64,91.7,366.1,46.5,39,183,88.4,144.6,45.84,90,121.3,67,58.46,71.68,438.58,5.84,8.57,0.76,0.94,0.86,1.09,2.99,1210,371.12
2010-05-10,7645.05,7908.92,207.45,446.9,128.4,122.15,95.75,396,54.45,42.2,204.5,92.2,155.78,50.85,92.2,129.9,71.96,62.42,74.44,441.21,5.74,8.61,0.77,0.95,0.84,1.12,3.11,1200.4,394.73
2010-05-11,7565.32,7790.36,201.25,456.3,127.8,122.52,95.3,387.5,52.45,40.7,199.1,91.5,152.8,49.56,93.74,127,71.36,60.66,74.14,447.62,5.86,8.66,0.77,0.95,0.86,1.13,3.11,1219.9,393.52
2010-05-12,8177.13,8487.79,203.96,480.4,129.2,122.7,97.5,402,50.05,43.5,198,93.5,154.14,50.85,94.38,131,72.08,62.72,76,443.78,5.87,8.76,0.78,0.96,0.86,1.11,3.1,1242.7,403.87
2010-05-14,8177.13,8487.79,203.96,480.4,129.2,122.7,97.5,395,50.05,43.5,198,93.5,154.14,50.85,,131,72.08,62.72,76,,,,,,,,,1227.4,
2010-05-17,8022.88,8269.84,195.43,470,130.5,124.92,93.95,396.4,47.23,42,198.4,90.75,148.67,49.61,95,132.3,72.8,60.76,78.6,422.25,6.03,8.7,0.77,0.96,0.88,1.02,3.03,1227.7,400.8
2010-05-18,8093.94,8397.13,190,490,130.8,120.48,92.9,404.2,50.5,42,203,90.8,148.77,50.2,94.9,134.8,73.4,61.76,78.8,415.36,5.99,8.66,0.78,0.96,0.88,0.94,2.96,1214.3,402.73
2010-05-19,7781.97,8017.02,175.27,485,128,114.84,90.5,386.9,50,42.5,198,88.65,143.2,48.52,93.02,132,72.92,59.7,80.68,423.94,6.06,8.67,0.77,0.95,0.89,0.94,2.89,1192.6,391.85
2010-05-20,7345.21,7617.74,158.59,463,126.2,112.43,86.75,371.3,48.3,41.5,196.8,87.6,138.08,46.65,90.88,127.5,71.64,56.62,79.5,411.99,6.03,8.61,0.76,0.93,0.88,0.87,2.79,1187.8,378.99
2010-05-21,7395.47,7577.64,164.8,461.3,125,112.8,87.65,371.4,47.47,41.6,203,86.7,134.7,46.89,88.1,127.8,64.92,58.32,79,405.15,5.96,8.55,0.76,0.91,0.87,0.91,2.78,1175.7,375.91
2010-05-25,7036.7,7248.1,157.04,442.7,122.4,106.32,83.5,352.9,45.39,42.1,197,84.75,129.83,45.86,89.96,127.5,65.22,55.38,78.52,394.33,6.09,8.73,0.76,0.92,0.89,0.88,2.69,1197.8,367.83
2010-05-26,7407.6,7654.36,169.84,452.2,122.8,113.08,86.3,368.3,46.91,45.7,195,85.5,137.44,48.37,91.86,130.3,66.22,58.24,82.8,432.31,6.04,8.71,0.77,0.93,0.89,0.88,2.73,1213.3,381.11
2010-05-27,7771.57,8020.51,176.82,466.5,123.4,115.67,90,380,47.5,47.2,191.9,87.95,140.87,49.71,93.14,135.4,67.52,57.8,86.16,452.63,6.07,8.79,0.77,0.93,0.89,0.86,2.76,1211.9,389.85
2010-05-28,7632.91,7915.9,172.94,460.1,124.4,113.73,90.2,379.1,48.07,46.7,187.6,88.95,138.23,49.58,93.5,129.4,65.7,58.16,84.56,444.64,6.01,8.75,0.77,0.93,0.88,0.82,2.7,1212.2,387
2010-05-31,7764.63,8060.61,174.1,462,125.6,113.73,89.95,380,47.93,47,193.8,89.85,140.22,49.67,93.5,129.8,65.9,57.92,86.16,,6.04,8.77,0.77,0.94,0.89,0.82,2.69,,388.69
2010-06-01,7813.16,8072.82,169.06,461.7,124.6,114.56,88.75,376.5,47.39,47.1,192.5,87.5,142.41,50.2,93.32,128.6,65.58,57.32,85.62,444.95,6.12,8.91,0.77,0.94,0.9,0.82,2.72,1224.8,388.05
2010-06-02,7695.31,8003.08,173.71,469.2,126.6,116.6,87.95,378,46.74,46.5,190.1,88.05,141.17,50.45,95.96,128.7,65.12,55.96,85.7,443.81,6.09,8.93,0.78,0.94,0.89,0.82,2.71,1220.6,391.19
2010-06-03,7908.49,8222.77,179.92,481.4,125.1,119.37,90.85,388.3,47.89,47.3,190.7,89.5,144.99,51.95,98.08,133,65.7,58,87.36,452.62,6.07,8.9,0.78,0.95,0.89,0.8,2.7,1208.3,401.25
2010-06-04,7752.5,8081.54,176.82,474.7,124,118.82,90.4,380,47.19,46.8,188.6,89.5,141.56,50.2,97.98,129.5,65.92,56.7,88.64,440.65,6.17,8.99,0.78,0.95,0.9,0.73,2.62,1216.2,397.2
2010-06-07,7688.37,7976.92,172.16,469.3,123.2,117.43,89.55,373.1,46.63,46.8,189.1,88.55,139.23,49.03,96.48,131.4,65.02,55.6,89.26,444.99,6.22,9.02,0.77,0.94,0.91,0.75,2.61,1239.3,392.5
2010-06-08,7638.11,7928.1,166.74,463.5,123.1,113.73,88.9,382.2,45.49,45.9,186.4,86.1,138.33,48.85,96.44,131.7,65.24,54.86,91.36,447.71,6.23,8.98,0.77,0.93,0.91,0.77,2.61,1244,389.89
2010-06-09,7799.3,8107.69,169.45,483.1,124,111.69,90.45,400,43.93,46,185.1,87,140.82,50.4,96.34,134.1,66.4,54.94,91.54,460.69,6.19,9.01,0.77,0.94,0.91,0.8,2.63,1228.5,393.67
2010-06-10,8005.55,8343.08,174.49,500,124.8,113.45,93.3,407,43.26,48,187.9,88.15,143.8,52,97.4,138,67.82,57,91.38,466.16,6.18,9.01,0.78,0.95,0.9,0.86,2.74,1220.8,401.82
2010-06-11,8191,8529.64,174.49,488,126.2,114.47,93.9,413.5,43.71,47.5,186.5,87.8,144.94,52.05,96.74,136.8,68,57.74,90.38,453.26,6.13,8.97,0.78,0.95,0.9,0.8,2.68,1228.9,402.22
2010-06-14,8395.51,8745.84,176.04,494.5,125.7,116.32,96,427.8,58.15,47.8,190.4,88.3,147.08,53.15,98.58,138.6,68,59.6,92.06,455.33,6.07,8.95,0.78,0.95,0.89,0.83,2.72,1223.3,410.66
2010-06-15,8490.84,8855.69,177.2,493,126,116.5,96.4,430.1,57.4,47.1,190.9,88.25,147.43,54,98.14,138.9,68,59.36,93.86,466.23,6.07,8.94,0.77,0.95,0.89,0.87,2.79,1233.2,411.12
2010-06-16,8320.98,8698.77,172.16,488.5,125.6,115.49,96.1,427.4,53.85,46.3,193,88.5,146.69,53.55,98.04,138,67.7,59.48,92.02,470.57,6.06,8.95,0.77,0.94,0.89,0.84,2.78,1229.3,408.98
2010-06-17,8419.78,8812.1,172.16,488.9,123.8,117.06,96.9,426.2,51.3,46.6,190,89.5,142.71,53.35,97.74,137.7,67,58.2,91.7,462.22,6.02,8.91,0.78,0.95,0.88,0.85,2.77,1247.5,408.45
2010-06-18,8541.1,8881.84,179.92,494.8,123.1,120.39,98.6,425,61,45.5,193.5,88.4,145.74,54.95,102,138.5,67.32,57.88,91.52,464.11,6.01,8.9,0.78,0.95,0.88,0.93,2.83,1257.2,417.24
2010-06-21,8768.14,9153.84,185.35,490.5,124.2,121.69,98.35,431.9,58.9,44.9,195.3,88.4,147.58,54.6,103.1,139.3,67.4,58,90.46,467.39,6,8.92,0.78,0.95,0.88,0.95,2.83,1239.7,421.23
