"Date","MaerskA","MaerskB","Baverian","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NKT","Nordea","NovoNordisk","Novozymes","Tryg","Vestas","WilliamDemant","OilPrice","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","GoldFutures","C20index"
2018-01-04,9281.17,9785.9,230,749,495,243.5,497,378.5,1035,205.2,356,311.3,291,76.84,335.55,354.4,157.8,84.36,175,382.46,6.17,8.36,0.76,0.76,0.95,-0.41,0.5,1407.3,1031
2018-01-05,9350.49,9851.28,230.1,761.4,504,243.8,496.3,379.2,1100,209.3,354.3,316.6,289.8,76.28,338.35,356.8,155.4,85.3,177.3,380.11,6.18,8.38,0.76,0.76,0.95,-0.41,0.5,1408.3,1039.54
2018-01-08,9584.47,10117.18,228.4,765,505.6,245.2,502.2,381.2,1151.5,209.7,353.3,319,292,75.88,339.75,355.2,155.6,87.8,178.4,383.94,6.22,8.42,0.76,0.77,0.96,-0.42,0.5,1407.4,1047.69
2018-01-09,9471.81,9964.61,226.8,772,509.4,243.3,507.8,385.5,1152.5,210,357.3,320.1,289.2,76.84,341.85,355,156.3,86.88,177.9,392.69,6.24,8.44,0.76,0.77,0.96,-0.39,0.54,1401.3,1050.34
2018-01-10,9263.83,9690,223.6,764,512.2,248.4,508.4,377.3,1172,207.5,359,316.3,271.8,77.64,340.3,346.1,156.9,84.72,174.3,394.95,6.21,8.4,0.76,0.77,0.95,-0.4,0.55,1408.3,1045.4
2018-01-11,9333.16,9816.41,223.4,762,509.4,250.7,506.4,371.5,1150,200.8,358.4,314.8,266.6,78.24,338.5,340.3,157,84.06,170.3,395.46,6.2,8.36,0.76,0.77,0.95,-0.36,0.6,1411.4,1036.62
2018-01-12,9324.49,9820.77,227,754,510,249,499,370.5,1145,200.9,352.3,314.2,265.6,77.02,336.55,340,156,85.5,171.3,394.13,6.14,8.37,0.76,0.77,0.95,-0.32,0.6,1425.7,1029.65
2018-01-15,9307.16,9807.69,221.9,749.6,510.8,250.9,490.7,361.6,1145,197.7,355.1,313.8,263.6,76.5,334.75,339.4,156.3,87.34,172.9,,6.07,8.37,0.76,0.77,0.94,-0.37,0.6,1341.8,1028.13
2018-01-16,9272.5,9755.38,223.1,740.4,511.4,249.9,487.3,362,1146.5,198.5,352.2,316.8,262.4,76.7,339,334.9,156.7,88.24,173.2,388.72,6.09,8.38,0.76,0.77,0.95,-0.37,0.58,1428.1,1033.05
2018-01-17,9185.84,9659.49,225.1,747,511.2,250.5,484.4,362.1,1155.5,198.6,353,318.2,262,77.1,342,334.4,155.3,87.68,175.5,390.07,6.1,8.41,0.76,0.77,0.95,-0.37,0.58,1431,1038.09
2018-01-18,9220.5,9707.43,225.5,758.4,513.8,244.7,487.3,361.1,1137,200,353.2,308.7,261.4,76.38,342,334.6,155.2,88.02,177.1,389.32,6.09,8.44,0.76,0.78,0.95,-0.37,0.6,1419,1036.12
2018-01-19,9099.18,9559.23,232,759.6,521,243.7,498.5,366.4,1170.5,203.1,344.6,316,263.6,75.84,349.5,338.1,155.2,86.46,183.6,385.06,6.08,8.43,0.76,0.77,0.95,-0.38,0.59,1425.9,1047.24
2018-01-22,9099.18,9585.38,245.5,759,523,247.1,494.8,364.8,1170.5,202.3,347.2,314,261.6,76.1,350.3,339.3,154.2,87.74,183.5,387.21,6.08,8.45,0.76,0.77,0.95,-0.37,0.59,1429.6,1049.41
2018-01-23,9272.5,9803.33,237.2,765,531,245.5,490.8,365,1133,200.7,346.7,322.1,259.4,77.12,351.95,338.6,149.3,88.08,183.4,391.65,6.08,8.47,0.76,0.77,0.95,-0.34,0.59,1434.2,1051.7
2018-01-24,9575.8,10112.82,239.8,763.4,531.2,245.5,492.8,358.3,1114.5,200,347.4,319.7,255.8,75.98,347.65,335.9,151.6,84.74,184.7,395.94,6.03,8.54,0.76,0.77,0.95,-0.37,0.62,1456.3,1044.81
2018-01-25,9445.82,9938.46,233,753,534,238.6,487.4,358.2,1099,199.8,346.5,315,254.2,72.96,343.75,330,149.1,81.2,185.3,393.73,6,8.55,0.76,0.78,0.95,-0.36,0.64,1463.1,1029.22
2018-01-26,9393.82,9890.51,237.7,770,534.4,242.8,492.3,363.1,1132,201,346.5,318.1,268.4,74.28,347.6,332.2,150,80.42,188.9,396.62,5.98,8.52,0.76,0.78,0.95,-0.34,0.65,1453.7,1038.48
2018-01-29,9298.5,9790.25,240,770,532.4,245.2,493.8,360,1136,199.8,347.2,316.7,266,74.46,345.55,331,148.4,79.5,188.9,395.07,6.01,8.46,0.76,0.78,0.95,-0.31,0.73,1441.3,1035.79
2018-01-30,8995.19,9467.69,230,770,530.6,242.8,493.5,350.6,1101,196.55,344.8,309.3,262.2,73.86,341.25,329.6,145.4,82.72,188.8,387.26,5.99,8.46,0.76,0.78,0.95,-0.33,0.72,1436.2,1026.8
2018-01-31,8882.53,9328.2,231.2,769.8,532.6,243.5,493,353.4,1098,202.2,346.7,305.6,261.4,74.04,333.4,332.5,145.9,81.8,189.4,387.24,5.97,8.47,0.76,0.78,0.95,-0.29,0.73,1439.4,1017.79
2018-02-01,8769.88,9214.87,235.7,771.4,512.2,242.1,483.2,354.8,1095,203.5,350.2,309,258.4,74.14,309,327.7,144.8,82.48,188.6,393.79,5.97,8.5,0.76,0.78,0.95,-0.33,0.74,1445.1,986.4
2018-02-02,8644.22,9127.69,220,763.2,497.9,244.9,473,345,1066,195.9,347.6,301.2,247.2,73.52,302.85,321.4,145.4,80.84,182.5,390.26,5.96,8.47,0.76,0.78,0.95,-0.29,0.78,1434.6,969.28
2018-02-05,8674.55,9097.18,216.2,759.8,492.6,244.9,471.6,342,1063.5,197.45,345,301.4,243.6,72.06,304.7,322.3,143.5,80.1,181.9,384.01,5.98,8.4,0.76,0.77,0.95,-0.32,0.79,1432.9,969.19
2018-02-06,8492.57,8992.56,211.2,741.8,495,238.7,467.7,344.3,1046,196.8,336.9,299.2,239,69.72,294.6,320.3,140.9,81.08,178.9,383.22,6.04,8.37,0.75,0.77,0.96,-0.32,0.75,1425.4,952.22
2018-02-07,8631.22,9123.33,221.3,715,500.4,241.9,478,371.8,1072,202.1,339.8,290,242.6,71.48,304.05,306.6,143,84.46,182.8,373.48,6.03,8.39,0.76,0.77,0.96,-0.29,0.79,1410.7,968.98
2018-02-08,8544.56,9031.79,221.2,707.4,494.3,241,459,380,1055,198.2,338,298.7,235.8,70.82,300.7,302.2,141.9,82.5,180.8,372.35,6.07,8.5,0.75,0.77,0.96,-0.3,0.83,1414.8,961.24
2018-02-09,8492.57,9005.64,216.7,700.6,492.1,240.6,461,376.6,1037,192.7,333.8,303,233.8,69.8,299.35,296.4,141.8,85.78,179.5,359.05,6.07,8.39,0.75,0.76,0.96,-0.32,0.82,1410.1,959.04
2018-02-12,8830.54,9367.43,231.6,701,502,242.8,470.5,388.3,1055,200.3,340,313.3,237.2,69.86,306,300.2,143.3,86.06,183.6,360.73,6.07,8.4,0.75,0.76,0.96,-0.35,0.82,1420.9,979.44
2018-02-13,8657.22,9171.28,237.7,703.2,498.8,241.5,469.4,392.4,1041.5,198,338.2,311.4,237.4,69.1,301.6,300.4,142.1,84.44,183.3,358.34,6.04,8.38,0.75,0.76,0.95,-0.35,0.81,1424.8,970.15
2018-02-14,8709.22,9210.51,244,711.6,509.4,244.2,473.2,391.2,1074.5,205.9,345.2,317.4,239.4,70.42,303.35,305.6,142.6,86,187.2,366.17,6.03,8.37,0.75,0.77,0.95,-0.34,0.82,1452.9,979.77
2018-02-15,8683.22,9197.43,239.8,715.2,512.6,245.8,480.7,385,1073,208.3,344.8,319.8,242,70.24,305.2,313,142.8,85,191.8,366.59,5.96,8.4,0.75,0.77,0.94,-0.31,0.84,1451.5,985.81
2018-02-16,8925.86,9450.25,244.8,733,522.8,248.8,492.7,392.7,1088,212.7,350.2,324,245,71.04,313.45,322,144.8,85.28,196.4,369.84,5.98,8.39,0.75,0.77,0.94,-0.32,0.79,1452.8,1005.87
2018-02-19,8943.2,9502.56,239.3,728,513.2,249.1,481.4,385.2,1047,208.9,349.8,320,243.8,71.2,308.05,316.3,144.2,85.94,193,,6,8.41,0.75,0.77,0.95,-0.33,0.82,1347.8,994.25
2018-02-20,8691.88,9210.51,239.2,729.6,518.8,245,482,393.9,1050,211,343.4,321.1,243.4,70.58,309.55,321.1,145.1,89.4,195.1,373.63,6.04,8.45,0.75,0.77,0.95,-0.34,0.8,1428.4,995.74
2018-02-21,8336.58,8805.13,236,735.4,522.8,246.5,480,405.7,1019,210.8,353.7,326.5,240.6,70.34,314,321.7,145.7,88.64,197,373.36,6.05,8.42,0.75,0.77,0.95,-0.29,0.8,1430.6,998.53
2018-02-22,8189.26,8608.1,243.4,733,523,247,478.5,417.1,1200,214,354,323.1,240.2,69.58,320.55,319,145.7,88.48,210.6,380.44,6.07,8.43,0.74,0.77,0.95,-0.33,0.77,1431.4,1011.52
2018-02-23,8319.25,8752.82,242.6,744.2,525.4,248.6,482.2,417.3,1241,215,355.4,319.1,239.2,69.9,323.7,317.9,147.3,89.4,220,384.61,6.05,8.47,0.74,0.77,0.96,-0.35,0.72,1429,1020.03
2018-02-26,8388.58,8826.92,241.6,750.2,528,250.1,482.9,421.2,1260.5,217.4,357.8,325.3,238.6,70.42,329.2,319.4,148.2,89.64,219,385.65,6.04,8.48,0.74,0.77,0.96,-0.33,0.72,1433.1,1030.41
2018-02-27,8423.24,8857.43,238.2,746.6,523.8,242.5,475.5,417.7,1230,214,361.3,323.2,211,70.62,323,316.3,146.1,89.82,218,380.99,6.05,8.42,0.74,0.77,0.96,-0.34,0.74,1419.6,1017.55
2018-02-28,8310.58,8739.74,246.7,750.2,517.6,246.2,480.4,416.7,1247,211.5,362.1,320.7,214.4,69.82,316.6,315,145.2,88.72,219.2,374.52,6.1,8.42,0.74,0.77,0.96,-0.36,0.73,1419.2,1011.81
2018-03-01,8375.58,8778.97,243.7,743,510.6,243.8,467.2,413.5,1233,207.8,362.2,323.8,212,69.6,308.2,310.4,144.4,88.5,218,373.11,6.12,8.41,0.74,0.77,0.96,-0.38,0.71,1406,996.77
2018-03-02,8011.61,8388.41,239.2,735.4,508,242.5,458.4,406.1,1216,206.8,361.4,319.8,206.8,67.92,303.85,307.1,142.8,85.74,217.8,370.16,6.05,8.34,0.73,0.77,0.95,-0.38,0.7,1424.2,981.41
2018-03-05,7972.62,8334.36,246.2,728.2,509.4,242.9,460.8,406.6,1244,207.8,363.6,325.4,207,68.48,304.5,307.4,143.8,86.22,219.6,378.12,6.05,8.36,0.73,0.77,0.95,-0.36,0.7,1420.5,984.85
2018-03-06,8028.94,8444.2,253.3,725.8,508.2,242,459.8,418.4,1253,208.4,372.8,324.2,213.2,68.9,303.65,311.2,144.2,86.62,222.2,375.38,6,8.35,0.73,0.77,0.95,-0.36,0.74,1435.9,985.39
2018-03-07,7877.29,8259.38,253.2,723.2,509.6,244.8,463.6,415.4,1250,212.1,377.7,325,207.8,69.7,302.7,311.8,145.7,87.18,229.8,366.54,6,8.32,0.73,0.77,0.95,-0.34,0.72,1427.9,987.76
2018-03-08,7829.63,8168.72,254.9,729,515,244.4,477.7,423.8,1260.5,218.3,378.5,333.8,206.8,70.96,307.15,315.5,147,88,229.8,360.68,6,8.33,0.73,0.77,0.95,-0.37,0.7,1423.7,998.65
2018-03-09,7812.3,8153.02,248.7,737,516,246.2,477.2,418.3,1261.5,220.2,380.2,339.2,206,70.8,306.65,319.2,146.9,86.3,231.4,375.9,6.06,8.38,0.73,0.78,0.96,-0.36,0.71,1428,998.09
2018-03-12,7816.63,8172.2,219,736,517,246.8,477,416.7,1260,222.6,383.5,337.6,203,71.5,306.85,321,146.4,86.5,231.6,371.51,6.06,8.41,0.73,0.78,0.96,-0.35,0.69,1424.8,1000.2
2018-03-13,7820.96,8200.1,216.5,733.2,514.2,247.7,471.1,408,1255,222,390.8,342.8,201,71.1,302.15,320,146,85.72,230.6,365.21,6.02,8.4,0.73,0.78,0.95,-0.37,0.67,1431.4,991.71
2018-03-14,7760.3,8182.67,207.9,723.8,511,244.1,465.3,407.6,1263,221.8,388.7,341.4,204,70.84,302.1,314.2,145.9,87.98,232,366.72,6.02,8.4,0.74,0.78,0.95,-0.4,0.64,1429.7,988.79
2018-03-15,7794.97,8229.74,209.2,715.2,511,244.2,472,407.5,1269.5,223.1,385.3,342.6,204.8,70.88,305.4,318,147,86.86,235,369.14,6.04,8.42,0.74,0.78,0.96,-0.41,0.62,1421.7,994.24
2018-03-16,7937.95,8395.38,211,716.4,509.2,234.5,474.9,404.4,1265,221.8,381.5,341.6,205.2,65.86,305.1,320,149.5,85.88,231.6,377.18,6.06,8.44,0.74,0.78,0.96,-0.37,0.63,1416.3,990.93
2018-03-19,7812.3,8250.67,204.2,710.8,506.8,235.1,476,395,1266,220.3,380,345.4,202,64.54,305.25,313.2,142.4,86.54,229,375.23,6.05,8.5,0.74,0.78,0.96,-0.41,0.62,1421.7,987.95
2018-03-20,7664.98,8118.15,202.7,717.2,504.8,235,482.5,401.8,1270,220.3,367,344.2,201.2,64.88,304,315.6,142.3,88.6,230,384.5,6.07,8.49,0.74,0.79,0.96,-0.4,0.64,1416.2,987.41
2018-03-21,7721.31,8215.79,200.5,708.6,507,233.6,481.7,398.9,1272,218.1,365.7,336.6,203,65.02,304.75,317,142.3,89,234.8,394.68,6.06,8.52,0.74,0.78,0.96,-0.42,0.66,1426.6,988.06
2018-03-22,7686.64,8147.79,193.5,706,501.4,228.6,479,393.8,1264,214.2,359.6,331.1,198.7,63.38,298.1,313.3,139.9,87.5,228.6,388.56,6.05,8.54,0.74,0.78,0.95,-0.41,0.58,1432.2,972.91
2018-03-23,7634.65,8090.26,194.9,706.4,499.8,228,474.9,395.8,1262,213.6,362.5,334,196.1,63.96,295.85,312.1,138.6,87.36,222,396.95,6.03,8.53,0.73,0.78,0.96,-0.41,0.58,1455,971.8
2018-03-26,7721.31,8194.87,192.25,702.6,496.8,225.8,471.1,393.9,1242,211.5,360.6,335.5,198.2,63.58,293.25,309.3,138.5,88.14,221,393.03,6,8.54,0.73,0.78,0.96,-0.46,0.57,1461,966.42
2018-03-27,7582.65,8053.64,187.7,709.6,501,224.9,475.8,395.4,1280,212.5,359.5,338.1,199.2,64.04,293.6,312,138.7,87.28,222.8,392.49,6.02,8.47,0.73,0.78,0.96,-0.42,0.55,1447.8,968.96
2018-03-28,7673.64,8146.05,188.5,720.8,510.6,225.4,474.3,388.7,1298,213.4,357.8,337.8,196.6,63.12,297.5,312.4,140.5,85.96,224.2,386.45,6.01,8.51,0.72,0.77,0.96,-0.46,0.54,1428.9,976.57
2018-04-03,7573.98,8107.69,180.5,722.2,507.2,224.5,474,389.5,1256,212.6,354,336.7,194.5,62.5,296.7,310,140.8,88.8,226,383.78,6.05,8.51,0.72,0.77,0.96,-0.41,0.55,1436.5,973.05
2018-04-04,7517.66,8034.46,177.2,717,496.4,222.8,464.6,382.3,1219,202.1,349.1,341,190,61.82,291.75,301,139.4,84.48,220.4,384.45,6.07,8.51,0.72,0.77,0.96,-0.42,0.54,1439.7,956.88
2018-04-05,7686.64,8217.54,177.45,710.8,506.2,225.4,474.7,390.1,1243.5,204.9,351.9,346.1,198.7,62.48,298.2,305,140.4,85.76,225.4,385.91,6.07,8.52,0.72,0.78,0.96,-0.42,0.56,1428.1,973.88
2018-04-06,7634.65,8153.02,176.45,716.8,509.6,223.7,473.5,377.7,1230,202.5,350.8,345.2,199.3,62.44,296.9,305.1,139.8,87.18,225.2,377.61,6.09,8.53,0.72,0.78,0.97,-0.44,0.52,1435.9,972.95
2018-04-09,7734.3,8252.41,170.25,708.6,512.8,224.3,478.2,378,1217,202.6,350.5,346.3,194.2,62.02,300.8,306.1,142,87.5,226.2,383.72,6.05,8.55,0.72,0.78,0.96,-0.47,0.52,1439.6,978.11
2018-04-10,7690.97,8217.54,171.3,693.6,519,224.8,478.1,388,1210,204.8,351.3,348.7,191.6,62.56,305.55,307.5,141.2,86.5,230,394.48,6.02,8.54,0.72,0.77,0.96,-0.41,0.54,1445.5,984.19
2018-04-11,7599.98,8107.69,169.75,691.2,509.4,220,473.6,381.7,1203.5,203.2,350.6,344.5,190,61.18,300.85,307,142,83.86,227,401.64,6.01,8.52,0.72,0.77,0.96,-0.47,0.51,1460,971.22
2018-04-12,7634.65,8154.77,168.05,687.6,511,221.4,478.9,364.3,1215,208.7,353.1,344.6,193.7,61.22,301.7,308,139.1,82.52,227,405.21,6.04,8.58,0.72,0.78,0.96,-0.42,0.54,1441.4,974.06
2018-04-13,7504.66,7994.36,169.5,696.6,513,220.9,481.7,371.7,1202,207.8,352.3,340.1,191.8,61.1,296.1,309.5,139.2,83.06,226.8,407.19,6.05,8.62,0.72,0.78,0.96,-0.47,0.53,1447.9,968.06
2018-04-16,7383.34,7846.15,165.15,686.8,514,221.1,479.8,367.8,1190,209.7,353.6,340.4,187.5,61.72,296.75,309.4,140.1,83.4,229.4,398.74,6.02,8.61,0.72,0.78,0.96,-0.41,0.55,1450.6,966.55
2018-04-17,7335.67,7809.54,169.25,690,518.8,223,492.7,376.9,1294,213.8,355,343.4,189.6,62.62,295.8,311.5,141.4,82.26,234.6,400.79,6.03,8.63,0.72,0.78,0.96,-0.46,0.54,1449.3,973.74
2018-04-18,7327.01,7846.15,179.15,687.4,526.8,225.1,495.2,377.2,1264,213.9,367.3,348.1,190.7,62.68,293.1,313.9,141.1,82,238,411.47,6.01,8.55,0.72,0.78,0.96,-0.41,0.56,1453.5,973.76
2018-04-19,7539.32,8050.15,175.4,682.8,522.8,223.8,488,384.6,1277.5,211.4,372.5,347.9,195.5,63.44,287.55,308.1,142,83.24,234.8,410.82,6.02,8.56,0.72,0.78,0.96,-0.4,0.62,1448.8,967.13
2018-04-20,7760.3,8320.41,169.7,684.2,521,223.8,488.5,379.6,1267,210.7,373.2,343.5,195.9,63.62,284.2,308.8,140.7,82.2,235.8,413.01,6.05,8.5,0.72,0.78,0.96,-0.44,0.62,1438.2,963.98
2018-04-23,7755.97,8271.59,166.25,683,528.2,224.6,496.9,380.1,1253.5,212.7,375.7,344,194.9,63.88,285.2,312.2,143.4,82.54,236.2,411.45,6.09,8.5,0.72,0.77,0.96,-0.43,0.65,1424,967.59
2018-04-24,7764.63,8264.61,164.5,683.2,524.2,225.7,498.8,379.1,1236.5,212.9,376.7,345.2,186.7,63.8,288.65,309.2,144.3,81,235.4,412.61,6.1,8.51,0.72,0.77,0.97,-0.43,0.65,1433.1,970.16
2018-04-25,7708.31,8203.59,160.6,686.4,518.4,218.8,492.1,376.1,1221.5,211,371,348.5,181.9,62.32,285.3,297.6,144,81.38,233.4,415.7,6.11,8.52,0.71,0.77,0.97,-0.39,0.65,1422.9,958.95
2018-04-26,7859.96,8374.46,170.5,691.2,521,219.5,495.9,376.1,1255.5,215.3,371.8,352.5,184.6,63.34,289,295,144.6,81.62,242.2,417.49,6.12,8.55,0.71,0.77,0.97,-0.44,0.6,1418,970.25
2018-04-30,8202.26,8679.59,169.45,691.4,524,215.4,490.3,382.4,1252,217.4,370.9,359,184.3,63.62,291.8,291.5,146.5,80.04,241.2,422.86,6.17,8.47,0.71,0.77,0.97,-0.45,0.58,1419.1,971.17
2018-05-01,8215.26,8748.46,167.2,694.4,525.6,217.9,491.3,383.7,1236,221.1,373.1,357,184.2,63.06,294.3,292.1,145.8,80.8,246,,,,,,,-0.41,0.58,1406.4,975.74
2018-05-02,8184.93,8712.72,182,702,536.4,218,497.4,410,1248.5,236.5,377.1,364.3,180.9,62.34,307,296.8,146.3,82.12,243.6,421.29,6.2,8.46,0.7,0.77,0.98,-0.45,0.59,1405.3,996.36
2018-05-03,8137.27,8630.77,180,697.6,571,215.8,493.9,428.5,1264.5,235.9,368.9,365,181.3,61.8,300,295.7,145.9,82.44,243.8,425.23,6.21,8.45,0.7,0.77,0.98,-0.47,0.55,1412.4,989.63
2018-05-04,8050.61,8583.69,177.85,705,569.8,215.9,493.4,413.7,1248,238.9,369.8,369.2,179.9,62.28,297.25,299.5,144.7,82.72,245.2,433.85,6.22,8.44,0.7,0.77,0.98,-0.42,0.57,1414.7,986.9
2018-05-07,8141.6,8658.67,188.5,707.6,573.8,214.9,507.2,419.7,1293.5,244.3,370.7,372.2,183.7,62.86,301.1,307.9,144.6,86.4,257.4,442.71,6.26,8.46,0.71,0.77,0.98,-0.46,0.55,1414.2,1001.3
2018-05-08,8518.57,9036.15,187.25,712.4,576.4,216.7,509.6,422.7,1305,243.2,372.6,403.1,183.1,63.2,305.45,311.1,146.3,86.96,233,432.02,6.28,8.47,0.71,0.77,0.99,-0.42,0.58,1413.8,1011.18
2018-05-09,8605.23,9184.36,185.4,713.2,594.6,215.2,514.4,428,1244,245.4,359,411.3,184.1,64.52,300.2,316.9,146.5,88.02,237.6,446.26,6.27,8.52,0.72,0.78,0.98,-0.42,0.59,1413,1006.88
2018-05-14,8323.58,8896.67,199.05,711.6,601.6,214.5,539,417,1263.5,247,353.1,409.9,186.3,65.1,313.55,312.4,146.9,87.48,234,441.33,6.22,8.44,0.72,0.78,0.98,-0.38,0.64,1417.9,1020.14
2018-05-15,8323.58,8879.23,187.2,708,596.8,215.2,532.6,425.2,1251,245.1,367.4,408.4,168.5,65.28,304.5,314.2,144.9,87.5,231,447.22,6.27,8.47,0.72,0.78,0.99,-0.42,0.66,1389.8,1001.48
2018-05-16,8310.58,8848.72,192.9,710.4,600.8,213.6,532.6,423.4,1226,243.3,361.8,418.3,172.6,64.12,308.35,320,142.6,87.56,231.4,451.51,6.32,8.52,0.72,0.78,0.99,-0.44,0.63,1392.1,1004.1
2018-05-17,7621.65,8065.84,189.6,704.4,612.2,216.4,529.2,430,1255,242.6,363.9,421.6,181,64.44,309.6,326.5,143.5,90.6,233.6,450.93,6.31,8.53,0.72,0.78,0.99,-0.42,0.66,1390,1004.25
2018-05-18,7482.99,7879.28,204,705.2,615.8,216.3,528,422.9,1268,240.7,361.4,426.4,179.7,64,306.8,325,144.1,90.16,231.6,450.34,6.32,8.53,0.72,0.78,0.99,-0.41,0.6,1391.3,999.6
2018-05-22,7833.96,8278.56,208,705.8,614.4,215.9,528,435,1232.5,239.8,365.5,423.2,172.5,65.24,308.3,326.9,145.8,90.72,227,455.24,6.31,8.49,0.73,0.78,0.99,-0.42,0.6,1392.1,1003.45
2018-05-23,7881.62,8386.67,205.9,710.2,613.2,216.9,529,432.5,1227,238.7,361.8,425.5,171.1,63.94,305.55,326.3,145.8,88.44,229.6,457.16,6.36,8.47,0.72,0.78,1,-0.48,0.53,1389.2,1000.56
2018-05-24,7712.64,8196.61,209.3,711.4,609.2,212.8,528,432.5,1219,240.6,358.6,428.4,168.4,62.86,303.7,327.4,146,85.82,230.8,449.53,6.35,8.52,0.73,0.79,1,-0.49,0.5,1404.2,990.11
2018-05-25,7790.63,8294.25,203.8,722.6,617.2,212.4,535,434.2,1192.5,245.5,357.2,434.4,170.3,63.64,304.6,328.1,147.8,85.84,234.2,433.32,6.38,8.51,0.73,0.78,1,-0.49,0.45,1403.2,993.89
2018-05-28,7734.3,8240.2,201,721.4,617,212.2,536,432,953.2,243.2,353,433.3,172.5,63.02,305.95,327.2,147.7,83.64,232.2,,6.4,8.51,0.73,0.78,1,-0.57,0.39,1297.6,984.48
2018-05-29,7673.64,8172.2,192.2,713.4,609.6,207.1,533.2,431,956.2,241.3,349,434.8,171.2,61.6,303.25,323.7,146,82.64,232.2,430.17,6.44,8.54,0.72,0.78,1,-0.6,0.32,1393.7,974.34
2018-05-30,7703.97,8226.25,195.75,713.6,608,207,528.6,431,987.8,245,345.9,445.4,175.3,61.68,302.2,324.3,146.5,82.3,233.2,436.66,6.4,8.51,0.72,0.78,1,-0.54,0.35,1396.7,974.91
2018-05-31,7755.97,8306.46,196,708,605.2,211.4,529.4,426.8,958,243.1,347,449.1,181.2,61.26,302.45,324.6,146.7,83.5,231.8,426.17,6.36,8.49,0.72,0.78,0.99,-0.59,0.34,1395,978.09
2018-06-01,8145.93,8765.9,197.35,710,615.6,216.1,533.2,434.5,977.8,244.8,350.1,447.2,187.8,62.3,304.95,328.7,148.1,84.76,231.2,419.83,6.38,8.49,0.72,0.78,0.99,-0.5,0.39,1390.1,990.98
2018-06-04,8115.6,8716.2,195.55,722.8,619,218.5,541,441.8,977.8,248.7,350.1,446.6,195,62.58,300,331.4,149.6,84.02,234.4,410.69,6.34,8.49,0.73,0.78,0.99,-0.52,0.44,1389.5,988.85
2018-06-06,8033.28,8602.87,201.8,714.4,628.8,215.4,540.4,435.4,981.6,251,345.3,448.2,198,62.04,294.75,324.1,147.9,83.28,240.4,409.67,6.33,8.49,0.72,0.78,0.99,-0.47,0.47,1393.9,979.52
2018-06-07,7937.95,8540.1,197.35,713,624.6,215.2,530,434.3,962,249.4,344,443.8,191.6,61.62,290.45,322,148.7,82.48,240,415.08,6.29,8.45,0.73,0.78,0.98,-0.47,0.5,1394.8,971.58
2018-06-08,7790.63,8358.77,199.1,720.2,630,213.4,531,431.9,952,245.2,341,450.9,192.1,61.34,285.55,326,148.4,81.52,241.8,416.73,6.34,8.49,0.72,0.78,0.99,-0.49,0.45,1394.8,963.73
2018-06-11,7755.97,8301.23,201,730.6,632.2,218,536.2,433.5,946.8,247.4,350.9,453.6,192,62.36,283.9,326,150.1,83.18,244,417.63,6.32,8.45,0.73,0.78,0.99,-0.49,0.5,1395.9,967.37
2018-06-12,7812.3,8372.72,204.9,733.8,635,218.8,539,431.4,968,249.6,353.4,450,195,62.66,280.5,325,150,82.64,244.2,419.53,6.32,8.45,0.73,0.79,0.99,-0.49,0.5,1392.2,965.98
2018-06-13,7963.95,8543.59,206,735.4,638,218.5,539.4,431,968,251.4,348.1,452.4,196,62,282.8,324.9,152.3,82.24,252.8,421.97,6.33,8.45,0.74,0.79,0.99,-0.49,0.51,1393.9,970.34
2018-06-14,8037.61,8658.67,208.7,739.6,638.6,219.1,542.2,433.1,987.8,282,349.6,459.4,195.9,63.02,285.9,328.1,150.6,82.84,258.4,424.96,6.35,8.5,0.73,0.79,0.99,-0.49,0.45,1401,978.92
2018-06-15,7972.62,8501.74,205.5,745.2,635,217.8,556.8,427.8,960.4,284.3,342.9,475.9,196,61.9,286.85,329.7,150,83.88,256.6,417.68,6.42,8.53,0.73,0.79,1,-0.48,0.43,1369.7,980.22
2018-06-18,7695.31,8247.18,201.4,730,626.4,213.2,536.2,423.6,951.2,283.9,341.3,470.3,189,60.84,287.5,325.3,148.9,83.6,252.6,422.83,6.42,8.5,0.73,0.79,1,-0.49,0.42,1371.5,970.99
2018-06-19,7383.34,7933.33,198.45,729,620.8,210.8,517,412.7,960.2,287.1,341.7,465.8,187.3,61.4,288,322,149.6,83.52,246.8,420.59,6.46,8.5,0.72,0.79,1,-0.54,0.4,1369.6,965.55
2018-06-20,7530.66,8039.69,196.35,731.4,632.2,208.7,532,412.4,1014,290.8,342.5,470.6,192.4,62.38,288.55,324.9,150.2,82,253,424.31,6.44,8.48,0.73,0.79,0.99,-0.51,0.41,1365.7,973.38
2018-06-21,7461.33,7987.38,196.8,742.2,628.4,205.7,531,398.2,988.2,293.3,339.2,470,186.1,61.2,299.2,322,150.9,81.66,254,424.21,6.46,8.53,0.72,0.79,0.99,-0.54,0.36,1361.4,978.95
2018-06-22,7314.01,7767.69,198.9,750.6,640.4,206.7,523.6,393,994.8,293.6,344,474.1,186.2,61.8,301,324.5,152.3,82.16,256.4,441.6,6.4,8.5,0.72,0.79,0.98,-0.53,0.36,1361.7,983.54
