"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice","USD"
2013-01-08,7755.49,333.2,192,531.39,5.7
2013-01-09,7888,335.5,192.6,531.89,5.71
2013-01-10,8041.43,342,191.7,533.73,5.69
2013-01-11,8006.56,346.9,193.7,526.11,5.62
2013-01-14,8027.49,340.4,193.7,527.32,5.59
2013-01-15,8006.56,337.3,196.1,522.21,5.6
2013-01-16,7971.69,341.5,198.1,529.9,5.62
2013-01-17,8006.56,349,198.8,533.06,5.58
2013-01-18,8090.26,348.1,196.5,535.53,5.6
2013-01-21,8236.72,354,198,534.468,5.6
2013-01-22,8153.02,354.5,199.1,538.55,5.6
2013-01-23,8034.46,352.2,202.4,532.2,5.6
2013-01-24,7943.79,354.2,201.4,533,5.59
2013-01-25,8034.46,356.8,203.2,527.19,5.54
2013-01-28,7985.64,351,202,532.46,5.55
2013-01-29,7901.95,357.3,202.8,542.09,5.55
2013-01-30,7860.1,351,204.2,539.86,5.51
2013-01-31,7650.87,341.1,202.2,537.71,5.51
2013-02-01,7811.28,345.5,208.2,532.89,5.47
2013-02-04,7720.61,334.3,210.2,529.6,5.5
2013-02-05,7741.54,338.9,212.2,532.76,5.51
2013-02-06,7685.74,335.3,213.2,532.23,5.52
2013-02-07,7755.49,338,213,527.84,5.51
2013-02-08,7776.41,340.3,214,533.89,5.58
2013-02-11,7734.56,348.6,185.7,540.56,5.57
2013-02-12,7748.51,361.5,186.4,541.26,5.55
2013-02-13,7741.54,385.2,188.6,537.09,5.54
2013-02-14,7776.41,389.2,191.8,544.69,5.6
2013-02-15,7776.41,387.4,191.2,537.1,5.6
2013-02-18,7769.43,385,191.7,537.774,5.59
2013-02-19,7957.74,395.5,192.8,540.34,5.59
2013-02-20,7985.64,397,196.3,529.65,5.58
2013-02-21,7846.15,386.8,195.1,524.93,5.66
2013-02-22,7755.49,392.5,195.8,526.8,5.66
2013-02-25,7936.82,388.8,198,520.12,5.61
2013-02-26,7915.9,388.6,200.4,528.34,5.7
2013-02-27,7915.9,389.2,198.4,528.58,5.69
2013-02-28,7964.72,390,199.5,522.64,5.68
2013-03-01,7846.15,384.9,201.6,520.27,5.74
2013-03-04,7846.15,375.3,206.6,516.62,5.73
2013-03-05,7999.59,375,207.8,519.85,5.72
2013-03-06,8034.46,375.7,205.4,517.46,5.72
2013-03-07,7978.67,373.6,200.4,524.46,5.73
2013-03-08,7985.64,378.1,199.6,524.17,5.7
2013-03-11,7978.67,375.6,201.6,528.36,5.74
2013-03-12,8020.51,374.3,199.9,528.15,5.71
2013-03-13,7978.67,370.4,201.4,531.19,5.74
2013-03-14,8034.46,370.4,199.3,536.27,5.76
2013-03-15,8118.15,366.7,199.8,532.83,5.7
2013-03-18,8090.26,362,192,540.32,5.77
2013-03-19,8083.28,358.8,193,532.44,5.76
2013-03-20,8146.05,360.1,190.3,536.67,5.76
2013-03-21,8139.08,355.2,187.4,533.78,5.77
2013-03-22,8090.26,350.2,185.5,537.66,5.76
2013-03-25,8041.43,350,187.8,544.87,5.76
2013-03-26,8006.56,355.1,189.8,556.24,5.79
2013-03-27,7915.9,352.1,189,563.46,5.84
2013-04-02,7867.08,351.6,190.6,564.51,5.81
2013-04-03,7867.08,348,193,552.09,5.81
2013-04-04,7706.67,346,190.3,542.29,5.81
2013-04-05,7553.23,347.1,187,534.22,5.76
2013-04-08,7539.28,338,190.9,534.38,5.72
2013-04-09,7525.33,336,190.1,538.48,5.72
2013-04-10,7643.9,341,189.5,538.96,5.7
2013-04-11,7629.95,337.5,192,531.08,5.68
2013-04-12,7281.23,332.3,190.8,521.1,5.71
2013-04-15,7085.95,323.9,192.9,505.87,5.7
2013-04-16,7141.74,325.3,191,503.88,5.68
2013-04-17,6967.38,321,190,492.1,5.68
2013-04-18,7030.15,320.3,189.8,501.96,5.72
2013-04-19,7058.05,324.9,189.7,500.51,5.68
2013-04-22,7127.79,317,189.8,507.84,5.72
2013-04-23,7364.92,327,190.5,511.91,5.74
2013-04-24,7302.15,330.6,195.7,522.03,5.73
2013-04-25,7295.18,334,196.5,531.66,5.7
2013-04-29,7092.92,330,198.3,535.02,5.69
2013-04-30,7023.18,329.3,198.6,531.71,5.7
2013-05-01,7009.23,331.7,195.2,511.45,5.64
2013-05-02,7078.97,333.5,196.9,529.62,5.65
2013-05-03,7288.2,339.9,195.4,541.35,5.68
2013-05-06,7225.43,336.7,198,544.73,5.69
2013-05-07,7253.33,331.3,196.4,541.76,5.69
2013-05-08,7239.38,336.2,195.9,546.11,5.67
2013-05-13,7169.64,337,199.2,544.42,5.75
2013-05-14,7183.59,335,201.2,539.64,5.74
2013-05-15,7078.97,333.3,203,544.38,5.79
2013-05-16,7190.56,334.5,199.6,548.41,5.78
2013-05-17,7295.18,302,199,554.31,5.79
2013-05-21,7323.08,307.1,197.9,553.48,5.79
2013-05-22,7406.77,306,197.8,542.04,5.77
2013-05-23,7253.33,294.2,193.8,544.37,5.78
2013-05-24,7204.51,294.5,193.5,540.59,5.76
2013-05-27,7274.26,293.5,193.8,543.922,5.76
2013-05-28,7378.87,298.5,194,545.21,5.76
2013-05-29,7344,294,189.5,535.96,5.76
2013-05-30,7330.05,293.5,190,538.88,5.76
2013-05-31,7190.56,288.8,184.9,526.99,5.73
2013-06-03,7232.41,284.9,184.5,535.29,5.73
2013-06-04,7364.92,281.5,187.4,531.58,5.69
2013-06-06,7197.54,282.3,184.9,538.23,5.68
2013-06-07,7204.51,273.3,183.4,540.41,5.62
2013-06-10,7392.82,270.7,184.5,540.87,5.64
2013-06-11,7267.28,267,186.5,536.57,5.62
2013-06-12,7190.56,263.6,187.5,539.08,5.62
2013-06-13,7162.67,266.5,186.5,541.49,5.6
2013-06-14,7169.64,271,186.4,548.47,5.61
2013-06-17,7155.69,271.9,181.4,547.27,5.59
2013-06-18,7406.77,267.7,181.1,549.17,5.58
2013-06-19,7441.64,259.8,177.5,546.65,5.56
2013-06-20,7302.15,252.4,176.2,536.19,5.65
2013-06-21,7267.28,249.5,174.9,530.84,5.66
2013-06-24,7120.82,252.2,170.7,541.9,5.7
2013-06-25,7120.82,261.3,174.4,540.96,5.68
2013-06-26,7113.85,264.1,178.6,546.83,5.73
2013-06-27,7141.74,268,182.4,555.21,5.72
2013-06-28,7155.69,260.9,178.6,549.48,5.7
2013-07-01,7288.2,256.4,182.3,560.36,5.72
2013-07-02,7448.61,256,181.8,571.09,5.73
2013-07-03,7274.26,249.5,181.4,586.75,5.76
2013-07-04,7337.02,257.4,185.2,582.636,5.75
2013-07-05,7302.15,254.5,186.4,596.89,5.79
2013-07-08,7406.77,258.8,187.6,598.09,5.8
2013-07-09,7448.61,267.1,185.1,600.2,5.8
2013-07-10,7616,266,188,619.41,5.82
2013-07-11,7741.54,273.5,187,599.06,5.72
2013-07-12,7692.72,274.3,187.1,605.67,5.72
2013-07-15,7581.13,270.9,186,608.66,5.73
2013-07-16,7518.36,268.1,184.4,601.89,5.68
2013-07-17,7497.43,273.9,187.4,603.98,5.68
2013-07-18,7532.31,271.5,186.8,614.78,5.7
2013-07-19,7629.95,270.7,184.8,613.72,5.68
2013-07-22,7616,275.3,183.8,603.89,5.66
2013-07-23,7678.77,277.7,185.4,606.26,5.66
2013-07-24,7755.49,282.5,187.4,593.52,5.63
2013-07-25,7762.46,272.5,186.4,595.72,5.65
2013-07-26,7671.79,269.8,188.1,589.09,5.62
2013-07-29,7671.79,270.5,189,587.77,5.62
2013-07-30,7699.69,269.1,188.4,578.81,5.61
2013-07-31,7664.82,266.2,189.6,590.18,5.62
2013-08-01,7755.49,266.6,195,607.9,5.63
2013-08-02,7755.49,266,193.6,603.8,5.65
2013-08-05,7727.59,263,195.2,599.54,5.62
2013-08-06,7692.72,262.5,193.2,591.37,5.62
2013-08-07,7685.74,263.8,192.3,585.19,5.6
2013-08-08,7776.41,272.9,192.8,577.45,5.58
2013-08-09,7881.02,275.4,192.5,591.44,5.58
2013-08-12,7762.46,283.1,195,596.46,5.62
2013-08-13,7964.72,290,197,599.31,5.61
2013-08-14,7915.9,290.6,196,601.99,5.63
2013-08-15,7804.31,285.4,195.6,602.56,5.61
2013-08-16,8557.54,289.7,197,601.4,5.59
2013-08-19,8761.54,294.3,196.5,598.74,5.59
2013-08-20,8648.2,285,196.5,584.18,5.57
2013-08-21,8627.28,286,195.3,579.17,5.57
2013-08-22,8690.05,292.1,194.6,587.45,5.6
2013-08-23,8557.54,320.8,193.3,594.69,5.58
2013-08-26,8578.46,326.6,194.2,591.1,5.58
2013-08-27,8473.84,310.8,193.2,610.23,5.59
2013-08-28,8459.9,310.3,190.6,615.74,5.59
2013-08-29,8452.92,310.8,191.3,610.14,5.62
2013-08-30,8369.23,307.8,188.6,608.59,5.64
2013-09-02,8508.72,313,192.5,610.376,5.65
2013-09-03,8529.64,316,187.2,615.38,5.66
2013-09-04,8620.31,310.3,186.2,607.54,5.66
2013-09-05,8831.28,312.4,184.3,612.96,5.65
2013-09-06,8848.72,315.3,182.6,629.03,5.69
2013-09-09,8892.31,318,184.4,619.71,5.65
2013-09-10,9023.08,319.9,186.8,605.47,5.63
2013-09-11,9023.08,318.5,186.7,605.17,5.62
2013-09-12,9057.95,316.8,187,610.1,5.61
2013-09-13,9014.36,310.1,185.8,607.52,5.61
2013-09-16,8944.61,314,188.6,594.76,5.58
2013-09-17,8892.31,313,188.5,588.27,5.58
2013-09-18,8909.74,315.1,188.1,604.53,5.59
2013-09-19,9014.36,319.2,191.7,585.06,5.51
2013-09-20,9092.82,317.7,191.7,577.71,5.52
2013-09-23,8848.72,312.8,189,572.08,5.52
2013-09-24,8953.33,312.4,189.3,571.3,5.53
2013-09-25,9040.51,307,186.2,567.06,5.52
2013-09-26,8979.49,307,186.1,569.59,5.52
2013-09-27,9005.64,303.5,187.5,566.64,5.51
2013-09-30,8813.84,297,187.2,565.27,5.52
2013-10-01,8962.05,301.7,185,561.76,5.5
2013-10-02,9031.79,298.5,183.2,574.78,5.52
2013-10-03,9014.36,296.3,183.1,566.8,5.49
2013-10-04,9014.36,290.1,182.6,569.82,5.49
2013-10-07,9066.67,289.9,183.1,566.51,5.5
2013-10-08,9049.23,284.8,181.2,568.94,5.49
2013-10-09,8996.92,279.9,180.3,560.94,5.52
2013-10-10,9075.38,288,185.2,568.22,5.51
2013-10-11,9223.59,287,184.4,561.78,5.5
2013-10-14,9223.59,281.9,185.6,563.43,5.5
2013-10-15,9127.69,288,184,559.15,5.53
2013-10-16,9380.51,289,187.2,562.9,5.5
2013-10-17,9241.02,275.1,189.7,549.89,5.46
2013-10-18,9232.31,278.1,189.4,549.8,5.45
2013-10-21,9345.64,284.2,190.6,541.86,5.46
2013-10-22,9389.23,288.5,194.1,532.6,5.46
2013-10-23,9275.9,283.7,194.5,525.62,5.42
2013-10-24,9380.51,284.7,197,522.25,5.4
2013-10-25,9406.67,283.6,196.1,527.33,5.41
2013-10-28,9275.9,278.9,196.8,534.36,5.41
2013-10-29,9284.61,282.4,198,532.5,5.42
2013-10-30,9310.77,281,197.4,524.95,5.42
2013-10-31,9267.18,274.5,182.8,526.5,5.47
2013-11-01,9302.05,270.1,183.4,522.23,5.52
2013-11-04,9275.9,279,184.6,522.3,5.52
2013-11-05,9232.31,276.6,184.3,516.23,5.53
2013-11-06,9267.18,290,187.6,522.82,5.52
2013-11-07,9214.87,278,189.5,525.99,5.58
2013-11-08,9363.08,275.5,188.6,525.12,5.55
2013-11-11,9485.13,279.5,189.6,529.74,5.57
2013-11-12,9319.49,277.8,189.9,517.04,5.55
2013-11-13,9415.38,284.7,191.8,522.15,5.56
2013-11-14,9659.49,283.8,192.4,520.5,5.55
2013-11-15,9659.49,283.1,192.6,519.79,5.54
2013-11-18,9676.92,283,193.8,513.35,5.52
2013-11-19,9624.61,280.4,192.2,515.67,5.52
2013-11-20,9589.74,277.6,191.8,514.7,5.51
2013-11-21,9607.18,278,191.5,527.91,5.54
2013-11-22,9380.51,277.2,190.4,521.57,5.52
2013-11-25,9450.25,278,191.4,518.02,5.52
2013-11-26,9528.72,276.6,190.1,514.28,5.51
2013-11-27,9676.92,278.7,189.6,504.98,5.49
2013-11-28,9624.61,286,195.3,513.758,5.49
2013-11-29,9711.79,287.1,196.7,507.18,5.48
2013-12-02,9668.2,283.3,196.5,515.89,5.51
2013-12-03,9546.15,276.1,197.6,526.46,5.49
2013-12-04,9493.84,273.3,194.9,532.18,5.49
2013-12-05,9458.97,268,196.2,533.05,5.49
2013-12-06,9511.28,267.7,195.1,532.32,5.46
2013-12-09,9546.15,268,195,527.9,5.44
2013-12-10,9554.87,267.5,193.2,533.45,5.43
2013-12-11,9572.31,267.4,193.5,527.02,5.42
2013-12-12,9502.56,262,191.3,526.5,5.42
2013-12-13,9493.84,261.7,191,523.26,5.44
2013-12-16,9458.97,267.5,191.4,526.29,5.42
2013-12-17,9458.97,264.7,190.5,526.31,5.43
2013-12-18,9650.77,267.1,190.7,529.55,5.43
2013-12-19,9772.82,273.6,195.6,537.11,5.46
2013-12-20,9860,278.1,196.3,541.51,5.46
2013-12-23,10034.36,280.3,195.1,537.02,5.45
2013-12-27,10234.87,290.3,197.2,539.7,5.4
2013-12-30,10261.02,296.1,198.8,535.32,5.41
2014-01-02,10356.92,293.8,200.9,519.54,5.46
2014-01-03,10513.84,302.1,204.9,512.38,5.47
2014-01-06,10496.41,310,204,510.68,5.48
2014-01-07,10862.56,309.9,206.5,510.29,5.47
2014-01-08,10906.15,312.3,207.8,504.36,5.49
2014-01-09,10984.61,310,209.1,500.75,5.48
2014-01-10,11167.69,312.5,211.9,507.42,5.49
2014-01-13,11376.92,316.3,211.3,499.78,5.47
2014-01-14,11568.72,316.2,210.7,503.13,5.46
2014-01-15,11629.74,320.9,209.8,514.32,5.48
2014-01-16,11507.69,321,210.4,513.35,5.49
2014-01-17,11437.95,325.7,209.9,516.16,5.49
2014-01-20,11333.33,323,212.6,522.572,5.5
2014-01-21,11420.51,325.6,213.4,521.4,5.52
2014-01-22,11350.77,326,210.9,529.99,5.5
2014-01-23,11368.2,322.4,210,531.96,5.47
2014-01-24,11237.43,309.2,210.1,526.99,5.45
2014-01-27,10818.97,295.7,206.2,523.51,5.46
2014-01-28,10958.46,301.6,206,532.96,5.47
2014-01-29,10836.41,295,204.3,533.8,5.48
2014-01-30,10975.9,294.3,211.3,540.12,5.5
2014-01-31,10757.95,294.8,219,538.55,5.52
2014-02-03,10662.05,288.3,222,533.15,5.53
2014-02-04,10487.69,287.2,218,536.76,5.52
2014-02-05,10478.97,291,225.2,536.69,5.51
2014-02-06,10618.46,300.9,230.2,541.01,5.53
2014-02-07,10880,297.6,233.8,549.64,5.5
2014-02-10,10958.46,298.8,234.7,547.83,5.47
2014-02-11,11115.38,300,233.2,545.42,5.46
2014-02-12,11193.84,298.7,235,551.87,5.5
2014-02-13,11097.95,277.3,238,547.13,5.46
2014-02-14,11246.15,279.9,238.7,546.08,5.44
2014-02-17,11246.15,286,238.5,554.802,5.45
2014-02-18,11185.13,285,238.6,557.23,5.43
2014-02-19,11246.15,287.5,240,561.68,5.43
2014-02-20,11202.56,286.5,240,561.89,5.44
2014-02-21,11376.92,286.6,242.9,558.2,5.44
2014-02-24,11507.69,290.4,247,560.53,5.43
2014-02-25,11586.15,293.5,261.5,554.5,5.43
2014-02-26,11525.13,288.9,257,559.59,5.44
2014-02-27,11132.82,285.3,257,561.11,5.46
2014-02-28,11525.13,284.3,257.7,555.81,5.4
2014-03-03,11202.56,280,253,570.96,5.42
2014-03-04,11551.28,283,260,561.76,5.42
2014-03-05,11525.13,283.4,259,552.96,5.43
2014-03-06,11429.23,288.4,256.7,552.82,5.43
2014-03-07,11254.87,295.6,254.8,552.29,5.37
2014-03-10,11132.82,290.8,251.1,545.09,5.38
2014-03-11,11324.61,289.4,249.8,540.38,5.39
2014-03-12,10958.46,282.4,246.7,528.2,5.37
2014-03-13,10880,279,247.2,527.66,5.35
2014-03-14,10618.46,274.2,244,533.41,5.38
2014-03-17,10731.79,276.4,245,528.27,5.37
2014-03-18,10784.1,276.8,248.2,537.32,5.37
2014-03-19,10749.23,276.1,245.7,540.29,5.36
2014-03-20,10627.18,270.1,245.8,540.64,5.42
2014-03-21,10757.95,270.2,239.2,541.54,5.42
2014-03-24,10662.05,264.2,240,542.21,5.42
2014-03-25,10696.92,268.5,239.6,539.51,5.41
2014-03-26,10766.67,276.9,240.4,544.6,5.41
2014-03-27,10810.25,273.2,243.3,549.44,5.43
2014-03-28,11158.97,269.9,246.2,551.99,5.43
2014-03-31,11333.33,273.4,246.8,549.98,5.41
2014-04-01,11158.97,289,244.5,539.69,5.41
2014-04-02,11333.33,292.1,246,538.99,5.41
2014-04-03,11455.38,290.6,244.5,543.64,5.42
2014-04-04,11403.08,293.8,243.6,551.23,5.45
2014-04-07,11237.43,294,238.5,546.38,5.44
2014-04-08,11158.97,287.5,234.6,555.96,5.42
2014-04-09,11220,290,238.3,560.46,5.41
2014-04-10,11019.49,285.9,235.5,556.55,5.38
2014-04-11,10967.18,282.6,231.4,558.03,5.38
2014-04-14,10635.9,282.8,232.9,561.86,5.4
2014-04-15,10601.02,276.4,230.7,560.92,5.41
2014-04-16,10801.54,285.8,235.6,559.49,5.39
2014-04-22,10984.61,289.4,244.3,549.5,5.4
2014-04-23,10853.84,287.3,243.3,547.65,5.4
2014-04-24,10853.84,288.7,241.6,552.16,5.4
2014-04-25,10749.23,285,240.6,544.25,5.4
2014-04-28,10897.43,281.5,242.8,544.63,5.39
2014-04-29,11071.79,283,244.2,548.32,5.4
2014-04-30,11176.41,287.5,242.7,539.29,5.39
2014-05-01,11237.43,285.6,238,536.18,5.38
2014-05-02,11237.43,292.5,238.8,538.94,5.38
2014-05-05,11228.72,294.6,237,536.58,5.38
2014-05-06,11202.56,297,236,534.23,5.35
2014-05-07,11089.23,293.4,233.4,541.62,5.36
2014-05-08,11141.54,301.6,232.4,537.7,5.35
2014-05-09,11202.56,305.2,234.5,543.35,5.42
2014-05-12,11472.82,314.5,236.9,547.09,5.42
2014-05-13,11481.54,310.9,236.7,555.64,5.45
2014-05-14,11577.43,333,234,558.42,5.44
2014-05-15,11507.69,333,230.9,555.99,5.46
2014-05-19,11437.95,323.5,230.5,560.32,5.44
2014-05-20,11621.02,318.9,231.6,560.03,5.45
2014-05-21,12056.92,319.1,233.9,569.37,5.46
2014-05-22,12117.95,317.7,234.4,568.16,5.46
2014-05-23,12205.13,320.1,233.5,575.06,5.48
2014-05-26,12301.02,317.8,235.8,570.582,5.47
2014-05-27,12379.49,317.4,235.6,573.41,5.47
2014-05-28,12431.79,318.3,231.8,566.91,5.48
2014-06-02,12449.23,318.3,231.5,565.22,5.48
2014-06-03,12327.18,316,233.5,565.27,5.47
2014-06-04,12335.9,311.7,235.9,565.61,5.48
2014-06-06,12614.87,313.2,236.6,565.15,5.47
2014-06-10,12658.46,312.9,244.3,578.41,5.51
2014-06-11,12457.95,308.7,245,578.55,5.51
2014-06-12,12431.79,304.1,250.7,591.17,5.51
2014-06-13,12405.64,308.1,247.3,592.4,5.51
2014-06-16,12240,309.4,251.4,592.51,5.51
2014-06-17,11586.15,308.2,255,587.74,5.5
2014-06-18,11865.13,308.7,253.6,586.25,5.5
2014-06-19,11838.97,311.8,253,586.22,5.47
2014-06-20,11621.02,309.3,253.4,592.35,5.49
2014-06-23,11638.46,318,252,585.77,5.48
2014-06-24,11594.87,313.9,251,583.77,5.47
2014-06-25,11490.25,304.1,248.8,586.11,5.48
2014-06-26,11682.05,305.1,250.3,583.55,5.48
2014-06-27,11734.36,303,250.3,582.88,5.48
2014-07-01,11900,302.8,250.8,577.7,5.45
2014-07-02,12065.64,307,252.6,574.29,5.46
2014-07-03,12074.36,312,254,572.46,5.46
2014-07-04,12048.2,313.9,252.7,578.708,5.49
2014-07-07,11865.13,308.1,251.6,571.56,5.49
2014-07-08,11699.49,299.4,248.9,570.93,5.49
2014-07-09,11699.49,295,247.2,564.12,5.48
2014-07-10,11647.18,291.8,247.8,567.8,5.48
2014-07-11,11682.05,289.3,247.8,556.53,5.48
2014-07-14,11734.36,293.5,251,556.68,5.47
2014-07-15,11673.33,290.1,251.2,550.83,5.48
2014-07-16,11725.64,298.2,253.4,561.39,5.51
2014-07-17,11664.61,296.1,253.7,572.51,5.51
2014-07-18,11542.56,289.2,250.1,572.47,5.51
2014-07-21,11420.51,287.1,247.7,581.07,5.52
2014-07-22,11612.31,293.4,255,578.52,5.53
2014-07-23,11743.08,297.2,256.2,574.9,5.54
2014-07-24,11655.9,293.8,251.5,568.82,5.54
2014-07-25,11542.56,293.5,253.9,583.84,5.55
2014-07-28,11472.82,291.1,254,586.62,5.55
2014-07-29,11455.38,291.8,256.5,582.54,5.55
2014-07-30,11472.82,288.8,257.5,580.3,5.56
2014-07-31,11324.61,286.1,257.9,547.46,5.57
2014-08-01,11089.23,289.7,251.2,544.69,5.57
2014-08-04,11089.23,296,251.6,545.81,5.55
2014-08-05,11246.15,304.2,257,542.32,5.57
2014-08-06,11185.13,298.2,252.8,541.54,5.59
2014-08-07,11071.79,288.5,249.3,542.88,5.58
2014-08-08,11036.92,280.7,245.5,543.53,5.57
2014-08-11,11263.59,292.7,247.6,546.33,5.57
2014-08-12,11342.05,292.5,245.5,543.88,5.59
2014-08-13,11498.97,302.4,246.5,544.49,5.58
2014-08-14,11516.41,297.9,246.9,532.64,5.58
2014-08-15,11594.87,294.2,246.6,541.85,5.57
2014-08-18,11769.23,297.9,250.4,537.26,5.57
2014-08-19,12344.61,296.2,251.7,526.79,5.58
2014-08-20,12466.67,292,255.6,541.07,5.61
2014-08-21,12553.84,295.3,256.3,528.28,5.62
2014-08-22,12501.54,290.8,254.2,526.03,5.62
2014-08-25,12606.15,295.8,257,538.75,5.65
2014-08-26,12641.02,298.4,258.8,541.24,5.65
2014-08-27,12597.43,305.5,259.4,542.03,5.66
2014-08-28,12527.69,302.1,258,545.35,5.65
2014-08-29,12379.49,302.7,259,552.97,5.65
2014-09-01,12388.2,305.4,259.3,541.77,5.67
2014-09-02,12545.13,312,258.4,527.67,5.68
2014-09-03,12632.31,314,259.1,540.83,5.66
2014-09-04,12745.64,314.7,258,540.78,5.72
2014-09-05,12815.38,315.2,254.9,536.62,5.75
2014-09-08,12911.28,312,258.1,532.75,5.75
2014-09-09,12981.02,313.5,264.4,535.09,5.77
2014-09-10,12998.46,310.9,264.9,528.04,5.76
2014-09-11,12928.72,303.1,266.9,534.83,5.76
2014-09-12,12963.59,299.5,274,530.63,5.76
2014-09-15,12954.87,304.3,275.4,535.41,5.77
2014-09-16,12832.82,299.7,272.8,545.67,5.75
2014-09-17,13251.28,299.4,277.3,542.11,5.75
2014-09-18,13137.95,295.4,281.6,538.31,5.78
2014-09-19,13268.72,297,281.7,535.39,5.79
2014-09-22,13181.54,291.5,279.8,530.01,5.8
2014-09-23,13059.49,287.1,276.3,528.61,5.77
2014-09-24,12606.15,286.5,277.3,543.21,5.8
2014-09-25,12187.69,284.8,279.6,548,5.86
2014-09-26,12580,286,281.5,558.59,5.85
2014-09-29,12301.02,282.3,284,553.97,5.86
2014-09-30,12205.13,282,282,539.29,5.92
2014-10-01,12083.08,275.7,283.8,535.94,5.91
2014-10-02,11760.51,271.5,279,536.42,5.89
2014-10-03,12056.92,272.7,281,529.63,5.9
2014-10-06,12013.33,275.5,278.2,535.14,5.92
2014-10-07,11786.67,274.5,271.6,524.87,5.9
2014-10-08,11498.97,270,266.2,513.88,5.89
2014-10-09,11455.38,272.2,263.9,500.16,5.83
2014-10-10,11193.84,266.4,258.4,505.76,5.89
2014-10-13,11167.69,261.6,257.2,503.32,5.87
2014-10-14,11141.54,263.7,258.9,481.07,5.89
2014-10-15,10784.1,259.9,252.9,480.95,5.88
2014-10-16,10583.59,254.5,247,480.82,5.84
2014-10-17,10810.25,260,258.2,480.8,5.81
2014-10-20,10897.43,261.1,260.8,482.52,5.83
2014-10-21,11289.74,268.1,263.7,485.79,5.84
2014-10-22,11507.69,274.3,268.8,472.4,5.87
2014-10-23,11594.87,272.5,269.5,486.72,5.88
2014-10-24,11533.84,267.8,267.1,477.97,5.88
2014-10-27,11638.46,264.2,267.4,477.12,5.87
2014-10-28,11743.08,266.1,254,475.09,5.84
2014-10-29,12004.61,267.5,255.5,480.73,5.84
2014-10-30,11917.43,267,271.4,479.03,5.91
2014-10-31,12065.64,269,268.7,478.68,5.94
2014-11-03,11943.59,264.9,263.4,469.36,5.96
2014-11-04,11725.64,262.9,261.2,458.87,5.95
2014-11-05,11342.05,265.3,262,469.39,5.96
2014-11-06,11385.64,266.7,262.4,462.87,5.94
2014-11-07,11324.61,255.3,260.2,472.44,6
2014-11-10,11560,254.1,257.9,461.3,5.96
2014-11-11,11150.25,255.9,263.5,466.2,5.99
2014-11-12,10880,252.5,263.6,460.57,5.97
2014-11-13,10888.72,251.1,263,442.93,5.97
2014-11-14,10836.41,249.7,261.1,454.35,5.99
2014-11-17,10757.95,247,261.5,450.56,5.96
2014-11-18,11019.49,254.5,261.5,443.46,5.95
2014-11-19,11036.92,252.7,264.5,442.72,5.94
2014-11-20,10862.56,250.6,263.8,448.97,5.94
2014-11-21,11019.49,258.2,265.8,458.39,5.99
2014-11-24,11158.97,262.6,266.5,454.08,6
2014-11-25,11228.72,264,266.5,443.35,5.99
2014-11-26,11307.18,260.6,267,439.52,5.96
2014-11-27,10993.33,257.8,269.7,426.242,5.96
2014-11-28,10880,253,272.9,393.06,5.96
2014-12-01,10688.2,246.9,273.7,411.6,5.97
2014-12-02,10662.05,261.5,277.6,401.2,5.99
2014-12-03,10749.23,271.5,277.7,406.12,6.03
2014-12-04,10592.31,264,275.8,403.28,6.04
2014-12-05,10505.13,269,281,396.55,6.02
2014-12-08,10435.38,270.5,279.3,383.17,6.07
2014-12-09,10234.87,270,275.7,383.42,6.02
2014-12-10,10156.41,263.3,276.2,366.16,6
2014-12-11,9711.79,264,275.8,359.18,5.99
2014-12-12,9921.02,261.6,269.1,345.33,5.97
2014-12-15,9842.56,260.7,263.5,334.97,5.99
2014-12-16,9694.36,262.5,260.2,332.18,5.93
2014-12-17,10025.64,265.1,259.9,337.3,5.98
2014-12-18,10531.28,272,266.5,328.09,6.06
2014-12-19,10592.31,274.1,266,344.78,6.06
2014-12-22,10723.08,269.6,267.2,335.32,6.07
2014-12-23,10810.25,274.2,260.8,345.93,6.09
2014-12-29,10810.25,272.9,264.5,326.12,6.1
2014-12-30,10784.1,272.3,260.3,331.41,6.12
2015-01-02,10914.87,271.4,263.4,325.85,6.18
2015-01-05,10513.84,264.2,265.7,312.57,6.25
2015-01-06,10400.51,264.2,263.9,299.68,6.25
2015-01-07,10461.54,262,264.6,306.27,6.29
2015-01-08,10853.84,265,269.8,308.52,6.32
2015-01-09,10810.25,272.7,270.8,304.49,6.3
2015-01-12,10810.25,279.9,274.5,290.28,6.3
2015-01-13,11080.51,276.4,279.4,289.96,6.31
2015-01-14,10801.54,264.2,277.9,306.33,6.32
2015-01-15,11063.08,268.6,284.6,294.45,6.35
2015-01-16,10967.18,264.5,282.1,311.1,6.42
2015-01-19,11080.51,269.4,292.2,300.572,6.41
2015-01-20,11141.54,272.7,290.7,300.45,6.42
2015-01-21,11315.9,275,288.8,306.9,6.41
2015-01-22,11446.67,280.3,288.1,294.34,6.41
2015-01-23,11542.56,284,293,300.83,6.65
2015-01-26,11725.64,289.6,297.2,296.63,6.62
2015-01-27,11472.82,276,297.4,301.99,6.59
2015-01-28,11699.49,277,298.4,289.26,6.56
2015-01-29,11507.69,274.9,299.9,290.26,6.58
2015-01-30,11664.61,279.2,295.5,314.68,6.58
2015-02-02,11647.18,279.2,292,324.15,6.58
2015-02-03,11882.56,288.9,289.8,347.07,6.54
