"Date","Genmab","FLSmidth","Lundbeck","WilliamDemant","OilPrice","USD","NOK"
2017-12-29,1029,361.3,315,173.5,375.32,6.21,0.76
2018-01-02,1058,368.3,312,170.5,372.46,6.17,0.76
2018-01-03,1057.5,372.1,317.2,174.3,381.46,6.19,0.76
2018-01-04,1035,378.5,311.3,175,382.46,6.17,0.76
2018-01-05,1100,379.2,316.6,177.3,380.11,6.18,0.76
2018-01-08,1151.5,381.2,319,178.4,383.94,6.22,0.77
2018-01-09,1152.5,385.5,320.1,177.9,392.69,6.24,0.77
2018-01-10,1172,377.3,316.3,174.3,394.95,6.21,0.77
2018-01-11,1150,371.5,314.8,170.3,395.46,6.2,0.77
2018-01-12,1145,370.5,314.2,171.3,394.13,6.14,0.77
2018-01-15,1145,361.6,313.8,172.9,391.425,6.07,0.77
2018-01-16,1146.5,362,316.8,173.2,388.72,6.09,0.77
2018-01-17,1155.5,362.1,318.2,175.5,390.07,6.1,0.77
2018-01-18,1137,361.1,308.7,177.1,389.32,6.09,0.78
2018-01-19,1170.5,366.4,316,183.6,385.06,6.08,0.77
2018-01-22,1170.5,364.8,314,183.5,387.21,6.08,0.77
2018-01-23,1133,365,322.1,183.4,391.65,6.08,0.77
2018-01-24,1114.5,358.3,319.7,184.7,395.94,6.03,0.77
2018-01-25,1099,358.2,315,185.3,393.73,6,0.78
2018-01-26,1132,363.1,318.1,188.9,396.62,5.98,0.78
2018-01-29,1136,360,316.7,188.9,395.07,6.01,0.78
2018-01-30,1101,350.6,309.3,188.8,387.26,5.99,0.78
2018-01-31,1098,353.4,305.6,189.4,387.24,5.97,0.78
2018-02-01,1095,354.8,309,188.6,393.79,5.97,0.78
2018-02-02,1066,345,301.2,182.5,390.26,5.96,0.78
2018-02-05,1063.5,342,301.4,181.9,384.01,5.98,0.77
2018-02-06,1046,344.3,299.2,178.9,383.22,6.04,0.77
2018-02-07,1072,371.8,290,182.8,373.48,6.03,0.77
2018-02-08,1055,380,298.7,180.8,372.35,6.07,0.77
2018-02-09,1037,376.6,303,179.5,359.05,6.07,0.76
2018-02-12,1055,388.3,313.3,183.6,360.73,6.07,0.76
2018-02-13,1041.5,392.4,311.4,183.3,358.34,6.04,0.76
2018-02-14,1074.5,391.2,317.4,187.2,366.17,6.03,0.77
2018-02-15,1073,385,319.8,191.8,366.59,5.96,0.77
2018-02-16,1088,392.7,324,196.4,369.84,5.98,0.77
2018-02-19,1047,385.2,320,193,371.735,6,0.77
2018-02-20,1050,393.9,321.1,195.1,373.63,6.04,0.77
2018-02-21,1019,405.7,326.5,197,373.36,6.05,0.77
2018-02-22,1200,417.1,323.1,210.6,380.44,6.07,0.77
2018-02-23,1241,417.3,319.1,220,384.61,6.05,0.77
2018-02-26,1260.5,421.2,325.3,219,385.65,6.04,0.77
2018-02-27,1230,417.7,323.2,218,380.99,6.05,0.77
2018-02-28,1247,416.7,320.7,219.2,374.52,6.1,0.77
2018-03-01,1233,413.5,323.8,218,373.11,6.12,0.77
2018-03-02,1216,406.1,319.8,217.8,370.16,6.05,0.77
2018-03-05,1244,406.6,325.4,219.6,378.12,6.05,0.77
2018-03-06,1253,418.4,324.2,222.2,375.38,6,0.77
2018-03-07,1250,415.4,325,229.8,366.54,6,0.77
2018-03-08,1260.5,423.8,333.8,229.8,360.68,6,0.77
2018-03-09,1261.5,418.3,339.2,231.4,375.9,6.06,0.78
2018-03-12,1260,416.7,337.6,231.6,371.51,6.06,0.78
2018-03-13,1255,408,342.8,230.6,365.21,6.02,0.78
2018-03-14,1263,407.6,341.4,232,366.72,6.02,0.78
2018-03-15,1269.5,407.5,342.6,235,369.14,6.04,0.78
2018-03-16,1265,404.4,341.6,231.6,377.18,6.06,0.78
2018-03-19,1266,395,345.4,229,375.23,6.05,0.78
2018-03-20,1270,401.8,344.2,230,384.5,6.07,0.79
2018-03-21,1272,398.9,336.6,234.8,394.68,6.06,0.78
2018-03-22,1264,393.8,331.1,228.6,388.56,6.05,0.78
2018-03-23,1262,395.8,334,222,396.95,6.03,0.78
2018-03-26,1242,393.9,335.5,221,393.03,6,0.78
2018-03-27,1280,395.4,338.1,222.8,392.49,6.02,0.78
2018-03-28,1298,388.7,337.8,224.2,386.45,6.01,0.77
2018-04-03,1256,389.5,336.7,226,383.78,6.05,0.77
2018-04-04,1219,382.3,341,220.4,384.45,6.07,0.77
2018-04-05,1243.5,390.1,346.1,225.4,385.91,6.07,0.78
2018-04-06,1230,377.7,345.2,225.2,377.61,6.09,0.78
2018-04-09,1217,378,346.3,226.2,383.72,6.05,0.78
2018-04-10,1210,388,348.7,230,394.48,6.02,0.77
2018-04-11,1203.5,381.7,344.5,227,401.64,6.01,0.77
2018-04-12,1215,364.3,344.6,227,405.21,6.04,0.78
2018-04-13,1202,371.7,340.1,226.8,407.19,6.05,0.78
2018-04-16,1190,367.8,340.4,229.4,398.74,6.02,0.78
2018-04-17,1294,376.9,343.4,234.6,400.79,6.03,0.78
2018-04-18,1264,377.2,348.1,238,411.47,6.01,0.78
2018-04-19,1277.5,384.6,347.9,234.8,410.82,6.02,0.78
2018-04-20,1267,379.6,343.5,235.8,413.01,6.05,0.78
2018-04-23,1253.5,380.1,344,236.2,411.45,6.09,0.77
2018-04-24,1236.5,379.1,345.2,235.4,412.61,6.1,0.77
2018-04-25,1221.5,376.1,348.5,233.4,415.7,6.11,0.77
2018-04-26,1255.5,376.1,352.5,242.2,417.49,6.12,0.77
2018-04-30,1252,382.4,359,241.2,422.86,6.17,0.77
2018-05-01,1236,383.7,357,246,422.075,6.185,0.77
2018-05-02,1248.5,410,364.3,243.6,421.29,6.2,0.77
2018-05-03,1264.5,428.5,365,243.8,425.23,6.21,0.77
2018-05-04,1248,413.7,369.2,245.2,433.85,6.22,0.77
2018-05-07,1293.5,419.7,372.2,257.4,442.71,6.26,0.77
2018-05-08,1305,422.7,403.1,233,432.02,6.28,0.77
2018-05-09,1244,428,411.3,237.6,446.26,6.27,0.78
2018-05-14,1263.5,417,409.9,234,441.33,6.22,0.78
2018-05-15,1251,425.2,408.4,231,447.22,6.27,0.78
2018-05-16,1226,423.4,418.3,231.4,451.51,6.32,0.78
2018-05-17,1255,430,421.6,233.6,450.93,6.31,0.78
2018-05-18,1268,422.9,426.4,231.6,450.34,6.32,0.78
2018-05-22,1232.5,435,423.2,227,455.24,6.31,0.78
2018-05-23,1227,432.5,425.5,229.6,457.16,6.36,0.78
2018-05-24,1219,432.5,428.4,230.8,449.53,6.35,0.79
2018-05-25,1192.5,434.2,434.4,234.2,433.32,6.38,0.78
2018-05-28,953.2,432,433.3,232.2,431.745,6.4,0.78
2018-05-29,956.2,431,434.8,232.2,430.17,6.44,0.78
2018-05-30,987.8,431,445.4,233.2,436.66,6.4,0.78
2018-05-31,958,426.8,449.1,231.8,426.17,6.36,0.78
2018-06-01,977.8,434.5,447.2,231.2,419.83,6.38,0.78
2018-06-04,977.8,441.8,446.6,234.4,410.69,6.34,0.78
2018-06-06,981.6,435.4,448.2,240.4,409.67,6.33,0.78
2018-06-07,962,434.3,443.8,240,415.08,6.29,0.78
2018-06-08,952,431.9,450.9,241.8,416.73,6.34,0.78
2018-06-11,946.8,433.5,453.6,244,417.63,6.32,0.78
2018-06-12,968,431.4,450,244.2,419.53,6.32,0.79
2018-06-13,968,431,452.4,252.8,421.97,6.33,0.79
2018-06-14,987.8,433.1,459.4,258.4,424.96,6.35,0.79
2018-06-15,960.4,427.8,475.9,256.6,417.68,6.42,0.79
2018-06-18,951.2,423.6,470.3,252.6,422.83,6.42,0.79
2018-06-19,960.2,412.7,465.8,246.8,420.59,6.46,0.79
2018-06-20,1014,412.4,470.6,253,424.31,6.44,0.79
2018-06-21,988.2,398.2,470,254,424.21,6.46,0.79
2018-06-22,994.8,393,474.1,256.4,441.6,6.4,0.79
2018-06-25,1004,385,462.5,253.4,445.26,6.37,0.79
2018-06-26,967,384,450.7,253,480.25,6.38,0.79
2018-06-27,984.6,384.1,458.7,257.6,496.52,6.41,0.79
2018-06-28,966.4,374,436.9,254.2,472.47,6.43,0.79
2018-06-29,984.8,381.9,448.4,256.8,473.88,6.39,0.78
2018-07-02,979.6,375,434.3,253.6,472.98,6.4,0.78
2018-07-03,1002.5,377.2,441.2,253.8,473.86,6.39,0.79
2018-07-04,1016,370.7,438.3,254.4,469.345,6.4,0.79
2018-07-05,1029.5,378.5,436.6,255.4,464.83,6.36,0.79
2018-07-06,1026,369.4,443.9,268,469.01,6.36,0.79
2018-07-09,1030,374,440.4,267.6,467.41,6.32,0.79
2018-07-10,1063.5,377.6,442.9,278,471.6,6.36,0.79
2018-07-11,1055.5,372.4,438.9,277.2,447.63,6.35,0.79
2018-07-12,1082.5,377.5,448.6,288.2,449.45,6.4,0.79
2018-07-13,1085.5,376.5,442.2,291,454.83,6.4,0.79
2018-07-16,1090,375.5,444,288.6,433.93,6.36,0.79
2018-07-17,1115,384.4,448.3,293,433.15,6.37,0.79
2018-07-18,1127.5,386.7,448.6,294.6,441.57,6.42,0.78
2018-07-19,1125,385.1,448,295.8,446.53,6.43,0.78
2018-07-20,1136.5,384.6,467,302.4,448.97,6.39,0.78
2018-07-23,1123,385.1,459.4,302.4,431.82,6.36,0.78
2018-07-24,1128.5,392.9,460,305.6,450.42,6.36,0.78
2018-07-25,1130,394.2,462.9,311.4,453.39,6.37,0.78
2018-07-26,1144,407,459.1,315.2,455.33,6.36,0.78
2018-07-27,1129.5,411.5,465.8,316.2,440.01,6.41,0.78
2018-07-30,1136.5,412.9,460.5,315,453.88,6.38,0.78
2018-07-31,1092,419.4,461.3,304.6,443.59,6.35,0.78
2018-08-01,1104.5,413.8,467.2,303.8,438.32,6.37,0.78
2018-08-02,1101.5,407,472.3,309.4,442.27,6.41,0.78
2018-08-03,1094.5,399.3,470.5,305.2,440.48,6.43,0.78
2018-08-06,1069.5,410.7,455,303.4,445.52,6.46,0.78
2018-08-07,1080,414.9,443.7,303.8,444.28,6.42,0.78
2018-08-08,1060.5,403,380.3,292,430.39,6.43,0.78
2018-08-09,1045,420.4,375,292,429.72,6.43,0.78
2018-08-10,1058.5,404.1,364.1,290,439.94,6.51,0.78
2018-08-13,1085.5,397,373.1,292,439.58,6.54,0.78
2018-08-14,1066,391.3,372.5,293.2,438.15,6.54,0.78
2018-08-15,1044,376.3,376.8,259.8,428.63,6.59,0.78
2018-08-16,1052,380.5,382.3,265.8,429.21,6.56,0.78
2018-08-17,1052.5,382.5,380.1,260.8,431.65,6.55,0.77
2018-08-20,1045.5,389,377.3,259,434.33,6.53,0.77
2018-08-21,1039.5,392,385,256.2,436.53,6.48,0.77
2018-08-22,1053.5,390.3,382.7,259.8,435.67,6.42,0.77
2018-08-23,1069,392.1,378.5,257.8,445.32,6.44,0.77
2018-08-24,1066,387.7,375.5,257.4,448.72,6.44,0.77
2018-08-27,1085,397.2,372.7,260.6,448.59,6.41,0.77
2018-08-28,1085.5,406.2,374.8,260.6,436.49,6.37,0.77
2018-08-29,1097,406,378.5,262.4,445.64,6.4,0.76
2018-08-30,1111,405,377.7,262,448.03,6.38,0.77
2018-08-31,1111,399,376.8,261.2,446.93,6.4,0.77
2018-09-03,1083.5,394.8,383.3,264.4,448.545,6.42,0.77
2018-09-04,1087,388.4,373.1,266.2,450.16,6.45,0.77
2018-09-05,1061.5,385.1,366.4,255.2,442.19,6.44,0.76
2018-09-06,1055,383.7,368.4,251.8,434.62,6.41,0.76
2018-09-07,1063.5,375.6,374.6,256.8,434.89,6.42,0.76
2018-09-10,1043.5,379.7,379,256,435.38,6.45,0.77
2018-09-11,1060,374.4,380.3,254,446.57,6.44,0.77
2018-09-12,1085,375.4,387.1,260,453.1,6.44,0.77
2018-09-13,1079,377.2,398.2,256.8,440.38,6.42,0.78
2018-09-14,1090.5,383,402.3,258.8,440.21,6.38,0.78
2018-09-17,1062.5,378.3,389.8,256,440.11,6.39,0.78
2018-09-18,1044.5,383.1,381.9,254.2,445.62,6.38,0.78
2018-09-19,1017,390.1,383.1,252.4,454.47,6.39,0.78
2018-09-20,1048.5,396.8,384.1,254.8,448.54,6.34,0.78
2018-09-21,1050,398.3,381.2,252,449.14,6.34,0.78
2018-09-24,1040,388.7,387.4,247.4,464.01,6.34,0.78
2018-09-25,1063.5,384.2,384.5,249.8,464.92,6.33,0.78
2018-09-26,1072,384.7,388.9,250.8,458.93,6.35,0.78
2018-09-27,1022.5,399,388.9,248.2,459.89,6.37,0.78
2018-09-28,1010,399.7,396.7,241.4,471.25,6.44,0.79
2018-10-01,1025.5,390,396.8,248.6,484.18,6.42,0.79
2018-10-02,1020.5,390.8,394.1,246.8,485.49,6.46,0.79
2018-10-03,1009.5,395.3,406.3,246.4,493.32,6.46,0.79
2018-10-04,986.2,390.3,396.3,236,482.59,6.48,0.79
2018-10-05,986.8,381.9,394.7,235,481.4,6.48,0.78
2018-10-08,975,369.6,392.5,210,482.7,6.5,0.78
2018-10-09,960,366,383.9,210.4,488.91,6.52,0.79
2018-10-10,906.4,357,377.8,202.2,474.72,6.49,0.79
2018-10-11,894.4,345.5,375.3,200.6,457.42,6.45,0.78
2018-10-12,922.2,347.9,387,210.8,460.29,6.45,0.79
2018-10-15,907.8,351.6,387.7,200.2,462.82,6.44,0.79
2018-10-16,888.6,366.9,403.7,205,463.16,6.44,0.79
2018-10-17,893.6,366,404.5,203.8,450.53,6.47,0.79
2018-10-18,935.6,362.1,415.3,213.2,445.04,6.48,0.79
2018-10-19,922.4,350.7,408.7,213,449.84,6.5,0.79
2018-10-22,906,352.8,408.7,215.2,449.47,6.49,0.79
2018-10-23,865.6,343.4,394.4,208.4,432.17,6.5,0.78
2018-10-24,821.8,342,408.9,207.6,436,6.55,0.79
2018-10-25,792.4,339.7,300,200,439.52,6.54,0.79
2018-10-26,808.8,325.8,294.7,205.4,444.42,6.58,0.78
2018-10-29,854.8,339.4,300.3,214.4,439.25,6.56,0.78
2018-10-30,906.4,343.4,299.5,212.2,434.22,6.56,0.78
2018-10-31,902.4,345.9,307.6,216.8,430.56,6.59,0.78
2018-11-01,948,348.4,319.4,221.8,416.92,6.55,0.78
2018-11-02,972,354.3,303.5,224.6,412.45,6.53,0.78
2018-11-05,971.4,350,305.5,225,414.12,6.56,0.78
2018-11-06,973,352.8,301.3,215.4,405.73,6.53,0.78
2018-11-07,996,370.9,289.8,207,400.62,6.49,0.78
2018-11-08,1002.5,361.8,285.6,209,396.42,6.53,0.78
2018-11-09,992.4,353.4,285.2,212,395.72,6.57,0.78
2018-11-12,959.2,350.9,289.1,204,396.33,6.62,0.78
2018-11-13,935,354.6,287,200.4,368.59,6.63,0.78
2018-11-14,924,354.5,289.7,200.4,370.99,6.61,0.78
2018-11-15,904.4,346.2,281.2,196.5,372.62,6.6,0.78
2018-11-16,918.2,350.6,281.8,200.8,371.51,6.58,0.78
2018-11-19,928,346.4,276.9,196.7,373.29,6.53,0.77
2018-11-20,970,336.2,263.6,191.1,348.86,6.53,0.77
2018-11-21,930,337.6,261.5,193.2,355.85,6.54,0.77
2018-11-22,957,336.6,258.6,194.6,349.866666666667,6.54,0.77
2018-11-23,987.2,331.4,257,198,343.883333333333,6.57,0.77
2018-11-26,1004,344.5,263.6,196.5,337.9,6.57,0.77
2018-11-27,983.6,336.8,263,193.8,337.98,6.59,0.77
2018-11-28,992.2,335.8,260,194.2,331.02,6.61,0.77
2018-11-29,1005,337.5,265.5,197.7,337.23,6.55,0.77
2018-11-30,1003,330.2,270.7,192.5,333.59,6.57,0.77
2018-12-03,1009,345.7,266.9,197.1,348.88,6.59,0.77
2018-12-04,1013,333.8,268.6,197.4,348.05,6.54,0.77
2018-12-05,1013,329.8,264.6,201.2,346,6.57,0.77
2018-12-06,1005.5,313,262.1,196.1,338.89,6.58,0.77
2018-12-07,997.8,315,264.8,203.2,346.33,6.56,0.77
2018-12-10,1025,305.6,266.8,199.5,333.64,6.53,0.77
2018-12-11,1024,310.6,277,200,338.8,6.56,0.77
2018-12-12,1056.5,310.9,275.9,202.4,335.77,6.58,0.77
2018-12-13,1067.5,309.1,283.6,200,345.89,6.56,0.77
2018-12-14,1068.5,306.2,286.5,200.4,339.11,6.62,0.77
2018-12-17,1067,298.4,289.4,196,327.84,6.58,0.76
2018-12-18,1038.5,299.9,294.1,193.8,302.72,6.56,0.76
2018-12-19,1060,300,292,195.1,314.03,6.55,0.75
2018-12-20,1064,294.5,291,187.5,297.62,6.52,0.75
2018-12-21,1070.5,297.3,288.7,184.7,296.88,6.54,0.75
2018-12-27,1049,282.8,277.8,182.1,291.94,6.56,0.75
2018-12-28,1067.5,293.1,285.4,184.9,294.35,6.52,0.75
2019-01-02,1024.5,298,283.1,187.4,303.4,6.55,0.75
2019-01-03,1023,293.3,283.2,179,308.76,6.58,0.75
2019-01-04,1066,305,293.4,187.8,312.79,6.55,0.76
2019-01-07,1094.5,314.1,287.3,194.5,314.95,6.52,0.76
2019-01-08,1100.5,319,299.9,200.8,323.58,6.53,0.76
2019-01-09,1112,326.4,298.6,205.2,340.16,6.52,0.76
2019-01-10,1084.5,325.4,294.2,202.4,339.26,6.47,0.77
2019-01-11,1071.5,320,293.2,203.6,332.92,6.47,0.76
2019-01-14,1041.5,315.8,291.3,201,327.47,6.51,0.76
2019-01-15,1033.5,313.9,294.2,207.8,338.43,6.53,0.76
2019-01-16,1037,320.5,298.4,209.8,341.33,6.55,0.77
2019-01-17,1049,320.8,286,204,339.51,6.55,0.76
2019-01-18,1018.5,325.7,287,204,350.92,6.55,0.77
2019-01-21,1034.5,332.9,290.6,206.4,348.385,6.57,0.77
2019-01-22,999.2,324.8,294.1,208,345.85,6.58,0.76
2019-01-23,985,319.1,289.3,207.2,344.47,6.57,0.77
2019-01-24,966,323.1,287.1,207.8,348.51,6.58,0.77
2019-01-25,950.6,331.7,281.2,209.2,352.26,6.58,0.77
2019-01-28,974.2,324.3,278.2,210.2,338.61,6.54,0.77
2019-01-29,960,326.8,286.8,212.6,346.84,6.54,0.77
2019-01-30,954.8,325.6,286.1,210,353.88,6.53,0.77
2019-01-31,947.2,304.9,285.7,205.6,349.89,6.5,0.77
2019-02-01,958.8,296.4,282.4,207,359.83,6.51,0.77
2019-02-04,956.2,306,286.4,208,355.95,6.52,0.77
2019-02-05,973,310,291.4,212.6,350.87,6.54,0.77
2019-02-06,957.4,309.4,282.5,209.6,353.41,6.55,0.77
2019-02-07,954.8,308.4,286.3,211.6,346.57,6.58,0.77
2019-02-08,961.4,300.5,288,210.6,346.99,6.58,0.76
2019-02-11,967.4,304.7,289.7,217,346.03,6.6,0.76
2019-02-12,976.2,309.9,287.7,220.2,351.05,6.61,0.76
2019-02-13,997.6,306.2,287.4,222.4,355.37,6.6,0.76
2019-02-14,1006,306.9,283,221.4,360.23,6.62,0.76
2019-02-15,1014,312.5,282.8,219.6,368.29,6.63,0.76
2019-02-18,1011,314.9,286.8,220.6,369.535,6.59,0.77
2019-02-19,990,306.6,290.4,200.4,370.78,6.61,0.77
2019-02-20,1008,310.2,292.9,201.4,374.32,6.58,0.77
2019-02-21,1077.5,314.1,291.1,195,374.28,6.57,0.76
2019-02-22,1069,326.6,298.4,195,375.64,6.59,0.76
2019-02-25,1101,325.3,298.7,199.8,363.51,6.57,0.76
2019-02-26,1140,325.2,305.2,198.1,363.85,6.57,0.76
2019-02-27,1126,318,302.2,196.2,372.99,6.55,0.77
2019-02-28,1133.5,314.8,300,197,373.91,6.54,0.77
2019-03-01,1161,319.6,299.7,198.3,365.5,6.55,0.77
2019-03-04,1180,322.2,297.1,200.2,372.52,6.58,0.76
2019-03-05,1178,323.2,305.2,200.4,372.44,6.59,0.76
2019-03-06,1166.5,319.1,300.2,198.7,371.03,6.6,0.76
2019-03-07,1154,308.1,302.3,197.1,374.67,6.62,0.76
2019-03-08,1142,299.9,301.6,196.3,370.74,6.65,0.76
2019-03-11,1141.5,301,293.3,197,376.82,6.64,0.76
2019-03-12,1135.5,311.8,294.3,199.8,376.42,6.62,0.77
2019-03-13,1135.5,316.5,296.1,199.9,384.59,6.6,0.77
2019-03-14,1140.5,317.7,296.9,206.6,387.09,6.61,0.77
2019-03-15,1122.5,318.9,295.8,207.6,386.17,6.6,0.77
2019-03-18,1116,320.4,292.7,206,388.52,6.58,0.77
2019-03-19,1117.5,320.1,300.3,208.8,388.43,6.57,0.77
2019-03-20,1158.5,307.8,297.5,206.8,395.14,6.57,0.77
2019-03-21,1153.5,304,302.3,207,393.08,6.55,0.78
2019-03-22,1153,296.8,298.9,206.8,388.69,6.6,0.77
2019-03-25,1148,290.6,293.4,205.2,386.98,6.59,0.77
2019-03-26,1172,289.5,294.5,206,395.85,6.61,0.77
2019-03-27,1154,291,284.3,200.4,393.77,6.63,0.77
2019-03-28,1165.5,282.8,285.3,193,394.58,6.66,0.77
2019-03-29,1155,287.5,288,196.8,399.94,6.64,0.77
2019-04-01,1183.5,302.3,300.3,200.6,409.14,6.64,0.77
2019-04-02,1183,308.9,306.9,198.05,416.75,6.66,0.77
2019-04-03,1175.5,316,306.1,200.6,414.68,6.64,0.78
2019-04-04,1172.5,307.1,298.9,197.5,413.28,6.65,0.78
2019-04-05,1190,304.2,299.3,200,419.31,6.65,0.77
2019-04-08,1176.5,299.5,294.5,195.8,427.29,6.64,0.78
2019-04-09,1161,298.8,294.3,196.7,423.99,6.62,0.78
2019-04-10,1179.5,308.2,290.9,197.15,427.7,6.62,0.78
2019-04-11,1162.5,312.5,290,194.65,421.55,6.63,0.78
2019-04-12,1159,325.9,286.5,197.5,421.05,6.59,0.78
2019-04-15,1149,327.7,285.7,197.5,418.49,6.6,0.78
2019-04-16,1127,326.3,281.3,196.25,422.63,6.6,0.78
2019-04-17,1122,330.6,277.2,194.15,421.05,6.61,0.78
2019-04-23,1123.5,320.4,276.3,197.5,439.79,6.64,0.78
2019-04-24,1119,318.6,278.4,198.5,439.38,6.66,0.78
2019-04-25,1105,324,278.4,194.8,437.86,6.71,0.77
2019-04-26,1131,326.4,282.2,200.9,424.4,6.71,0.77
2019-04-29,1131,325.4,281.4,205,424.41,6.7,0.77
2019-04-30,1105,334,280,210,424.73,6.65,0.77
2019-05-01,1101,333.5,281.5,209.8,417.945,6.655,0.77
2019-05-02,1095,326.4,285.3,206.7,411.16,6.66,0.77
2019-05-03,1110.5,314,286.9,211.5,414.81,6.69,0.76
2019-05-06,1104,307,291.5,209.8,415.34,6.67,0.76
2019-05-07,1098.5,299.5,290.3,220.5,409.89,6.67,0.76
2019-05-08,1118,300.1,277,220.3,414.07,6.66,0.76
2019-05-09,1088,292,274,222.8,410.75,6.67,0.76
2019-05-10,1090,291.7,271,222.4,409.86,6.65,0.76
2019-05-13,1085.5,279.9,266.1,218.6,404.85,6.64,0.76
2019-05-14,1115,286.4,267.6,222.1,411.31,6.65,0.76
2019-05-15,1107.5,282.5,266.3,217.4,414.32,6.68,0.76
2019-05-16,1150.5,292.6,267.9,227,419.49,6.67,0.77
2019-05-20,1154,284.2,269,227.7,422.13,6.69,0.76
2019-05-21,1198.5,285.6,274,230.6,421.7,6.69,0.76
2019-05-22,1203,285.2,275.4,235.5,410.6,6.69,0.77
2019-05-23,1199.5,277.4,269.5,232.5,386.53,6.7,0.77
2019-05-24,1223.5,276.9,271,232.3,389.84,6.68,0.77
2019-05-27,1197,276.2,270.7,231,391.485,6.67,0.77
2019-05-28,1216.5,275,277.4,229.1,393.13,6.67,0.77
2019-05-29,1147.5,263.7,268.4,223.9,393.92,6.69,0.76
2019-06-03,1168,256.4,260.8,223.7,355.54,6.68,0.76
2019-06-04,1135,262,263.2,216.8,355.33,6.64,0.76
2019-06-06,1147.5,258.7,256.5,220.5,348.64,6.63,0.76
2019-06-07,1176,263.2,256.6,225.8,357.4,6.62,0.76
2019-06-11,1207,270.4,259.2,219.3,351.66,6.6,0.76
2019-06-12,1206.5,271.4,260.9,221.9,337.21,6.6,0.76
2019-06-13,1195,272.3,257.9,219.3,346.5,6.62,0.76
2019-06-14,1179,268.4,253.9,216.6,347.82,6.63,0.76
2019-06-17,1188.5,268,256.5,216,345.25,6.65,0.76
2019-06-18,1211.5,274,260.6,219.1,359.51,6.67,0.76
2019-06-19,1222.5,280,261.8,217.1,358.06,6.66,0.76
2019-06-20,1210.5,285.4,259.2,216.1,375.58,6.6,0.77
2019-06-21,1201,286.1,256.8,210.5,378.37,6.6,0.77
2019-06-24,1201,276.4,252.6,205,378.29,6.55,0.77
2019-06-25,1188.5,278.6,252.1,206,377.79,6.56,0.77
2019-06-26,1168,284.7,249.5,201.2,388.76,6.57,0.77
2019-06-27,1148.5,286.3,255,202,388.5,6.56,0.77
2019-06-28,1207,296.9,259.3,204.1,381.7,6.56,0.77
2019-07-01,1209,300,266.6,204.5,387.47,6.58,0.77
2019-07-02,1200,295,266.8,206.1,369.86,6.6,0.77
2019-07-03,1227,290.1,269.1,213.9,377.14,6.61,0.77
2019-07-04,1216,296.5,269.8,210.3,378.64,6.61,0.78
2019-07-05,1200.5,292.9,269.7,204.7,380.14,6.63,0.77
2019-07-08,1183,290,258.8,204.1,381.64,6.65,0.77
2019-07-09,1191.5,283.1,259,201.1,383.46,6.66,0.77
2019-07-10,1194.5,281.6,255.6,202.2,400.99,6.65,0.77
2019-07-11,1198.5,279.9,255.5,206.2,396.56,6.62,0.78
2019-07-12,1171,277.9,253.6,196,398.08,6.64,0.78
2019-07-15,1188.5,281,257.7,199.5,392.93,6.63,0.78
2019-07-16,1219.5,282.1,260,198.95,382.21,6.65,0.78
2019-07-17,1216,278.2,259.7,198.8,376.18,6.66,0.78
2019-07-18,1227,275.1,259.4,196.7,366.7,6.66,0.77
2019-07-19,1219.5,275.9,251.8,196.45,368.59,6.65,0.78
2019-07-22,1221,276.8,256.2,195.35,371.94,6.66,0.78
2019-07-23,1217,281.3,260.6,193.05,378.07,6.68,0.77
2019-07-24,1238.5,282.3,260.9,195.05,374.59,6.7,0.77
2019-07-25,1238,280.9,258.9,197.8,375.29,6.72,0.78
2019-07-26,1249.5,282.1,260.6,195.95,375.66,6.7,0.77
2019-07-29,1265,284.2,261.5,197.05,381.77,6.72,0.77
2019-07-30,1245,278.5,257.1,197.5,388.53,6.69,0.77
2019-07-31,1252,276.9,261.4,199.35,391.95,6.7,0.76
2019-08-01,1256.5,278,263.8,203.6,362.85,6.76,0.76
2019-08-02,1235,263.6,263,195.45,374.24,6.72,0.75
2019-08-05,1217,251.7,257,192,364.74,6.68,0.75
2019-08-06,1227.5,248.6,259.6,192.15,357.64,6.67,0.75
2019-08-07,1227.5,245.4,267,194.5,340.71,6.66,0.75
2019-08-08,1269,270.1,273.6,195,350.72,6.67,0.74
2019-08-09,1270,263.1,265.5,195.1,362.63,6.66,0.75
2019-08-12,1275.5,259,260.8,195,366.56,6.67,0.75
2019-08-13,1319,263.1,261,185.75,379.42,6.65,0.75
2019-08-14,1306,258.9,257.7,189.75,367.84,6.67,0.75
2019-08-15,1345.5,249.1,268.5,196.85,364.66,6.69,0.74
2019-08-16,1351,263,269.4,205.4,369.25,6.73,0.75
2019-08-19,1373,272,266,203.9,377.78,6.72,0.75
2019-08-20,1366.5,277.6,258.5,205.7,378.19,6.73,0.75
2019-08-21,1376,284.6,245.1,209.8,373.7,6.72,0.75
2019-08-22,1378.5,281.9,239.8,211.6,372.22,6.73,0.75
2019-08-23,1376,281.1,242.5,207.9,364.41,6.74,0.75
2019-08-26,1364.5,276.7,236.2,203.5,359.14,6.71,0.75
2019-08-27,1372.5,279.6,245,204.4,369.33,6.72,0.75
2019-08-28,1363,276.4,245.5,203,375.21,6.73,0.74
2019-08-29,1359.5,282.7,245.3,202.5,381.67,6.74,0.74
2019-08-30,1384.5,292.1,247,205.5,372.07,6.76,0.74
