"Date","Genmab","FLSmidth","Lundbeck","WilliamDemant","OilPrice","USD","NOK"
2016-04-29,963,252.4,217.1,133.6,300.16,6.53,0.81
2016-05-02,963,251,219.7,135.8,289.74,6.47,0.81
2016-05-03,960.5,246.2,217.2,136.1,280.8,6.43,0.8
2016-05-04,950.5,244.2,218.3,134.5,283.06,6.47,0.8
2016-05-09,987.5,240.9,231.7,138,283.67,6.53,0.8
2016-05-10,998,245.2,235.6,132.8,292.22,6.54,0.8
2016-05-11,1000,245.7,240.9,132.6,301.38,6.52,0.8
2016-05-12,1003,244.6,239.2,132.6,304.71,6.53,0.81
2016-05-13,1009,241.3,240.2,131.8,303.02,6.56,0.8
2016-05-17,1014,248.9,237.6,133.4,317.38,6.57,0.8
2016-05-18,1016,240,239.8,133.4,317.3,6.59,0.8
2016-05-19,1067,239,245.3,133.2,319.86,6.64,0.79
2016-05-20,1130,240.4,252.4,137,316,6.63,0.8
2016-05-23,1205,241.4,256.3,137.7,319.1,6.63,0.79
2016-05-24,1229,241.5,257.3,139.6,319.89,6.66,0.8
2016-05-25,1205,241.8,261,142.3,327.61,6.67,0.8
2016-05-26,1183,241.1,262.6,143.3,326.29,6.66,0.8
2016-05-27,1177,241,259.2,143.2,328.68,6.66,0.8
2016-05-30,1194,241,262.3,142.3,328.04,6.68,0.8
2016-05-31,1208,240.9,263,141,327.4,6.67,0.8
2016-06-01,1219,237.8,261,140.1,326.66,6.66,0.8
2016-06-02,1230,241,260.1,139.6,326.71,6.65,0.8
2016-06-03,1241,241.4,259.6,139.2,324.69,6.67,0.8
2016-06-06,1250,244.4,259,139.7,325.78,6.55,0.8
2016-06-07,1266,243.8,257.7,139.4,330.07,6.55,0.81
2016-06-08,1233,241,256.5,139.7,334.83,6.54,0.81
2016-06-09,1233,240.7,254.8,137.2,331.2,6.56,0.8
2016-06-10,1161,239.6,247.8,134.7,322.9,6.58,0.8
2016-06-13,1131,233.5,247.3,134.3,322.62,6.6,0.8
2016-06-14,1093,232,238.5,131.3,321.21,6.62,0.79
2016-06-15,1108,234.5,240.7,131.4,317.29,6.62,0.8
2016-06-16,1045,226.3,236.2,129.5,307.03,6.65,0.79
2016-06-17,1097,234,238.1,127.9,317.16,6.61,0.79
2016-06-20,1139,245,236.3,129.3,324.16,6.56,0.79
2016-06-21,1137,248,235.5,130.8,321.71,6.57,0.79
2016-06-22,1158,250,235.2,130,324.09,6.59,0.8
2016-06-23,1177,256.7,239.1,129.5,322.3,6.53,0.8
2016-06-24,1127,240,236.5,125.5,313.86,6.72,0.79
2016-06-27,1078,233,234.7,121.7,309.7,6.76,0.79
2016-06-28,1114,238.3,238.7,127,321.98,6.72,0.79
2016-06-29,1170,241,247,131.1,334.32,6.71,0.8
2016-06-30,1210,237.9,249.8,130,323.45,6.7,0.8
2016-07-01,1237,247,249.2,131,327.44,6.68,0.8
2016-07-04,1230,245.2,257.5,130.4,319.68,6.68,0.8
2016-07-05,1210,237,253.6,129.2,311.92,6.68,0.8
2016-07-06,1189,231.6,252.8,128.1,318.44,6.72,0.8
2016-07-07,1191,238.8,268.8,129,303.69,6.72,0.79
2016-07-08,1202,242.8,266.1,130.4,304.98,6.72,0.79
2016-07-11,1224,248.5,269.1,133.2,301.08,6.73,0.79
2016-07-12,1202,259.5,267.5,133.8,313.96,6.71,0.8
2016-07-13,1183,263.3,265.8,133.6,301.42,6.72,0.8
2016-07-14,1170,262.2,262.1,133.1,304.26,6.67,0.8
2016-07-15,1142,265.6,261.3,132.3,306.98,6.68,0.8
2016-07-18,1142,260.9,264.7,133.3,304.4,6.73,0.79
2016-07-19,1160,261.5,268.4,132.6,300.93,6.74,0.8
2016-07-20,1159,265.3,274,135.2,303.67,6.75,0.8
2016-07-21,1157,265.5,270.4,135.1,296.88,6.75,0.8
2016-07-22,1148,268,270.5,134.6,293.2,6.75,0.79
2016-07-25,1145,267.6,267.1,135.6,287.22,6.77,0.79
2016-07-26,1210,269.7,274.6,136.8,285.2,6.76,0.79
2016-07-27,1193,268.6,269.2,135.5,283.6,6.77,0.79
2016-07-28,1213,267.4,271.5,136.1,275.92,6.71,0.79
2016-07-29,1206,267.5,270.5,135.8,278.01,6.69,0.78
2016-08-01,1218,266.4,274.9,135.9,266.87,6.66,0.79
2016-08-02,1198,263.5,276.5,136.8,262.52,6.65,0.79
2016-08-03,1202,264.6,273.3,135.5,270.98,6.64,0.79
2016-08-04,1228,264.4,274.1,136.8,280,6.68,0.79
2016-08-05,1223,266.2,273.7,140.2,278.86,6.67,0.79
2016-08-08,1198,261.6,271,140.4,288.83,6.71,0.79
2016-08-09,1233,262.6,273.4,140,287.18,6.71,0.79
2016-08-10,1167,260.7,273.5,138.9,277.68,6.65,0.8
2016-08-11,1170,244.7,267.1,139.7,290.19,6.67,0.81
2016-08-12,1132,240.9,267,140,296.51,6.67,0.81
2016-08-15,1133,240.6,278.5,140.6,304.28,6.66,0.81
2016-08-16,1116,246.7,274.3,138.8,306.74,6.59,0.81
2016-08-17,1113,244.2,270.5,138.3,308.91,6.6,0.8
2016-08-18,1092,251,268.4,138.7,316.84,6.57,0.81
2016-08-19,1109,250.5,268.1,136.1,318.54,6.57,0.8
2016-08-22,1150,248.1,275.9,137,308.06,6.58,0.8
2016-08-23,1156,252.2,277,137.5,312.03,6.56,0.8
2016-08-24,1126,250.3,277.7,137.4,305.77,6.61,0.8
2016-08-25,1103,250.2,276.7,136.9,309.7,6.59,0.8
2016-08-26,1094,252.2,274.9,137,314.2,6.6,0.8
2016-08-29,1085,251,271.6,137.3,313.07,6.67,0.8
2016-08-30,1095,247.3,274.3,137.2,308.78,6.67,0.8
2016-08-31,1066,246.2,266.6,139.4,298.74,6.69,0.8
2016-09-01,1059,249.7,264.5,137.2,288.23,6.68,0.8
2016-09-02,1049,253.5,266.4,139.2,295.07,6.65,0.8
2016-09-05,1055,256,269.1,139.1,297.08,6.67,0.8
2016-09-06,1058,257.4,268.7,138.6,299.09,6.67,0.81
2016-09-07,1045,259.5,271.1,138.1,301.22,6.62,0.81
2016-09-08,1029,257.5,269,138.7,313.83,6.59,0.81
2016-09-09,1000,250.1,258.6,135.1,303.05,6.61,0.8
2016-09-12,985.5,248.4,259.3,134.1,306.86,6.63,0.8
2016-09-13,1025,249.9,257.4,135.1,297.23,6.62,0.81
2016-09-14,1080,253.8,259.4,136.5,289.46,6.64,0.8
2016-09-15,1080,252.5,259.5,136.6,290.14,6.62,0.8
2016-09-16,1103,247.4,263.3,138.5,285.52,6.63,0.8
2016-09-19,1098,249.6,267.8,138.7,289.2,6.67,0.81
2016-09-20,1123,250.6,271.2,139.8,292.18,6.66,0.8
2016-09-21,1152,251.6,269.3,138.8,303.06,6.69,0.81
2016-09-22,1146,259.1,271.7,138.2,305.79,6.63,0.82
2016-09-23,1143,256.5,230.1,138.5,294.91,6.65,0.82
2016-09-26,1134,252.3,228.3,137.9,301.81,6.62,0.82
2016-09-27,1128,247.4,228.1,136.3,296.48,6.64,0.82
2016-09-28,1142,245.9,224.8,136.8,312.45,6.64,0.82
2016-09-29,1128,249.8,219.4,135.7,316.93,6.64,0.82
2016-09-30,1130,249.2,217.1,135.3,318.59,6.68,0.83
2016-10-03,1142,252.8,217.6,136.9,323.41,6.63,0.83
2016-10-04,1132,253.2,215.6,136,324.52,6.67,0.83
2016-10-05,1130,250.3,219.6,134.6,330.24,6.64,0.83
2016-10-06,1136,259,216.7,134.5,335.57,6.65,0.83
2016-10-07,1136,254.3,216.8,134.1,332.35,6.68,0.83
2016-10-10,1147,255.8,222.2,135.7,331.77,6.67,0.82
2016-10-11,1136,257,219.9,135.8,340.66,6.72,0.82
2016-10-12,1127,259.3,219.1,134.3,338.51,6.75,0.82
2016-10-13,1105,251,217.1,134.2,340.16,6.74,0.82
2016-10-14,1123,256.5,220.8,134.3,340.48,6.76,0.82
2016-10-17,1117,254.9,217.9,133.5,338.16,6.77,0.82
2016-10-18,1137,254,218.6,133,340.46,6.77,0.83
2016-10-19,1145,255.9,221.7,134,349.65,6.78,0.83
2016-10-20,1156,258.4,224,131.8,340.91,6.78,0.83
2016-10-21,1135,257.5,226.1,131.4,345.81,6.83,0.83
2016-10-24,1144,265,222.9,129.8,342.77,6.83,0.83
2016-10-25,1114,259.5,218.8,129.4,338.34,6.84,0.83
2016-10-26,1104,255,218.7,127.6,331.92,6.81,0.82
2016-10-27,1142,250.6,220.1,127.2,338.36,6.81,0.83
2016-10-28,1130,246.1,215.9,126.7,331.8,6.81,0.82
2016-10-31,1118,246.2,218.5,126.2,318.28,6.8,0.82
2016-11-01,1064,241.3,215.1,125.5,314.83,6.75,0.82
2016-11-02,1067,237,226.4,124.6,303.88,6.71,0.82
2016-11-03,1189,240,242.1,124.8,300.34,6.73,0.82
2016-11-04,1158,239,240.3,124.1,295.62,6.71,0.82
2016-11-07,1189,242.4,241.1,124.1,301.89,6.73,0.82
2016-11-08,1174,241.8,246.9,122.3,303.12,6.74,0.82
2016-11-09,1226,268.5,257.2,124,305.18,6.75,0.82
2016-11-10,1211,278.4,255.5,118.9,304.76,6.83,0.82
2016-11-11,1200,278.5,260,118.1,296.15,6.83,0.82
2016-11-14,1202,292.1,260.8,117.4,298.96,6.91,0.81
2016-11-15,1217,291.9,261.6,115,317.09,6.91,0.82
2016-11-16,1229,289.5,260.9,114.4,316.82,6.95,0.82
2016-11-17,1249,291,263.7,114.1,315.05,6.94,0.82
2016-11-18,1246,285,265.8,116.2,319.81,7,0.82
2016-11-21,1245,284,264.4,116.1,332.32,7,0.82
2016-11-22,1251,292,263.2,114.8,336.85,7.01,0.82
2016-11-23,1233,295,264,114.2,327.85,7.02,0.82
2016-11-24,1227,294.5,266.1,116,327.965,7.05,0.82
2016-11-25,1252,291.4,267.9,116.5,328.08,7.02,0.82
2016-11-28,1229,289.2,268.7,116.9,320.8,7.03,0.82
2016-11-29,1237,289,264.4,116,318.57,7.03,0.82
2016-11-30,1216,287.8,267.6,118.8,345.68,7,0.82
2016-12-01,1186,288.9,264.1,115.9,357.62,7,0.83
2016-12-02,1180,284.8,268.6,115,361.43,6.99,0.83
2016-12-05,1193,285.8,265.9,115.6,359.54,6.95,0.83
2016-12-06,1155,284.8,258.8,114.9,353.07,6.93,0.83
2016-12-07,1160,284.8,258,114.3,345.55,6.93,0.83
2016-12-08,1165,288.2,261.2,113.3,351.42,6.91,0.83
2016-12-09,1200,290.5,270.3,121,362.8,7.04,0.83
2016-12-12,1175,288,268.6,122.1,370.17,7.02,0.83
2016-12-13,1172,286.7,271.5,122.9,371.43,7.01,0.83
2016-12-14,1147,293.9,271,122.4,356.36,6.99,0.82
2016-12-15,1145,296.8,275.5,124.3,363.22,7.14,0.83
2016-12-16,1139,294.3,279.6,124.5,369.81,7.12,0.82
2016-12-19,1150,290.7,276.8,122.8,371.86,7.13,0.82
2016-12-20,1160,290,273.5,122.9,374.58,7.17,0.82
2016-12-21,1151,294.6,279,121.2,366.97,7.13,0.82
2016-12-22,1136,291.6,274.6,122.8,370,7.12,0.82
2016-12-23,1141,290.4,277.5,123,370.14,7.12,0.82
2016-12-27,1167,294,284.9,124.3,375.99,7.12,0.82
2016-12-28,1174,292.7,283.9,124.3,386.09,7.15,0.82
2016-12-29,1177,294,285.3,124,382.6,7.11,0.82
2016-12-30,1173,293,287.3,122.8,379.09,7.05,0.82
2017-01-02,1192,299.4,295.5,124.5,376.955,7.1,0.82
2017-01-03,1204,314.3,294.2,123.7,374.82,7.16,0.83
2017-01-04,1236,307.1,289.9,124.3,379.37,7.12,0.83
2017-01-05,1291,309.1,296.8,124.7,380.66,7.08,0.82
2017-01-06,1300,309.1,299.9,124.6,378.98,7.02,0.83
2017-01-09,1290,306.1,299.8,124.7,367.24,7.07,0.82
2017-01-10,1287,320.6,302.6,124.6,357.52,7.04,0.82
2017-01-11,1291,326.6,304.5,124.8,369.39,7.08,0.82
2017-01-12,1250,317.4,295,122.8,369.03,6.96,0.82
2017-01-13,1286,321.3,299.3,123.9,365.16,6.97,0.82
2017-01-16,1263,321.9,295.7,124.4,365.115,7.02,0.82
2017-01-17,1264,312.9,294.9,124.3,365.07,6.96,0.82
2017-01-18,1275,311.7,296,125,356.46,6.97,0.82
2017-01-19,1262,315.6,297,125.4,358.21,6.97,0.82
2017-01-20,1250,316.9,293,125.4,365.99,6.99,0.83
2017-01-23,1273,319,290.8,124.4,366.22,6.94,0.83
2017-01-24,1288,318,288,124.1,362.4,6.92,0.83
2017-01-25,1298,326.8,285.4,123.5,360.93,6.92,0.83
2017-01-26,1314,323.3,287,124.6,370.03,6.95,0.83
2017-01-27,1327,329.8,291.6,129.2,370.28,6.96,0.83
2017-01-30,1333,321.4,293.5,128.4,368.24,7,0.84
2017-01-31,1328,319.8,295.2,128.8,364.78,6.92,0.84
2017-02-01,1349,325,298.3,129.5,371.51,6.89,0.84
2017-02-02,1362,327,299.1,129.5,368.52,6.88,0.84
2017-02-03,1377,325,300.7,130.1,372.61,6.92,0.84
2017-02-06,1402,320.9,305,130.9,368.04,6.94,0.84
2017-02-07,1402,321.4,305,131.3,363.51,6.97,0.84
2017-02-08,1379,314.6,289.5,132.6,365.06,6.97,0.84
2017-02-09,1418,340.5,293,133.3,368.47,6.95,0.84
2017-02-10,1424,353,294.4,132.9,376.58,6.99,0.83
2017-02-13,1435,356.1,292.2,133.9,370.5,7,0.84
2017-02-14,1428,354.9,290.2,132.4,372.46,7,0.84
2017-02-15,1430,353.6,288.7,132.4,374.09,7.04,0.84
2017-02-16,1433,353,289.7,132.6,372.75,6.98,0.84
2017-02-17,1407,349.4,287.7,133,372.79,6.98,0.84
2017-02-20,1395,349.5,287.5,132.3,376.935,7,0.84
2017-02-21,1422,352.5,293.1,134.3,381.08,7.05,0.84
2017-02-22,1415,350.8,296.1,134.8,379.05,7.07,0.84
2017-02-23,1424,347.9,298.4,143.2,383.03,7.03,0.84
2017-02-24,1371,341.9,292.9,141.5,378.34,7.01,0.84
2017-02-27,1347,344,286.1,141.7,379.41,7.02,0.84
2017-02-28,1390,344,286.4,143.7,378.78,7.01,0.84
2017-03-01,1375,348,292,142.7,379.82,7.06,0.84
2017-03-02,1394,350.8,294.7,144,372.1,7.07,0.84
2017-03-03,1385,343.6,294.2,144.2,375.24,7.04,0.83
2017-03-06,1370,342,290.6,143.3,373.3,7.02,0.83
2017-03-07,1362,345.2,291.7,142.7,370.29,7.03,0.83
2017-03-08,1352,354.5,290.9,143.7,350.9,7.04,0.83
2017-03-09,1367,351.8,292,144.9,343.47,7.05,0.82
2017-03-10,1392,353.5,294.7,145.8,336.75,7.01,0.81
2017-03-13,1420,358.3,299.1,145.9,334.3,6.97,0.81
2017-03-14,1443,358.6,304.9,144.3,330.33,6.99,0.81
2017-03-15,1454,366.7,302.8,144.8,338.31,7,0.81
2017-03-16,1482,369.7,303.3,145.1,334.77,6.93,0.81
2017-03-17,1475,382.5,307.4,146,334.71,6.92,0.82
2017-03-20,1448,389.5,308.3,145.5,330.45,6.91,0.81
2017-03-21,1415,380.8,308.2,144.6,323.65,6.88,0.81
2017-03-22,1395,377.3,311,144,325.44,6.88,0.81
2017-03-23,1394,378.4,317.9,145.5,324.01,6.89,0.81
2017-03-24,1406,381.2,318.4,145,325.6,6.88,0.81
2017-03-27,1383,369.9,316.8,144.8,321.29,6.83,0.81
2017-03-28,1402,373,320,144.5,331.36,6.85,0.81
2017-03-29,1427,372.8,322.1,143.7,342.5,6.92,0.81
2017-03-30,1413,376.2,326.1,144.9,348.48,6.93,0.81
2017-03-31,1343,373,323.4,145.7,351.62,6.96,0.81
2017-04-03,1264,373.3,323.6,145.1,350.56,6.98,0.81
2017-04-04,1289,374.1,331.4,146.9,356.06,6.98,0.81
2017-04-05,1257,379.6,331.3,145.6,356.1,6.96,0.81
2017-04-06,1255,386,333.2,144.6,360.32,6.97,0.81
2017-04-07,1240,383.3,334.4,145.3,365.52,7,0.81
2017-04-10,1278,380.6,339.3,150.4,373.01,7.03,0.81
2017-04-11,1270,382.6,337.4,149.7,373.96,7.01,0.82
2017-04-12,1255,380.3,340,150.9,372.51,7.01,0.82
2017-04-18,1278,371.5,338,150.6,365.29,6.96,0.82
2017-04-19,1299,374.6,336.5,152.5,350.19,6.94,0.81
2017-04-20,1313,377.1,346,154.2,347.92,6.92,0.81
2017-04-21,1305,376,341.8,151.8,345.08,6.95,0.8
2017-04-24,1316,390.1,347.9,153.9,335.33,6.86,0.8
2017-04-25,1317,406.4,351.3,153.6,336.22,6.83,0.8
2017-04-26,1367,408.6,353.3,152.9,336.15,6.83,0.8
2017-04-27,1371,405.5,357.3,152.7,334.71,6.84,0.8
2017-04-28,1358,410.7,350,156.3,335.57,6.81,0.8
2017-05-01,1372,408.9,355.8,156.3,330.12,6.81,0.795
2017-05-02,1381,415.5,336.4,159,324.67,6.81,0.79
2017-05-03,1370,406,316,156.7,325.51,6.81,0.79
2017-05-04,1371,397.5,320.1,157.5,310,6.81,0.78
2017-05-05,1367,386.8,321.4,160.1,313.67,6.78,0.78
2017-05-08,1372,388.5,320,159.7,315.97,6.8,0.79
2017-05-09,1344,403.9,325.6,163.1,313.22,6.83,0.79
2017-05-10,1403,407.7,336,168.8,323.29,6.84,0.79
2017-05-11,1357,398.7,340.1,167.1,327.54,6.85,0.8
2017-05-15,1383,397.5,343.1,167.6,331.29,6.78,0.8
2017-05-16,1389,396.6,341.6,167.4,327.2,6.73,0.79
2017-05-17,1340,382.6,336.1,164.5,328.21,6.69,0.79
2017-05-18,1405,384.8,335,163.3,330.05,6.69,0.79
2017-05-19,1418,394.7,338.3,163.2,334.95,6.66,0.79
2017-05-22,1401,391.9,343.7,163.1,336.38,6.62,0.79
2017-05-23,1382,397,350.1,164.3,339.31,6.64,0.79
2017-05-24,1387,397.3,349.9,170,339,6.65,0.79
2017-05-29,1363,404.5,343.7,168,334.735,6.65,0.79
2017-05-30,1362,405,347.2,169.4,330.47,6.66,0.79
2017-05-31,1413,403.1,353.3,173.7,320.17,6.63,0.79
2017-06-01,1440,398.8,342.5,174.7,320.41,6.63,0.78
2017-06-02,1453,399,342.9,175.2,316.22,6.63,0.78
2017-06-06,1454,399.9,350.3,173.9,318,6.61,0.78
2017-06-07,1417,402.4,346.9,172.9,303.73,6.63,0.78
2017-06-08,1408,400.8,348.5,172.7,302.59,6.62,0.78
2017-06-09,1404,410.5,349.5,172.3,304.94,6.66,0.78
2017-06-12,1371,401.5,344.3,169.1,305.53,6.63,0.78
2017-06-13,1423,410.5,349,170.5,307.68,6.63,0.79
2017-06-14,1413,404,350.8,171.1,297.31,6.64,0.79
2017-06-15,1395,395.7,350,170.4,296.15,6.66,0.79
2017-06-16,1402,407.2,364.7,173.2,297.86,6.66,0.79
2017-06-19,1424,422.4,368.7,175.2,293.79,6.64,0.79
2017-06-20,1417,414.5,370.2,175.3,288.95,6.67,0.78
2017-06-21,1441,426.6,374.8,175.4,283.54,6.67,0.78
2017-06-22,1476,426.7,386,175.4,283.26,6.66,0.78
2017-06-23,1478,428,373.2,175,285.29,6.66,0.79
2017-06-26,1456,433.9,371.5,174.7,287.43,6.65,0.78
2017-06-27,1428,420.2,365.9,172.5,291.74,6.59,0.78
2017-06-28,1396,418.2,368.2,170.1,292.5,6.54,0.77
2017-06-29,1397,413,362.5,166.7,292.44,6.52,0.78
2017-06-30,1389,411.4,365.4,168.5,299.89,6.52,0.78
2017-07-03,1381,411.2,367.5,167.9,298.633333333333,6.54,0.78
2017-07-04,1375,408.9,369.1,166.3,297.376666666667,6.55,0.78
2017-07-05,1389,408.9,376.2,167.8,296.12,6.56,0.78
2017-07-06,1376,409,369.4,169,297.35,6.53,0.78
2017-07-07,1382,410.5,387.1,168.7,288.37,6.52,0.78
2017-07-10,1386,412.2,395.5,169,289.97,6.53,0.78
2017-07-11,1380,410.4,386.5,167.8,293.81,6.52,0.78
2017-07-12,1414,412.6,376.3,169.7,295.42,6.5,0.79
2017-07-13,1412,414.7,373.1,168.9,300.02,6.51,0.79
2017-07-14,1430,410.3,371.6,170.5,303.13,6.51,0.79
2017-07-17,1434,415.2,374.4,171.9,298.58,6.49,0.79
2017-07-18,1450,405.7,371.1,170.7,298.64,6.44,0.8
2017-07-19,1438,406.2,376,171.4,303.72,6.45,0.8
2017-07-20,1432,403.2,384.2,168.3,302.58,6.48,0.8
2017-07-21,1438,389.2,383.8,167.4,292.44,6.39,0.8
2017-07-24,1411,390,378.6,166.2,295,6.38,0.8
2017-07-25,1417,393,380.6,166.8,303.76,6.36,0.8
2017-07-26,1428,390,391.8,166.8,310.27,6.39,0.8
2017-07-27,1437,389.2,384,168.8,311.91,6.36,0.8
2017-07-28,1429,381.8,370.2,165.8,315.23,6.34,0.8
2017-07-31,1429,384.5,377.5,167.1,318.4,6.34,0.8
2017-08-01,1411,392.7,373.9,166.9,309.71,6.3,0.8
2017-08-02,1398,394,370.7,166,311.9,6.29,0.8
2017-08-03,1399,392.6,376,165.3,307.5,6.27,0.79
2017-08-04,1389,390.7,381,163.4,310.7,6.27,0.79
2017-08-07,1408,394.5,386.8,163.5,311.29,6.31,0.79
2017-08-08,1395,395,383.7,164.4,308.96,6.3,0.8
2017-08-09,1386,379.2,365,165,314.47,6.34,0.8
2017-08-10,1333,374.6,376,165,307.74,6.34,0.8
2017-08-11,1359,365.4,371.8,166.4,308.54,6.32,0.79
2017-08-14,1358,366.1,367.9,161.1,300,6.3,0.8
2017-08-15,1360,362.6,376.6,159.9,301.25,6.33,0.8
2017-08-16,1366,367.4,380.5,160,297.21,6.35,0.8
2017-08-17,1360,371.8,382.9,163.5,299.21,6.36,0.8
2017-08-18,1324,371.1,375.8,164.1,307.78,6.33,0.8
2017-08-21,1310,369.9,379.2,163.4,299.68,6.32,0.8
2017-08-22,1339,383.7,392.9,167.6,301.09,6.32,0.8
2017-08-23,1301,392.5,390.1,168.5,305.39,6.3,0.8
2017-08-24,1448,393,397.9,170,297.62,6.3,0.8
2017-08-25,1401,400.6,397.8,168.3,300.2,6.3,0.81
2017-08-28,1425,395.3,392.1,167.3,289.46,6.24,0.8
2017-08-29,1440,387.5,387.1,164.2,286.88,6.17,0.8
2017-08-30,1429,386.4,393.7,165,286.93,6.24,0.8
2017-08-31,1458,393.4,397.9,165.3,297.28,6.29,0.8
2017-09-01,1460,400,404.3,166.4,295.27,6.24,0.8
2017-09-04,1447,399.1,400.2,165.4,299.745,6.25,0.8
2017-09-05,1446,403,400.6,165.2,304.22,6.26,0.8
2017-09-06,1425,403.5,402.1,164.4,306.34,6.24,0.8
2017-09-07,1442,410,404.8,166.5,305.13,6.21,0.8
2017-09-08,1454,413.1,411.8,168.8,292.67,6.17,0.8
2017-09-11,1455,413.5,354.9,170.3,298.03,6.2,0.79
2017-09-12,1438,411.5,344.8,169.9,300.58,6.23,0.79
2017-09-13,1445,407,355.5,169.3,306.21,6.21,0.79
2017-09-14,1453,408.2,363.3,165.3,312.12,6.26,0.79
2017-09-15,1416,405.4,362.2,165.6,310.37,6.22,0.8
2017-09-18,1426,408.8,357.7,166.8,310.67,6.23,0.8
2017-09-19,1431,419.5,360.1,168.5,307.93,6.22,0.8
2017-09-20,1427,417.2,367.1,168.6,311.67,6.2,0.8
2017-09-21,1414,417.2,364.4,167.8,316.13,6.25,0.8
2017-09-22,1428,418.5,373.7,168.7,313.09,6.22,0.8
2017-09-25,1435,414,375,169.2,325.08,6.27,0.8
2017-09-26,1398,413.8,361.6,168.8,325.66,6.31,0.8
2017-09-27,1392,419.3,362.8,166.3,330.46,6.34,0.8
2017-09-28,1402,419,366.1,166.8,326.08,6.32,0.8
2017-09-29,1390,416.3,363.3,166.2,325.72,6.3,0.79
2017-10-02,1418,416.6,370,170.3,320.57,6.34,0.79
2017-10-03,1431,417.2,371.4,176.2,319.4,6.33,0.79
2017-10-04,1434,416.4,376.5,179.7,315.71,6.31,0.8
2017-10-05,1432,418.3,379.4,178.3,321.92,6.34,0.8
2017-10-06,1390,413.2,383.7,179.4,313.68,6.36,0.79
2017-10-09,1390,417,385.6,177.9,314.17,6.34,0.79
2017-10-10,1421,413,394.9,178.2,321.32,6.31,0.79
2017-10-11,1420,415.6,392,177.5,322.76,6.29,0.79
2017-10-12,1424,416,393.4,177.4,317.75,6.28,0.8
2017-10-13,1432,415,396.4,177.9,324.17,6.3,0.8
2017-10-16,1435,415.5,384,177.7,327.07,6.31,0.8
2017-10-17,1346,416.9,388.9,177,328.36,6.33,0.8
2017-10-18,1332,421.9,384,179.4,329.77,6.34,0.8
2017-10-19,1320,417.7,380.4,177,322.63,6.29,0.79
2017-10-20,1328,422.1,381,178.5,325.2,6.3,0.79
2017-10-23,1323,428.9,389,178.6,329.14,6.34,0.79
2017-10-24,1280,429.3,388.8,176.1,331.12,6.33,0.79
2017-10-25,1291,428.9,388.4,178.3,328.22,6.32,0.79
2017-10-26,1265,429.8,386.2,179.7,331.91,6.33,0.78
2017-10-27,1297,432,389.9,184.8,345.71,6.41,0.78
2017-10-30,1281,433.9,389,184.8,346.74,6.41,0.78
2017-10-31,1290,438,379.6,184.3,347.57,6.39,0.78
2017-11-01,1261,438,371.1,183.1,348.11,6.41,0.79
2017-11-02,1223,430.8,365,178.2,348.61,6.39,0.78
2017-11-03,1206,429.7,366.1,183,355.15,6.38,0.78
2017-11-06,1240,430,368.5,186.3,368.18,6.42,0.79
2017-11-07,1233,432.7,373.7,187.5,368.13,6.44,0.79
2017-11-08,1230,424.2,346.4,187.3,364.92,6.42,0.79
2017-11-09,1181,387.8,345.7,179.5,365.77,6.4,0.79
2017-11-10,1149,385.4,351.3,180.5,362.39,6.39,0.79
2017-11-13,1130,371.6,351.3,179.3,362.44,6.38,0.78
2017-11-14,1125,360.5,355.5,178.2,352.71,6.34,0.78
2017-11-15,1133,355.1,352.9,175.7,347.49,6.29,0.76
2017-11-16,1210,365.5,356,178.9,348.6,6.32,0.77
2017-11-17,1225,370.5,356.3,178.1,354.61,6.31,0.77
2017-11-20,1195,368,354.9,180.4,355.04,6.32,0.76
2017-11-21,1231,366.5,352.3,180.8,360.96,6.35,0.77
2017-11-22,1202,365.9,349,181.6,366.62,6.33,0.77
2017-11-23,1198,356.5,343.8,180.2,367.97,6.28,0.77
2017-11-24,1195,339.5,336.3,177.7,369.32,6.27,0.77
2017-11-27,1190,343.4,312.2,178.9,361.78,6.23,0.76
2017-11-28,1213,347.4,317.6,178.4,362.85,6.26,0.76
2017-11-29,1200,345,309.6,172.9,360.25,6.29,0.76
2017-11-30,1230,344.2,315.3,171.9,360.49,6.28,0.76
2017-12-01,1212,329.7,312.1,173,365.37,6.26,0.75
2017-12-04,1195,339,307,173.5,360.52,6.27,0.75
2017-12-05,1164,342,303.4,173.1,362.18,6.28,0.76
2017-12-06,1192,340,300.6,173.4,351.35,6.3,0.76
2017-12-07,1165,341,300.9,172.8,356.73,6.31,0.76
2017-12-08,1194,335.5,303.9,176.2,362.2,6.34,0.76
2017-12-11,1183,334.5,302.7,174.8,364.97,6.31,0.75
2017-12-12,1110,333.4,307.1,175.3,361.3,6.33,0.76
2017-12-13,1052,343,305,173.8,358.9,6.34,0.76
2017-12-14,1034,340.2,303.2,174.4,358.18,6.28,0.76
2017-12-15,1032,339.7,301.2,173,361.24,6.31,0.76
2017-12-18,1031,339.7,306.9,176.8,360.81,6.31,0.76
2017-12-19,1023,352.9,308.3,174.6,361.95,6.3,0.75
2017-12-20,1031,350.7,303.2,172.8,365.08,6.28,0.75
2017-12-21,1053,356.3,301.8,171.2,366.24,6.28,0.75
2017-12-22,1046,359.7,299.6,173.7,365.84,6.28,0.75
2017-12-27,1053,358.7,310,173.1,373.47,6.26,0.76
2017-12-28,1040,358.5,303.8,173.1,373.34,6.24,0.75
