"Date","Vestas","MaerskA","Coloplast","Genmab","GN","Lundbeck","NovoNordisk","USD","NOK","C20index"
2018-08-08,81.6,7591.32,646.8,1060.5,308.8,380.3,303.65,6.43,0.78,986.67
2018-08-09,82.38,7677.98,644.6,1045,305,375,304.5,6.43,0.78,993.53
2018-08-10,80.94,7374.67,648.8,1058.5,305.1,364.1,305,6.51,0.78,990.43
2018-08-13,80.46,7166.69,666.4,1085.5,321.5,373.1,308.3,6.54,0.78,998.53
2018-08-14,79,7075.7,670,1066,323.5,372.5,319.3,6.54,0.78,1006.63
2018-08-15,81.44,6928.38,668.4,1044,311,376.8,313.9,6.59,0.78,993.74
2018-08-16,80.02,7028.03,680.4,1052,320.3,382.3,313.95,6.56,0.78,1002.22
2018-08-17,82.1,7188.35,680,1052.5,315.3,380.1,310,6.55,0.77,999.03
2018-08-20,84.24,7348.67,679.8,1045.5,306.4,377.3,312.95,6.53,0.77,1006.89
2018-08-21,86.9,7370.34,677.2,1039.5,306.5,385,317.7,6.48,0.77,1013.04
2018-08-22,86.96,7530.66,686.6,1053.5,329.4,382.7,316,6.42,0.77,1016.4
2018-08-23,87.04,7448.33,688,1069,332.7,378.5,316.5,6.44,0.77,1014.68
2018-08-24,87.24,7630.31,688.4,1066,331.9,375.5,315.85,6.44,0.77,1018.79
2018-08-27,89.88,7825.3,686.4,1085,336,372.7,317.85,6.41,0.77,1027.57
2018-08-28,91.24,8132.93,680,1085.5,335,374.8,317.35,6.37,0.77,1027.27
2018-08-29,89.92,8080.94,687.8,1097,332.7,378.5,317.95,6.4,0.76,1027.97
2018-08-30,89.46,8202.26,683,1111,334.2,377.7,317.25,6.38,0.77,1028.12
2018-08-31,89.5,8011.61,687.4,1111,333.1,376.8,314.75,6.4,0.77,1021.83
2018-09-03,88.12,7812.3,685.8,1083.5,340.4,383.3,312.75,6.42,0.77,1017.78
2018-09-04,86.32,7599.98,681.4,1087,337.4,373.1,314.5,6.45,0.77,1009.85
2018-09-05,85.42,7413.67,669.4,1061.5,330.3,366.4,306.5,6.44,0.76,992.57
2018-09-06,86.04,7495.99,666,1055,331,368.4,306.85,6.41,0.76,994.03
2018-09-07,87,7431,663,1063.5,332.6,374.6,309.15,6.42,0.76,994.47
2018-09-10,87.64,7374.67,666.2,1043.5,326.4,379,311.55,6.45,0.77,995.11
2018-09-11,86.22,7114.69,674.4,1060,328,380.3,310.05,6.44,0.77,989.13
2018-09-12,84.82,7244.68,676.6,1085,330,387.1,314.35,6.44,0.77,994.68
2018-09-13,82.82,7348.67,676.2,1079,329.5,398.2,312.15,6.42,0.78,990.98
2018-09-14,83.36,7210.02,674,1090.5,329.6,402.3,308,6.38,0.78,984.46
2018-09-17,83.16,7175.35,663.6,1062.5,323.2,389.8,303.2,6.39,0.78,975.99
2018-09-18,83.62,7431,655.2,1044.5,315.4,381.9,301.35,6.38,0.78,977.62
2018-09-19,83.98,7534.99,651,1017,315.7,383.1,300.15,6.39,0.78,973.29
2018-09-20,84.48,7539.32,655,1048.5,315.9,384.1,298.5,6.34,0.78,978.61
2018-09-21,87.56,7638.98,651.2,1050,320,381.2,301.5,6.34,0.78,982.35
2018-09-24,86.66,7556.65,641.8,1040,317.2,387.4,300.8,6.34,0.78,975.56
2018-09-25,86.02,7534.99,648.6,1063.5,320.6,384.5,306.8,6.33,0.78,986.8
2018-09-26,85.2,7452.66,656.2,1072,316.3,388.9,302.35,6.35,0.78,982.96
2018-09-27,85.5,7431,654.2,1022.5,315,388.9,303.7,6.37,0.78,979.97
2018-09-28,86.88,7301.01,656.8,1010,312.9,396.7,302.4,6.44,0.79,978.86
2018-10-01,84.46,7331.34,665.4,1025.5,315.2,396.8,299.75,6.42,0.79,978.02
2018-10-02,82.58,7452.66,666.2,1020.5,312.6,394.1,302.9,6.46,0.79,979.32
2018-10-03,82,7409.33,669,1009.5,309.7,406.3,303.05,6.46,0.79,976.84
2018-10-04,81.6,7153.69,651,986.2,295.4,396.3,281.1,6.48,0.79,933.05
2018-10-05,80.1,6880.71,652.8,986.8,297.3,394.7,286.05,6.48,0.78,932.37
2018-10-08,80.3,6854.72,634.8,975,273,392.5,278.45,6.5,0.78,910.63
2018-10-09,81,6924.04,624.4,960,270.3,383.9,277,6.52,0.79,907.42
2018-10-10,78.94,6724.73,600,906.4,263.3,377.8,274.3,6.49,0.79,889.57
2018-10-11,78.74,6729.06,605.2,894.4,265,375.3,267.3,6.45,0.78,881.37
2018-10-12,80.5,6798.39,612.6,922.2,275.4,387,273.35,6.45,0.79,894.69
2018-10-15,81.72,6798.39,607.4,907.8,268.4,387.7,273.05,6.44,0.79,892.2
2018-10-16,83.54,6971.71,627.8,888.6,280.8,403.7,276.35,6.44,0.79,910.95
2018-10-17,84.42,6841.72,641.2,893.6,273.7,404.5,279.7,6.47,0.79,913.29
2018-10-18,84.18,6906.71,651.6,935.6,282.8,415.3,283.25,6.48,0.79,922.57
2018-10-19,82.86,6690.06,643.2,922.4,281.1,408.7,282.15,6.5,0.79,915.27
2018-10-22,83.34,6646.74,636.6,906,281.4,408.7,280,6.49,0.79,910.91
2018-10-23,81.54,6356.43,622.8,865.6,273.9,394.4,275.9,6.5,0.78,886.53
2018-10-24,82.74,6451.75,627.2,821.8,272.6,408.9,280.5,6.55,0.79,890.03
2018-10-25,82.36,6464.75,619.2,792.4,270,300,274.65,6.54,0.79,876.46
2018-10-26,81.42,6399.76,606.2,808.8,270.4,294.7,275,6.58,0.78,873.46
2018-10-29,84.64,6668.4,613.6,854.8,274,300.3,280.85,6.56,0.78,893.93
2018-10-30,81.48,6542.74,615.4,906.4,274.9,299.5,279.95,6.56,0.78,889.74
2018-10-31,82.62,6794.06,615,902.4,279.7,307.6,284.9,6.59,0.78,902.39
2018-11-01,84.02,7062.7,592.4,948,278.2,319.4,287.6,6.55,0.78,914.11
2018-11-02,82.02,7166.69,610,972,281.5,303.5,286.25,6.53,0.78,917.89
2018-11-05,80.88,7006.37,610.2,971.4,282.6,305.5,283.7,6.56,0.78,907.56
2018-11-06,85.84,6906.71,616.4,973,279.6,301.3,281.15,6.53,0.78,910.38
2018-11-07,92.32,6885.05,621,996,274.9,289.8,288.9,6.49,0.78,927.7
2018-11-08,97.8,7045.37,629.6,1002.5,281.4,285.6,292.85,6.53,0.78,936.2
2018-11-09,96.9,7019.37,633.4,992.4,287.2,285.2,295.5,6.57,0.78,937.54
2018-11-12,95.72,7023.7,633.8,959.2,281.7,289.1,297.45,6.62,0.78,935.25
2018-11-13,96.1,7023.7,619,935,279.3,287,292.9,6.63,0.78,925.04
2018-11-14,95.14,7041.03,625.4,924,266.6,289.7,294.65,6.61,0.78,926.77
2018-11-15,94,6976.04,615.6,904.4,256.9,281.2,284.5,6.6,0.78,906.03
2018-11-16,93.04,7093.03,620.2,918.2,263.6,281.8,288.7,6.58,0.78,911.34
2018-11-19,91.48,7106.03,616,928,259.3,276.9,295.15,6.53,0.77,913.4
2018-11-20,91.6,6980.37,614.8,970,245,263.6,289,6.53,0.77,898.25
2018-11-21,93.58,6997.7,614,930,241.7,261.5,289.5,6.54,0.77,901.4
2018-11-22,93.32,7119.03,616,957,245.3,258.6,286.5,6.54,0.77,899.07
2018-11-23,93.98,7188.35,617.6,987.2,252,257,297,6.57,0.77,916.75
2018-11-26,96.42,7513.32,620.8,1004,238,263.6,304.85,6.57,0.77,935.56
2018-11-27,97.2,7669.31,616,983.6,233.2,263,301.2,6.59,0.77,927.77
2018-11-28,98.48,7725.64,616,992.2,227,260,300.1,6.61,0.77,925.66
2018-11-29,97.06,7820.96,643.6,1005,236.2,265.5,299.1,6.55,0.77,925.86
2018-11-30,98.4,7556.65,628.6,1003,230.3,270.7,306,6.57,0.77,928.23
2018-12-03,101.16,7725.64,610,1009,237.8,266.9,303,6.59,0.77,928.24
2018-12-04,100.56,7521.99,621.8,1013,239.3,268.6,304.2,6.54,0.77,931.18
2018-12-05,100.12,7444,626,1013,245.3,264.6,301,6.57,0.77,928.93
2018-12-06,97.98,7110.36,622.8,1005.5,243.8,262.1,296,6.58,0.77,910.7
2018-12-07,99.92,7253.35,628.8,997.8,245.2,264.8,300.25,6.56,0.77,923.65
2018-12-10,97.5,6958.71,633,1025,250.6,266.8,299.85,6.53,0.77,914.23
2018-12-11,98.72,7188.35,625.6,1024,249.5,277,300.2,6.56,0.77,922.24
2018-12-12,100.88,7227.35,629.2,1056.5,254.9,275.9,302.2,6.58,0.77,926.47
2018-12-13,105.6,7314.01,632.8,1067.5,249.3,283.6,304.95,6.56,0.77,934.24
2018-12-14,105,7223.02,631.6,1068.5,250.1,286.5,310,6.62,0.77,935.84
2018-12-17,104.28,7075.7,628,1067,255,289.4,305,6.58,0.76,925.96
2018-12-18,102.6,6997.7,626.8,1038.5,256.1,294.1,301.5,6.56,0.76,919.2
2018-12-19,100.68,6919.71,625.8,1060,258.1,292,296.75,6.55,0.75,910.73
2018-12-20,99.38,6694.4,612.8,1064,239.6,291,299.05,6.52,0.75,899.92
2018-12-21,100.2,6586.07,608.2,1070.5,244.6,288.7,296.2,6.54,0.75,893.1
2018-12-27,97.7,6464.75,600.2,1049,241.7,277.8,293,6.56,0.75,878.7
2018-12-28,98.42,6672.73,605,1067.5,243.3,285.4,297.9,6.52,0.75,891.56
2019-01-02,100.36,6776.72,611.2,1024.5,255.6,283.1,304.3,6.55,0.75,902.83
2019-01-03,98.94,6664.07,595,1023,247,283.2,310,6.58,0.75,901.35
2019-01-04,99.06,7049.7,601,1066,260.7,293.4,312.65,6.55,0.76,919.77
2019-01-07,98.84,7106.03,609.4,1094.5,265.3,287.3,312.4,6.52,0.76,925.11
2019-01-08,100.04,7158.02,607,1100.5,276.1,299.9,314.5,6.53,0.76,933.16
2019-01-09,102.28,7305.34,606.8,1112,276.8,298.6,317.1,6.52,0.76,938.91
2019-01-10,101.2,7192.69,601.6,1084.5,277.6,294.2,314.55,6.47,0.77,932.83
2019-01-11,100.92,7084.36,600.8,1071.5,275.6,293.2,314.35,6.47,0.76,932.84
2019-01-14,100.36,7088.7,592.2,1041.5,270.6,291.3,303.3,6.51,0.76,913.23
2019-01-15,101.52,7084.36,595.4,1033.5,273.9,294.2,308.95,6.53,0.76,919.57
2019-01-16,101.08,7123.36,604.6,1037,281.4,298.4,307.5,6.55,0.77,923.88
2019-01-17,101.48,7088.7,609.8,1049,279.8,286,310.7,6.55,0.76,928.96
2019-01-18,103.72,7231.68,616,1018.5,279.5,287,315.1,6.55,0.77,937.49
2019-01-21,104.92,7257.68,605.8,1034.5,285.7,290.6,313.05,6.57,0.77,938.6
2019-01-22,103.6,7054.03,607,999.2,291.4,294.1,316,6.58,0.76,938.24
2019-01-23,102.8,7067.03,612,985,289.2,289.3,311.35,6.57,0.77,933.8
2019-01-24,104.44,7002.04,609.8,966,286.9,287.1,308.9,6.58,0.77,930.16
2019-01-25,103.64,7114.69,598.2,950.6,290.5,281.2,303.05,6.58,0.77,921.14
2019-01-28,102.2,7032.37,598.8,974.2,290,278.2,300.85,6.54,0.77,917.45
2019-01-29,107.28,7071.36,597.8,960,290,286.8,303.05,6.54,0.77,924.49
2019-01-30,108.28,7106.03,596,954.8,282.7,286.1,306.3,6.53,0.77,928.97
2019-01-31,107.6,7049.7,595.2,947.2,280.8,285.7,304.2,6.5,0.77,923.13
2019-02-01,108.8,7101.69,603.8,958.8,278.7,282.4,317.45,6.51,0.77,946.81
2019-02-04,106.68,7153.69,611.8,956.2,281.4,286.4,314.7,6.52,0.77,940.6
2019-02-05,106.64,7201.35,640.2,973,291,291.4,320.3,6.54,0.77,961.11
2019-02-06,106.24,7149.36,623.4,957.4,289.4,282.5,319.2,6.55,0.77,956.77
2019-02-07,101.16,7028.03,629,954.8,289.6,286.3,320.3,6.58,0.77,953.16
2019-02-08,102.76,6833.05,625.2,961.4,287,288,319.45,6.58,0.76,946.91
2019-02-11,107.68,6876.38,619,967.4,293.4,289.7,322.15,6.6,0.76,957.34
2019-02-12,109.92,6976.04,620,976.2,305.7,287.7,325,6.61,0.76,967.51
2019-02-13,110.76,7045.37,620.6,997.6,305.8,287.4,325,6.6,0.76,967.04
2019-02-14,111.6,7279.34,628.2,1006,302,283,328.5,6.62,0.76,975
2019-02-15,110.8,7340.01,627.4,1014,299,282.8,330.7,6.63,0.76,980.7
2019-02-18,110.24,7340.01,626.6,1011,296.8,286.8,332.5,6.59,0.77,983.64
2019-02-19,110.64,7452.66,627,990,285.9,290.4,327,6.61,0.77,973.26
2019-02-20,109.6,7612.98,638,1008,284.7,292.9,327.1,6.58,0.77,978.53
2019-02-21,110.12,6885.05,645,1077.5,280.3,291.1,326.95,6.57,0.76,976.28
2019-02-22,109.4,7231.68,637.4,1069,281.6,298.4,326.9,6.59,0.76,978.69
2019-02-25,109.4,7387.67,640.6,1101,283,298.7,325,6.57,0.76,980.35
2019-02-26,110.4,7270.68,640.2,1140,286.6,305.2,325.6,6.57,0.76,984.07
2019-02-27,109.4,7249.01,636.2,1126,324,302.2,321.75,6.55,0.77,979.68
2019-02-28,109.2,7309.68,653.8,1133.5,316.1,300,321.85,6.54,0.77,980.63
2019-03-01,107.96,7197.02,661,1161,313.1,299.7,325.8,6.55,0.77,987.01
2019-03-04,108.36,7305.34,673.4,1180,313.6,297.1,324.7,6.58,0.76,990.34
2019-03-05,107.48,7335.67,676.8,1178,313.5,305.2,328.1,6.59,0.76,994.64
2019-03-06,106.68,7266.35,678,1166.5,310.7,300.2,324.85,6.6,0.76,988.43
2019-03-07,106.6,7075.7,680,1154,309,302.3,327.35,6.62,0.76,989.39
2019-03-08,104.76,6980.37,676.2,1142,308.9,301.6,328.95,6.65,0.76,987.61
2019-03-11,106.64,7032.37,677.2,1141.5,311.1,293.3,329.5,6.64,0.76,989.62
2019-03-12,109.52,7084.36,685,1135.5,309.6,294.3,328,6.62,0.77,993.97
2019-03-13,110.92,7179.69,693.4,1135.5,309.4,296.1,330.5,6.6,0.77,1000.1
2019-03-14,111.6,7236.02,699.4,1140.5,313,296.9,333,6.61,0.77,1007.31
2019-03-15,112,7205.69,707.8,1122.5,312.6,295.8,335,6.6,0.77,1011.92
2019-03-18,113.64,7275.01,704,1116,309.2,292.7,338.8,6.58,0.77,1016.63
2019-03-19,113.44,7400.67,713,1117.5,314.3,300.3,344.5,6.57,0.77,1024.01
2019-03-20,113.72,7314.01,715.6,1158.5,314.8,297.5,344.6,6.57,0.77,1022.01
2019-03-21,112.8,7301.01,716,1153.5,312.7,302.3,344.65,6.55,0.78,1021.49
2019-03-22,108.4,7166.69,717.4,1153,310.9,298.9,336.35,6.6,0.77,1004.96
2019-03-25,107.28,7106.03,714.4,1148,311,293.4,338.45,6.59,0.77,1002.42
2019-03-26,108.8,7062.7,725.8,1172,318,294.5,345.65,6.61,0.77,1015.15
2019-03-27,110.16,7136.36,721.6,1154,301.5,284.3,343.85,6.63,0.77,1010.41
2019-03-28,110.84,6958.71,731,1165.5,308,285.3,345.85,6.66,0.77,1012.95
2019-03-29,112,6976.04,730.2,1155,309,288,348.4,6.64,0.77,1017.19
2019-04-01,115.96,7283.68,739.6,1183.5,311.2,300.3,347.6,6.64,0.77,1027.57
2019-04-02,115.8,7348.67,740,1183,313.3,306.9,347.45,6.66,0.77,1032.61
2019-04-03,119.04,7405,737.6,1175.5,317.7,306.1,339.85,6.64,0.78,1026.44
2019-04-04,117.48,7690,715,1172.5,308.9,298.9,337.55,6.65,0.78,1018.29
2019-04-05,118.24,7615,719.8,1190,311.9,299.3,337.8,6.65,0.77,1022.87
2019-04-08,118.84,7680,717,1176.5,312,294.5,340.1,6.64,0.78,1024.32
2019-04-09,118.68,7680,719.8,1161,313.8,294.3,339.25,6.62,0.78,1021.15
2019-04-10,119,7780,710,1179.5,314.5,290.9,339.4,6.62,0.78,1021.11
2019-04-11,118.76,7930,704.8,1162.5,312.1,290,338.8,6.63,0.78,1019.55
2019-04-12,118.8,8040,693.4,1159,336.3,286.5,333.85,6.59,0.78,1017.67
2019-04-15,120.04,8125,697.8,1149,335,285.7,332.4,6.6,0.78,1019.96
2019-04-16,120.72,8285,697,1127,339.6,281.3,331.25,6.6,0.78,1018.94
2019-04-17,120.68,8440,685.4,1122,328,277.2,322.75,6.61,0.78,1005.96
2019-04-23,120.96,8385,692,1123.5,333.6,276.3,324.35,6.64,0.78,1008.74
2019-04-24,122.16,8300,690.8,1119,336.2,278.4,323.5,6.66,0.78,1007.81
2019-04-25,122.52,8250,689,1105,332.7,278.4,323.4,6.71,0.77,1005.41
2019-04-26,121.76,8360,709.6,1131,342,282.2,327.5,6.71,0.77,1019.7
2019-04-29,121.12,8270,704,1131,342.9,281.4,331.95,6.7,0.77,1024.05
2019-04-30,120.4,8110,718.2,1105,340.7,280,325.5,6.65,0.77,1013.97
2019-05-01,121.4,8160,715.6,1101,325,281.5,327.3,6.676,0.766,1017.89
2019-05-02,117.92,8155,705,1095,317.5,285.3,327.05,6.66,0.77,1010.33
2019-05-03,117.84,8100,705.6,1110.5,321.8,286.9,317.35,6.69,0.76,1000.96
2019-05-06,116.16,7865,711.2,1104,317.8,291.5,317.4,6.67,0.76,995.59
2019-05-07,117.64,7865,726.2,1098.5,319.2,290.3,317.8,6.67,0.76,998.57
2019-05-08,116.92,7910,716.6,1118,319.9,277,323.7,6.66,0.76,1006.62
2019-05-09,112.52,7640,723.6,1088,319.8,274,322.35,6.67,0.76,997.08
2019-05-10,114,7630,718,1090,316.6,271,320,6.65,0.76,994.4
2019-05-13,108.84,7415,710,1085.5,306.9,266.1,314.1,6.64,0.76,974.17
2019-05-14,111.8,7465,708.2,1115,314.4,267.6,314,6.65,0.76,978.51
2019-05-15,110.24,7420,701,1107.5,324,266.3,313,6.68,0.76,974.22
2019-05-16,111.8,7575,716.4,1150.5,337,267.9,313.3,6.67,0.77,983.36
2019-05-20,107.92,7200,714,1154,326.7,269,316.9,6.69,0.76,981.29
2019-05-21,112.16,7295,720.6,1198.5,332.2,274,318.85,6.69,0.76,990.79
2019-05-22,113.88,7285,732.6,1203,336.1,275.4,320.45,6.69,0.77,999.11
2019-05-23,109.8,6980,722.4,1199.5,330,269.5,323.9,6.7,0.77,993.2
2019-05-24,110.64,6830,724.8,1223.5,329.4,271,323.95,6.68,0.77,996.51
2019-05-27,110.84,6695,720.8,1197,324.8,270.7,321.45,6.67,0.77,989.25
2019-05-28,114.4,6855,722.6,1216.5,327.2,277.4,323.2,6.67,0.77,998.79
2019-05-29,109.6,6825,712.6,1147.5,314.8,268.4,314.7,6.69,0.76,971.19
2019-06-03,108.96,6610,726.2,1168,315.4,260.8,324.25,6.68,0.76,981.39
2019-06-04,108.96,6780,719.8,1135,310.7,263.2,319.55,6.64,0.76,973.31
2019-06-06,106.92,6735,745,1147.5,314,256.5,327.4,6.63,0.76,988.92
2019-06-07,109.68,6915,739,1176,321.1,256.6,323.75,6.62,0.76,988.75
2019-06-11,112.04,6890,742.6,1207,312.3,259.2,340.65,6.6,0.76,1013.56
2019-06-12,112.88,6800,752.8,1206.5,328.5,260.9,346,6.6,0.76,1023.8
2019-06-13,113.52,6840,751.6,1195,324.9,257.9,345,6.62,0.76,1020.05
2019-06-14,113.8,6885,751.2,1179,321.5,253.9,340.5,6.63,0.76,1011.02
2019-06-17,115.32,7030,750.8,1188.5,322,256.5,340.55,6.65,0.76,1012.64
2019-06-18,115.4,7150,761.6,1211.5,321.9,260.6,348,6.67,0.76,1024.79
2019-06-19,114.6,7335,762.2,1222.5,320.9,261.8,346.7,6.66,0.76,1025.97
2019-06-20,118.44,7495,758.6,1210.5,321.7,259.2,340.6,6.6,0.77,1020.58
2019-06-21,118.36,7500,749.8,1201,315.8,256.8,332.95,6.6,0.77,1006.98
2019-06-24,117.8,7480,748,1201,315.2,252.6,333.95,6.55,0.77,1008.19
2019-06-25,119,7330,754.4,1188.5,311.6,252.1,337.35,6.56,0.77,1012.32
2019-06-26,117.8,7415,741.6,1168,306.9,249.5,334.2,6.57,0.77,1005.3
2019-06-27,114.84,7445,739.8,1148.5,305,255,334.4,6.56,0.77,996.97
2019-06-28,113.4,7620,741.8,1207,306.3,259.3,334.5,6.56,0.77,1002.51
2019-07-01,118.36,7570,767.4,1209,319.9,266.6,340.35,6.58,0.77,1019.9
2019-07-02,118.36,7530,771.8,1200,322.1,266.8,344.1,6.6,0.77,1025.72
2019-07-03,118.4,7585,798.4,1227,329.3,269.1,345,6.61,0.77,1037.21
2019-07-04,118.88,7610,791.8,1216,324.7,269.8,341.75,6.61,0.78,1030.68
2019-07-05,116.48,7475,789.6,1200.5,318.2,269.7,339.3,6.63,0.77,1019.79
2019-07-08,118.4,7400,793,1183,318.6,258.8,334.4,6.65,0.77,1016.85
2019-07-09,117.32,7245,807,1191.5,317.9,259,335.45,6.66,0.77,1013.9
2019-07-10,118.32,7335,803,1194.5,321.1,255.6,335.05,6.65,0.77,1015.75
2019-07-11,118.8,7325,800,1198.5,328.1,255.5,327,6.62,0.78,1007.39
2019-07-12,116.48,7310,786.8,1171,321.3,253.6,318.75,6.64,0.78,993.22
2019-07-15,117.4,7365,793.2,1188.5,326.2,257.7,317.35,6.63,0.78,996.77
2019-07-16,117.72,7460,789.2,1219.5,328.3,260,319.05,6.65,0.78,1001.24
2019-07-17,117.44,7280,794,1216,327.9,259.7,321.4,6.66,0.78,1002.15
2019-07-18,117.6,7160,798.2,1227,324.7,259.4,322.2,6.66,0.77,1002.45
2019-07-19,118.32,7230,799,1219.5,318,251.8,319,6.65,0.78,998.17
2019-07-22,117.28,7250,794.8,1221,318,256.2,323.65,6.66,0.78,1001.7
2019-07-23,119.2,7440,791.6,1217,315.6,260.6,320.8,6.68,0.77,1002.31
2019-07-24,117.76,7390,793.2,1238.5,320.7,260.9,331.05,6.7,0.77,1014.33
2019-07-25,118.4,7425,787.4,1238,324.5,258.9,329,6.72,0.78,1013.83
2019-07-26,117.8,7385,785.4,1249.5,316.9,260.6,327.75,6.7,0.77,1011.27
2019-07-29,118,7345,795.4,1265,318.6,261.5,328.8,6.72,0.77,1012.84
2019-07-30,110.4,7175,791.6,1245,318.5,257.1,323.55,6.69,0.77,995.45
2019-07-31,110.96,7225,788.2,1252,321.1,261.4,324,6.7,0.76,999.45
2019-08-01,113.2,7305,807.4,1256.5,326.2,263.8,330.15,6.76,0.76,1014.01
2019-08-02,110.32,7015,807.2,1235,320.2,263,327.35,6.72,0.75,999.25
2019-08-05,106.96,6660,792,1217,308.9,257,321.4,6.68,0.75,975.81
2019-08-06,108.68,6700,793.2,1227.5,307.3,259.6,324.65,6.67,0.75,984.98
2019-08-07,110.04,6645,798.6,1227.5,311.5,267,326,6.66,0.75,990.64
2019-08-08,111.2,6765,811.4,1269,310.8,273.6,334.8,6.67,0.74,1008.74
2019-08-09,109.8,6665,803.6,1270,307.9,265.5,334,6.66,0.75,1003.53
2019-08-12,107.08,6575,794,1275.5,308.5,260.8,336.45,6.67,0.75,998.78
2019-08-13,106,6660,789,1319,299.5,261,345.9,6.65,0.75,1012.96
2019-08-14,105.72,6615,804,1306,294.1,257.7,338.75,6.67,0.75,997.06
2019-08-15,101,6540,818.8,1345.5,293.6,268.5,342.9,6.69,0.74,1000.98
2019-08-16,101.08,6870,823,1351,300.6,269.4,347.5,6.73,0.75,1018.39
2019-08-19,101.72,7070,835.2,1373,300.3,266,344,6.72,0.75,1017.23
2019-08-20,102.96,7010,839.4,1366.5,302.8,258.5,344.6,6.73,0.75,1018.17
2019-08-21,106.56,7060,844.8,1376,310.7,245.1,350,6.72,0.75,1034.74
2019-08-22,106.56,7125,831.8,1378.5,305.6,239.8,354.85,6.73,0.75,1035.27
2019-08-23,107.28,6915,821,1376,295,242.5,354.5,6.74,0.75,1034.51
2019-08-26,107.12,6800,813.8,1364.5,280.6,236.2,351,6.71,0.75,1024.69
2019-08-27,105.72,6820,810.4,1372.5,288.2,245,353.6,6.72,0.75,1030.65
2019-08-28,103.92,6745,805.8,1363,283.2,245.5,352.65,6.73,0.74,1025.9
2019-08-29,97.46,6785,801,1359.5,275.3,245.3,354.85,6.74,0.74,1026.67
2019-08-30,99.7,6755,808,1384.5,284,247,352.3,6.76,0.74,1032.13
2019-09-02,99.58,6685,811.6,1394.5,293.7,247.2,359.1,6.8,0.75,1043.27
2019-09-03,98.54,6745,821.2,1435,288.4,247.4,361.05,6.82,0.74,1046.9
2019-09-04,99.92,6925,816.2,1440,287,245.5,362.15,6.77,0.75,1051.75
2019-09-05,100.08,7175,816.8,1430,290.9,246.5,355.05,6.75,0.75,1048.21
2019-09-06,101.12,7155,812.8,1409.5,289.4,243.6,357.35,6.77,0.75,1050.95
2019-09-09,104.8,7365,797,1391.5,284.4,232.6,342.15,6.76,0.76,1033.2
2019-09-10,106.4,7345,772.2,1328,276.2,233.5,332.35,6.76,0.75,1012.94
2019-09-11,110.4,7550,790,1349.5,278.2,246.3,342.6,6.78,0.76,1034.6
2019-09-12,110.72,7460,792.2,1375,278.1,242,342.25,6.81,0.76,1032.42
2019-09-13,110.76,7770,782,1365.5,285.4,236.5,336.65,6.73,0.75,1026.21
2019-09-16,109.2,7520,785,1377.5,286.6,235.1,334,6.77,0.75,1018.17
2019-09-17,109.16,7455,798,1363.5,284.3,229.5,344.3,6.77,0.76,1030.57
2019-09-18,111.16,7315,805.6,1390,288.6,229.2,345.75,6.76,0.76,1031.74
2019-09-19,112.84,7300,811.2,1382.5,286.3,235.5,349.45,6.75,0.76,1036.41
2019-09-20,110.32,7350,813,1402,280.4,244,358.5,6.77,0.75,1045.05
2019-09-23,108.32,7250,822,1405,281.5,240.3,360.2,6.8,0.75,1045.43
2019-09-24,110.48,7210,824.4,1415.5,285.9,238.1,360.4,6.79,0.75,1049.92
2019-09-25,109.76,7120,820,1405.5,280,232.2,359.25,6.8,0.75,1041.35
2019-09-26,109.68,7155,827,1417.5,284.2,228.8,358.05,6.82,0.75,1045.82
2019-09-27,109,7280,830,1400,281,227,354.7,6.83,0.75,1041.72
2019-09-30,106.36,7310,825,1390.5,278.1,227.2,352.15,6.86,0.75,1034.66
2019-10-01,106.04,7160,817.4,1384.5,279.2,223.9,346.25,6.85,0.75,1022.2
2019-10-02,103.36,7030,790.8,1307,268.8,217.2,338.55,6.83,0.75,997.18
2019-10-03,103.96,6955,789.6,1323.5,271.5,218.5,341.5,6.82,0.75,1001.04
2019-10-04,105.2,6975,800.6,1331,274.7,220.4,347.9,6.8,0.75,1013.98
2019-10-07,105.32,7005,810.8,1343,275,223.7,352.85,6.79,0.74,1023.48
2019-10-08,103.8,6975,798.2,1336.5,274.6,223.3,350.6,6.8,0.74,1015.65
2019-10-09,104.72,7095,784.6,1348.5,270.2,223.4,349.9,6.8,0.74,1015.93
2019-10-10,104.8,7270,775,1322.5,264,224.4,349.3,6.77,0.74,1009.41
2019-10-11,107.88,7460,781.4,1334.5,268.4,223,347.15,6.76,0.74,1015.84
2019-10-14,108.12,7395,794,1346,274.1,224.6,354.45,6.77,0.74,1028.96
2019-10-15,108,7565,804.8,1390.5,280.9,225.8,355.15,6.79,0.74,1037.06
2019-10-16,104.8,7525,806.6,1391.5,274.8,224,354.4,6.78,0.74,1030.51
2019-10-17,105.88,7475,801.6,1410,275.9,227,355.6,6.72,0.73,1032.31
2019-10-18,105.4,7450,791.2,1409.5,267.8,221.8,350.6,6.7,0.73,1020.78
2019-10-21,107.8,8060,796.4,1386,265.9,224,352.9,6.69,0.74,1029.08
2019-10-22,107.32,7870,809,1430,271,225.7,360.9,6.71,0.73,1040.99
2019-10-23,108.56,7955,790,1406.5,268.2,222.6,359.7,6.72,0.73,1040.59
2019-10-24,107.84,7850,792.2,1420,271.9,222.2,364.6,6.71,0.74,1046.02
2019-10-25,109.36,8005,796.8,1424,275.7,225.7,364.05,6.73,0.73,1048.31
