"Date","Vestas","MaerskA","Coloplast","Genmab","GN","Lundbeck","NovoNordisk","USD","NOK","C20index"
2017-05-22,121.4,10225.75,551.5,1401,195,343.7,277.1,6.62,0.79,988.02
2017-05-23,120.7,10191.08,560,1382,194,350.1,277.3,6.64,0.79,988.59
2017-05-24,119.8,10321.07,558,1387,195.2,349.9,277,6.65,0.79,988.26
2017-05-29,120,10312.41,556.5,1363,195,343.7,276.6,6.65,0.79,983.05
2017-05-30,117.9,10390.4,554,1362,199.1,347.2,280.8,6.66,0.79,987.64
2017-05-31,117.7,10416.4,567,1413,202,353.3,281.4,6.63,0.79,995.63
2017-06-01,117,10485.72,569,1440,203.1,342.5,284.4,6.63,0.78,999.52
2017-06-02,114.8,10693.7,580,1453,204.6,342.9,291.5,6.63,0.78,1011.26
2017-06-06,120.2,10485.72,573.5,1454,203.8,350.3,287.5,6.61,0.78,1008.34
2017-06-07,120.7,10407.73,579,1417,204.5,346.9,281.9,6.63,0.78,1001.13
2017-06-08,121.3,10269.08,573.5,1408,204.2,348.5,282.4,6.62,0.78,998.11
2017-06-09,122.9,10442.39,573.5,1404,207.8,349.5,284.9,6.66,0.78,1004.88
2017-06-12,122.1,10347.07,565.5,1371,202,344.3,288.4,6.63,0.78,1002.31
2017-06-13,123.1,10390.4,573,1423,202.2,349,290.9,6.63,0.79,1012.54
2017-06-14,122.3,10451.06,579.5,1413,202,350.8,292,6.64,0.79,1015.15
2017-06-15,120.5,10390.4,575,1395,199.9,350,285.2,6.66,0.79,1000.59
2017-06-16,119.1,10589.71,586.5,1402,202.5,364.7,285,6.66,0.79,1005.06
2017-06-19,119.6,10754.37,588.5,1424,203,368.7,290.8,6.64,0.79,1019.93
2017-06-20,117.5,10546.38,587,1417,201.5,370.2,290.5,6.67,0.78,1016.74
2017-06-21,119.1,10511.72,585.5,1441,202.5,374.8,290.4,6.67,0.78,1014.83
2017-06-22,117.8,10520.39,581,1476,201,386,292.2,6.66,0.78,1014.03
2017-06-23,117.7,10425.06,578.5,1478,202.5,373.2,294,6.66,0.79,1014.16
2017-06-26,115.9,10615.71,574,1456,202.8,371.5,294.3,6.65,0.78,1014.47
2017-06-27,115.6,10520.39,563,1428,198.2,365.9,287.9,6.59,0.78,1000.22
2017-06-28,117,10737.03,556,1396,197.1,368.2,283.9,6.54,0.77,996.2
2017-06-29,115.4,10667.71,546,1397,192.6,362.5,277.2,6.52,0.78,982.16
2017-06-30,120.2,10771.7,544,1389,190.1,365.4,278.8,6.52,0.78,988.14
2017-07-03,122.9,10910.35,544,1381,190.3,367.5,279,6.54,0.78,996.76
2017-07-04,122.6,10875.69,541.5,1375,189.5,369.1,277.4,6.55,0.78,993.32
2017-07-05,123.9,10823.69,545,1389,190.9,376.2,277,6.56,0.78,997.36
2017-07-06,123.1,10771.7,539.5,1376,188.3,369.4,274.8,6.53,0.78,989.07
2017-07-07,123.5,10797.7,538.5,1382,190.5,387.1,273.3,6.52,0.78,989.05
2017-07-10,123.7,11213.66,543,1386,192.2,395.5,274,6.53,0.78,995.05
2017-07-11,122.6,11404.31,538.5,1380,189.8,386.5,272.5,6.52,0.78,991.44
2017-07-12,123.6,11308.98,550,1414,193.7,376.3,278.5,6.5,0.79,1003.59
2017-07-13,123.4,11204.99,545.5,1412,192.8,373.1,276.2,6.51,0.79,1001.88
2017-07-14,123.8,11300.32,549.5,1430,194.1,371.6,277.7,6.51,0.79,1007.08
2017-07-17,124.3,11386.98,550.5,1434,194.6,374.4,279.7,6.49,0.79,1012.48
2017-07-18,123.6,11560.29,547,1450,194.6,371.1,275.8,6.44,0.8,1008.05
2017-07-19,122.6,11638.29,544.5,1438,195.9,376,274.9,6.45,0.8,1007.88
2017-07-20,122.7,11525.63,538,1432,189.7,384.2,278.1,6.48,0.8,1009.44
2017-07-21,122.4,11248.32,552,1438,188.9,383.8,273.3,6.39,0.8,1000.36
2017-07-24,121.7,11196.33,543,1411,188.9,378.6,267.3,6.38,0.8,987.29
2017-07-25,123.3,11265.65,539.5,1417,189.9,380.6,268.5,6.36,0.8,993.27
2017-07-26,125.4,11178.99,540,1428,191.6,391.8,267.3,6.39,0.8,996.59
2017-07-27,122.2,11343.65,543,1437,193,384,264,6.36,0.8,995.88
2017-07-28,122.9,11274.32,536,1429,190.1,370.2,265,6.34,0.8,992.78
2017-07-31,122.8,11369.64,540,1429,191.2,377.5,268.1,6.34,0.8,997.52
2017-08-01,122.2,11404.31,537,1411,189.8,373.9,266.8,6.3,0.8,997.68
2017-08-02,120.8,11230.99,537.5,1398,189.1,370.7,265.9,6.29,0.8,993.87
2017-08-03,117.8,10893.02,535.5,1399,190.4,376,267.2,6.27,0.79,990.88
2017-08-04,120.1,10945.01,538.5,1389,190.6,381,266.2,6.27,0.79,997.57
2017-08-07,120.8,10997.01,540,1408,188.7,386.8,263,6.31,0.79,995.92
2017-08-08,122.2,11109.67,548,1395,189.1,383.7,261.9,6.3,0.8,988.63
2017-08-09,122.8,11066.34,546,1386,189.2,365,282.5,6.34,0.8,1008.9
2017-08-10,121.3,10849.69,541.5,1333,185.6,376,280.8,6.34,0.8,1000.23
2017-08-11,121.4,10719.7,538.5,1359,183.9,371.8,289.7,6.32,0.79,1008.24
2017-08-14,122.1,10867.02,550,1358,184.6,367.9,287.6,6.3,0.8,1010.18
2017-08-15,120.8,10780.36,554,1360,186,376.6,289,6.33,0.8,1009.97
2017-08-16,124.5,10971.01,519.5,1366,188.8,380.5,286,6.35,0.8,1007.79
2017-08-17,114.6,10589.71,502,1360,200.7,382.9,292,6.36,0.8,1002.28
2017-08-18,117.5,10546.38,509,1324,204.4,375.8,286.4,6.33,0.8,996.55
2017-08-21,115.5,10919.02,509.5,1310,205,379.2,287.6,6.32,0.8,998.96
2017-08-22,114,11092.33,520,1339,208.5,392.9,291.3,6.32,0.8,1011.5
2017-08-23,113.4,11014.34,517,1301,212.7,390.1,287.9,6.3,0.8,1003.23
2017-08-24,113.2,10771.7,520.5,1448,212.7,397.9,288,6.3,0.8,1011.63
2017-08-25,113.2,10728.37,518.5,1401,210.5,397.8,289,6.3,0.81,1010.12
2017-08-28,112.4,10607.04,516,1425,209.9,392.1,290.7,6.24,0.8,1010.7
2017-08-29,111.4,10503.05,509.5,1440,205,387.1,288.3,6.17,0.8,1002.01
2017-08-30,112.3,10650.38,509.5,1429,205.8,393.7,291.2,6.24,0.8,1008.45
2017-08-31,113.8,10598.38,511.5,1458,207.2,397.9,298,6.29,0.8,1021.59
2017-09-01,115,10433.73,514.5,1460,210.5,404.3,298.4,6.24,0.8,1026.06
2017-09-04,115.6,10451.06,513.5,1447,207.9,400.2,297,6.25,0.8,1020.95
2017-09-05,115.1,10260.41,509,1446,209.8,400.6,295.8,6.26,0.8,1014.94
2017-09-06,113,10061.09,508,1425,206.8,402.1,299,6.24,0.8,1010.45
2017-09-07,112.8,10139.09,513,1442,213.7,404.8,299,6.21,0.8,1015
2017-09-08,112.1,10061.09,513.5,1454,213.6,411.8,296.9,6.17,0.8,1013.13
2017-09-11,114.5,10303.74,517,1455,215.9,354.9,301.6,6.2,0.79,1023.06
2017-09-12,113.7,10295.07,508,1438,215.8,344.8,301.6,6.23,0.79,1022.82
2017-09-13,111.9,10095.76,502,1445,215,355.5,304,6.21,0.79,1022.29
2017-09-14,112.1,10199.75,503,1453,216.2,363.3,302.6,6.26,0.79,1022.23
2017-09-15,108.7,9835.78,501.5,1416,214.2,362.2,300.5,6.22,0.8,1008.13
2017-09-18,111.1,9913.77,504.5,1426,215.7,357.7,302,6.23,0.8,1015.39
2017-09-19,111.4,9905.11,499.4,1431,216.3,360.1,301.6,6.22,0.8,1016.02
2017-09-20,112.2,9844.45,505.5,1427,217.1,367.1,303.4,6.2,0.8,1020.44
2017-09-21,111.8,9896.44,503.5,1414,214,364.4,306.4,6.25,0.8,1023.76
2017-09-22,109.4,10069.76,508.5,1428,214.1,373.7,305.8,6.22,0.8,1024.81
2017-09-25,110.2,10355.73,510.5,1435,215.9,375,308.6,6.27,0.8,1031.94
2017-09-26,109.4,10243.08,513,1398,216.2,361.6,303.6,6.31,0.8,1020.74
2017-09-27,111,10052.43,507.5,1392,214,362.8,305.3,6.34,0.8,1023.75
2017-09-28,114.5,10182.42,511,1402,215.1,366.1,303.5,6.32,0.8,1028.1
2017-09-29,113,10026.43,511,1390,215.8,363.3,301,6.3,0.79,1024.14
2017-10-02,112.2,10061.09,517,1418,220,370,309.9,6.34,0.79,1037.73
2017-10-03,110,9887.78,530,1431,226,371.4,308.1,6.33,0.79,1035.88
2017-10-04,113,9792.45,540,1434,228,376.5,312.1,6.31,0.8,1040.5
2017-10-05,114.3,9705.79,536,1432,220,379.4,309.7,6.34,0.8,1039.01
2017-10-06,112.3,9705.79,538.5,1390,215.1,383.7,311.2,6.36,0.79,1035.79
2017-10-09,112.8,9645.13,543.5,1390,212.4,385.6,311.5,6.34,0.79,1036.88
2017-10-10,114.8,9671.13,535,1421,209.8,394.9,306.9,6.31,0.79,1035.84
2017-10-11,115,9965.77,543.5,1420,209.9,392,308.8,6.29,0.79,1042.69
2017-10-12,115.2,10052.43,545.5,1424,208.4,393.4,307.6,6.28,0.8,1040.4
2017-10-13,114.6,9896.44,547,1432,207.4,396.4,297.8,6.3,0.8,1025.75
2017-10-16,110.6,9896.44,548.5,1435,208.5,384,312.7,6.31,0.8,1037.59
2017-10-17,109.8,9922.44,543.5,1346,204.5,388.9,311.3,6.33,0.8,1032.19
2017-10-18,109.1,9974.44,552,1332,208,384,317.8,6.34,0.8,1043.42
2017-10-19,107.2,9783.79,544.5,1320,202,380.4,319.5,6.29,0.79,1039.35
2017-10-20,107.6,9818.45,549.5,1328,204.5,381,318.7,6.3,0.79,1041.31
2017-10-23,107.5,9775.12,551,1323,204.3,389,319.3,6.34,0.79,1042.17
2017-10-24,107.3,9766.45,548.5,1280,202.4,388.8,317.1,6.33,0.79,1034.58
2017-10-25,108.1,9818.45,551.5,1291,203.7,388.4,317.9,6.32,0.79,1036.87
2017-10-26,110.8,9983.1,553.5,1265,204,386.2,312.5,6.33,0.78,1035.57
2017-10-27,111.2,10078.43,566,1297,208.2,389.9,318.3,6.41,0.78,1045.4
2017-10-30,113.3,10381.73,565,1281,209.6,389,318.5,6.41,0.78,1050.83
2017-10-31,112.7,10260.41,562,1290,211.3,379.6,317.8,6.39,0.78,1050.46
2017-11-01,114.5,10286.41,561,1261,211.1,371.1,318.8,6.41,0.79,1051.83
2017-11-02,113.4,10260.41,494.8,1223,201,365,317.3,6.39,0.78,1041.4
2017-11-03,103.4,10061.09,480.9,1206,208.7,366.1,316.6,6.38,0.78,1030.69
2017-11-06,105.3,10087.09,507,1240,210.4,368.5,319.8,6.42,0.79,1040.47
2017-11-07,101.8,9402.49,518.5,1233,210.7,373.7,317.8,6.44,0.79,1030.44
2017-11-08,105.5,9636.47,516,1230,209.8,346.4,319.9,6.42,0.79,1035.68
2017-11-09,85.32,9419.82,504.5,1181,204.9,345.7,314.7,6.4,0.79,1006.24
2017-11-10,83.4,9107.85,507,1149,203.2,351.3,317.8,6.39,0.79,1005.15
2017-11-13,81.6,8830.54,513,1130,202,351.3,315.7,6.38,0.78,995.82
2017-11-14,79.26,8735.21,516.5,1125,203,355.5,315.5,6.34,0.78,990.34
2017-11-15,83.34,8821.87,509.5,1133,200.8,352.9,313.7,6.29,0.76,989.92
2017-11-16,84.42,8804.54,511.5,1210,211.7,356,319.7,6.32,0.77,1003.72
2017-11-17,83.3,8665.89,507,1225,211.2,356.3,320.8,6.31,0.77,1002.14
2017-11-20,80,8691.88,510,1195,213.9,354.9,325.8,6.32,0.76,1005.48
2017-11-21,77.28,8596.56,507.5,1231,213.1,352.3,328.6,6.35,0.77,1005.1
2017-11-22,77.14,8566.23,504.5,1202,216,349,327.8,6.33,0.77,1004.39
2017-11-23,74.6,8535.9,504,1198,211.5,343.8,328.3,6.28,0.77,1000.5
2017-11-24,73.28,8691.88,499.2,1195,209.7,336.3,325.7,6.27,0.77,995.39
2017-11-27,72.16,8665.89,500,1190,208,312.2,322.7,6.23,0.76,987.78
2017-11-28,78.46,8778.54,495.3,1213,206.8,317.6,324.3,6.26,0.76,999.82
2017-11-29,78.38,9081.85,491,1200,199,309.6,322,6.29,0.76,998.64
2017-11-30,80.04,9281.17,490.1,1230,196.8,315.3,322.8,6.28,0.76,1005.76
2017-12-01,76.9,9272.5,490,1212,197.8,312.1,326.1,6.26,0.75,1004.4
2017-12-04,74.04,9272.5,499,1195,197.9,307,323.1,6.27,0.75,998.59
2017-12-05,73.36,9064.52,494.8,1164,196.5,303.4,318,6.28,0.76,986.37
2017-12-06,74.32,9012.52,491,1192,196.9,300.6,328.7,6.3,0.76,996.91
2017-12-07,78.1,8986.52,492.1,1165,197,300.9,325.6,6.31,0.76,998.5
2017-12-08,80.12,8787.21,486.3,1194,198.5,303.9,329,6.34,0.76,1008.54
2017-12-11,80.04,8813.21,483.3,1183,198.9,302.7,329.8,6.31,0.75,1011.01
2017-12-12,78.78,8865.2,484.5,1110,198.8,307.1,337.5,6.33,0.76,1017.58
2017-12-13,79.28,8830.54,484.5,1052,201.1,305,337.3,6.34,0.76,1014.7
2017-12-14,84.88,8761.21,490,1034,200.1,303.2,336.4,6.28,0.76,1017.06
2017-12-15,83.8,8644.22,483.5,1032,195.3,301.2,329.5,6.31,0.76,1005.16
2017-12-18,87.32,8769.88,493.6,1031,196.2,306.9,335,6.31,0.76,1020.97
2017-12-19,85.68,8778.54,495,1023,197.6,308.3,332.3,6.3,0.75,1018.11
2017-12-20,87.1,8683.22,489.2,1031,196,303.2,331.5,6.28,0.75,1015.61
2017-12-21,86.84,8683.22,492.5,1053,197.7,301.8,334.9,6.28,0.75,1022.29
2017-12-22,86.58,8709.22,502.5,1046,200.8,299.6,335.8,6.28,0.75,1025.68
2017-12-27,87.9,8787.21,499,1053,200,310,334.6,6.26,0.76,1027.22
2017-12-28,86.9,8821.87,495.6,1040,200.3,303.8,334.6,6.24,0.75,1024.6
2017-12-29,85.76,8977.86,493.5,1029,200.5,315,334.5,6.21,0.76,1024.22
2018-01-02,88,9081.85,493,1058,200.3,312,333.95,6.17,0.76,1025.85
2018-01-03,86.72,9029.85,497.4,1057.5,204.2,317.2,338,6.19,0.76,1031.09
2018-01-04,84.36,9281.17,495,1035,205.2,311.3,335.55,6.17,0.76,1031
2018-01-05,85.3,9350.49,504,1100,209.3,316.6,338.35,6.18,0.76,1039.54
2018-01-08,87.8,9584.47,505.6,1151.5,209.7,319,339.75,6.22,0.77,1047.69
2018-01-09,86.88,9471.81,509.4,1152.5,210,320.1,341.85,6.24,0.77,1050.34
2018-01-10,84.72,9263.83,512.2,1172,207.5,316.3,340.3,6.21,0.77,1045.4
2018-01-11,84.06,9333.16,509.4,1150,200.8,314.8,338.5,6.2,0.77,1036.62
2018-01-12,85.5,9324.49,510,1145,200.9,314.2,336.55,6.14,0.77,1029.65
2018-01-15,87.34,9307.16,510.8,1145,197.7,313.8,334.75,6.07,0.77,1028.13
2018-01-16,88.24,9272.5,511.4,1146.5,198.5,316.8,339,6.09,0.77,1033.05
2018-01-17,87.68,9185.84,511.2,1155.5,198.6,318.2,342,6.1,0.77,1038.09
2018-01-18,88.02,9220.5,513.8,1137,200,308.7,342,6.09,0.78,1036.12
2018-01-19,86.46,9099.18,521,1170.5,203.1,316,349.5,6.08,0.77,1047.24
2018-01-22,87.74,9099.18,523,1170.5,202.3,314,350.3,6.08,0.77,1049.41
2018-01-23,88.08,9272.5,531,1133,200.7,322.1,351.95,6.08,0.77,1051.7
2018-01-24,84.74,9575.8,531.2,1114.5,200,319.7,347.65,6.03,0.77,1044.81
2018-01-25,81.2,9445.82,534,1099,199.8,315,343.75,6,0.78,1029.22
2018-01-26,80.42,9393.82,534.4,1132,201,318.1,347.6,5.98,0.78,1038.48
2018-01-29,79.5,9298.5,532.4,1136,199.8,316.7,345.55,6.01,0.78,1035.79
2018-01-30,82.72,8995.19,530.6,1101,196.55,309.3,341.25,5.99,0.78,1026.8
2018-01-31,81.8,8882.53,532.6,1098,202.2,305.6,333.4,5.97,0.78,1017.79
2018-02-01,82.48,8769.88,512.2,1095,203.5,309,309,5.97,0.78,986.4
2018-02-02,80.84,8644.22,497.9,1066,195.9,301.2,302.85,5.96,0.78,969.28
2018-02-05,80.1,8674.55,492.6,1063.5,197.45,301.4,304.7,5.98,0.77,969.19
2018-02-06,81.08,8492.57,495,1046,196.8,299.2,294.6,6.04,0.77,952.22
2018-02-07,84.46,8631.22,500.4,1072,202.1,290,304.05,6.03,0.77,968.98
2018-02-08,82.5,8544.56,494.3,1055,198.2,298.7,300.7,6.07,0.77,961.24
2018-02-09,85.78,8492.57,492.1,1037,192.7,303,299.35,6.07,0.76,959.04
2018-02-12,86.06,8830.54,502,1055,200.3,313.3,306,6.07,0.76,979.44
2018-02-13,84.44,8657.22,498.8,1041.5,198,311.4,301.6,6.04,0.76,970.15
2018-02-14,86,8709.22,509.4,1074.5,205.9,317.4,303.35,6.03,0.77,979.77
2018-02-15,85,8683.22,512.6,1073,208.3,319.8,305.2,5.96,0.77,985.81
2018-02-16,85.28,8925.86,522.8,1088,212.7,324,313.45,5.98,0.77,1005.87
2018-02-19,85.94,8943.2,513.2,1047,208.9,320,308.05,6,0.77,994.25
2018-02-20,89.4,8691.88,518.8,1050,211,321.1,309.55,6.04,0.77,995.74
2018-02-21,88.64,8336.58,522.8,1019,210.8,326.5,314,6.05,0.77,998.53
2018-02-22,88.48,8189.26,523,1200,214,323.1,320.55,6.07,0.77,1011.52
2018-02-23,89.4,8319.25,525.4,1241,215,319.1,323.7,6.05,0.77,1020.03
2018-02-26,89.64,8388.58,528,1260.5,217.4,325.3,329.2,6.04,0.77,1030.41
2018-02-27,89.82,8423.24,523.8,1230,214,323.2,323,6.05,0.77,1017.55
2018-02-28,88.72,8310.58,517.6,1247,211.5,320.7,316.6,6.1,0.77,1011.81
2018-03-01,88.5,8375.58,510.6,1233,207.8,323.8,308.2,6.12,0.77,996.77
2018-03-02,85.74,8011.61,508,1216,206.8,319.8,303.85,6.05,0.77,981.41
2018-03-05,86.22,7972.62,509.4,1244,207.8,325.4,304.5,6.05,0.77,984.85
2018-03-06,86.62,8028.94,508.2,1253,208.4,324.2,303.65,6,0.77,985.39
2018-03-07,87.18,7877.29,509.6,1250,212.1,325,302.7,6,0.77,987.76
2018-03-08,88,7829.63,515,1260.5,218.3,333.8,307.15,6,0.77,998.65
2018-03-09,86.3,7812.3,516,1261.5,220.2,339.2,306.65,6.06,0.78,998.09
2018-03-12,86.5,7816.63,517,1260,222.6,337.6,306.85,6.06,0.78,1000.2
2018-03-13,85.72,7820.96,514.2,1255,222,342.8,302.15,6.02,0.78,991.71
2018-03-14,87.98,7760.3,511,1263,221.8,341.4,302.1,6.02,0.78,988.79
2018-03-15,86.86,7794.97,511,1269.5,223.1,342.6,305.4,6.04,0.78,994.24
2018-03-16,85.88,7937.95,509.2,1265,221.8,341.6,305.1,6.06,0.78,990.93
2018-03-19,86.54,7812.3,506.8,1266,220.3,345.4,305.25,6.05,0.78,987.95
2018-03-20,88.6,7664.98,504.8,1270,220.3,344.2,304,6.07,0.79,987.41
2018-03-21,89,7721.31,507,1272,218.1,336.6,304.75,6.06,0.78,988.06
2018-03-22,87.5,7686.64,501.4,1264,214.2,331.1,298.1,6.05,0.78,972.91
2018-03-23,87.36,7634.65,499.8,1262,213.6,334,295.85,6.03,0.78,971.8
2018-03-26,88.14,7721.31,496.8,1242,211.5,335.5,293.25,6,0.78,966.42
2018-03-27,87.28,7582.65,501,1280,212.5,338.1,293.6,6.02,0.78,968.96
2018-03-28,85.96,7673.64,510.6,1298,213.4,337.8,297.5,6.01,0.77,976.57
2018-04-03,88.8,7573.98,507.2,1256,212.6,336.7,296.7,6.05,0.77,973.05
2018-04-04,84.48,7517.66,496.4,1219,202.1,341,291.75,6.07,0.77,956.88
2018-04-05,85.76,7686.64,506.2,1243.5,204.9,346.1,298.2,6.07,0.78,973.88
2018-04-06,87.18,7634.65,509.6,1230,202.5,345.2,296.9,6.09,0.78,972.95
2018-04-09,87.5,7734.3,512.8,1217,202.6,346.3,300.8,6.05,0.78,978.11
2018-04-10,86.5,7690.97,519,1210,204.8,348.7,305.55,6.02,0.77,984.19
2018-04-11,83.86,7599.98,509.4,1203.5,203.2,344.5,300.85,6.01,0.77,971.22
2018-04-12,82.52,7634.65,511,1215,208.7,344.6,301.7,6.04,0.78,974.06
2018-04-13,83.06,7504.66,513,1202,207.8,340.1,296.1,6.05,0.78,968.06
2018-04-16,83.4,7383.34,514,1190,209.7,340.4,296.75,6.02,0.78,966.55
2018-04-17,82.26,7335.67,518.8,1294,213.8,343.4,295.8,6.03,0.78,973.74
2018-04-18,82,7327.01,526.8,1264,213.9,348.1,293.1,6.01,0.78,973.76
2018-04-19,83.24,7539.32,522.8,1277.5,211.4,347.9,287.55,6.02,0.78,967.13
2018-04-20,82.2,7760.3,521,1267,210.7,343.5,284.2,6.05,0.78,963.98
2018-04-23,82.54,7755.97,528.2,1253.5,212.7,344,285.2,6.09,0.77,967.59
2018-04-24,81,7764.63,524.2,1236.5,212.9,345.2,288.65,6.1,0.77,970.16
2018-04-25,81.38,7708.31,518.4,1221.5,211,348.5,285.3,6.11,0.77,958.95
2018-04-26,81.62,7859.96,521,1255.5,215.3,352.5,289,6.12,0.77,970.25
2018-04-30,80.04,8202.26,524,1252,217.4,359,291.8,6.17,0.77,971.17
2018-05-01,80.8,8215.26,525.6,1236,221.1,357,294.3,6.164,0.77,975.74
2018-05-02,82.12,8184.93,536.4,1248.5,236.5,364.3,307,6.2,0.77,996.36
2018-05-03,82.44,8137.27,571,1264.5,235.9,365,300,6.21,0.77,989.63
2018-05-04,82.72,8050.61,569.8,1248,238.9,369.2,297.25,6.22,0.77,986.9
2018-05-07,86.4,8141.6,573.8,1293.5,244.3,372.2,301.1,6.26,0.77,1001.3
2018-05-08,86.96,8518.57,576.4,1305,243.2,403.1,305.45,6.28,0.77,1011.18
2018-05-09,88.02,8605.23,594.6,1244,245.4,411.3,300.2,6.27,0.78,1006.88
2018-05-14,87.48,8323.58,601.6,1263.5,247,409.9,313.55,6.22,0.78,1020.14
2018-05-15,87.5,8323.58,596.8,1251,245.1,408.4,304.5,6.27,0.78,1001.48
2018-05-16,87.56,8310.58,600.8,1226,243.3,418.3,308.35,6.32,0.78,1004.1
2018-05-17,90.6,7621.65,612.2,1255,242.6,421.6,309.6,6.31,0.78,1004.25
2018-05-18,90.16,7482.99,615.8,1268,240.7,426.4,306.8,6.32,0.78,999.6
2018-05-22,90.72,7833.96,614.4,1232.5,239.8,423.2,308.3,6.31,0.78,1003.45
2018-05-23,88.44,7881.62,613.2,1227,238.7,425.5,305.55,6.36,0.78,1000.56
2018-05-24,85.82,7712.64,609.2,1219,240.6,428.4,303.7,6.35,0.79,990.11
2018-05-25,85.84,7790.63,617.2,1192.5,245.5,434.4,304.6,6.38,0.78,993.89
2018-05-28,83.64,7734.3,617,953.2,243.2,433.3,305.95,6.4,0.78,984.48
2018-05-29,82.64,7673.64,609.6,956.2,241.3,434.8,303.25,6.44,0.78,974.34
2018-05-30,82.3,7703.97,608,987.8,245,445.4,302.2,6.4,0.78,974.91
2018-05-31,83.5,7755.97,605.2,958,243.1,449.1,302.45,6.36,0.78,978.09
2018-06-01,84.76,8145.93,615.6,977.8,244.8,447.2,304.95,6.38,0.78,990.98
2018-06-04,84.02,8115.6,619,977.8,248.7,446.6,300,6.34,0.78,988.85
2018-06-06,83.28,8033.28,628.8,981.6,251,448.2,294.75,6.33,0.78,979.52
2018-06-07,82.48,7937.95,624.6,962,249.4,443.8,290.45,6.29,0.78,971.58
2018-06-08,81.52,7790.63,630,952,245.2,450.9,285.55,6.34,0.78,963.73
2018-06-11,83.18,7755.97,632.2,946.8,247.4,453.6,283.9,6.32,0.78,967.37
2018-06-12,82.64,7812.3,635,968,249.6,450,280.5,6.32,0.79,965.98
2018-06-13,82.24,7963.95,638,968,251.4,452.4,282.8,6.33,0.79,970.34
2018-06-14,82.84,8037.61,638.6,987.8,282,459.4,285.9,6.35,0.79,978.92
2018-06-15,83.88,7972.62,635,960.4,284.3,475.9,286.85,6.42,0.79,980.22
2018-06-18,83.6,7695.31,626.4,951.2,283.9,470.3,287.5,6.42,0.79,970.99
2018-06-19,83.52,7383.34,620.8,960.2,287.1,465.8,288,6.46,0.79,965.55
2018-06-20,82,7530.66,632.2,1014,290.8,470.6,288.55,6.44,0.79,973.38
2018-06-21,81.66,7461.33,628.4,988.2,293.3,470,299.2,6.46,0.79,978.95
2018-06-22,82.16,7314.01,640.4,994.8,293.6,474.1,301,6.4,0.79,983.54
2018-06-25,80.72,7093.03,633.4,1004,291,462.5,300.35,6.37,0.79,976.64
2018-06-26,79.08,6963.04,638.6,967,289.1,450.7,295,6.38,0.79,961.48
2018-06-27,78.72,6954.37,630.6,984.6,291.9,458.7,294.25,6.41,0.79,962.87
2018-06-28,77.76,6802.72,630.6,966.4,285.2,436.9,291.5,6.43,0.79,951.39
2018-06-29,79,6564.41,637.8,984.8,290.8,448.4,296,6.39,0.78,961.77
2018-07-02,77,6499.42,626,979.6,289.9,434.3,298.95,6.4,0.78,958.84
2018-07-03,78.48,6581.74,628,1002.5,290.5,441.2,302.35,6.39,0.79,967.5
2018-07-04,78.56,6581.74,627.6,1016,292.5,438.3,306.7,6.4,0.79,970.97
2018-07-05,76.98,6395.42,627.4,1029.5,294.3,436.6,304.4,6.36,0.79,965.72
2018-07-06,77.1,6360.76,632.4,1026,294.3,443.9,306.9,6.36,0.79,971.79
2018-07-09,78.94,6564.41,646.4,1030,294.5,440.4,308.65,6.32,0.79,979.23
2018-07-10,79.56,6495.08,656,1063.5,295,442.9,314.7,6.36,0.79,991.59
2018-07-11,77.7,6308.77,659,1055.5,286.7,438.9,310.9,6.35,0.79,984.9
2018-07-12,78.1,6482.08,670.2,1082.5,292.3,448.6,316.65,6.4,0.79,997.67
2018-07-13,77.84,6620.74,665.6,1085.5,288.7,442.2,316.75,6.4,0.79,998.63
2018-07-16,77.94,6482.08,664.8,1090,292.1,444,315.9,6.36,0.79,996.41
2018-07-17,79.4,6659.73,666,1115,298,448.3,318.75,6.37,0.79,1005.95
2018-07-18,79.96,6794.06,663.4,1127.5,297.5,448.6,321.55,6.42,0.78,1002.8
2018-07-19,80.22,6963.04,668.4,1125,302.7,448,318.1,6.43,0.78,1003.18
2018-07-20,83.8,7019.37,683.8,1136.5,303,467,320.75,6.39,0.78,1011.5
2018-07-23,82.76,6824.39,682.6,1123,301.4,459.4,321.55,6.36,0.78,1010.69
2018-07-24,82.74,6872.05,690.6,1128.5,304,460,324.25,6.36,0.78,1019.32
2018-07-25,82.3,6993.37,701.4,1130,305.8,462.9,323.1,6.37,0.78,1020.39
2018-07-26,84.34,7127.69,705,1144,310.2,459.1,329.25,6.36,0.78,1034.56
2018-07-27,80.56,7192.69,712.8,1129.5,309.1,465.8,325.8,6.41,0.78,1031.14
2018-07-30,81.46,7153.69,707.8,1136.5,308.1,460.5,323,6.38,0.78,1026.12
2018-07-31,82.22,7431,695,1092,304,461.3,318.15,6.35,0.78,1016.77
2018-08-01,81.6,7266.35,697.2,1104.5,309.2,467.2,315.65,6.37,0.78,1017.64
2018-08-02,80.38,7106.03,700,1101.5,311.5,472.3,317,6.41,0.78,1016.1
2018-08-03,81,7010.7,693.4,1094.5,314.4,470.5,320.4,6.43,0.78,1020.19
2018-08-06,81,6893.71,681.8,1069.5,316.5,455,320,6.46,0.78,1015.91
2018-08-07,80.3,7279.34,675.4,1080,315.4,443.7,322.9,6.42,0.78,1013.16
