"Date","Carlsberg","DSV","GN","JyskeBank","Tryg","OilPrice"
2014-08-13,527,174.6,142.7,313.1,111.2,544.49
2014-08-14,541,173.8,137,312.4,111.4,532.64
2014-08-15,533,174.2,135.5,312.4,111,541.85
2014-08-18,541,176.6,134,315.4,111.8,537.26
2014-08-19,539.5,177.1,134.9,299.5,113.1,526.79
2014-08-20,520,176.7,132.4,300.7,111.6,541.07
2014-08-21,518,177.1,133,304.6,111.9,528.28
2014-08-22,511.5,176.6,132,303.8,112.3,526.03
2014-08-25,523.5,177,131.9,307.2,112.9,538.75
2014-08-26,525,176.8,131,307.6,112.7,541.24
2014-08-27,523.5,177,131.1,308.9,113.2,542.03
2014-08-28,521,173.5,128.5,306,112.8,545.35
2014-08-29,517,173.9,128.9,309,112.6,552.97
2014-09-01,516.5,172.4,130,311,113,541.77
2014-09-02,517.5,173.3,132.1,311.5,114.1,527.67
2014-09-03,529.5,174.5,132.3,312.4,114.4,540.83
2014-09-04,533.5,174.7,134.7,317.5,114.7,540.78
2014-09-05,537,174.4,131.2,317,114,536.62
2014-09-08,541.5,173.4,132.1,315.7,114.8,532.75
2014-09-09,539,172.6,130.8,314.2,114.7,535.09
2014-09-10,537.5,172,128.1,313,114.9,528.04
2014-09-11,539,171.7,128.5,313.3,116,534.83
2014-09-12,535.5,172.3,126.7,315,116.6,530.63
2014-09-15,550,171.9,126.9,312.5,117.3,535.41
2014-09-16,545.5,170.4,124.9,309.4,117,545.67
2014-09-17,550,171.7,124.9,311.6,117.3,542.11
2014-09-18,548,172.1,124.5,313.3,117.9,538.31
2014-09-19,552,176.4,124.8,315.5,119.3,535.39
2014-09-22,548,175.4,124.5,316.8,120,530.01
2014-09-23,538,172.2,122.9,311.3,119.4,528.61
2014-09-24,538,169.4,123.5,312.1,120.2,543.21
2014-09-25,529,171,124.5,312.1,121.6,548
2014-09-26,529.5,169.6,123.7,314.8,124.7,558.59
2014-09-29,522,167.5,125.6,313.6,122.3,553.97
2014-09-30,524,166,130,318.5,122.4,539.29
2014-10-01,517.5,165.3,131.1,321.5,123.2,535.94
2014-10-02,513.5,163.2,130.6,310.9,122.7,536.42
2014-10-03,518,165,131.2,315.3,123.2,529.63
2014-10-06,519,163.6,131.6,316.2,122.2,535.14
2014-10-07,516.5,160.8,129.3,311,121.1,524.87
2014-10-08,517,157.6,127,304.5,119.2,513.88
2014-10-09,517.5,157.5,129.2,305.1,118,500.16
2014-10-10,509,152.2,127.8,300.4,121.8,505.76
2014-10-13,506.5,153.5,126.3,295.5,121.7,503.32
2014-10-14,511,157.6,131.5,293.5,122.6,481.07
2014-10-15,495.9,154,133,284.8,121.2,480.95
2014-10-16,489.7,152.2,127.9,277.4,116.7,480.82
2014-10-17,500.5,158.2,133,290.4,117.8,480.8
2014-10-20,505.5,156.5,131.4,290.5,118.8,482.52
2014-10-21,509.5,162.1,132,299,121.2,485.79
2014-10-22,516,164.9,132.9,303.3,123.5,472.4
2014-10-23,513,165.5,133.4,306.9,125.5,486.72
2014-10-24,512.5,162.8,134.5,306.3,125.8,477.97
2014-10-27,513.5,163.5,132.7,310.8,126.1,477.12
2014-10-28,513.5,165.7,134.3,314.6,126.1,475.09
2014-10-29,521,171.7,136.8,313.3,126,480.73
2014-10-30,522,174.4,137.2,317,127.2,479.03
2014-10-31,523,177.6,138.2,320,128.4,478.68
2014-11-03,522.5,177,136.7,316.7,127,469.36
2014-11-04,515.5,177.4,136.5,313,127.8,458.87
2014-11-05,514,177.5,138.1,316.1,134.8,469.39
2014-11-06,515.5,180.6,138.3,314.2,136.1,462.87
2014-11-07,509.5,179,137.7,310.1,134.8,472.44
2014-11-10,525.5,180.5,137.8,306.3,136.1,461.3
2014-11-11,515.5,182.1,137.5,306.7,137.2,466.2
2014-11-12,512,179.4,136.2,302.8,136.4,460.57
2014-11-13,512,181,131.8,300.3,135.7,442.93
2014-11-14,511.5,179.6,127.3,304,137,454.35
2014-11-17,515,179.5,127.7,304.1,136.8,450.56
2014-11-18,517,183.5,129.8,305.5,137.2,443.46
2014-11-19,513,181.7,128.1,306.7,137.7,442.72
2014-11-20,519.5,183.1,127.3,302.2,136.3,448.97
2014-11-21,540,186.1,127.6,305.5,137.3,458.39
2014-11-24,546.5,185.7,128,307.5,137.2,454.08
2014-11-25,537.5,187.1,128.3,311.2,139,443.35
2014-11-26,542,186.1,126.2,309.9,138.8,439.52
2014-11-27,537.5,186.4,127.1,310.1,139.4,426.242
2014-11-28,533,187.4,127.8,308.9,138,393.06
2014-12-01,528,188.7,129,305,138.7,411.6
2014-12-02,530,189.6,132.5,308,141.3,401.2
2014-12-03,516,187,132.5,309.2,141,406.12
2014-12-04,518.5,185.6,131,307,139.7,403.28
2014-12-05,525,187.7,134.8,312,142.4,396.55
2014-12-08,518.5,187.7,134.4,310.2,142.1,383.17
2014-12-09,510,184.5,135.8,307.1,145,383.42
2014-12-10,512,183.9,135,306.8,143.3,366.16
2014-12-11,505,183.8,134.1,307.4,143.3,359.18
2014-12-12,491.2,181.6,132.6,301.5,140.5,345.33
2014-12-15,483,180.9,127.8,296.8,137.4,334.97
2014-12-16,451.5,180.6,127.3,292.9,135.4,332.18
2014-12-17,475,184.9,130.2,295.4,136.2,337.3
2014-12-18,475.6,185.5,131.8,300.9,138,328.09
2014-12-19,478.4,188.5,133.2,306.5,139.2,344.78
2014-12-22,485.4,190,133.7,308.8,141.1,335.32
2014-12-23,488,189.4,134.7,309,140.7,345.93
2014-12-29,485,188.6,135.4,312.2,139.5,326.12
2014-12-30,478.8,188.2,134.8,312.8,137.8,331.41
2015-01-02,476.8,190.3,135.5,316.1,141.3,325.85
2015-01-05,467.3,189.2,134.8,312,141.6,312.57
2015-01-06,468.6,187.5,134.1,307,139.6,299.68
2015-01-07,464.7,188.1,129,305,141,306.27
2015-01-08,478.5,193.2,129,305.5,141.5,308.52
2015-01-09,478.1,193.4,131,303.3,140.9,304.49
2015-01-12,473.1,196,131,302,141.8,290.28
2015-01-13,477.3,198.7,131.6,304.8,141.4,289.96
2015-01-14,480.3,196.4,131.8,300.5,139.6,306.33
2015-01-15,480.4,196.2,136.5,301.7,140.6,294.45
2015-01-16,480.5,197.3,136.5,302.8,141.5,311.1
2015-01-19,481.9,197.6,141.4,302.8,143.8,300.572
2015-01-20,481.8,196.3,142,303.5,144.3,300.45
2015-01-21,488.2,198.3,141.6,301.2,145.3,306.9
2015-01-22,491.8,199.3,139.3,305,144.8,294.34
2015-01-23,500.5,200.5,142.8,302.4,148.2,300.83
2015-01-26,491.5,205.3,146.1,302.8,152.4,296.63
2015-01-27,487.9,200.8,141.6,299.1,151,301.99
2015-01-28,489.3,205,146.6,297.8,155.7,289.26
2015-01-29,485.4,205.5,146.5,297.9,154.5,290.26
2015-01-30,485,207.8,148,298.9,154.6,314.68
2015-02-02,492,206.3,147,297.1,156,324.15
2015-02-03,499.9,209.3,149.6,305.5,157.7,347.07
2015-02-04,495.5,208.5,147.5,305.6,156.6,315.1
2015-02-05,503.5,208.1,149,303,158.6,329.41
2015-02-06,499,199.4,147,303,159.3,335.95
2015-02-09,491.1,199,152.9,299.4,157.7,349.85
2015-02-10,491.4,201.4,154,305.2,159.7,329.87
2015-02-11,507.5,201.8,155.3,298.2,160.2,321.08
2015-02-12,523.5,208,156.9,302,162.6,336.28
2015-02-13,526,205.9,155.2,306.4,161.7,344.43
2015-02-16,523.5,206.2,152.2,308.7,162.2,341.02
2015-02-17,535.5,205.2,152.2,305,161.4,349.28
2015-02-18,526.5,208.4,150.7,309,164.7,341.24
2015-02-19,539.5,209.9,148.8,308.8,165.2,334.2
2015-02-20,540.5,211,149,308.6,162.3,329.87
2015-02-23,539.5,213.5,149.2,317.1,164.9,327.4
2015-02-24,542.5,214.2,152.7,293.3,165.5,319.24
2015-02-25,539.5,215.6,154.4,287.5,166.1,330.61
2015-02-26,554.5,216.1,156.1,292.4,166.4,314.43
2015-02-27,570.5,215.4,154.9,288.7,165.9,331.05
2015-03-02,559,217.7,154.5,289.6,166,329.65
2015-03-03,566,216,150.4,291.9,164.6,336.56
2015-03-04,564,213.5,151.9,294.5,164.2,345.46
2015-03-05,573.5,217.5,154.1,296.7,167.1,341.83
2015-03-06,577.5,217.1,154.9,297,166.3,337.19
2015-03-09,581.5,217.2,153,291.5,163.9,342.68
2015-03-10,577,218.4,152.3,291.7,164.7,336.01
2015-03-11,580,219.9,154.6,292.2,167,338.9
2015-03-12,581,219.2,154.2,292.2,167.1,331.1
2015-03-13,579,218.1,153.4,291.1,166.6,316.67
2015-03-16,578.5,220.1,154.9,290.9,171,310.67
2015-03-17,577,216.1,151.3,289.8,168.1,304.42
2015-03-18,580,216.5,154.5,287.1,168.6,314.29
2015-03-19,573,217.5,154.2,289.5,169.4,307.19
2015-03-20,578.5,217.1,158.2,291.1,169.6,318.09
2015-03-23,580,217,158.1,292.6,171.3,323.86
2015-03-24,579.5,217,156.3,292.8,172.8,320.42
2015-03-25,571,216.5,155.6,292.8,173.7,331.46
2015-03-26,571.5,212.6,152.5,290.2,165.8,349.88
2015-03-27,566,213.6,155.4,291.3,163.4,335.87
2015-03-30,571,216.8,156.5,292.6,165.8,335.12
2015-03-31,574,216.3,155.2,292.9,164.1,331.31
2015-04-01,577,219,153,294.3,166.1,348.15
2015-04-07,590,224.1,152.4,298.1,169.2,371.61
2015-04-08,594.5,225.7,146.3,300.8,165.4,346.97
2015-04-09,605,226.4,145.7,305.5,164.5,352.22
2015-04-10,605,232.1,146,308.2,167.7,364.96
2015-04-13,609,231.6,146.7,313,168.8,367.84
2015-04-14,603.5,227.7,145.5,311.5,170.3,376.85
2015-04-15,619.5,228.6,146.4,318.6,162.7,397.04
2015-04-16,619.5,228.5,147.2,317.9,157.6,395.03
2015-04-17,601,225.1,145,316.1,155.1,384.35
2015-04-20,603.5,225.7,146.7,324.4,157.7,392.18
2015-04-21,614,227.4,149.1,327.7,159,387.55
2015-04-22,614.5,219.6,145.6,330.4,156.5,390.15
2015-04-23,609,221.2,144.4,336,154.6,391.91
2015-04-24,615.5,224.8,145,337.3,153.2,385.85
2015-04-27,630,229.3,148.1,338.7,153.6,383.04
2015-04-28,628,223.3,146,336,149.5,389.53
2015-04-29,619,220,143.5,323.5,145.6,397.1
2015-04-30,607,231.3,143.7,326.6,144.5,396.75
2015-05-04,614,232.6,142.9,325.6,143.4,394.38
2015-05-05,624,229,142,322,142.7,405.43
2015-05-06,616.5,225.5,140.6,321.4,144,405.01
2015-05-07,612.5,228.2,138.6,327,144.5,389.46
2015-05-08,621.5,229,138.4,329.4,146.3,395.18
2015-05-11,638,231.4,137.3,332.4,148,396.72
2015-05-12,608,228.2,139.6,329.3,145.5,403.2
2015-05-13,608,227.2,141.3,329,145.4,402.38
2015-05-18,619,229,141,327.4,145,389.55
2015-05-19,634,232.4,145,329.2,146.5,382.29
2015-05-20,639.5,232.9,144.5,334.4,144.5,395.6
2015-05-21,643,233,143.2,332.5,144.4,403.13
2015-05-22,648.5,233.2,143.3,331.6,144.4,393.27
2015-05-26,646.5,232.6,141.9,329.4,142.8,390.9
2015-05-27,648,235.5,143.2,328.1,141.4,394.75
2015-05-28,640,234.4,146.2,329.6,140.9,394.97
2015-05-29,624.5,236.2,146.8,327.5,135.7,409.71
2015-06-01,623,236.1,142.2,327.9,136.6,410.56
2015-06-02,619.5,235.2,141.6,327.7,136.5,414.58
2015-06-03,618,236.3,140.1,337.1,137.2,399.78
2015-06-04,607.5,232.2,139.6,335.1,136,382.32
2015-06-08,600,229.1,137.3,339.5,132.2,388.65
2015-06-09,599,227.9,146.3,334.2,131.2,398.91
2015-06-10,608,231.2,146,335.1,132.5,405.92
2015-06-11,610.5,230.1,146.1,334.9,138.7,403.5
2015-06-12,605,227.7,151.5,333.2,138.8,398.73
2015-06-15,597.5,223.5,145.6,325.5,135.1,395.86
2015-06-16,619.5,224,144.9,327.6,136.5,399.03
2015-06-17,614,221.3,143.4,326.7,136.5,395.98
2015-06-18,612.5,222.9,143.5,324.6,136.2,395.2
2015-06-19,611,223,143.5,327.8,136.5,393.69
2015-06-22,618,226.9,144.9,332,138.9,394.68
2015-06-23,621.5,227.2,145.4,335.4,140,406.63
2015-06-24,614,224.7,146,337.7,138.2,399.35
2015-06-25,610.5,224.4,144.3,339.5,140.7,396.69
2015-06-26,614,222.5,144.4,340.9,141.7,395.68
2015-06-29,608.5,219.5,141.3,335.5,139.4,390.95
2015-06-30,607.5,216.8,138.4,336.2,139.5,396.59
2015-07-01,610,221.8,139.9,341.1,139.3,382.72
2015-07-02,607,219.7,138.4,342.6,138.9,383.8
2015-07-03,604,219,138.5,340.7,138.9,381.952
2015-07-06,603.5,217,136.6,332.9,137.8,355.7
2015-07-07,591.5,216,137,324.3,137.9,357.2
2015-07-08,586.5,218.4,137.9,322.9,137.1,349.35
2015-07-09,597,222.2,138.6,326.3,140.1,356.17
2015-07-10,610,226,141.6,331.9,141.6,351.89
2015-07-13,616,230,142.7,339.1,142.6,352.49
2015-07-14,619.5,231.4,144.4,337.2,141.6,358.88
2015-07-15,622,235.5,147.6,337.4,141.9,348.44
2015-07-16,626.5,236.9,148.5,342.1,144.2,349.5
2015-07-17,630,237.2,147.7,339.3,143.9,348.68
2015-07-20,631,238.9,148.4,345.9,145.2,344.54
2015-07-21,630.5,237.8,147.5,342.3,142.6,347.38
2015-07-22,628.5,237.8,146.6,349.6,142.3,337.21
2015-07-23,619.5,236,147,353.9,142.4,326.36
2015-07-24,618,234.3,147.4,351.9,141.3,327.27
2015-07-27,602,229.9,144.4,349,138,318.28
2015-07-28,598.5,229.4,139,349.1,137.6,324.65
2015-07-29,599.5,230.9,139.4,350,138.4,329.91
2015-07-30,598,230.5,138.7,346.7,137.3,330.51
2015-07-31,592,232.2,138,354.8,136.9,320.52
2015-08-03,602,234.5,138.7,359.7,138.7,308.31
2015-08-04,595.5,243,140.4,360,140.3,311.1
2015-08-05,604,249.9,142.7,366.7,140.9,309.42
2015-08-06,604.5,252.9,142.8,365.7,139.2,306.34
2015-08-07,602,252.5,140.8,359.4,137.2,299.2
2015-08-10,604.5,257.3,140.7,361,137.9,305.97
2015-08-11,593.5,253.8,140.4,362.1,136.5,291
2015-08-12,572.5,251,140.9,357.8,134,289.13
2015-08-13,583.5,254,127.4,360,134.9,283.97
2015-08-14,583,253,124.8,364.8,134.2,283.61
2015-08-17,579.5,255.1,124,366,134,281.92
2015-08-18,590,256.8,123.8,383,134.4,287.33
2015-08-19,535.5,255.2,126.4,384.2,134.4,275.45
2015-08-20,517.5,245.4,123.1,376,132.6,273.61
2015-08-21,515,238.6,121.1,369,129.4,267.6
2015-08-24,495,230.7,116.8,348.9,123.4,248.11
2015-08-25,496.8,238.2,120.2,365.9,127.9,253.95
2015-08-26,490.6,234,118.5,364.8,127.5,252.02
2015-08-27,505.5,238.9,121,376.4,130.2,280.88
2015-08-28,505.5,238.7,118.9,371.4,129.6,299.96
2015-08-31,502,237.6,118.8,371.8,130.7,327.4
2015-09-01,494.6,232.8,116.6,364.9,128.2,301.43
2015-09-02,499.6,234.9,117.6,373.3,129.2,307.02
2015-09-03,512,240.7,119.2,384,132,310.64
2015-09-04,501.5,237.2,116.3,377.6,128.7,308.25
2015-09-07,495.8,236.8,115.7,376.1,128.3,303.782
2015-09-08,503.5,240.8,116.5,379.6,129.9,306.96
2015-09-09,508,243.6,117.9,382.1,130.2,295.59
2015-09-10,503.5,241.1,117.1,383.1,130,305.85
2015-09-11,498.3,241.1,115.1,381.3,131.1,296.3
2015-09-14,491.7,238.2,115.2,380.5,131.5,290.83
2015-09-15,492.2,241.1,115.2,375.3,131.6,293.82
2015-09-16,515.5,240.1,115.5,381.7,131.6,313.11
2015-09-17,522,241.4,116.1,382,134.7,309.57
2015-09-18,510.5,240.7,118.7,380,133.5,292.14
2015-09-21,512,249,120.2,382.3,134,309.51
2015-09-22,502.5,245.5,119.7,379.6,131.6,308.78
2015-09-23,510,245.4,121.6,377.7,130.9,297.93
2015-09-24,502,240.7,118.5,370.5,128.6,298.29
2015-09-25,508,244.6,119.4,385,131.1,304.72
2015-09-28,501,244.7,119,373.9,129.9,296.52
2015-09-29,498.5,242.9,118.2,368.8,127.3,301.25
2015-09-30,512.5,249.3,119.9,369.1,129.6,300.05
2015-10-01,507,250.4,122,368.2,127.7,299.34
2015-10-02,512,248.5,122.2,368.5,126.5,304.41
2015-10-05,527,252.9,126.6,369.4,128.8,307.29
2015-10-06,525,257.9,128,372,129.7,322.6
2015-10-07,528,255,127,374.3,129.6,316.98
2015-10-08,528,251.9,127.9,364.6,131.5,327.9
2015-10-09,531,270,128.8,360.8,123.7,326.12
2015-10-12,533,274.5,129.3,358,124,308.9
2015-10-13,526,276.1,126.1,356.2,120.8,306.33
2015-10-14,524.5,270,125.3,355.2,117.7,304.92
2015-10-15,525,269.9,126.6,355.8,118.5,302.52
2015-10-16,525,271.2,126.4,365.4,119.2,310.6
2015-10-19,527,274.1,129.8,368.1,119.8,302.17
2015-10-20,528,269.5,129.7,365.8,120,300.67
2015-10-21,523,272,131.3,364.9,119.6,297.1
2015-10-22,532.5,267.1,130,360.3,119.6,296.06
2015-10-23,538,274,131,365,121.7,295.52
2015-10-26,543.5,273.8,131,365.5,124.2,292.63
2015-10-27,539,272.7,128.5,351.2,122.4,291.43
2015-10-28,558.5,281.7,128.9,348.4,123.1,309.1
2015-10-29,552,280,131.1,336.8,123.9,314
2015-10-30,556,275,123.7,331.1,122,315.45
2015-11-02,554,273.8,125.8,324.6,123.9,311.81
2015-11-03,555,278.8,127.1,325,124,325.37
2015-11-04,567,280.8,128.5,325.6,125.1,315.98
2015-11-05,565.5,282.5,127.4,325,127.5,310.28
2015-11-06,556,287.7,128.3,333.4,128.6,304.33
2015-11-09,551,281.7,128.5,328.7,127.5,303.7
2015-11-10,554.5,280.5,127.3,326.8,127.6,308.06
2015-11-11,589,283,130.3,328.2,129.1,299.01
2015-11-12,603.5,282.1,129.7,326.5,129.1,290.31
2015-11-13,589,278.3,127.7,323.9,126.9,282.03
2015-11-16,589.5,278.3,128.3,322.4,128,290.01
2015-11-17,589.5,283.5,131.6,326.8,129,284.82
2015-11-18,597,282,130.8,330,130.1,285.04
2015-11-19,608.5,277.1,131.4,329.1,132.7,283.07
2015-11-20,614,275.8,131.8,324.3,133.3,274.94
2015-11-23,614,277.3,131.1,326,132,275.59
2015-11-24,591,271.2,131,321.5,129,286.41
2015-11-25,589,271.2,126,322.4,134.5,290.5
2015-11-26,591,274.5,129,317.6,135.6,282.446
2015-11-27,588,275.1,129.1,312,134.8,286.08
2015-11-30,588,275.1,129.5,321.1,137.5,285.12
2015-12-01,599.5,272.6,131.9,323,137.7,285.6
2015-12-02,602.5,272.6,132.7,322.7,139,280.67
2015-12-03,602.5,272.2,132,322.8,136.1,287.12
2015-12-04,595,272.2,129.1,320,136.1,273.72
2015-12-07,595,271.5,130.3,320,137.8,259.8
2015-12-08,580,275,123.6,312.9,135.9,256.99
2015-12-09,585.5,272.5,122.5,309.8,135.5,253.4
2015-12-10,585.5,271.6,121.9,307.9,133,250.63
2015-12-11,572,271.6,119.8,301.4,130.6,242.9
2015-12-14,572,261.1,119.2,297.5,132.4,246.66
2015-12-15,584,262.4,120.3,298.5,131.2,253.38
2015-12-16,601.5,263.9,120.3,296.6,132,242.63
2015-12-17,601.5,266.9,120,301.3,132.2,240.75
2015-12-18,605,264.2,119.6,299.5,130.5,239.07
2015-12-21,605,264.2,119.4,299.2,129.6,237.14
2015-12-22,601,264.8,118.8,299.5,128.5,246.08
2015-12-23,610,265.7,123.1,311.6,130,251.28
2015-12-28,610.5,267.5,123.3,311.4,129.8,247.55
2015-12-29,610.5,267.5,125.4,312.6,134.6,258.12
2015-12-30,612.5,271.7,125.3,312.1,137.4,249.91
2016-01-04,612.5,271.7,122.4,308.8,132.9,252.04
2016-01-05,610,267.6,125.2,308.5,132.6,249.73
2016-01-06,594.5,270.1,125.1,305.3,128.2,235.92
2016-01-07,594,265.2,127.2,306.2,124.9,228.5
2016-01-08,594,264.6,129.8,299.4,122.2,228.03
2016-01-11,579,261.9,127.5,294.1,120.2,215.29
2016-01-12,569.5,267,128.4,290.9,122.3,209.46
2016-01-13,558,263.7,128.9,290.4,122.8,209.85
2016-01-14,548.5,257,125.9,283.8,119,213.88
2016-01-15,531.5,250.3,121.7,272.7,115.9,201.38
2016-01-18,530,247.2,118.7,266.9,114.4,199.156
2016-01-19,536,250.8,119.5,267.1,115.9,195.5
2016-01-20,518.5,244.5,115.6,261.9,113.5,182.57
2016-01-21,530,248.7,116.8,265.7,122.3,202.45
2016-01-22,540.5,257.5,120.5,277.6,127.4,221.42
2016-01-25,543,259.3,122.7,284.9,127.5,209.14
2016-01-26,552,259.2,123.4,297.1,128.9,203.41
2016-01-27,555,262.4,128,296.6,129,221.52
2016-01-28,559,256.8,126.7,291.6,127.9,227.31
2016-01-29,578,267.1,128.5,301.3,130.9,230.04
2016-02-01,584,269.5,129.1,296.2,130.2,216.8
2016-02-02,577.5,263.5,126.1,287.1,127.7,204.36
2016-02-03,565.5,259.2,121.6,279.4,124.8,220.4
2016-02-04,570,256.5,119.9,295.9,125.6,210.65
2016-02-05,573,254.6,118.1,291.7,125.9,205.59
2016-02-08,548.5,235,112.8,278.2,122,199.74
2016-02-09,547.5,230.7,109.5,269.4,116.9,185.72
2016-02-10,569.5,252.2,114.1,286.9,119.9,182.6
2016-02-11,575,251.4,111.6,278.1,115,172.27
2016-02-12,590,259.4,121.7,279.6,116.9,194.1
2016-02-15,609.5,267.7,128.9,297.9,120.7,202.326
2016-02-16,604.5,264.9,129.5,299.3,120.8,194.2
2016-02-17,609,275.7,132.3,300.7,125.2,205.65
2016-02-18,610,277.1,130,298.4,125.3,207.19
2016-02-19,605.5,271.9,128.5,295,123.3,199
2016-02-22,606,284.1,131.6,300.8,126.1,212.3
2016-02-23,609.5,282,132.4,301.9,125,215.95
2016-02-24,581.5,273.8,130,287.3,122.3,206.24
2016-02-25,595,283.2,132.7,295.5,123.9,212.48
2016-02-26,596.5,281.3,135.7,299.7,125.6,214.53
2016-02-29,593.5,281.2,137.5,299.2,125.4,224.33
2016-03-01,600,283.9,136.8,298.5,128.4,235.94
2016-03-02,595,279.5,135.5,309,127.2,237.49
2016-03-03,598.5,280,135.9,307.5,127.1,236.4
2016-03-04,604,282.5,133.2,311.6,128.4,244.23
2016-03-07,600.5,279.3,134,309.3,126.8,258.15
2016-03-08,594,275.4,133.8,305.3,125,248.11
2016-03-09,594.5,282.6,134.4,309.1,124.6,255.81
2016-03-10,592,278.9,131.2,308.7,122.7,259.48
2016-03-11,602.5,282.5,133.2,317.2,125.7,259.04
2016-03-14,613,284,135.9,315.3,127.9,249.53
2016-03-15,612,284,133.9,311.4,127.4,243.82
2016-03-16,592.5,284.7,133.5,311.7,127.4,259
2016-03-17,595,281.5,134.4,301.3,123.7,264.77
2016-03-18,591,283,135.2,303.1,125.5,260.85
2016-03-21,593.5,274.1,133.2,303.4,126.3,263.96
2016-03-22,598,275.1,133.5,301.8,126.1,275.57
2016-03-23,612,274.8,133.9,300.7,126.8,255.43
2016-03-29,613,272.6,133.7,296.3,127.5,245.81
2016-03-30,629,275.4,136.6,302,128.4,242.93
2016-03-31,624,272.6,136.9,295.6,127.1,241.76
2016-04-01,620,273.6,137.6,299.3,125.9,230.44
2016-04-04,629.5,280,139.4,298,125.1,224.42
2016-04-05,622.5,277.8,137.1,291.2,122.3,226.01
2016-04-06,629,278.2,133.6,287.9,126.2,247.73
2016-04-07,622,276.5,135,278.5,124.8,244.26
2016-04-08,626,278.1,135,279.8,124.9,260.27
2016-04-11,614.5,276.9,134.3,279.9,125.1,264.37
2016-04-12,618.5,274,132.4,275.5,125.9,275.11
2016-04-13,611,269.7,129.6,283.1,127.9,274.71
2016-04-14,625,274.2,132.9,284.9,128.3,274.13
2016-04-15,626,272.6,131.1,283.4,127.6,266.42
2016-04-18,627.5,269.7,134.5,281.4,127.9,261.57
2016-04-19,646,273.7,136.5,280.1,129.9,268.22
2016-04-20,641,270.5,133.2,282.9,128.8,279.43
2016-04-21,637.5,270.7,133.3,281.6,128.5,282.96
2016-04-25,629,269.5,132.4,279.5,124.6,275.3
2016-04-26,631.5,272.8,133,282.8,125.2,280.34
2016-04-27,637.5,275.9,133.8,281.6,125.1,298.23
2016-04-28,643.5,275.3,134,267.6,124.7,301.65
2016-04-29,633,273.5,127.8,266.1,122.7,300.16
2016-05-02,631,272.2,127.2,263.9,123.9,289.74
2016-05-03,630,271.3,126.6,258.4,122.9,280.8
2016-05-04,622.5,272.9,125.9,256.5,123,283.06
2016-05-09,640,269.5,128.7,256,123.2,283.67
2016-05-10,638,275.8,129.1,258.6,124.1,292.22
2016-05-11,619.5,282.3,129.4,256.4,123.9,301.38
2016-05-12,635.5,293.3,127.6,255.4,122.8,304.71
2016-05-13,630,294.4,130,255.2,124.3,303.02
2016-05-17,630,295,133.1,255.4,127.3,317.38
2016-05-18,626,293.5,133.8,253.9,127.7,317.3
2016-05-19,617.5,294.9,131.9,254.5,125.5,319.86
2016-05-20,628.5,298.2,133.4,257.3,126.3,316
2016-05-23,629,301.2,133.2,258.3,126.3,319.1
2016-05-24,633,305.5,133.7,259.8,127.5,319.89
2016-05-25,640,300.5,134.9,267.5,129.3,327.61
2016-05-26,645,300.9,135.6,265.8,130,326.29
2016-05-27,647,301.6,136.5,270.5,131,328.68
2016-05-30,649.5,302,136.6,270.5,131.5,327.328
2016-05-31,645,304.9,136.6,268.5,131.8,327.4
2016-06-01,645.5,304.4,136.6,267.5,130.4,326.66
2016-06-02,645.5,302.6,136.2,267,129.2,326.71
2016-06-03,640.5,300.2,137.6,263,128.6,324.69
2016-06-06,642.5,298,134.9,265.1,127.7,325.78
2016-06-07,642.5,302.3,136.2,271.9,127.2,330.07
2016-06-08,640,302,137,266.6,126,334.83
2016-06-09,633,297.6,135,261.7,123.8,331.2
2016-06-10,617,288,132.2,251.7,120,322.9
2016-06-13,612.5,283.4,130.2,250.1,118.2,322.62
2016-06-14,607,276.5,126.3,249.8,115.3,321.21
2016-06-15,609.5,276.6,127.8,256.3,117.1,317.29
2016-06-16,602,271.6,125.4,251.9,115.5,307.03
2016-06-17,598,272.7,126,261.9,117.3,317.16
2016-06-20,613.5,280,129.4,267.5,120.5,324.16
2016-06-21,616,279.6,130.6,270.4,120.7,321.71
2016-06-22,619,282.6,128,268.7,121.5,324.09
2016-06-23,626,289.6,125.5,275,122.1,322.3
2016-06-24,604,274.5,120.8,257,116.5,313.86
2016-06-27,593,263.1,114.8,240.8,112,309.7
2016-06-28,597.5,271.1,115.4,248.6,115.7,321.98
2016-06-29,607.5,276,119.7,251.2,118.1,334.32
2016-06-30,634.5,280.2,120.3,252.8,119,323.45
2016-07-01,647,285.1,123.5,255.4,122.9,327.44
2016-07-04,647,282,123.5,252,122.2,314.818
2016-07-05,632.5,275.7,121.3,244.4,120,311.92
2016-07-06,625,268.2,119.3,237.8,116.2,318.44
2016-07-07,632.5,273.2,121.8,245.7,118.3,303.69
2016-07-08,635.5,275,121.7,254.6,121.2,304.98
2016-07-11,645,281.1,123.2,256.7,123.7,301.08
2016-07-12,644,282.2,123.2,262.7,126.2,313.96
2016-07-13,647.5,281.7,123.3,263.2,122.7,301.42
2016-07-14,645,280.3,123.2,265.5,122,304.26
2016-07-15,642,277.3,120.2,264.4,121,306.98
2016-07-18,643.5,279.2,121.4,263.8,123.4,304.4
2016-07-19,642.5,280.9,120.5,264.8,122.7,300.93
2016-07-20,649.5,286.1,121.6,269,124.2,303.67
2016-07-21,653.5,284.6,121.5,269.7,123.4,296.88
2016-07-22,654,286.8,121.6,269.5,122.7,293.2
