"Date","Carlsberg","DSV","GN","JyskeBank","Tryg","OilPrice"
2012-08-22,507,130.6,76.55,169.8,72.7,579.75
2012-08-23,508.5,130,76,170.2,72.48,568.87
2012-08-24,508.5,128.3,76.5,170,72.08,570.35
2012-08-27,513,129.5,76.7,170,72.98,567.93
2012-08-28,513,129,76.8,169,73.4,571.68
2012-08-29,515,129.3,77.85,174.1,73.54,567.16
2012-08-30,509,128,79.6,169.6,73.6,561.9
2012-08-31,513,128.9,80.15,169.5,73.78,570
2012-09-03,523,130.8,80.55,169.5,73.88,565.75
2012-09-04,520.5,130,80.1,167.8,73.8,564.74
2012-09-05,523.5,127.8,81.5,167.5,74.4,564.95
2012-09-06,533,130.5,84.15,168.7,75,563.54
2012-09-07,528.5,132,81.45,169.9,75.8,565.44
2012-09-10,527.5,132.1,81.5,168.5,75.8,562.99
2012-09-11,525.5,131.6,83.35,168,75.04,565.49
2012-09-12,523,131.3,84.4,169.1,76.54,560.8
2012-09-13,511,129.9,85,168.5,75.64,567.54
2012-09-14,524.5,133.1,85.1,170.7,76.4,563.3
2012-09-17,514,132,84.15,176.1,75.88,549.83
2012-09-18,526.5,131.5,84.2,176,74.4,543.89
2012-09-19,530,131.6,84.5,176,74.76,527.29
2012-09-20,538,132.6,84.9,176.1,75.02,530.26
2012-09-21,533.5,133.4,85.6,176.3,74.46,531.74
2012-09-24,532,131.3,86.8,174.7,75.4,529.26
2012-09-25,531,131.7,88.45,174.6,75.8,525.1
2012-09-26,524,129.4,87.6,169.7,74.4,521.96
2012-09-27,521,129.6,88.75,173.2,74.8,532.18
2012-09-28,514,130.4,89.25,172.4,75.38,531.51
2012-10-01,524.5,131.6,90.25,168.8,75.52,535.2
2012-10-02,530.5,130.9,90.4,166.5,75.1,529.78
2012-10-03,528.5,129.6,89.5,165.1,75.32,509.61
2012-10-04,526,128.5,89.4,165.4,75.7,527.84
2012-10-05,535.5,129,90.15,172,76.22,515.33
2012-10-08,537.5,128,89.15,169.9,75.62,514.64
2012-10-09,522.5,127.3,88.75,168.2,75.6,532.1
2012-10-10,519,126.3,88.25,167,75.82,527.96
2012-10-11,516,126.7,88.65,167.8,75.92,532.31
2012-10-12,513.5,126.3,88.7,167,75.58,528.11
2012-10-15,516.5,125.3,89.7,166.1,75.6,528.14
2012-10-16,521.5,125.3,90.2,170,76.18,526.44
2012-10-17,519.5,125,89.4,171.9,75.8,523.28
2012-10-18,516,124.2,90.5,176.3,75.58,523.14
2012-10-19,518.5,124.7,90.15,175.6,75.8,515.01
2012-10-22,513,124.6,89.65,178,75.58,504.18
2012-10-23,503.5,124.1,87.35,176.9,75.1,496.96
2012-10-24,509.5,123.7,89.15,176,74.84,492.15
2012-10-25,510,128,90.7,177,75.68,491.34
2012-10-26,508.5,128.2,91.55,176.5,75.9,496.04
2012-10-29,510,129.5,90.3,176,75.2,494.61
2012-10-30,506.5,130.5,90.7,175.8,75.46,492.92
2012-10-31,496.5,129.4,90.2,175.5,75.2,495.08
2012-11-01,508,130.6,92.9,176.3,75.6,500.48
2012-11-02,518.5,132.8,92.4,177.5,76.02,492.85
2012-11-05,516,133.7,92.6,173.5,75.46,499.95
2012-11-06,518,133.6,92.1,172.4,75.6,516.5
2012-11-07,532.5,132.1,90.6,171.4,74.86,494.52
2012-11-08,524,132.3,88.65,169.5,79.06,498.23
2012-11-09,537,132.4,89.65,167.4,78.14,505.73
2012-11-12,534.5,133.2,89,165,79.98,501.05
2012-11-13,531.5,132.6,87.9,162.7,79.44,501.5
2012-11-14,526.5,131.5,87.35,162.7,78.78,505.88
2012-11-15,525,128.9,83.75,160.5,77.68,499.64
2012-11-16,534,129,80.95,160.6,77.7,506.91
2012-11-19,536,130.2,82.7,162.3,77.8,520.43
2012-11-20,541,130.8,83.05,162,79.18,503.42
2012-11-21,539,133,83.9,162,79.76,507.14
2012-11-22,546,135.3,83.8,165.8,80.12,501.934
2012-11-23,546,135.3,83.9,165,80.86,502.68
2012-11-26,541,134.9,82.2,163.8,80.84,502.11
2012-11-27,547,134.7,83.3,164.6,80.42,499.53
2012-11-28,549,132.2,81.8,161.4,79.66,498.21
2012-11-29,559,134.7,81.15,164.3,80.9,503.18
2012-11-30,558.5,135.4,81.05,164,81.64,508.63
2012-12-03,562.5,135.7,81.25,164.5,82.42,506.74
2012-12-04,559.5,134,81.7,164.5,83.02,501.69
2012-12-05,559,136.9,81.7,165,84.1,498.81
2012-12-06,565,140.1,81.65,166.2,83.5,487.71
2012-12-07,564.5,139,81.45,166.5,83.6,493.89
2012-12-10,570.5,139,81.25,162.3,83.08,491.16
2012-12-11,570.5,140.2,80.55,161.3,83.2,490.05
2012-12-12,564,138.3,80.45,164.4,83.6,494.03
2012-12-13,562,139.9,79.1,162.4,83,487.18
2012-12-14,558.5,140.1,78.9,162.7,84.4,492.36
2012-12-17,549.5,138.5,77.25,160.5,84.26,491.62
2012-12-18,545.5,140,80.3,161.1,84.24,495.13
2012-12-19,548,140.8,79.5,160.3,84.5,499.69
2012-12-20,552.5,143.7,81.25,160.1,85,505.6
2012-12-21,550,144,81.25,159.2,85.26,498.21
2012-12-27,552,145.4,81.45,158.9,85.9,511.23
2012-12-28,554,145.7,81.8,157.1,85.3,513.05
2013-01-02,561,148.3,82.5,162.5,86.2,523.93
2013-01-03,558,146.9,82,163.2,87.54,529.34
2013-01-04,565,146.5,82.15,165.6,88.24,533.81
2013-01-07,569,147,81.8,169.2,87.86,533.21
2013-01-08,573,145.5,81.8,170,88.62,531.39
2013-01-09,569,145.3,82.1,170,87.96,531.89
2013-01-10,566.5,144.5,84.45,173.8,86.8,533.73
2013-01-11,564.5,144,83.8,174.5,86,526.11
2013-01-14,554,142.9,83.5,176.5,85.9,527.32
2013-01-15,563.5,143.4,83.5,176.9,86,522.21
2013-01-16,578,142.9,84.4,178.9,85.06,529.9
2013-01-17,575.5,144,87.9,179.1,85.2,533.06
2013-01-18,574.5,146.3,88,180.7,84.72,535.53
2013-01-21,573,147.6,88,182.2,84.72,534.468
2013-01-22,569.5,147.2,87.6,181,84.7,538.55
2013-01-23,576,147.2,89.2,180,83.22,532.2
2013-01-24,581,146.8,89.4,179.6,83.54,533
2013-01-25,598.5,146.5,90.05,178.7,83.78,527.19
2013-01-28,590.5,145,90,180.1,84.64,532.46
2013-01-29,592.5,144.2,89.75,178.8,85.3,542.09
2013-01-30,594,143.8,90,180.3,87.16,539.86
2013-01-31,588,141,89.55,179,86.5,537.71
2013-02-01,597.5,142.9,90.95,180.7,87.48,532.89
2013-02-04,592,140,91,177.2,86.26,529.6
2013-02-05,592.5,141.5,91.3,178.1,87.16,532.76
2013-02-06,589.5,139,91.25,175,87.3,532.23
2013-02-07,592,138.9,91.1,174,90.2,527.84
2013-02-08,592,139,90.5,178.8,89.6,533.89
2013-02-11,591,137.5,89.85,177.3,89,540.56
2013-02-12,586,140.1,90.85,176.5,89.26,541.26
2013-02-13,590.5,142.5,91.3,178,89.38,537.09
2013-02-14,592.5,143.1,90.5,178.5,89.2,544.69
2013-02-15,602.5,142.9,90.3,178.5,89.42,537.1
2013-02-18,567.5,141.9,89.8,178.8,89.1,537.774
2013-02-19,567,142.9,91.55,181.5,89.6,540.34
2013-02-20,580,140,91.75,181.5,89.74,529.65
2013-02-21,579,137.8,99.6,180,89.52,524.93
2013-02-22,591.5,140.2,100.9,181.8,90.34,526.8
2013-02-25,589,139.5,104.5,186,89.82,520.12
2013-02-26,583.5,140.3,101.8,187.6,89.22,528.34
2013-02-27,578.5,140.6,102.4,187,89.54,528.58
2013-02-28,587,140.3,102.2,189.9,92.06,522.64
2013-03-01,588,139.5,105,188.7,92.2,520.27
2013-03-04,594.5,140.6,104.2,191.1,92.38,516.62
2013-03-05,595,143.4,105.9,195.5,93.32,519.85
2013-03-06,592.5,142.3,105.5,194.3,93.98,517.46
2013-03-07,590,141.4,106.5,194.4,94.04,524.46
2013-03-08,594,143.5,104.3,198.5,95.18,524.17
2013-03-11,589,143.4,104.3,199.4,94.96,528.36
2013-03-12,590,144.6,106.5,200.6,95.36,528.15
2013-03-13,588.5,142.5,106.9,199,95.56,531.19
2013-03-14,593,143.6,107.3,201.7,95.8,536.27
2013-03-15,590,145,107.3,205.3,95.56,532.83
2013-03-18,586,144.6,105.3,200.6,94.5,540.32
2013-03-19,585.5,144.1,106.5,200.7,94.98,532.44
2013-03-20,587.5,144.1,105.1,201.5,94.74,536.67
2013-03-21,576,143.6,105,202.2,94.4,533.78
2013-03-22,571.5,141.7,103.7,199.9,94,537.66
2013-03-25,564,142.2,104.5,201,94,544.87
2013-03-26,573,141.5,105.5,199.5,94.2,556.24
2013-03-27,566,140.5,103.5,198,93.88,563.46
2013-04-02,571,143.2,107,199.3,94.76,564.51
2013-04-03,566,143.3,106.9,200,94.44,552.09
2013-04-04,562.5,141.7,107.5,197,94.02,542.29
2013-04-05,548.5,137,107.2,196.4,92,534.22
2013-04-08,560.5,136.8,108.3,196.6,92.42,534.38
2013-04-09,567,137.9,107.6,200.4,92.8,538.48
2013-04-10,577.5,140.9,109.3,206.3,95.4,538.96
2013-04-11,576.5,140.7,110,212.8,97,531.08
2013-04-12,568,138.2,109.5,211.3,96.36,521.1
2013-04-15,560,136.1,110,210.9,96.52,505.87
2013-04-16,559,135.6,109.1,210.7,95.34,503.88
2013-04-17,545,132.5,107.8,206.9,95.32,492.1
2013-04-18,541,132.4,109.3,206.3,96.18,501.96
2013-04-19,546.5,134.7,107,209.2,91.12,500.51
2013-04-22,540.5,136,104.9,211.8,91.72,507.84
2013-04-23,541.5,137.4,105,217.1,93.98,511.91
2013-04-24,525,137.8,102.6,215.7,94.34,522.03
2013-04-25,525,141.5,104,216.2,94.74,531.66
2013-04-29,516,141.6,104,224.5,94.6,535.02
2013-04-30,525.5,142.5,103.4,220.3,98.04,531.71
2013-05-01,533,140.4,102.9,225.5,98.32,511.45
2013-05-02,542.5,138.7,105.3,221,98.66,529.62
2013-05-03,543.5,137,110.6,230.1,98.82,541.35
2013-05-06,547.5,135,109.1,231.5,99.66,544.73
2013-05-07,556.5,137.1,109.8,232.4,99.38,541.76
2013-05-08,581,140,110.5,234.5,99.3,546.11
2013-05-13,574.5,139.8,115.5,234.9,100.1,544.42
2013-05-14,579,140.6,115.7,232,101.2,539.64
2013-05-15,576.5,141.5,115.8,232,102,544.38
2013-05-16,573.5,140.2,116.1,232.1,101.3,548.41
2013-05-17,569.5,138.9,113.7,234.4,101.3,554.31
2013-05-21,571.5,139.4,114.4,235.3,100.7,553.48
2013-05-22,571,141.3,113.4,235.4,100.2,542.04
2013-05-23,562,138.6,112.1,232.5,98.2,544.37
2013-05-24,562,138.9,112.2,232,98.16,540.59
2013-05-27,563,139.2,112.5,236,98.58,543.922
2013-05-28,564.5,141,114,238.2,97.9,545.21
2013-05-29,555,138.1,111.1,234.5,97.78,535.96
2013-05-30,552,139,111.1,234.6,97.4,538.88
2013-05-31,548,138.3,110.3,228.4,96.72,526.99
2013-06-03,555,137.3,108.5,228.9,96.7,535.29
2013-06-04,543.5,139,108.7,227,96.92,531.58
2013-06-06,527.5,139,106.2,221.9,95,538.23
2013-06-07,533,139,105.7,225.3,94.8,540.41
2013-06-10,529,140,105.5,225.5,95.7,540.87
2013-06-11,514.5,136.6,101.2,217.8,94,536.57
2013-06-12,514,135.5,106,216.7,94.4,539.08
2013-06-13,515,136.4,104,218.3,95,541.49
2013-06-14,515,136.6,107.9,219.6,94.98,548.47
2013-06-17,512,137.9,107.7,221,96.12,547.27
2013-06-18,517,137.8,108.5,220.2,96.74,549.17
2013-06-19,526,138.3,107.2,218,97.22,546.65
2013-06-20,510.5,135.6,104,212.9,95.48,536.19
2013-06-21,510,135.9,104,212,94.76,530.84
2013-06-24,503.5,134,102.8,210.6,93.26,541.9
2013-06-25,520.5,135.1,104.5,212.5,93.56,540.96
2013-06-26,517,135.7,106.9,216,95.6,546.83
2013-06-27,528.5,139,109,216,94.8,555.21
2013-06-28,513,139.7,108.3,216,94.46,549.48
2013-07-01,516,142.2,109,215.5,95.7,560.36
2013-07-02,506,144.2,107.9,216.3,95.5,571.09
2013-07-03,508.5,143.7,107.5,213.6,95.78,586.75
2013-07-04,523,144.9,109.6,221.8,97.5,582.636
2013-07-05,521.5,144.8,108.6,222,97.28,596.89
2013-07-08,527.5,145.9,109.7,230.3,99.1,598.09
2013-07-09,529.5,146.2,110.1,232.5,98.3,600.2
2013-07-10,535,148.5,110.4,232.9,101.5,619.41
2013-07-11,544.5,149,109.5,233,102.6,599.06
2013-07-12,533,148.4,110.5,233.5,103.8,605.67
2013-07-15,539.5,148.8,110.9,237.4,103.5,608.66
2013-07-16,537,147.5,108.7,234.2,102.8,601.89
2013-07-17,537,148.4,110.7,236.3,103,603.98
2013-07-18,531.5,148.5,110.1,240.1,105.5,614.78
2013-07-19,530,148.7,108.7,239.4,104.9,613.72
2013-07-22,530,148.4,108.2,240.2,103.8,603.89
2013-07-23,540,147.9,107,243,102.7,606.26
2013-07-24,548,149,109.4,244,102.8,593.52
2013-07-25,550,145.5,108.2,243.3,102.7,595.72
2013-07-26,546.5,145,107.5,240.2,101.8,589.09
2013-07-29,552,144.7,114,242.5,101.6,587.77
2013-07-30,560,150.1,117.4,245.1,102.2,578.81
2013-07-31,555.5,147,116,245.8,101.7,590.18
2013-08-01,557.5,148,119.1,252,101.6,607.9
2013-08-02,565.5,147.7,117.7,255.5,101.6,603.8
2013-08-05,564.5,148,117.2,253.9,102,599.54
2013-08-06,561,147.3,118.1,250.1,101.3,591.37
2013-08-07,555,147.7,117.3,254.6,101.4,585.19
2013-08-08,557.5,148.1,117.4,258,101,577.45
2013-08-09,569.5,148.2,117.1,261.5,100.9,591.44
2013-08-12,568.5,148,117,261,101.5,596.46
2013-08-13,582.5,149,117,266.7,101.5,599.31
2013-08-14,588,149.7,121.5,264.8,100.8,601.99
2013-08-15,581.5,147.5,122.4,265,99.62,602.56
2013-08-16,573.5,148,120.3,265.1,99.7,601.4
2013-08-19,569,148.9,122.2,271,99.06,598.74
2013-08-20,563.5,146.7,121.9,266.3,98.78,584.18
2013-08-21,554.5,146.3,121.7,260,97.92,579.17
2013-08-22,554.5,148,122.8,263,98.5,587.45
2013-08-23,554.5,148.1,123.2,264.6,99.1,594.69
2013-08-26,554,148,121.7,264.2,99.04,591.1
2013-08-27,540,146.6,117.4,260.9,98.12,610.23
2013-08-28,541.5,147,115.3,260,96.68,615.74
2013-08-29,545.5,147.1,117.2,263,97.48,610.14
2013-08-30,547.5,148.1,116.2,260.5,96.08,608.59
2013-09-02,552.5,151.5,118,262.5,98,610.376
2013-09-03,550.5,151.2,117.9,264,98,615.38
2013-09-04,550,152.6,119.6,261.5,97.02,607.54
2013-09-05,554.5,152.7,119.3,263,96.9,612.96
2013-09-06,554.5,153.5,116.7,265,96.62,629.03
2013-09-09,554,154.5,115.9,267.4,97.2,619.71
2013-09-10,566,157.9,119.2,271.5,98.28,605.47
2013-09-11,567,157.1,119.4,271,98.6,605.17
2013-09-12,570,156.9,118.3,272.1,98.32,610.1
2013-09-13,579,157.3,121,269.2,98.34,607.52
2013-09-16,577,158.9,120.4,270.5,99.24,594.76
2013-09-17,579,160.5,118.6,269.5,99.22,588.27
2013-09-18,568,160.8,117.1,274,99.04,604.53
2013-09-19,579.5,161,117.8,279.5,100.1,585.06
2013-09-20,575,161.7,117.1,278.9,100.1,577.71
2013-09-23,575.5,161.2,115.9,276.1,100.7,572.08
2013-09-24,572,158.2,113.5,277.6,101,571.3
2013-09-25,577,158.2,115.4,273,101,567.06
2013-09-26,575.5,159.7,115,273,101.5,569.59
2013-09-27,567.5,159.7,115,273,101.5,566.64
2013-09-30,568,156.4,116,273.8,101.5,565.27
2013-10-01,566.5,157.5,117.3,274.3,102.5,561.76
2013-10-02,565,156.1,119.5,274.8,102.3,574.78
2013-10-03,565.5,155.6,119.7,279.5,102.9,566.8
2013-10-04,562,154.7,119.1,285.5,103.2,569.82
2013-10-07,566,154.7,119.2,285.5,104.6,566.51
2013-10-08,567,153.5,118.9,288,103.1,568.94
2013-10-09,554,153,118.8,287.9,102.9,560.94
2013-10-10,565,156,117.7,292.9,103.6,568.22
2013-10-11,562.5,156.7,117.7,291.2,101.4,561.78
2013-10-14,562.5,156.6,123.5,288.5,101.5,563.43
2013-10-15,564.5,156.5,124.9,290.2,102.4,559.15
2013-10-16,577,158.5,128,294.2,102.6,562.9
2013-10-17,574.5,156.1,125.3,294.7,103.1,549.89
2013-10-18,583.5,154.8,127.2,299.5,104.1,549.8
2013-10-21,583.5,158.2,128.4,301.3,103.7,541.86
2013-10-22,589,158,128.4,307,104.4,532.6
2013-10-23,572,157,128.7,304.4,104.1,525.62
2013-10-24,565,158.7,129.8,307.3,105,522.25
2013-10-25,566,158.9,126.9,307.8,104.6,527.33
2013-10-28,571,157.4,125.9,304.2,103.1,534.36
2013-10-29,568,157.6,126.2,307.2,103.9,532.5
2013-10-30,568,159.8,126.3,307.2,103.1,524.95
2013-10-31,548.5,160.7,125.3,310.1,100.4,526.5
2013-11-01,552.5,160,128.1,306.1,101.5,522.23
2013-11-04,558,160.5,129.6,307.7,101.8,522.3
2013-11-05,551.5,159.4,126.8,301,101.4,516.23
2013-11-06,552.5,161.8,131.2,306,100.7,522.82
2013-11-07,555,162.3,131.1,315,100.4,525.99
2013-11-08,549.5,161.7,129.9,310.6,99.78,525.12
2013-11-11,550,162.7,130,307.9,99.64,529.74
2013-11-12,548.5,161.2,126.5,310.4,100.9,517.04
2013-11-13,549,160.5,126.5,307,99.78,522.15
2013-11-14,559,162,125.5,304.5,99.9,520.5
2013-11-15,563,162,127.4,304.5,99.1,519.79
2013-11-18,576,162.7,132.5,307.5,99.56,513.35
2013-11-19,578,161.5,130.4,304.5,100.3,515.67
2013-11-20,583.5,160.5,130.6,297.1,100.2,514.7
2013-11-21,582.5,160.8,134,298,99.1,527.91
2013-11-22,582,161.2,133,297.3,99.36,521.57
2013-11-25,587.5,162.2,132.8,295,100.4,518.02
2013-11-26,586,162.1,132.1,288.2,98.8,514.28
2013-11-27,594,163.8,131.7,288,99.08,504.98
2013-11-28,597,166.8,131.6,296.3,99.34,513.758
2013-11-29,601.5,168,131.1,296.8,99.22,507.18
2013-12-02,607,167.2,133.3,295.1,98.76,515.89
2013-12-03,597.5,166,131,289,98.16,526.46
2013-12-04,597,165.1,127.6,284.5,97.54,532.18
2013-12-05,595,165.3,130,279.1,97.02,533.05
2013-12-06,591,165.6,130,279.7,96.52,532.32
2013-12-09,594,167.8,130.5,282.4,97.7,527.9
2013-12-10,592,169,130.4,283.5,96.6,533.45
2013-12-11,592,167,127.9,283.6,97.1,527.02
2013-12-12,579,166.8,125.9,279,98.58,526.5
2013-12-13,572,166.2,127,275.4,98.4,523.26
2013-12-16,580,166.7,126.6,278,98.04,526.29
2013-12-17,572,166.3,126,276.2,96.9,526.31
2013-12-18,573,169.3,126.2,275.7,96.8,529.55
2013-12-19,584,171.2,127.8,276.9,100.8,537.11
2013-12-20,586,174,129,282.8,103.8,541.51
2013-12-23,586.5,176.8,130.5,284.4,104.1,537.02
2013-12-27,596,178.2,132.3,288,104.6,539.7
2013-12-30,600,177.8,133.2,292.5,104.9,535.32
2014-01-02,594.5,177.7,133.7,291.4,104.7,519.54
2014-01-03,596,179.7,133.7,289.3,104.8,512.38
2014-01-06,594.5,177.5,134.1,290.3,104.9,510.68
2014-01-07,598.5,176.7,133.2,298.5,103.8,510.29
2014-01-08,588.5,179,132.7,303.5,104,504.36
2014-01-09,585.5,178.7,133,308.7,103.5,500.75
2014-01-10,582,178.2,133.4,306.5,102.4,507.42
2014-01-13,581,182.3,131.3,307,102,499.78
2014-01-14,576,178.8,129.5,308,102.3,503.13
2014-01-15,584.5,182.5,132.3,311.8,104.3,514.32
2014-01-16,594,182.6,131.8,306,103.7,513.35
2014-01-17,592.5,184.1,131,304.5,103.3,516.16
2014-01-20,588.5,183.2,131.8,299.7,102.6,522.572
2014-01-21,598,185.1,133.4,298,102.5,521.4
2014-01-22,601.5,183.3,131.8,298.8,101.7,529.99
2014-01-23,592.5,181,132.3,298,100.6,531.96
2014-01-24,575,176.2,127.9,293.5,99.6,526.99
2014-01-27,562,173,126.8,281.7,97.4,523.51
2014-01-28,556,176.9,129.4,281,99.64,532.96
2014-01-29,547,177.6,129,277.5,99,533.8
2014-01-30,545,178.1,131.7,280,105,540.12
2014-01-31,539,177.4,131.2,282.9,105.6,538.55
2014-02-03,545,176.7,132.4,278.8,104.8,533.15
2014-02-04,542,174.7,130,281.7,105,536.76
2014-02-05,545.5,175.7,130,285.5,104.7,536.69
2014-02-06,552.5,168.9,133.2,289.1,103.4,541.01
2014-02-07,546,173.7,131.9,289.4,103.6,549.64
2014-02-10,557.5,169.5,133.3,293.7,103.4,547.83
2014-02-11,562.5,166.2,133,292.8,104.5,545.42
2014-02-12,556,165.3,133.6,294.6,104,551.87
2014-02-13,548.5,166.1,134.3,293.5,104.2,547.13
2014-02-14,556.5,168.3,136,299.9,104.1,546.08
2014-02-17,557,168.2,136.3,299.5,104,554.802
2014-02-18,546,167.8,134.6,299.7,103.6,557.23
2014-02-19,585,168.7,133.6,300,103.4,561.68
2014-02-20,587,168.5,132.4,300.7,103,561.89
2014-02-21,589,172.3,132.2,303.3,103.3,558.2
2014-02-24,589,172.5,135,307,103.9,560.53
2014-02-25,576.5,171.7,135,339.3,104.3,554.5
2014-02-26,574,171,134.2,326.1,104.7,559.59
2014-02-27,568.5,172.8,131.9,318.2,103,561.11
2014-02-28,570.5,173.2,133.7,325,104.4,555.81
2014-03-03,540.5,169.3,130.1,316.1,103.7,570.96
2014-03-04,545,172.6,132.5,322.8,105,561.76
2014-03-05,548.5,171.7,130.9,325.1,105.1,552.96
2014-03-06,546,172.1,132,319.5,106.3,552.82
2014-03-07,541,172.3,130.4,319.8,105.5,552.29
2014-03-10,542.5,170.6,130.4,317.7,105.2,545.09
2014-03-11,542.5,171.5,129.2,316.4,105.1,540.38
2014-03-12,537,169.8,127.6,312,104.4,528.2
2014-03-13,532,168,127.5,311.9,103.2,527.66
2014-03-14,529.5,167.4,127,304,102.6,533.41
2014-03-17,529.5,166.8,127.9,307.4,103.7,528.27
2014-03-18,537,166.8,128.5,306.5,105,537.32
2014-03-19,535,163.3,129,308.1,104.6,540.29
2014-03-20,522,161.8,126.6,307.6,104.1,540.64
2014-03-21,516.5,161.7,127.5,305.3,105,541.54
2014-03-24,513.5,161.2,124.4,299.6,104.4,542.21
2014-03-25,537.5,164.2,126.2,297,104.9,539.51
2014-03-26,538,167.5,127,295,106.5,544.6
2014-03-27,533,168.9,129.4,290.1,106.8,549.44
2014-03-28,535,172.9,134.5,288.9,106.6,551.99
2014-03-31,539,174.9,134.5,297.8,107.2,549.98
2014-04-01,538.5,173.7,135.6,313.9,108.3,539.69
2014-04-02,545.5,174,137.2,311.6,110.6,538.99
2014-04-03,550,173.5,135.6,307.9,110.3,543.64
2014-04-04,554,177.4,136.7,315,104.9,551.23
2014-04-07,544,175.4,136.3,308.6,105.6,546.38
2014-04-08,542.5,173.4,134.5,307.7,104.7,555.96
2014-04-09,543,174.8,136.2,311.3,106.3,560.46
2014-04-10,539.5,172.6,135.7,308.5,102.1,556.55
2014-04-11,538,171.1,133.6,306.8,101.5,558.03
2014-04-14,535.5,169.4,130.5,298.7,100.7,561.86
2014-04-15,527.5,170.1,129.7,300.4,99.9,560.92
2014-04-16,536.5,174.2,131.2,305,99.64,559.49
2014-04-22,543.5,177,133.1,313,101.3,549.5
2014-04-23,538.5,178,134.2,311,101.7,547.65
2014-04-24,532,177.7,132.6,307.5,102,552.16
2014-04-25,530,174.1,131.8,306.3,101.5,544.25
2014-04-28,528,175.4,130.4,304.5,102,544.63
2014-04-29,537.5,175.9,129.4,309.3,102.3,548.32
2014-04-30,537.5,179.5,129.8,295.5,102.2,539.29
2014-05-01,538,176.5,132,298.4,102.2,536.18
2014-05-02,530.5,177.9,135.5,295.9,101.6,538.94
2014-05-05,529.5,177.7,136.3,299.5,101.3,536.58
2014-05-06,534.5,177.5,140.6,298,101.3,534.23
2014-05-07,540,177.1,140.2,294,100.9,541.62
2014-05-08,553,177.8,140.5,296,100.6,537.7
2014-05-09,546,178.5,141.1,295.4,100.8,543.35
2014-05-12,547.5,178.4,145.5,304.1,100.8,547.09
2014-05-13,552,177.1,145,300.3,101.5,555.64
2014-05-14,554.5,177.6,145.3,299,101.7,558.42
2014-05-15,555.5,177.2,146.5,293,100.6,555.99
2014-05-19,564,174.2,148.4,289.9,100.2,560.32
2014-05-20,563,175,147.9,290,101,560.03
2014-05-21,563.5,176.8,148.8,294.6,102.2,569.37
2014-05-22,570.5,177.7,148.7,293.8,102.6,568.16
2014-05-23,570,178,148.4,294,102.6,575.06
2014-05-26,572.5,180.7,149.6,302,103,570.582
2014-05-27,571.5,180.9,150,302.2,103.9,573.41
2014-05-28,569,182.4,150.5,302.7,104.5,566.91
2014-06-02,570.5,180.5,149,308,104.5,565.22
2014-06-03,570,181.8,147.1,303.1,104.8,565.27
2014-06-04,570,181.7,148,305,104.7,565.61
2014-06-06,571.5,183.9,148.5,310.5,106.5,565.15
2014-06-10,582.5,184.6,150,314.2,107.1,578.41
2014-06-11,578,181,148,309,106.6,578.55
2014-06-12,579,180.2,148.9,313,106.5,591.17
2014-06-13,579,178.5,147.1,310.1,105.8,592.4
2014-06-16,579.5,177.5,150.6,308.2,106,592.51
2014-06-17,574.5,178,154.7,310,105.8,587.74
2014-06-18,574.5,177.2,160.5,311,107,586.25
2014-06-19,585.5,178.2,161.3,314.1,107.3,586.22
2014-06-20,575,179.5,161.1,310.8,106.5,592.35
2014-06-23,581,177.5,161.1,310.7,107.1,585.77
2014-06-24,580.5,176.9,157.3,305.6,106.4,583.77
2014-06-25,575.5,175.5,154.6,309.5,106.3,586.11
2014-06-26,572,174.8,154,308.8,108.1,583.55
2014-06-27,578.5,178.2,154.9,308.7,109.3,582.88
2014-07-01,589.5,178.1,154.3,315.1,113.2,577.7
2014-07-02,584.5,180.1,154.5,320.5,112.3,574.29
2014-07-03,582.5,181.3,154,321.8,112,572.46
2014-07-04,589,180.7,153.4,320,112,578.708
2014-07-07,582,179.7,151.9,320.8,112.1,571.56
2014-07-08,584,176.2,152.5,317.5,111.2,570.93
2014-07-09,582,176.8,150.1,315,110.3,564.12
2014-07-10,576,172.9,147,308.4,112.6,567.8
2014-07-11,577,175.2,149.4,309.3,114.3,556.53
2014-07-14,584.5,178.4,148.9,315.9,115.1,556.68
2014-07-15,582,177.8,146.4,312.1,114.4,550.83
2014-07-16,584,182,151,317.4,115.5,561.39
2014-07-17,582,180.3,150.8,317.7,115.2,572.51
2014-07-18,572,178.3,148.2,313.7,113.7,572.47
2014-07-21,572,176.7,149.8,310.5,113.4,581.07
2014-07-22,570.5,176.7,150.6,316.6,114.6,578.52
2014-07-23,573,177,144.9,317.6,113.6,574.9
2014-07-24,572.5,176.8,145.5,322,114.3,568.82
2014-07-25,565.5,176.6,145,321.6,113.3,583.84
2014-07-28,559,173.9,143.2,321,113.3,586.62
2014-07-29,565,174.5,145.4,324.8,113.9,582.54
2014-07-30,549.5,177.8,145,322.9,113.2,580.3
2014-07-31,535,176,142.4,316.1,112.1,547.46
2014-08-01,533.5,173.6,140.7,313,110.4,544.69
2014-08-04,535.5,171.9,142.5,312.3,110.9,545.81
2014-08-05,531.5,171.8,144.4,311,111.6,542.32
2014-08-06,533,170.7,142.8,307.7,111.3,541.54
2014-08-07,521.5,170.5,143.3,305.9,110.7,542.88
2014-08-08,516,169.2,139.5,304.4,108.4,543.53
2014-08-11,523.5,172.1,140.6,308.6,109.9,546.33
2014-08-12,525.5,172.5,137.5,312.7,110.8,543.88
