"Date","SimCorp","Ambu","DanskeBank","DSV","Genmab","SydBank","Vestas","WilliamDemant","GBP","NOK","C20index","TenYearBond"
2012-07-23,99.9,6.75,86.6,120.4,61.7,96,5.04,110.6,9.54,1.01,463.21,0.98
2012-07-24,99.3,6.6,86.4,119.9,64.4,97.25,5.03,111.3,9.56,1.01,464.37,1.03
2012-07-25,99,6.58,86.75,119.1,64.1,96.8,5,110.7,9.5,1.01,466.58,1.06
2012-07-26,100,6.58,88,121.3,64.05,97.35,5.02,113.3,9.5,1.01,472.48,1.12
2012-07-27,99.3,6.65,89.6,122.9,63.7,99.15,5.02,113.9,9.5,1,482.98,1.18
2012-07-30,99.2,6.65,90.2,123,62.8,98.85,5.19,115,9.54,1,485.01,1.17
2012-07-31,98.7,6.6,90,129.9,62.1,98.1,5.79,114.3,9.49,1,484.14,1.08
2012-08-01,98.9,6.68,87.8,128.9,62,96.7,5.33,112.6,9.45,1.01,481.6,1.18
2012-08-02,97.5,6.55,88.05,127,62.2,96.05,5.49,112.8,9.42,1,479.38,1.03
2012-08-03,99,6.6,89,130.2,63.5,98.5,5.56,113.3,9.45,1.01,486.23,1.21
2012-08-06,100.4,6.65,90,131,63.3,99.25,5.62,114.7,9.36,1.01,488.3,1.18
2012-08-07,100,6.58,96.05,131.8,63.65,98.8,5.64,115,9.38,1.01,488.85,1.24
2012-08-08,101,6.53,95.5,131.2,63.9,98.2,5.6,113.4,9.44,1.02,487.71,1.18
2012-08-09,102,6.5,97.9,132.9,63.9,98.35,5.75,114,9.46,1.02,492.22,1.2
2012-08-10,103.4,6.53,98.6,131.2,62.4,97,5.86,111.5,9.47,1.02,489.16,1.12
2012-08-13,103.3,6.6,102,131.4,63.8,99.7,5.81,110.3,9.47,1.02,489.03,1.16
2012-08-14,103.2,6.6,101,132.2,63.3,101,5.86,110.2,9.47,1.02,497.59,1.22
2012-08-15,101.3,6.6,101.1,132.3,62.7,102,5.84,111.4,9.51,1.02,500.37,1.3
2012-08-16,101.3,6.58,100.6,133.1,64.2,103.8,6.08,103,9.52,1.01,496.85,1.27
2012-08-17,101.6,6.6,100.5,133.2,65.1,103.3,6.5,101.5,9.48,1.02,493.87,1.23
2012-08-20,104,6.58,100,132.3,65.05,102.2,6.43,101.6,9.5,1.02,494.49,1.24
2012-08-21,104.2,6.6,101,132.8,66,103.9,6.79,101.2,9.45,1.02,494.14,1.3
2012-08-22,101.7,6.6,100.2,130.6,69.95,101.4,6.35,99,9.45,1.01,490.54,1.19
2012-08-23,100.6,6.75,102,130,69.85,103.5,6.67,99.58,9.41,1.01,491.09,1.1
2012-08-24,100.4,6.88,101.1,128.3,69.5,101,6.58,99.64,9.43,1.02,487.55,1.06
2012-08-27,99.9,7,101.3,129.5,69.65,100.9,6.78,99.66,9.4,1.02,489.87,1.09
2012-08-28,99.3,7,101,129,68.15,101,8.04,100.1,9.37,1.02,487.29,1.08
2012-08-29,100.1,6.92,101.5,129.3,67.85,100.6,7.64,101.2,9.41,1.02,489.53,1.14
2012-08-30,101,7,101.5,128,78.75,100.3,7.93,101.9,9.42,1.02,488.04,1.08
2012-08-31,102,7.05,103,128.9,78.5,100.9,8.25,102.2,9.37,1.02,490.16,1.1
2012-09-03,105,7.3,104.5,130.8,83.3,101.4,8.87,102.2,9.42,1.02,494.23,1.14
2012-09-04,104.4,7.28,103.1,130,79.7,101.6,9.7,102.1,9.41,1.02,489.88,1.16
2012-09-05,103.1,7.3,102.7,127.8,80,102.1,8.9,104.3,9.43,1.02,492.97,1.51
2012-09-06,110,7.3,105.7,130.5,80.5,103,9.13,105,9.39,1.01,499.82,1.58
2012-09-07,114.7,7.25,106.4,132,80,105.1,9.19,103.9,9.35,1.01,496.63,1.54
2012-09-10,117,7.53,106.9,132.1,79.25,104.3,9.33,103,9.32,1.01,494.79,1.57
2012-09-11,119.3,7.45,106.8,131.6,77,103.4,8.76,102.8,9.34,1.01,495.37,1.56
2012-09-12,119,7.42,109.4,131.3,74.15,105.1,7.98,103.1,9.3,1.01,489.7,1.65
2012-09-13,119.5,7.47,107.8,129.9,73.85,104.4,6.91,102.9,9.3,1,485.06,1.63
2012-09-14,119.9,7.68,112,133.1,73.8,105.2,7.3,103.8,9.23,1,488.49,1.77
2012-09-17,118,7.6,110.6,132,76.65,106.6,7.91,103.3,9.24,1,486.27,1.75
2012-09-18,116.8,7.5,109,131.5,73.85,108.8,7.99,103.2,9.28,1,486.82,1.72
2012-09-19,116.6,7.55,109,131.6,74,110,7.9,103,9.29,1,488.72,1.7
2012-09-20,118.4,7.55,109.4,132.6,72.8,110,7.92,104.3,9.32,1,494.5,1.66
2012-09-21,118.3,7.45,109.5,133.4,73.05,110.3,8.14,104.5,9.33,1,498.93,1.68
2012-09-24,119.7,7.38,108.5,131.3,74.35,110.2,8.58,103.6,9.36,1,498.97,1.62
2012-09-25,123.5,7.47,108.5,131.7,73.8,110.6,9.02,103.6,9.36,1.01,500.9,1.66
2012-09-26,120,7.35,104.7,129.4,72.6,108,8.75,103.4,9.38,1.01,494.04,1.51
2012-09-27,120,7.2,106,129.6,72.25,108.2,8.6,104,9.39,1.01,494.1,1.51
2012-09-28,123.9,7.4,104.7,130.4,72.95,109.4,8.25,104,9.34,1.01,493.22,1.49
2012-10-01,125.5,7.38,106.9,131.6,73.7,109,8.12,103.4,9.34,1.01,499.78,1.51
2012-10-02,125.6,7.45,107.1,130.9,75.15,107.7,7.99,105.3,9.31,1.01,500.44,1.52
2012-10-03,126.8,7.55,107,129.6,75.95,107.8,7.58,105.7,9.31,1.01,499.69,1.52
2012-10-04,128,7.65,107.8,128.5,77.75,107.7,7.12,105.1,9.27,1,502.39,1.51
2012-10-05,130,7.6,108,129,78.9,108.4,7.46,106.2,9.28,1.01,505.34,1.57
2012-10-08,130.1,7.65,107.8,128,78.2,107.5,7.61,105.6,9.22,1.01,504.23,1.52
2012-10-09,128.4,7.72,107.5,127.3,79.25,106.5,7.32,104.9,9.23,1.01,499.97,1.52
2012-10-10,126.3,7.65,106.5,126.3,78.5,105,7.05,104.5,9.27,1.01,496.1,1.54
2012-10-11,125.9,7.68,107.5,126.7,82.05,105.7,7,105,9.26,1.01,495.21,1.54
2012-10-12,124.4,7.7,104.5,126.3,82.05,106,6.84,104,9.25,1.01,491.41,1.49
2012-10-15,125.9,7.72,104.3,125.3,81.9,105.5,6.85,103.9,9.24,1.01,496.66,1.49
2012-10-16,126.2,7.72,106.8,125.3,83.55,106.8,6.91,104.8,9.21,1.01,501.82,1.56
2012-10-17,127.1,7.65,105.8,125,86.85,107,6.9,104.9,9.19,1.01,500.55,1.65
2012-10-18,127.1,7.7,106.4,124.2,86.2,106.8,6.9,105.2,9.19,1.01,501.53,1.65
2012-10-19,125.8,7.7,104.1,124.7,87,105.6,6.59,106,9.18,1.01,504.66,1.62
2012-10-22,124.9,7.65,105.7,124.6,84.85,107,6.27,104.9,9.16,1.01,503.28,1.64
2012-10-23,124.6,7.65,103.7,124.1,82.85,106.9,6.23,103.6,9.17,1.01,497.71,1.59
2012-10-24,124.5,7.72,101.7,123.7,83.5,106.2,6.45,103.7,9.23,1,496.96,1.59
2012-10-25,125.4,7.75,103.7,128,83.4,107.1,6.21,103.4,9.27,1,499.41,1.6
2012-10-26,125.3,7.75,101.7,128.2,82.95,106.4,6.15,102.9,9.31,1,491.78,1.54
2012-10-29,126.1,7.7,103.7,129.5,82.5,107.7,6.04,101.7,9.27,1,493.16,1.48
2012-10-30,126.4,7.72,94,130.5,80.6,106.1,6.4,100.8,9.25,1,488.47,1.52
2012-10-31,125.9,7.68,90,129.4,80.2,105.3,6.67,99,9.25,1.01,485.28,1.5
2012-11-01,125.4,7.65,93.8,130.6,83.9,105.4,6.4,100.1,9.29,1.01,484.83,1.47
2012-11-02,125.9,7.7,94.55,132.8,83,107.2,6.72,99.9,9.31,1.02,489.13,1.46
2012-11-05,126,7.68,94.5,133.7,81.4,108.1,6.31,99.04,9.32,1.02,488.36,1.44
2012-11-06,126.3,7.7,94.95,133.6,81,106.8,6.14,98.8,9.31,1.02,473.8,1.44
2012-11-07,125.9,7.65,95.95,132.1,81.4,105.1,5.33,93.76,9.34,1.02,476.61,1.39
2012-11-08,125.5,7.7,94.8,132.3,81.4,105,5.4,92.12,9.36,1.02,473.69,1.36
2012-11-09,126.4,7.65,93.15,132.4,79.35,104.4,5.23,92.68,9.35,1.02,489.75,1.35
2012-11-12,126.3,7.65,94.05,133.2,78.95,104.5,5.14,92.58,9.3,1.02,487.12,1.35
2012-11-13,126.7,7.6,93.3,132.6,75.6,103.5,4.95,92.02,9.33,1.02,485.54,1.35
2012-11-14,127.9,7.58,93.9,131.5,74.3,102.2,4.92,91.72,9.29,1.02,484.61,1.34
2012-11-15,125.8,7.55,94.2,128.9,70.7,102.1,4.81,91.08,9.26,1.01,477.23,1.35
2012-11-16,125.2,7.38,93,129,69.5,102,5.05,90.98,9.29,1.01,475.7,1.33
2012-11-19,125.7,7.35,93.8,130.2,70.05,103.1,4.84,91.42,9.29,1.01,478.52,1.36
2012-11-20,126.1,7.4,93.05,130.8,71.75,103.9,4.88,92.46,9.27,1.02,482.16,1.43
2012-11-21,127,7.4,93.15,133,71.25,103.7,4.88,92.72,9.28,1.02,483.11,1.39
2012-11-22,130,7.38,94.15,135.3,72,105.2,5.18,93.14,9.23,1.02,488.1,1.4
2012-11-23,130.9,7.4,95,135.3,72.25,106.5,5.21,95.04,9.21,1.02,490.27,1.41
2012-11-26,131.2,7.35,93.5,134.9,70.25,103.8,6.31,93.92,9.21,1.02,487.22,1.36
2012-11-27,126.8,7.4,94.3,134.7,70.8,104.5,5.57,93.5,9.23,1.01,488.88,1.38
2012-11-28,123.4,7.35,93.95,132.2,69,102,5.38,92.8,9.24,1.02,486.44,1.32
2012-11-29,125.9,7.53,96.9,134.7,70.95,103.2,5.6,93.78,9.2,1.01,490.77,1.33
2012-11-30,127.5,7.5,98.35,135.4,76.25,103.1,5.51,93.2,9.2,1.01,490.93,1.34
2012-12-03,127,7.47,98.2,135.7,75.4,104.9,5.82,93.14,9.19,1.02,493.98,1.38
2012-12-04,127.2,7.5,99,134,76,104.9,5.98,92.8,9.18,1.02,492.97,1.36
2012-12-05,127.4,7.47,98.45,136.9,80.55,105.8,6.14,94.06,9.19,1.01,494.23,1.31
2012-12-06,128.4,7.5,98.5,140.1,80.45,106.5,5.9,96.08,9.19,1.02,497.07,1.3
2012-12-07,128.5,7.5,98.5,139,80.2,106.1,6,98.8,9.25,1.02,498.57,1.3
2012-12-10,126.6,7.5,98,139,82.55,104.8,6.08,98.86,9.27,1.02,499.44,1.31
2012-12-11,127.5,7.58,96.95,140.2,82,103.6,6.1,99.4,9.24,1.02,502.48,1.34
2012-12-12,126.5,7.5,98.7,138.3,81.3,104.5,6.05,98.2,9.24,1.02,500.84,1.35
2012-12-13,125.2,7.5,98.25,139.9,82.5,103.9,6.1,96.74,9.21,1.02,497.77,1.4
2012-12-14,125.6,7.35,99.35,140.1,83.9,104.5,6.39,97.8,9.19,1.01,498.76,1.41
2012-12-17,123.8,7.35,97.85,138.5,82.35,103.9,6.42,96.32,9.19,1.01,493.23,1.43
2012-12-18,125,7.4,96.1,140,80.7,101.5,6.67,97.64,9.18,1.01,492.4,1.47
2012-12-19,125.8,7.25,96.75,140.8,82,101,6.8,97.26,9.14,1.01,493.74,1.49
2012-12-20,127,7.47,97.95,143.7,80,99.95,7.17,98.08,9.16,1.01,495.72,1.48
2012-12-21,127.5,7.75,96.4,144,80.6,100.1,7.14,97.36,9.16,1.02,496.97,1.44
2012-12-27,127,7.75,96.55,145.4,78.95,100.1,6.82,97,9.1,1.01,497.93,1.38
2012-12-28,126.4,7.95,95.65,145.7,77.8,99.7,6.37,96.78,9.13,1.02,496.16,1.38
2013-01-02,128,7.95,97.7,148.3,78.45,101.7,6.8,97.56,9.16,1.02,506.42,1.5
2013-01-03,128,7.9,98.4,146.9,78.95,102.9,6.84,98,9.2,1.02,508.41,1.54
2013-01-04,127.5,7.97,99.65,146.5,78.5,103,6.87,98.68,9.18,1.02,513.09,1.61
2013-01-07,127.5,7.97,101.7,147,81,105.4,7.34,98,9.19,1.02,513.85,1.58
2013-01-08,126,7.95,103.4,145.5,80.45,105.1,7.09,97.44,9.16,1.02,517.98,1.55
2013-01-09,126,7.95,106.5,145.3,80.9,105.1,7.34,97.72,9.15,1.02,521.07,1.54
2013-01-10,127.3,7.95,107.8,144.5,83.05,106.5,7.93,98.86,9.13,1.02,522.47,1.63
2013-01-11,127.1,7.97,106.2,144,83.2,107,8.35,97.92,9.06,1.02,523.48,1.66
2013-01-14,126.5,8,106,142.9,84.3,107.9,7.59,97.64,8.98,1.01,522.1,1.62
2013-01-15,125.5,7.97,108.6,143.4,84.2,107.8,7.69,97.88,8.99,1.01,526.43,1.58
2013-01-16,126,7.9,107.6,142.9,87.45,107.9,7.66,96.1,8.99,1.01,529.22,1.58
2013-01-17,126.8,7.97,107.4,144,90.3,107.7,7.63,95.8,8.95,1.01,531.43,1.65
2013-01-18,125.9,7.95,109,146.3,89.95,108.6,7.75,95.92,8.91,1,530.26,1.63
2013-01-21,126,7.9,108.2,147.6,95.1,109,7.66,96.16,8.9,1,534.77,1.68
2013-01-22,125.8,7.95,107.4,147.2,96.9,108.9,7.73,97.62,8.89,1,535.31,1.66
2013-01-23,126.9,7.97,104.4,147.2,101.8,107.8,7.83,99.26,8.88,1.01,537.92,1.63
2013-01-24,126.9,7.85,106,146.8,100.6,109.5,7.54,97.62,8.84,1.01,536.63,1.65
2013-01-25,127.8,8,106.7,146.5,103.6,108.6,7.7,98.22,8.77,1.01,541.83,1.72
2013-01-28,128.5,7.95,105.8,145,100.8,109,7.66,96.78,8.73,1,539.03,1.77
2013-01-29,128.3,7.88,105.5,144.2,98.65,107.5,7.5,96.86,8.74,1.01,539.49,1.78
2013-01-30,130.5,7.95,107,143.8,99.3,108.6,7.25,97.36,8.69,1,541.05,1.81
2013-01-31,131.5,7.85,105.4,141,98,108.4,6.64,96.38,8.71,1,535.73,1.79
2013-02-01,135.5,7.95,107.2,142.9,96.8,108.2,6.88,97.44,8.66,1,547.66,1.78
2013-02-04,135.8,8,105.6,140,97.2,107.8,6.87,97.68,8.66,1,547.74,1.74
2013-02-05,135,8.03,107.2,141.5,96.7,109.1,6.79,98.86,8.67,1.01,552.39,1.8
2013-02-06,134.5,8.05,104.5,139,94.7,107.8,7.34,98.56,8.64,1,551.7,1.77
2013-02-07,135.7,7.97,107.7,138.9,93.85,106.9,8.1,98.22,8.65,1,553.46,1.75
2013-02-08,134.5,7.97,110.2,139,94.7,107.9,8.04,97.6,8.81,1.01,556.88,1.76
2013-02-11,135.8,8.03,107.4,137.5,95.55,107.8,7.76,96.62,8.74,1.01,520.37,1.77
2013-02-12,141,8,107.1,140.1,99.25,107.8,8.03,99.08,8.66,1.01,522.44,1.8
2013-02-13,138.8,8,106.8,142.5,97.55,108.6,8.12,100,8.62,1.01,527.35,1.83
2013-02-14,139.6,8.07,107.4,143.1,97.5,108.4,8.03,98.86,8.68,1.01,531.54,1.8
2013-02-15,141.5,8.25,108.3,142.9,102,108.2,8.04,97.98,8.67,1.01,531.89,1.81
2013-02-18,140.2,8.45,107.6,141.9,103.9,108.7,8.07,97,8.65,1.01,528.85,1.78
2013-02-19,141,8.53,108.5,142.9,106.2,109.7,8,97.8,8.64,1.01,534.17,1.78
2013-02-20,142,8.5,109,140,108,112.5,8.4,97.5,8.54,1.01,540.3,1.82
2013-02-21,141,8.55,106.1,137.8,105.7,114.7,7.98,97.32,8.63,1,536.13,1.74
2013-02-22,140.1,8.9,107.8,140.2,103.7,113.7,8.15,96.76,8.65,1,539.49,1.73
2013-02-25,141,8.85,107.2,139.5,102.8,115,8.25,96.4,8.49,1,543.41,1.73
2013-02-26,140.1,8.88,105.4,140.3,100.9,115,8.04,90.98,8.64,1,544.78,1.63
2013-02-27,139.4,8.85,106.1,140.6,100.7,114.9,8.1,90.1,8.63,1,543.04,1.6
2013-02-28,146.8,8.9,106.3,140.3,102.9,115.9,8.16,91.32,8.64,1,546.55,1.6
2013-03-01,146.6,8.9,108.1,139.5,104.8,116.7,8.2,91.88,8.62,1,549.11,1.58
2013-03-04,145.2,9.2,108.9,140.6,104.4,117.8,8.04,91.66,8.63,1,556.56,1.58
2013-03-05,146.4,9.15,111.3,143.4,103,119.7,8.09,92.7,8.67,1,562.55,1.61
2013-03-06,147.5,9,106.1,142.3,101.5,118.3,8.18,93.1,8.63,1,557.76,1.62
2013-03-07,148.6,8.95,108,141.4,101.9,119,8.22,95.74,8.62,1.01,552.03,1.67
2013-03-08,153,9.45,109.3,143.5,117.1,121,8.63,95.58,8.56,1,552.76,1.69
2013-03-11,155,9.65,108.4,143.4,118.9,121.5,9.05,96,8.54,1,554.94,1.68
2013-03-12,155,9.6,109.8,144.6,118.6,121.6,9.34,96.1,8.51,1,554.46,1.66
2013-03-13,155.5,9.35,109.7,142.5,123.9,121.4,9.32,96.3,8.59,1,555.82,1.66
2013-03-14,156.1,9.5,109.7,143.6,122.4,122.2,9.29,96.8,8.61,0.99,554.81,1.66
2013-03-15,156,9.43,109.1,145,123.1,122.4,9.25,96.98,8.63,0.99,554.75,1.64
2013-03-18,157.3,9.55,107.2,144.6,120,120.8,9.33,96.36,8.71,0.99,543.7,1.58
2013-03-19,158.6,9.88,105.6,144.1,120.3,120,9.25,95.52,8.71,0.99,544.66,1.54
2013-03-20,159,10.2,105.9,144.1,127,120.2,9.38,96.14,8.72,0.99,541.85,1.57
2013-03-21,158.5,10.4,105.8,143.6,128.3,120.4,9.44,97.34,8.75,0.99,537.06,1.56
2013-03-22,153.7,10.2,107.4,141.7,129,119.9,9.54,97.6,8.74,0.99,534.24,1.57
2013-03-25,154.9,9.95,106.3,142.2,133,119.9,9.48,98,8.75,0.99,536.21,1.54
2013-03-26,154.4,9.78,105.4,141.5,134,119.5,9.47,97.8,8.78,0.99,538.77,1.54
2013-03-27,156,10.1,104,140.5,134.5,119.1,9.3,97.46,8.82,1,534.47,1.48
2013-04-02,156.9,10.2,104.1,143.2,139.5,121.9,8.9,99.7,8.8,1,540.62,1.5
2013-04-03,157.2,10.2,106.1,143.3,144,121.4,8.82,100.8,8.79,1,543.5,1.48
2013-04-04,154.5,10.07,104.3,141.7,141.8,118.7,8.68,98.4,8.8,1,535.6,1.44
2013-04-05,151.5,9.85,104.1,137,138.4,117.8,8.39,95.92,8.78,1,527.08,1.4
2013-04-08,154.5,9.6,103.2,136.8,139.7,117.6,9.04,96.2,8.76,1,532.91,1.43
2013-04-09,155.7,9.4,103.6,137.9,146,117.3,8.92,94.8,8.75,1,532.32,1.44
2013-04-10,156.6,9.4,107,140.9,148.4,120.3,9.46,95,8.72,0.99,537.44,1.48
2013-04-11,161,9.55,108.4,140.7,154.4,122.2,9.37,94.1,8.75,1,541.45,1.49
2013-04-12,160.8,9.6,106.4,138.2,152.9,121.4,9.57,93.52,8.77,1,535.48,1.44
2013-04-15,159.2,9.68,104.4,136.1,156.5,121.5,9.3,93.6,8.74,0.99,534.42,1.43
2013-04-16,157,9.6,104.1,135.6,155.6,120.4,9.18,92.26,8.7,0.99,530.71,1.45
2013-04-17,154.6,9.25,102.2,132.5,147.5,119.2,8.73,90.5,8.66,0.99,524.52,1.39
2013-04-18,154,9.53,101.7,132.4,148,119.4,8.52,89.92,8.72,0.98,523.21,1.39
2013-04-19,154,9.53,102.8,134.7,147.4,123,8.82,90.02,8.73,0.98,524.88,1.41
2013-04-22,153.9,9.68,102.5,136,147.5,123,8.95,89.2,8.71,0.98,524.65,1.39
2013-04-23,154,9.7,105.2,137.4,148,127.4,9.3,90.5,8.75,0.97,530.56,1.4
2013-04-24,155.7,9.75,107.3,137.8,148.3,126.6,9.35,90.46,8.75,0.97,536.14,1.38
2013-04-25,156,9.8,107.8,141.5,148.2,126.8,9.57,91.4,8.82,0.97,537.94,1.37
2013-04-29,158.4,10.1,108.7,141.6,149.2,130.6,9.78,91.58,8.83,0.98,538.93,1.33
2013-04-30,165.5,10,107,142.5,147.6,129,9.81,90.6,8.83,0.98,539.28,1.32
2013-05-01,167.4,9.93,109,140.4,144.5,128.3,9.95,91.38,8.78,0.98,536.69,1.34
2013-05-02,165.3,9.9,103.1,138.7,157,124.6,10,89.98,8.81,0.98,538.01,1.29
2013-05-03,163,9.45,102.7,137,155.7,122.4,10.08,90.46,8.84,0.98,538.96,1.36
2013-05-06,163,9.4,101.8,135,154.7,122.9,10.61,91.4,8.84,0.98,541.94,1.36
2013-05-07,164,9.32,103.6,137.1,154.6,122.6,10.58,94.98,8.83,0.98,542.22,1.42
2013-05-08,168.3,9.5,104.4,140,160.9,124.7,11.97,96.14,8.8,0.98,546.03,1.38
2013-05-13,169,9.47,103.3,139.8,162.2,125.7,13.26,97.88,8.83,0.99,550.66,1.47
2013-05-14,171.9,9.5,103.5,140.6,164.9,125.5,13.92,97.24,8.79,0.99,555.69,1.47
2013-05-15,173.1,9.4,102.3,141.5,170,125,14.1,96.7,8.81,0.99,556.79,1.48
2013-05-16,173.8,9.5,102.4,140.2,180,123.5,13.96,95.38,8.81,0.99,552.34,1.42
2013-05-17,173.6,9.5,103.2,138.9,197.6,124.5,13.75,94,8.82,0.99,551.23,1.4
2013-05-21,173.4,9.47,103,139.4,192.7,125.6,14.22,95.08,8.78,0.99,551.95,1.49
2013-05-22,174,9.47,106.3,141.3,195.5,125.7,14.66,94.62,8.71,1,553.85,1.47
2013-05-23,175,9.47,104.3,138.6,185,125.1,14.05,92.96,8.72,0.99,543.23,1.53
2013-05-24,176.9,9.4,105.4,138.9,191.5,125.3,14.97,92.88,8.7,0.99,544.48,1.49
2013-05-27,177,9.35,106.9,139.2,188,126.4,15.4,93.5,8.71,0.99,547.07,1.51
2013-05-28,177,9.43,112,141,197,128.1,16.6,92.66,8.71,0.99,552.21,1.56
2013-05-29,175,9.4,111.1,138.1,195.2,128,16.78,91.38,8.7,0.98,542.9,1.59
2013-05-30,173,9.28,114.5,139,208.5,129.6,17,93.28,8.71,0.98,543.91,1.57
2013-05-31,176.5,9.32,113.4,138.3,206,128.6,16.98,91.6,8.73,0.98,535.37,1.6
2013-06-03,178,9.25,113,137.3,202,128.5,15.74,91.2,8.75,0.98,533.48,1.65
2013-06-04,179.5,9.25,114.3,139,206.3,128.3,15.45,90.64,8.71,0.98,537.26,1.63
2013-06-06,179.5,9.43,111,139,216.9,127.3,14.66,90.4,8.78,0.98,527.67,1.65
2013-06-07,178.5,9.3,112,139,214.6,127.4,14.67,91.16,8.76,0.98,526.31,1.67
2013-06-10,178.5,9.2,113.5,140,218.8,126.8,14.88,90.4,8.77,0.98,528.78,1.68
2013-06-11,174,9.25,111.5,136.6,199,122.9,14.42,90.88,8.73,0.97,525.28,1.7
2013-06-12,175,9.25,110.5,135.5,199,122.6,14.41,92.38,8.79,0.97,527.27,1.69
2013-06-13,173,9.2,111,136.4,190.6,122.3,14.4,91.8,8.78,0.97,526.14,1.69
2013-06-14,174,9.15,111.1,136.6,184.5,122.1,14.46,92.38,8.76,0.98,526.84,1.61
2013-06-17,173.5,9.15,111.7,137.9,186.5,123,15.08,93.92,8.8,0.98,522.11,1.62
2013-06-18,174,9.18,104.9,137.8,188.8,123,14.85,94.66,8.71,0.97,521.25,1.67
2013-06-19,175,9.12,102.1,138.3,184.1,119.5,14.95,94.02,8.72,0.97,515.64,1.74
2013-06-20,173,9.12,99.9,135.6,180,117,14.46,91.26,8.73,0.95,506.66,1.8
2013-06-21,169.5,9,99.6,135.9,177,117.4,14.6,92.46,8.74,0.94,504.57,1.89
2013-06-24,165,8.78,97.2,134,165,114.6,14.26,91.22,8.76,0.93,493.9,1.96
2013-06-25,168.5,9.05,98.6,135.1,168.6,115.8,14.47,92.2,8.79,0.93,503.1,1.94
2013-06-26,171.5,9.12,99.6,135.7,179,115.7,15.27,92.74,8.8,0.94,510.8,1.89
2013-06-27,172,9.1,99.05,139,185.6,114.7,16.15,94.02,8.74,0.95,518.67,1.86
2013-06-28,170,9.25,98,139.7,174,114,16.28,94.78,8.7,0.95,512.03,1.86
2013-07-01,174,9.3,98.95,142.2,178.5,114.2,16.1,93.86,8.71,0.94,518.97,1.85
2013-07-02,174,9.18,100,144.2,177,114.3,16.23,94.14,8.7,0.94,519.71,1.85
2013-07-03,173,9.03,98.1,143.7,176.4,114.6,16.26,93.14,8.79,0.94,516.22,1.8
2013-07-04,173.5,9.03,100.4,144.9,177.5,115.9,17.08,95.04,8.68,0.94,525.76,1.82
2013-07-05,173,9,100.1,144.8,175.9,115.3,17.2,93.88,8.67,0.94,526.64,1.88
2013-07-08,174,9.03,103,145.9,178.5,117.3,17.96,94.12,8.66,0.94,533.01,1.86
2013-07-09,178,9.5,103.2,146.2,179,118.2,18.16,96.54,8.62,0.94,531.69,1.8
2013-07-10,181,9.62,102,148.5,179.7,117.8,17.96,96,8.67,0.95,537.47,1.79
2013-07-11,182.5,9.25,102,149,178.4,118.9,18.6,97.7,8.64,0.94,539.95,1.77
2013-07-12,184,9.65,101,148.4,178.7,119.1,18.78,97.56,8.65,0.94,540.62,1.76
2013-07-15,186.5,9.6,101.8,148.8,179,120,18.68,97.6,8.62,0.94,539.11,1.73
2013-07-16,188.5,9.55,100.9,147.5,180,120.6,18.48,97.28,8.58,0.94,534.06,1.69
2013-07-17,187,9.53,104,148.4,180.4,121,18.79,97.58,8.64,0.95,540.1,1.69
2013-07-18,182,9.75,104.3,148.5,185.7,123,18.86,97.94,8.66,0.95,540.9,1.65
2013-07-19,181.5,10.1,103.8,148.7,182.4,123.6,19.53,97.8,8.67,0.95,538.7,1.65
2013-07-22,180,10.05,103.5,148.4,181.4,123.4,20.2,97.04,8.68,0.95,537.53,1.66
2013-07-23,179,10.1,105,147.9,177.1,125,20.58,96.68,8.68,0.95,541.48,1.69
2013-07-24,180,10.18,106.9,149,173.8,127.5,21.84,97.32,8.65,0.96,546.81,1.78
2013-07-25,177,10.22,104.8,145.5,167.5,126.6,22.1,95.6,8.63,0.95,543.88,1.81
2013-07-26,178.5,9.93,103.3,145,166,126,21.52,96,8.66,0.95,542.87,1.85
2013-07-29,176.5,10.15,103.3,144.7,165,126.6,21.34,97.82,8.64,0.95,545.09,1.81
2013-07-30,175.5,9.97,103.9,150.1,164.9,125.4,21.8,98.14,8.6,0.95,547.16,1.85
2013-07-31,179,10.1,103.3,147,162,125.3,22.72,98.72,8.53,0.95,546.92,1.82
2013-08-01,180,10,112.9,148,161.4,128,23.9,98.64,8.58,0.95,560.72,1.79
2013-08-02,180,10.12,113.3,147.7,158.8,127.5,24.4,99.68,8.56,0.95,560.58,1.78
2013-08-05,182.5,10.1,114.4,148,159.6,129.4,25.26,98.98,8.63,0.95,563.99,1.8
2013-08-06,179.5,10.15,111.3,147.3,160.1,128.9,23.4,99.16,8.61,0.95,557.78,1.82
2013-08-07,177,9.97,112,147.7,160.8,128.9,22,98.54,8.68,0.94,554.36,1.81
2013-08-08,177,10.03,113,148.1,166.7,129.5,22.78,98.04,8.65,0.95,557.15,1.81
2013-08-09,177.5,9.9,114.4,148.2,169,130.8,22.66,98.1,8.66,0.95,560.43,1.83
2013-08-12,176,10,113.2,148,169.7,132.9,22.68,97.94,8.69,0.96,562.73,1.84
2013-08-13,176,10.03,114.9,149,168.7,137.2,22.34,99.74,8.68,0.96,568.07,1.95
2013-08-14,175,9.95,115,149.7,170.3,139.1,22.68,97.62,8.73,0.95,566.7,1.95
2013-08-15,173.5,9.97,115,147.5,177.1,139,22.76,97.68,8.74,0.95,563.44,2.02
2013-08-16,173,9.88,117.9,148,171.8,141.8,23.1,98.1,8.74,0.94,570.25,2.01
