"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","C20index"
2010-01-04,6378.09,6612.85,5.45,393,96.2,111.97,96,389,92,29.7,205,95.05,67.6,113.5,28.4,98.5,136,70.3,66.4,78,421.55,5780.41,5.17,8.35,0.73,0.9,0.76,2.14,3.67,347.85
2010-01-05,6378.09,6664.75,5.4,394.85,92.8,115.67,95.95,384.5,89.6,29.3,204.1,96.5,66.78,115.4,27.5,98.1,137.5,68.8,64.38,77,421.34,5761.23,5.15,8.26,0.73,0.91,0.75,2.12,3.66,345.14
2010-01-06,6447.42,6730.26,5.65,388,95.2,117.06,100.5,374.9,88.75,28.4,203.4,96.55,67.5,110.6,27.4,99,137.7,68.2,63.58,76.34,431.3,5889.87,5.19,8.28,0.73,0.91,0.76,2.12,3.69,346.37
2010-01-07,6655.4,6972.61,5.5,392,96.4,120.76,101,376,88,29.5,210.4,98.5,67.12,114.4,27.9,98.5,138,67.06,64.1,77,430.01,5894.5,5.2,8.27,0.73,0.91,0.76,2.09,3.67,351.28
2010-01-08,6849.52,7131.28,5.55,393,96,122.61,101.7,375.9,89,29.5,210.7,99,68,111.6,27.6,97.8,140.5,67.86,63.8,78.02,431.4,5933.78,5.21,8.33,0.73,0.91,0.76,2.06,3.67,353.23
2010-01-11,6936.18,7270.77,5.65,400,97.53,125.29,104,375,89.9,29.3,210,104,70,111.2,28.2,100,140,67.74,65.8,78.24,422.66,5893.77,5.12,8.28,0.73,0.91,0.75,2.02,3.64,359.54
2010-01-12,6893.71,7265.54,5.62,395,96.5,124.46,102,368,89.6,29.5,209.1,103.2,69.2,112.4,28,99.5,139.7,67.82,63.4,76.44,415.11,5800.4,5.14,8.29,0.73,0.91,0.75,2.02,3.6,356.73
2010-01-13,6906.71,7209.74,5.62,395,95.36,123.72,99.5,370,89.4,29.8,207.8,100,69.28,111.4,28,98.6,142.1,66.6,65.4,77.1,406.95,5806.09,5.11,8.32,0.73,0.91,0.75,1.95,3.57,356.53
2010-01-14,7054.03,7366.67,5.75,391,95.4,126.78,99.2,379,91.25,30.4,213.3,102,70.2,111.3,28.7,98.8,148.5,67.4,66.8,77.28,407.76,5868.62,5.14,8.36,0.73,0.91,0.75,1.92,3.61,361.79
2010-01-15,7152.82,7514.87,5.9,393,96.6,125.39,97.5,375,97.5,30.3,211.5,102,68.7,109.4,28.8,99,146,66.9,66,77.4,403.84,5850.98,5.18,8.45,0.73,0.91,0.76,1.91,3.56,359.27
2010-01-18,7192.69,7537.54,5.9,400,96.8,124.46,98.8,372,104,30.2,208.4,103,68.2,110.5,29.8,97.7,146.6,66.6,65.8,77.8,,,5.18,8.46,0.73,0.91,0.76,1.86,3.54,359.95
2010-01-19,7244.68,7575.9,5.9,400,96.6,122.61,98.4,375,99.75,30,204.5,102,69.8,111.5,29.85,99,143.5,66.7,65.54,77.78,411.84,5940,5.21,8.51,0.73,0.91,0.76,1.93,3.6,360.47
2010-01-20,7158.02,7445.13,5.97,394.5,97.86,119.09,97,370.5,99.05,29.7,200.9,103.3,70.8,111.2,28.8,98.8,141.8,67.12,61.7,77.4,408.76,5857.59,5.27,8.56,0.74,0.92,0.77,1.85,3.54,356.31
2010-01-21,7048.83,7380.61,5.9,391.5,98.4,117.52,96,360,96,29.2,196,100,68.52,108.6,30,99.9,140.2,67.3,60.8,77.2,402.62,5835.49,5.29,8.55,0.73,0.91,0.78,1.86,3.58,349.69
2010-01-22,7019.37,7361.43,5.8,392,97.4,116.97,95,350,99,29.7,198,99.9,68.28,110.4,27.4,97.3,138.7,65.6,59.14,77.18,392.64,5737.36,5.27,8.5,0.73,0.91,0.77,1.85,3.57,346.87
2010-01-25,7067.9,7385.85,5.75,398,98.2,117.98,94.3,349,102.5,30.4,197.9,100.8,69.5,110.4,28,97.5,139.6,65.58,60.4,77.36,395.95,5761.96,5.26,8.49,0.73,0.91,0.77,1.87,3.55,349.86
2010-01-26,6924.04,7288.2,5.85,392,99.5,115.49,93,342,100.6,30.3,199.4,102,72.6,108.6,27.9,97.6,136.2,65.46,57.8,78.64,394.9,5803.28,5.29,8.53,0.72,0.9,0.77,1.9,3.56,348.97
2010-01-27,6785.39,7103.38,5.85,390.4,101.2,115.67,93.95,337,99,31.4,199.5,102.3,73.9,107.6,27.2,98,136.2,65.38,56,81.24,389.76,5737.13,5.29,8.58,0.73,0.91,0.78,1.88,3.56,349.61
2010-01-28,6898.05,7253.33,5.88,389,112.56,117.98,94.75,343,98,32.9,199.9,101.9,73.84,110,27.5,97.1,138,65.5,55.8,84,391.62,5762.58,5.32,8.64,0.73,0.91,0.78,1.91,3.55,350.95
2010-01-29,7067.9,7370.15,5.85,404,116.4,120.76,96.3,346.6,97.95,33,200.6,100.5,73.3,110.8,27.6,96.3,139.9,65.8,57.8,84.14,388.53,5772.71,5.33,8.59,0.73,0.91,0.78,1.9,3.57,354.85
2010-02-01,7187.49,7485.23,6.3,398.7,119.8,122.15,95,344.8,96.5,33.6,208.9,100.9,74.94,110.2,27.7,99.6,142.1,66.9,57.2,83.9,398.3,5909.55,5.35,8.51,0.73,0.91,0.78,1.93,3.53,358.43
2010-02-02,7248.15,7591.59,6.4,397.6,118.4,123.54,95.6,351,95,33.2,216,101.2,73,109.2,28.4,98.9,147.3,66.98,57.2,83.6,412.58,5969.37,5.34,8.52,0.74,0.91,0.78,1.93,3.56,358.17
2010-02-03,7263.75,7610.77,6.22,395.7,119.4,119.09,93.75,351.5,99,32.7,209.8,101,76.2,109.7,28.5,98.4,146.5,68.2,57.5,82.7,409.83,5916.98,5.32,8.5,0.74,0.91,0.78,1.91,3.55,360.48
2010-02-04,7140.69,7418.97,6.38,388.7,118.3,122.52,91.65,337.5,98.65,32,206.6,100.2,75,108.2,27.9,96.8,145.2,66.64,54.4,83.1,393.22,5711.78,5.38,8.53,0.73,0.91,0.79,1.86,3.54,355.92
2010-02-05,6896.31,7221.95,6.15,378,116.9,119.65,89.8,333.9,97.5,31.2,203.9,97.25,75.54,106.7,27.6,97,142,65.9,54.96,81.4,387.12,5721.65,5.44,8.53,0.73,0.91,0.8,1.78,3.49,350.75
2010-02-08,6809.65,7166.15,6.25,367,117.4,115.67,89.15,320.8,93.85,30.5,199.3,96.8,75.22,105.3,27.9,94.4,142,65.3,53.96,79.4,391.35,5801.35,5.44,8.5,0.73,0.91,0.8,1.81,3.52,345.43
2010-02-09,6873.78,7253.33,6.15,367,119,116.5,86.8,326,93.95,30.6,197.8,97.4,75.06,105.7,28.1,92.3,142.6,64.6,58.18,80.44,399.02,5825.49,5.41,8.46,0.74,0.91,0.79,1.78,3.52,348.74
2010-02-10,6918.84,7296.92,6.15,367.4,115.1,119.19,87.6,317.8,92.75,30.5,195.6,96.05,75,105.3,28.9,92.6,140.1,63.78,53.7,78.22,403.78,5829.11,5.42,8.46,0.74,0.92,0.79,1.84,3.54,346.31
2010-02-11,6956.97,7342.26,6.15,375.8,116.2,117.24,86.9,318.1,91.45,30.7,189.3,96.4,75.94,108,30,89,138.4,64.2,54.7,78.9,408.57,5938.55,5.43,8.48,0.75,0.92,0.79,1.86,3.54,348.53
2010-02-12,6989.9,7403.28,6.15,378.2,117.2,116.41,85.65,310.9,90.75,30.8,192.6,97,77.38,107.8,30.8,90,139.8,63.8,54.08,78,406.62,5976.13,5.49,8.57,0.75,0.92,0.8,1.78,3.53,349.74
2010-02-15,6943.11,7333.54,6.28,372.7,119,115.67,87,319.2,91,30,192.4,96.25,78.28,108.3,29.7,89.9,140.3,64.8,53.94,78.8,,,5.47,8.58,0.75,0.92,0.8,1.78,3.55,350.64
2010-02-16,6974.31,7359.69,6.2,378.8,119.9,116.13,87.5,337.7,92.45,30.9,193,98.2,78.54,113.2,30.4,89.5,140.5,64.32,55.2,79.2,419.94,6103.65,5.45,8.55,0.75,0.92,0.8,1.78,3.57,354.54
2010-02-17,7135.49,7513.13,6.2,378.7,121.4,116.69,88.95,343.4,95.35,31.5,193,98,78.6,111.4,30.7,89.8,138.7,63.96,56.82,78.92,419.35,6070.94,5.42,8.57,0.76,0.93,0.79,1.79,3.53,357.57
2010-02-18,7090.43,7492.2,6.2,377,122.7,116.6,89,346,95.9,32.2,195.5,98.25,78.98,112.5,31.6,88.6,136.3,63.82,58.04,79.2,433.75,6133.68,5.49,8.55,0.76,0.92,0.8,1.82,3.57,358.6
2010-02-19,7071.36,7462.56,6.2,388.2,120.8,115.86,89,345.8,94.65,32.4,198.6,99,79.12,111,31.7,87.1,136.1,63.4,57.92,79.38,439.39,6173.32,5.51,8.47,0.76,0.92,0.81,1.83,3.59,358.76
2010-02-22,7168.42,7565.43,6.15,384.2,120.8,116.23,88.6,346.5,93.5,32.4,201.8,99,79.04,112.4,31.8,86.3,138.7,63.6,59,79.2,437.9,6077.91,5.46,8.46,0.76,0.93,0.8,1.78,3.6,360.99
2010-02-23,7099.09,7481.74,6.12,415,121.4,115.67,86.85,339.5,90.65,31.5,193.5,98.75,77.8,111.9,31.8,88,136.6,64.2,56.22,78.32,432.34,6045.44,5.48,8.46,0.76,0.93,0.8,1.69,3.46,357.44
2010-02-24,7111.23,7514.87,6.18,411.1,124.4,116.04,86.45,338.5,91.3,30.1,191,98.8,78.2,111.9,31.2,85.5,135.5,64.18,56.64,78,439.52,6024.17,5.49,8.48,0.76,0.93,0.8,1.72,3.46,358.05
2010-02-25,6880.71,7267.28,6.15,409.4,124.1,116.23,84.6,342.7,90.05,29.1,188,96.8,77.4,111,31.5,92.3,133,68.18,55.12,77.32,431.31,6112.4,5.52,8.45,0.76,0.93,0.81,1.69,3.42,353.95
2010-02-26,6889.38,7289.95,6.3,422.1,124.2,115.21,85.05,348,91.75,29.6,190.3,96.5,77.2,112.2,31.4,96.4,134.5,71.28,54,78,436.91,6133.54,5.48,8.34,0.77,0.93,0.8,1.68,3.44,354.77
2010-03-01,7125.09,7525.33,6.38,428.9,125,116.6,90.65,360,91.7,30.5,191,95,79,113.8,33.2,98.5,137.9,71.2,53.84,80.2,433.08,6151.14,5.5,8.21,0.76,0.92,0.81,1.68,3.41,361.86
2010-03-02,7147.62,7532.31,6.2,435.6,124.3,119.37,92.95,365.8,92.2,30.4,189.5,96.1,79.14,115,34.4,98,138.7,71.5,53.36,80.84,437.71,6245.33,5.49,8.21,0.76,0.92,0.8,1.69,3.42,364.37
2010-03-03,7244.68,7635.18,6.28,431.2,126.1,121.32,92.9,364.9,90.55,30.4,191.1,96,79.26,117.7,35,101,140.5,71.3,55.88,81.98,441.19,6234.11,5.46,8.22,0.76,0.92,0.8,1.68,3.47,368.12
2010-03-04,6972.57,7338.77,6.3,427.1,127.9,121.32,89.9,356.9,90.85,30.6,191,97.85,79.58,115.4,34.8,100.8,140.4,71.4,54.32,81.62,436.75,6167.12,5.45,8.22,0.76,0.92,0.8,1.68,3.41,364.62
2010-03-05,7137.22,7554.97,6.3,434,127.6,123.44,92,364.1,92.35,30.9,193.5,97.45,80.82,118,37.9,102.5,143.2,71.34,55,82.82,446.57,6218.02,5.48,8.25,0.77,0.92,0.8,1.72,3.46,371.1
2010-03-08,7057.5,7457.33,6.3,432,127.7,123.81,92.05,363.3,73.5,31.1,193.8,98.05,81.64,118.3,38.1,101.6,143.8,70.98,55.16,81.9,445.96,6120.47,5.45,8.25,0.77,0.92,0.8,1.71,3.45,371.38
2010-03-09,6998.57,7373.64,6.32,438,127.3,122.52,91.8,365,71.5,31,192.7,96.8,81.64,116.6,37.5,101.2,143.3,71.18,55.02,81,447.31,6158.88,5.49,8.21,0.76,0.93,0.8,1.65,3.45,369.55
2010-03-10,7223.88,7595.08,6.32,431.5,125.3,124.18,91.85,375,72.05,31.2,194.3,96.85,82.6,117.8,37.5,103,144.6,72.36,55.74,81.52,448.82,6056.79,5.47,8.16,0.77,0.93,0.8,1.71,3.44,374.02
2010-03-11,7132.02,7500.92,6.35,433.1,124.8,123.54,91.9,380,72.2,31.2,193,98.75,81.88,118.4,37.3,104,146.5,72.3,54.9,79.6,447.37,6036.83,5.45,8.19,0.76,0.93,0.8,1.73,3.46,372.06
2010-03-12,7088.7,7462.56,6.6,432.5,122.3,126.5,93.8,378.8,71.85,31.3,193.1,99,81.68,119,37.7,104.5,147,73,54.28,74.36,439.18,5954.6,5.41,8.19,0.76,0.93,0.79,1.73,3.45,372.34
2010-03-15,7057.5,7434.67,6.65,433,121.2,126.04,93.8,376.5,72.2,31.4,192.9,99.5,81.94,118.8,37,104.9,147.8,71.4,52.72,73.6,433.29,6000.36,5.43,8.17,0.77,0.93,0.8,1.7,3.43,371.01
2010-03-16,7060.96,7450.36,6.62,437.1,120.8,128.35,95.2,385,71.85,31.7,195.5,99.55,83.8,121.5,37.4,104.1,149,71.1,54.46,73.98,442.99,6084.68,5.42,8.2,0.77,0.93,0.79,1.62,3.39,377.02
2010-03-17,7050.57,7410.26,6.72,448.6,121.8,127.61,95.1,389,71.5,31.6,195,100.4,84.78,119.7,38.2,102,147,71.06,54.5,73.8,448.57,6079.72,5.41,8.3,0.76,0.93,0.79,1.62,3.38,378.35
2010-03-18,7017.64,7392.82,6.68,452.1,121.5,125.02,95.3,385.9,71.2,31.5,194.2,99.55,84.3,120.6,39.1,102.8,146.5,70.94,55.76,77.1,447.75,6141.06,5.45,8.32,0.77,0.93,0.8,1.64,3.4,377.87
2010-03-19,6936.18,7323.08,6.62,451.5,120.6,126.22,96.75,378.4,71.75,31.6,193.1,100,85.46,119.2,38.8,103.6,148.5,70.92,57.06,76.78,443.11,6082.06,5.49,8.32,0.77,0.93,0.8,1.66,3.4,379.68
2010-03-22,6969.11,7361.43,6.62,455,120.2,124.65,96.65,380,71.75,32,193.5,99.65,85,118.1,38.6,103,145,70.68,56.84,76.42,448.77,6071.76,5.52,8.28,0.76,0.92,0.81,1.62,3.36,378.16
2010-03-23,7088.7,7466.05,6.65,464,120,126.78,98.1,388,72,32.7,194.2,102.5,86.2,121,38.6,99.3,147.7,70.9,57.72,75.46,450.81,6073.33,5.5,8.26,0.76,0.93,0.81,1.6,3.36,383.79
2010-03-24,7062.7,7445.13,6.6,461.1,122.5,124,98.5,386.7,72.55,33.1,195,103.1,88.98,119.9,38.2,99.8,146.4,71.9,58.64,74.14,449.67,6072.54,5.58,8.32,0.77,0.93,0.82,1.62,3.39,386.71
2010-03-25,7054.03,7424.2,6.68,460.5,121.4,124.46,98.75,388.6,71.9,33.5,197.8,102.8,88.4,121.8,38.4,100.9,147.4,73,60.74,75.84,448.7,6088.31,5.57,8.32,0.77,0.92,0.82,1.62,3.45,388.48
2010-03-26,6953.51,7288.2,6.53,461.5,122,124.92,98.5,386,71.15,32.9,197.2,102.8,87,120.9,38.4,101.1,147.3,73,59.7,77.16,445.85,6153.82,5.57,8.27,0.77,0.92,0.82,1.6,3.44,384.57
2010-03-29,6939.64,7279.49,6.6,465,121.5,124.65,98.65,384,70.15,32.8,195,103.8,86.1,120.2,38.1,100,147,72.48,59.6,77.8,453.94,6133.74,5.52,8.27,0.76,0.92,0.81,1.58,3.42,382.89
2010-03-30,6944.84,7323.08,6.6,462,120.8,126.78,97.7,382.2,68.5,32.5,194.2,104.2,86.12,120.4,38.5,100,148.4,72.46,58.78,78,454.8,6098.39,5.52,8.33,0.76,0.93,0.81,1.56,3.39,383.23
2010-03-31,6956.97,7323.08,6.6,462.6,121.4,125.48,98.5,382.4,69.35,33,195.8,103.9,85.54,122,38.8,101.8,147.8,72.76,59.9,78,462.62,6148.98,5.52,8.37,0.77,0.93,0.81,1.54,3.38,383.04
2010-04-06,7106.03,7453.85,6.6,472.2,120.4,126.78,99.95,392.6,70.25,32.9,197.5,103.1,88.56,126.2,38.8,101.8,149,72.5,61.44,76.64,482.57,6307.75,5.56,8.44,0.77,0.93,0.81,1.57,3.43,391.65
2010-04-07,7130.29,7466.05,6.5,473.6,121.4,128.44,100.6,393.5,70.5,33.3,200.9,103.5,88.9,130.4,39.4,103,149.1,74.9,65.96,76.62,479.19,6429.6,5.58,8.47,0.77,0.93,0.82,1.52,3.4,397.24
2010-04-08,7093.9,7406.77,6.75,470.8,122.4,127.79,98.75,392,69.05,32.9,200.4,102.8,87.5,126,39.6,103,150.1,74.38,64.78,76.9,478.06,6450.59,5.6,8.51,0.77,0.94,0.82,1.52,3.41,392.32
2010-04-09,7201.35,7507.9,6.72,469.8,122.4,129.37,101.5,407.2,68.8,33.3,201,102.6,86.48,127.7,39.7,103.6,152.9,73.62,65.4,76.8,472.25,6456.99,5.56,8.54,0.77,0.94,0.81,1.55,3.44,393.99
2010-04-12,7263.75,7565.43,6.7,476,122.6,129.64,103.1,417,68.5,33.5,201.6,103.2,86.48,126.3,40.9,103.5,156,75.1,66.12,76.72,462.08,6364.17,5.48,8.43,0.76,0.93,0.8,1.57,3.43,397.76
2010-04-13,7159.76,7413.74,7.08,463,122.6,127.7,102.3,429.3,67.8,33.6,198.9,102.8,88.3,124.6,42,105.8,153,74.14,65.7,75.92,460.59,6317.34,5.48,8.45,0.76,0.93,0.8,1.55,3.41,395.38
2010-04-14,7549.72,7851.38,7.28,460,123.6,130.48,104.8,434,67.65,34.1,203.2,102.5,88.1,125,43.8,105.1,155.4,75.38,66.4,76.02,469.27,6336.02,5.47,8.44,0.76,0.93,0.8,1.54,3.41,400.53
2010-04-15,7847.83,8158.26,7.1,455.8,123.8,135.01,107.5,434.3,65.9,34.1,204.9,103,88.8,123.7,42.3,104.8,155.1,75.6,66.7,76.8,469.9,6372.9,5.5,8.48,0.77,0.94,0.81,1.52,3.4,405.22
2010-04-16,7726.5,8003.08,7.12,448.5,123.6,132.79,104,430,67.35,34,204,101.2,89.1,123.6,40.7,105.1,155.6,71.6,67.4,79.2,457.7,6248.06,5.5,8.49,0.77,0.94,0.81,1.47,3.34,402.68
2010-04-19,7707.44,7985.64,7.12,439.6,123.4,131.4,104.6,417.7,66.8,35.7,200,99.85,89.1,123.2,40.7,104.4,152.9,70.3,66,78.8,451.31,6290.14,5.54,8.45,0.77,0.93,0.81,1.46,3.35,399.28
2010-04-20,7759.44,8051.9,7.35,455.9,124.2,135.84,104.6,421.6,69,42.5,203.5,100,90.6,122.9,41.2,107.9,154.5,71,68.42,81.48,460.52,6283.36,5.52,8.49,0.77,0.94,0.81,1.47,3.34,406.88
2010-04-22,7781.97,7999.59,7.53,453.3,125.3,132.14,103.4,416.5,67.75,42.6,211.3,96.6,88.94,125.4,41.5,107,153.8,69.54,66.6,79.12,466.97,6373.01,5.58,8.59,0.77,0.94,0.82,1.46,3.33,401.2
2010-04-23,8038.48,8369.23,7.5,455.3,126,135.66,106.7,424.4,66.9,43.7,216.6,97.5,89,126.1,41.5,108.4,158,69.6,68.18,79.98,475.91,6446.98,5.59,8.58,0.78,0.94,0.82,1.48,3.31,407.43
2010-04-26,8050.61,8377.95,7.58,459,123.6,139.92,108.2,432.6,66.75,43.4,219,96.9,90.58,126.1,42.1,107,160.8,69.4,72.02,79.92,470.4,6444.26,5.59,8.63,0.78,0.95,0.82,1.45,3.29,414.41
2010-04-27,7981.28,8329.13,7.53,450.1,122,136.03,106.8,428.6,65.75,46.4,219,95.3,90.3,125.4,42.6,110,158,68.6,70.2,78.88,461.65,6505.29,5.6,8.58,0.78,0.95,0.82,1.34,3.24,408.95
2010-04-28,7847.83,8119.9,7.2,447.2,120.6,135.38,102,416.6,63,45,219.7,94.3,88.74,122.4,41.2,106,159,68.74,67,77.26,467.61,6581.53,5.62,8.55,0.77,0.95,0.82,1.35,3.23,401.8
2010-04-29,7929.29,8255.9,7.2,455.5,124.7,136.31,100.7,425.7,61.7,45.5,226.2,92.1,92,135,42.2,108,164.6,69.12,68.44,76.74,478.15,6559.51,5.61,8.58,0.77,0.95,0.82,1.3,3.2,411.5
2010-05-03,7868.62,8170.46,7.22,453.3,125,134.92,99.8,427.9,61.35,45.4,227.8,93.5,94.5,133.6,41.8,107,164.5,69.02,68.78,75.86,484.57,6649.26,5.62,8.57,0.77,0.95,0.82,1.33,3.21,413.48
2010-05-04,7729.97,7968.2,7.22,443.9,127.7,132.33,97,402,58.7,44.6,209.6,94.7,95.14,131.6,40.8,104,160,68.6,64.86,76.68,470.48,6645.01,5.69,8.62,0.78,0.95,0.83,1.2,3.05,405.51
2010-05-05,7452.66,7694.46,7.25,439.2,127.4,123.91,96.2,385,57,40.8,197,94.15,94.8,127,40.6,102.6,151,68.2,62.66,74.3,460.53,6764.29,5.76,8.7,0.77,0.95,0.84,1.15,3.01,395.02
2010-05-06,7447.46,7671.79,7.6,439.9,128,114.84,96.35,376.1,52.45,41.9,189,92.4,92.72,131.1,40.3,102.2,141.9,68.04,61.12,74.22,450.95,6999.71,5.85,8.83,0.77,0.96,0.86,0.96,2.94,387.15
2010-05-07,7158.02,7359.69,7.4,414.1,126,108.64,91.7,366.1,46.5,39,183,88.4,90,121.3,37.2,96.9,138.3,67,58.46,71.68,438.63,7066.28,5.84,8.57,0.76,0.94,0.86,1.09,2.99,371.12
2010-05-10,7645.05,7908.92,7.68,446.9,128.4,122.15,95.75,396,54.45,42.2,204.5,92.2,92.2,129.9,41.2,103,153,71.96,62.42,74.44,440.69,6888.14,5.74,8.61,0.77,0.95,0.84,1.12,3.11,394.73
2010-05-11,7565.32,7790.36,7.45,456.3,127.8,122.52,95.3,387.5,52.45,40.7,199.1,91.5,93.74,127,40.4,101,145.9,71.36,60.66,74.14,447.62,7150.08,5.86,8.66,0.77,0.95,0.86,1.13,3.11,393.52
2010-05-12,8177.13,8487.79,7.55,480.4,129.2,122.7,97.5,402,50.05,43.5,198,93.5,94.38,131,41.1,102,147.5,72.08,62.72,76,443.78,7289.93,5.87,8.76,0.78,0.96,0.86,1.11,3.1,403.87
2010-05-14,8177.13,8487.79,7.55,480.4,129.2,122.7,97.5,395,50.05,43.5,198,93.5,,131,41.1,102,147.5,72.08,62.72,76,,,,,,,,,,
2010-05-17,8022.88,8269.84,7.1,470,130.5,124.92,93.95,396.4,47.23,42,198.4,90.75,95,132.3,40.5,99.2,143.8,72.8,60.76,78.6,422.25,7397.14,6.03,8.7,0.77,0.96,0.88,1.02,3.03,400.8
2010-05-18,8093.94,8397.13,7.32,490,130.8,120.48,92.9,404.2,50.5,42,203,90.8,94.9,134.8,42.3,99.9,142.2,73.4,61.76,78.8,415.54,7269.77,5.99,8.66,0.78,0.96,0.88,0.94,2.96,402.73
2010-05-19,7781.97,8017.02,7.12,485,128,114.84,90.5,386.9,50,42.5,198,88.65,93.02,132,41.8,97,139.5,72.92,59.7,80.68,423.7,7232.05,6.06,8.67,0.77,0.95,0.89,0.94,2.89,391.85
2010-05-20,7345.21,7617.74,6.85,463,126.2,112.43,86.75,371.3,48.3,41.5,196.8,87.6,90.88,127.5,39.7,92.5,134.8,71.64,56.62,79.5,410.37,7167.07,6.03,8.61,0.76,0.93,0.88,0.87,2.79,378.99
2010-05-21,7395.47,7577.64,6.75,461.3,125,112.8,87.65,371.4,47.47,41.6,203,86.7,88.1,127.8,40.2,97.2,136,64.92,58.32,79,417.12,7001.88,5.96,8.55,0.76,0.91,0.87,0.91,2.78,375.91
2010-05-25,7036.7,7248.1,6.53,442.7,122.4,106.32,83.5,352.9,45.39,42.1,197,84.75,89.96,127.5,38.5,92.8,132.1,65.22,55.38,78.52,418.5,7291.25,6.09,8.73,0.76,0.92,0.89,0.88,2.69,367.83
2010-05-26,7407.6,7654.36,6.7,452.2,122.8,113.08,86.3,368.3,46.91,45.7,195,85.5,91.86,130.3,42.6,94.9,137.9,66.22,58.24,82.8,432.25,7333.91,6.04,8.71,0.77,0.93,0.89,0.88,2.73,381.11
2010-05-27,7771.57,8020.51,6.95,466.5,123.4,115.67,90,380,47.5,47.2,191.9,87.95,93.14,135.4,44,97.7,139.2,67.52,57.8,86.16,452.57,7357.08,6.07,8.79,0.77,0.93,0.89,0.86,2.76,389.85
2010-05-28,7632.91,7915.9,6.85,460.1,124.4,113.73,90.2,379.1,48.07,46.7,187.6,88.95,93.5,129.4,42.8,97,139.9,65.7,58.16,84.56,444.46,7283.62,6.01,8.75,0.77,0.93,0.88,0.82,2.7,387
2010-05-31,7764.63,8060.61,6.88,462,125.6,113.73,89.95,380,47.93,47,193.8,89.85,93.5,129.8,42.4,99,142.1,65.9,57.92,86.16,,,6.04,8.77,0.77,0.94,0.89,0.82,2.69,388.69
2010-06-01,7813.16,8072.82,7.22,461.7,124.6,114.56,88.75,376.5,47.39,47.1,192.5,87.5,93.32,128.6,42.4,96.3,142.5,65.58,57.32,85.62,444.22,7496.27,6.12,8.91,0.77,0.94,0.9,0.82,2.72,388.05
2010-06-02,7695.31,8003.08,7.45,469.2,126.6,116.6,87.95,378,46.74,46.5,190.1,88.05,95.96,128.7,41.8,97,141.1,65.12,55.96,85.7,443.69,7432.97,6.09,8.93,0.78,0.94,0.89,0.82,2.71,391.19
2010-06-03,7908.49,8222.77,7.35,481.4,125.1,119.37,90.85,388.3,47.89,47.3,190.7,89.5,98.08,133,41.9,99,146,65.7,58,87.36,452.55,7329.06,6.07,8.9,0.78,0.95,0.89,0.8,2.7,401.25
2010-06-04,7752.5,8081.54,7.4,474.7,124,118.82,90.4,380,47.19,46.8,188.6,89.5,97.98,129.5,41.7,99.9,145.4,65.92,56.7,88.64,441.15,7502.74,6.17,8.99,0.78,0.95,0.9,0.73,2.62,397.2
2010-06-07,7688.37,7976.92,7.45,469.3,123.2,117.43,89.55,373.1,46.63,46.8,189.1,88.55,96.48,131.4,41.5,99.9,142.2,65.02,55.6,89.26,444.31,7707.58,6.22,9.02,0.77,0.94,0.91,0.75,2.61,392.5
2010-06-08,7638.11,7928.1,7.42,463.5,123.1,113.73,88.9,382.2,45.49,45.9,186.4,86.1,96.44,131.7,40.2,99,138.6,65.24,54.86,91.36,448.4,7748.38,6.23,8.98,0.77,0.93,0.91,0.77,2.61,389.89
2010-06-09,7799.3,8107.69,7.35,483.1,124,111.69,90.45,400,43.93,46,185.1,87,96.34,134.1,40.8,101.3,140.3,66.4,54.94,91.54,460.69,7609.08,6.19,9.01,0.77,0.94,0.91,0.8,2.63,393.67
2010-06-10,8005.55,8343.08,7.35,500,124.8,113.45,93.3,407,43.26,48,187.9,88.15,97.4,138,41.6,101.8,142.7,67.82,57,91.38,466.16,7539.66,6.18,9.01,0.78,0.95,0.9,0.86,2.74,401.82
2010-06-11,8191,8529.64,7.32,488,126.2,114.47,93.9,413.5,43.71,47.5,186.5,87.8,96.74,136.8,42,101,144.5,68,57.74,90.38,452.59,7538.44,6.13,8.97,0.78,0.95,0.9,0.8,2.68,402.22
2010-06-14,8395.51,8745.84,7.3,494.5,125.7,116.32,96,427.8,58.15,47.8,190.4,88.3,98.58,138.6,41.9,103.4,145.3,68,59.6,92.06,456.12,7427.76,6.07,8.95,0.78,0.95,0.89,0.83,2.72,410.66
2010-06-15,8490.84,8855.69,7.2,493,126,116.5,96.4,430.1,57.4,47.1,190.9,88.25,98.14,138.9,41.6,102.7,144.6,68,59.36,93.86,466.84,7482.56,6.07,8.94,0.77,0.95,0.89,0.87,2.79,411.12
2010-06-16,8320.98,8698.77,7.15,488.5,125.6,115.49,96.1,427.4,53.85,46.3,193,88.5,98.04,138,40.9,101.5,143.5,67.7,59.48,92.02,470.57,7447.84,6.06,8.95,0.77,0.94,0.89,0.84,2.78,408.98
2010-06-17,8419.78,8812.1,7.12,488.9,123.8,117.06,96.9,426.2,51.3,46.6,190,89.5,97.74,137.7,41,100,140,67,58.2,91.7,462.04,7506.08,6.02,8.91,0.78,0.95,0.88,0.85,2.77,408.45
