"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","C20index"
2014-06-06,11889.6,12614.87,17.95,571.5,502.5,155.5,183.9,313.2,227.2,148.5,310.5,140.8,236.6,272,173,188.5,149.1,106.5,60.04,98.52,561.54,6848.86,5.47,9.2,0.82,0.92,0.88,0.14,1.39,733.4
2014-06-10,11958.92,12658.46,18.25,582.5,495.3,156.8,184.6,312.9,230.6,150,314.2,145,244.3,272.1,173.6,192,148.1,107.1,58.84,98.86,574.72,6938.47,5.51,9.24,0.82,0.92,0.88,0.15,1.44,743.2
2014-06-11,11776.94,12457.95,18.55,578,495,156,181,308.7,224.4,148,309,142.4,245,268.6,174,190,146.2,106.6,57.64,98.34,575.02,6944.36,5.51,9.25,0.82,0.92,0.88,0.12,1.42,738.57
2014-06-12,11742.28,12431.79,18.2,579,498.8,155.6,180.2,304.1,225.3,148.9,313,140.6,250.7,270.8,174,193,148,106.5,56.76,98.56,587.47,7023.39,5.51,9.28,0.82,0.92,0.89,0.14,1.42,745.16
2014-06-13,11742.28,12405.64,17.9,579,495.5,156,178.5,308.1,221.3,147.1,310.1,137.2,247.3,268.6,173.2,190.5,147.5,105.8,57.38,98.34,589.2,7019.62,5.51,9.35,0.83,0.92,0.89,0.12,1.4,740.78
2014-06-16,11586.29,12240,17.75,579.5,496.8,155.7,177.5,309.4,218.9,150.6,308.2,138.3,251.4,268.9,174,192,146.5,106,54.64,98.3,589.09,7025.59,5.51,9.35,0.83,0.92,0.89,0.13,1.39,742.28
2014-06-17,10997.01,11586.15,18,574.5,494.7,155.6,178,308.2,219.7,154.7,310,142.6,255,269.3,175.2,191,145.4,105.8,53.06,98.74,584.5,6988.63,5.5,9.33,0.83,0.92,0.88,0.15,1.43,741.47
2014-06-18,11274.32,11865.13,17.8,574.5,492.2,156.2,177.2,308.7,219.9,160.5,311,145.9,253.6,269,175.8,191,146.4,107,55.6,99.2,582.57,6995.02,5.5,9.31,0.83,0.91,0.88,0.14,1.41,744.69
2014-06-19,11239.66,11838.97,17.8,585.5,495.2,155.8,178.2,311.8,227.1,161.3,314.1,145.8,253,273.2,174.4,193.5,146.7,107.3,55.16,99.84,582.66,7191.98,5.47,9.32,0.82,0.9,0.88,0.12,1.36,745.49
2014-06-20,11092.33,11621.02,18.1,575,497.6,154,179.5,309.3,233.4,161.1,310.8,145.1,253.4,275,173.8,187,145.7,106.5,55.84,99.7,588.57,7222.38,5.49,9.35,0.81,0.89,0.88,0.13,1.38,743.86
2014-06-23,11092.33,11638.46,18.25,581,496.3,153.6,177.5,318,233.6,161.1,310.7,142.3,252,274.4,172.6,187,146.2,107.1,55.8,99.48,582.15,7226.86,5.48,9.33,0.82,0.9,0.88,0.12,1.36,742.79
2014-06-24,11005.68,11594.87,18.5,580.5,490.2,154,176.9,313.9,232.8,157.3,305.6,143.5,251,273.2,174,187,144.2,106.4,54.2,99.3,580.43,7230.87,5.47,9.3,0.81,0.9,0.88,0.13,1.36,738.89
2014-06-25,10893.02,11490.25,18.5,575.5,490,153.4,175.5,304.1,230.2,154.6,309.5,142.7,248.8,267.3,171.6,185.5,143.3,106.3,53.36,98.4,583.15,7239.84,5.48,9.29,0.81,0.89,0.88,0.12,1.3,732.85
2014-06-26,11031.67,11682.05,18.75,572,493.3,154.8,174.8,305.1,234.5,154,308.8,143.9,250.3,267.9,171.8,185.5,143.1,108.1,54.24,97.42,579.99,7212.1,5.48,9.33,0.81,0.89,0.88,0.12,1.29,737.26
2014-06-27,11066.34,11734.36,20,578.5,494.8,155.2,178.2,303,236.8,154.9,308.7,147.4,250.3,271.3,170.8,187.5,143.7,109.3,53.4,99.02,578.94,7221.66,5.48,9.33,0.81,0.89,0.88,0.13,1.31,739.17
2014-07-01,11187.66,11900,19.5,589.5,492.7,155.8,178.1,302.8,227.9,154.3,315.1,136,250.8,272.5,170.8,187,145.4,113.2,54.42,99,573.78,8062.5,5.45,9.34,0.81,0.88,0.88,0.11,1.62,743.36
2014-07-02,11386.98,12065.64,20.25,584.5,496,156.4,180.1,307,230.5,154.5,320.5,132.5,252.6,275.1,173.2,190,149.8,112.3,54.76,99.7,570.47,8107.16,5.46,9.37,0.81,0.88,0.88,0.12,1.66,748.79
2014-07-03,11430.3,12074.36,20.92,582.5,495.2,156.4,181.3,312,228.6,154,321.8,135.2,254,279.3,175.6,194,152.8,112,54.96,99.48,,8063.42,5.46,9.36,0.8,0.88,0.88,0.11,1.65,750.64
2014-07-04,11404.31,12048.2,20.9,589,493.5,156,180.7,313.9,227.7,153.4,320,132.4,252.7,278,177,195,151.5,112,53.86,99.98,,7250.77,5.49,9.41,0.8,0.89,0.88,0.11,1.62,747.84
2014-07-07,11196.33,11865.13,20.7,582,488.2,155.7,179.7,308.1,225.3,151.9,320.8,131.5,251.6,276.6,176,197.5,151.2,112.1,53.68,99.52,567.93,8074.95,5.49,9.39,0.8,0.89,0.88,0.1,1.62,743.53
2014-07-08,11057.67,11699.49,20.95,584,487.3,153,176.2,299.4,219,152.5,317.5,130.2,248.9,273,173.8,195,146.8,111.2,51.04,99.32,567.3,8072.84,5.49,9.39,0.8,0.89,0.88,0.09,1.59,734.65
2014-07-09,11023.01,11699.49,20.73,582,476.4,152,176.8,295,214.3,150.1,315,126,247.2,272.7,170.8,191,146.1,110.3,51.2,98.32,560.61,8109.64,5.48,9.37,0.81,0.89,0.88,0.1,1.59,729.81
2014-07-10,10997.01,11647.18,20.25,576,475.3,150.7,172.9,291.8,209.6,147,308.4,126,247.8,270.7,167.6,186,143.6,112.6,49.7,97.54,564.08,8191.25,5.48,9.38,0.81,0.89,0.88,0.1,1.57,726.13
2014-07-11,11049.01,11682.05,20.12,577,478.9,151.9,175.2,289.3,211.3,149.4,309.3,125,247.8,273.1,171.4,188,144.2,114.3,51.62,97.92,552.96,8187.21,5.48,9.39,0.81,0.89,0.88,0.1,1.57,729.43
2014-07-14,11092.33,11734.36,20.75,584.5,477,152.3,178.4,293.5,214.4,148.9,315.9,130.4,251,277,171.4,187.5,145.6,115.1,51.8,98,552.19,7993.1,5.47,9.36,0.81,0.89,0.88,0.1,1.58,736.21
2014-07-15,10971.01,11673.33,20.9,582,471.9,152.5,177.8,290.1,211.8,146.4,312.1,131.5,251.2,275.4,170,186.5,143.9,114.4,50.16,97.46,547.54,7949.64,5.48,9.4,0.81,0.88,0.88,0.11,1.57,732.92
2014-07-16,11049.01,11725.64,20.73,584,477,155.4,182,298.2,212.1,151,317.4,129.9,253.4,278.2,170,189,147,115.5,52.28,97.6,557.64,8016.94,5.51,9.44,0.81,0.89,0.89,0.1,1.56,741.1
2014-07-17,11031.67,11664.61,20.9,582,482,155.1,180.3,296.1,209,150.8,317.7,128.6,253.7,278.8,169.6,188.5,146.2,115.2,51.4,97.6,568.93,8116.28,5.51,9.43,0.81,0.89,0.89,0.1,1.53,739.81
2014-07-18,10953.68,11542.56,20.88,572,482.7,154,178.3,289.2,208.5,148.2,313.7,123.5,250.1,278.9,167.8,188.5,143.8,113.7,50.76,97.2,568.61,8075.62,5.51,9.42,0.81,0.89,0.89,0.11,1.53,732.28
2014-07-21,10841.02,11420.51,20.98,572,473.5,153.5,176.7,287.1,207.8,149.8,310.5,124,247.7,278.2,167.8,188,145.5,113.4,50.44,98.2,576.93,8106.46,5.52,9.42,0.81,0.89,0.89,0.11,1.52,727.43
2014-07-22,10884.35,11612.31,20.73,570.5,483.2,155.3,176.7,293.4,209,150.6,316.6,126.5,255,281.6,167.2,187,147.8,114.6,51.66,98.6,577.58,8084.55,5.53,9.43,0.81,0.89,0.89,0.12,1.55,741.16
2014-07-23,11178.99,11743.08,20.83,573,478.6,155.7,177,297.2,210.5,144.9,317.6,126.9,256.2,280.9,166,187.5,149,113.6,51.38,98.76,571.08,8087.14,5.54,9.43,0.81,0.9,0.89,0.11,1.52,741.49
2014-07-24,11075,11655.9,20.5,572.5,477.5,162.9,176.8,293.8,214.7,145.5,322,127.5,251.5,280.4,166.6,187.5,152,114.3,51.68,98,565,8011.38,5.54,9.41,0.81,0.89,0.89,0.12,1.55,739.89
2014-07-25,11005.68,11542.56,20.5,565.5,472.5,164,176.6,293.5,219.5,145,321.6,126.6,253.9,279.7,162.4,188.5,151.2,113.3,52.26,97.94,566.42,8102.04,5.55,9.43,0.81,0.89,0.9,0.11,1.52,741.99
2014-07-28,10945.01,11472.82,20.4,559,470,163.9,173.9,291.1,215.7,143.2,321,126.8,254,280.6,164.4,188.5,152.9,113.3,51.8,96.6,564.36,8115.42,5.55,9.43,0.81,0.89,0.9,0.12,1.52,739.53
2014-07-29,10919.02,11455.38,20.48,565,470.6,162.7,174.5,291.8,221.1,145.4,324.8,127.6,256.5,280.9,164,187,155.1,113.9,51.62,97.2,560.67,8088.76,5.55,9.41,0.81,0.89,0.9,0.11,1.49,743.09
2014-07-30,10953.68,11472.82,20.25,549.5,473.4,163.4,177.8,288.8,224.8,145,322.9,128,257.5,280.3,164.8,185,155.7,113.2,51.36,97.64,557.93,8102.18,5.56,9.42,0.81,0.89,0.9,0.12,1.54,743.88
2014-07-31,10841.02,11324.61,20.15,535,471.9,161.3,176,286.1,223.3,142.4,316.1,127.6,257.9,276,163.2,180.5,152.6,112.1,50.38,96.96,547.12,8033.77,5.57,9.41,0.81,0.89,0.9,0.1,1.54,737.23
2014-08-01,10572.38,11089.23,19.5,533.5,466.1,159.2,173.6,289.7,221.5,140.7,313,125,251.2,267.2,162,179,149.3,110.4,49.48,96.6,544.8,8076.82,5.57,9.37,0.81,0.88,0.9,0.1,1.5,723.57
2014-08-04,10572.38,11089.23,19.65,535.5,468,157.6,171.9,296,218.8,142.5,312.3,122.8,251.6,266.8,163,174.5,150.7,110.9,50.1,95.88,545.98,8009.47,5.55,9.35,0.81,0.88,0.9,0.1,1.49,724.09
2014-08-05,10693.7,11246.15,19.95,531.5,474.6,158.4,171.8,304.2,229.1,144.4,311,123,257,269.6,163.6,176,148.8,111.6,50.5,96.46,542.54,8017.24,5.57,9.39,0.81,0.89,0.9,0.1,1.53,733.3
2014-08-06,10685.04,11185.13,19.5,533,473.8,156.1,170.7,298.2,221.2,142.8,307.7,120,252.8,264.4,163.4,176,147,111.3,48.9,97.68,541.48,8171.96,5.59,9.4,0.81,0.89,0.91,0.09,1.46,723.62
2014-08-07,10598.38,11071.79,19.7,521.5,471.9,154.8,170.5,288.5,224.9,143.3,305.9,122.5,249.3,267.6,165.8,168.5,146.1,110.7,49.3,96.92,542.88,8183.43,5.58,9.39,0.81,0.89,0.91,0.08,1.43,715.35
2014-08-08,10529.05,11036.92,19.17,516,465.4,152,169.2,280.7,223.2,139.5,304.4,120.8,245.5,267,164,170,144.7,108.4,47.44,96.74,543.75,8162.72,5.57,9.36,0.81,0.89,0.9,0.1,1.4,704.74
2014-08-11,10693.7,11263.59,20.15,523.5,477.9,155.5,172.1,292.7,231.7,140.6,308.6,120.1,247.6,276.2,169,170,147,109.9,50.76,97.78,546.28,8162.4,5.57,9.35,0.81,0.9,0.9,0.09,1.41,717.45
2014-08-12,10797.7,11342.05,20.3,525.5,480,156.5,172.5,292.5,228.3,137.5,312.7,119.8,245.5,275.4,171.4,169.5,148.6,110.8,52.12,97.08,543.94,8185.61,5.59,9.37,0.81,0.9,0.91,0.09,1.42,719.38
2014-08-13,10962.35,11498.97,19.8,527,456.1,157.8,174.6,302.4,228.2,142.7,313.1,119.8,246.5,278,170.6,171,149.4,111.2,52.04,98.68,544.6,8191.62,5.58,9.32,0.81,0.91,0.91,0.09,1.4,722.94
2014-08-14,10988.34,11516.41,19.98,541,462,157.5,173.8,297.9,232.4,137,312.4,119.3,246.9,260,170.6,170.5,150.4,111.4,52.26,91.4,532.86,8190.23,5.58,9.3,0.81,0.91,0.91,0.11,1.38,721.31
2014-08-15,11101,11594.87,20.05,533,460.6,156,174.2,294.2,227.6,135.5,312.4,118.9,246.6,255.6,191.2,169,150.5,111,51.92,90.6,542.13,8127.25,5.57,9.29,0.81,0.91,0.91,0.09,1.35,718.58
2014-08-18,11222.32,11769.23,20.2,541,465.5,158.3,176.6,297.9,226.5,134,315.4,118.6,250.4,254.6,201,172,152.3,111.8,53.6,89.98,537.09,8093.4,5.57,9.32,0.81,0.91,0.91,0.1,1.39,727.4
2014-08-19,11768.27,12344.61,20.25,539.5,471.5,160.3,177.1,296.2,228.1,134.9,299.5,119.2,251.7,260.5,203,172.5,153.7,113.1,55.04,89.5,527.52,8090.35,5.58,9.29,0.81,0.91,0.91,0.09,1.38,735.68
2014-08-20,11898.26,12466.67,20.3,520,465.3,158.9,176.7,292,229.4,132.4,300.7,119.4,255.6,253.2,202.2,172,167.1,111.6,54.16,88.68,539.22,8132.95,5.61,9.34,0.81,0.91,0.91,0.09,1.36,736.06
2014-08-21,12036.92,12553.84,20.45,518,466.2,159.9,177.1,295.3,225.5,133,304.6,119.2,256.3,251.4,202,171.5,173.4,111.9,50.9,89.38,528.22,8034.68,5.62,9.33,0.81,0.91,0.91,0.09,1.35,736
2014-08-22,12002.25,12501.54,20.35,511.5,465.6,159,176.6,290.8,224.8,132,303.8,118.3,254.2,253,203,172,173,112.3,50.94,88.5,526.26,8058.78,5.62,9.32,0.81,0.91,0.91,0.08,1.35,732.49
2014-08-25,12036.92,12606.15,20.45,523.5,471.5,159.9,177,295.8,230.8,131.9,307.2,119.6,257,253.5,204.4,173,175,112.9,51.1,89.62,527.23,8094.01,5.65,9.37,0.81,0.91,0.92,0.04,1.28,739.05
2014-08-26,12132.24,12641.02,20.3,525,473.2,160.5,176.8,298.4,230.5,131,307.6,120.4,258.8,259.6,204,172.5,174.2,112.7,48.3,89.62,530.39,8133.34,5.65,9.36,0.81,0.92,0.92,0.06,1.27,740.96
2014-08-27,12097.58,12597.43,20.27,523.5,475.7,161.5,177,305.5,232.5,131.1,308.9,120.4,259.4,263.1,204.6,172.5,175,113.2,48.8,90.32,531.06,8128.26,5.66,9.39,0.81,0.91,0.92,0.07,1.23,743.91
2014-08-28,11984.92,12527.69,20.38,521,472.4,160.5,173.5,302.1,229.8,128.5,306,119.7,258,264.7,204.2,168.5,174.4,112.8,48.16,88.44,534.66,8164.4,5.65,9.38,0.81,0.91,0.92,0.07,1.2,738.86
2014-08-29,11828.94,12379.49,20.45,517,470.6,159.4,173.9,302.7,226.3,128.9,309,119.2,259,263.2,201.2,167,174.3,112.6,47.72,87.6,542.23,8140.25,5.65,9.37,0.81,0.91,0.92,0.05,1.2,737.12
2014-09-01,11837.6,12388.2,20.4,516.5,477.3,158.6,172.4,305.4,224.6,130,311,117,259.3,262.8,199.2,157,172.1,113,47.46,87.56,,7302.52,5.67,9.43,0.81,0.92,0.92,0.02,1.18,737.73
2014-09-02,11950.26,12545.13,20,517.5,483,158.7,173.3,312,223.5,132.1,311.5,118.3,258.4,263.3,196.8,159,173.3,114.1,46.78,87.6,527.45,8058.22,5.68,9.39,0.81,0.92,0.92,0,1.2,738.21
2014-09-03,12062.91,12632.31,19.6,529.5,477.7,160.5,174.5,314,226.3,132.3,312.4,119.6,259.1,265.7,199.4,159,176.2,114.4,48.68,87.66,541.05,8072.75,5.66,9.33,0.81,0.91,0.92,0.02,1.23,743.03
2014-09-04,12210.23,12745.64,19.73,533.5,480.1,162,174.7,314.7,224.6,134.7,317.5,119.2,258,265.6,199.8,163,178.4,114.7,48.54,89.24,540.43,8138.26,5.72,9.39,0.81,0.92,0.93,-0.04,1.24,744.4
2014-09-05,12279.56,12815.38,19.65,537,476.3,162,174.4,315.2,223,131.2,317,118.9,254.9,263.1,198.4,164.5,176.4,114,48.2,88.94,536.45,8183.83,5.75,9.37,0.81,0.92,0.94,-0.03,1.2,739.78
2014-09-08,12331.56,12911.28,20.1,541.5,483.9,162.7,173.4,312,224,132.1,315.7,119.5,258.1,263.9,199,166.5,175.5,114.8,48.4,89.08,532.87,8109.78,5.75,9.28,0.81,0.91,0.94,-0.02,1.21,744.95
2014-09-09,12409.55,12981.02,20,539,482,162.5,172.6,313.5,226.2,130.8,314.2,120.1,264.4,260.7,203.2,168.5,174.8,114.7,46.1,88.98,535.2,8105.1,5.77,9.3,0.81,0.91,0.94,-0.02,1.28,748.81
2014-09-10,12426.88,12998.46,20.3,537.5,480,162.3,172,310.9,225.8,128.1,313,120.2,264.9,258.7,201.8,167.5,175.6,114.9,47.96,89.5,527.81,8072.3,5.76,9.29,0.81,0.91,0.94,-0.02,1.28,749.55
2014-09-11,12392.22,12928.72,20.8,539,482.5,161.4,171.7,303.1,232.2,128.5,313.3,120.8,266.9,260.3,201.4,165,175.2,116,47.46,88.94,534.49,8034.29,5.76,9.35,0.81,0.91,0.94,-0.02,1.28,751.22
2014-09-12,12418.22,12963.59,20.95,535.5,484,161.4,172.3,299.5,234.7,126.7,315,122,274,258.8,202.2,168,176.7,116.6,47.24,88.6,531.15,7988.87,5.76,9.34,0.81,0.9,0.94,-0.01,1.32,759.04
2014-09-15,12383.55,12954.87,21.1,550,486,163,171.9,304.3,235.1,126.9,312.5,122.3,275.4,258.7,202.2,175,175,117.3,45.6,88.16,535.76,8021.96,5.77,9.36,0.81,0.9,0.94,-0.02,1.3,759.05
2014-09-16,12244.9,12832.82,21.23,545.5,479.6,161.6,170.4,299.7,231.7,124.9,309.4,122,272.8,257.5,202.6,174.5,172.8,117,44.08,88.06,545.49,8008.77,5.75,9.32,0.81,0.9,0.94,-0.01,1.3,752.34
2014-09-17,12626.2,13251.28,21.5,550,483.1,163.5,171.7,299.4,234,124.9,311.6,123.8,277.3,259.5,202.6,171.5,175.1,117.3,44.76,87.7,542.63,7999.82,5.75,9.38,0.8,0.9,0.94,-0.01,1.3,763.59
2014-09-18,12539.54,13137.95,21.5,548,482.5,165.2,172.1,295.4,233.8,124.5,313.3,125.3,281.6,257.6,200.2,172,176.9,117.9,46.4,87.14,538.31,8001.45,5.78,9.44,0.81,0.91,0.94,0,1.34,770.13
2014-09-19,12704.19,13268.72,21.6,552,488.2,163.3,176.4,297,237.8,124.8,315.5,128.1,281.7,259.9,200.4,173.5,176.3,119.3,46.42,88.62,535.28,7953.54,5.79,9.47,0.81,0.91,0.94,-0.02,1.3,773
2014-09-22,12686.86,13181.54,21.7,548,489.5,165,175.4,291.5,239,124.5,316.8,130.7,279.8,258.7,198.8,174.5,176,120,47.3,89.02,530.36,7963.49,5.8,9.46,0.81,0.91,0.94,-0.02,1.28,771.99
2014-09-23,12548.2,13059.49,21.45,538,483.3,163.5,172.2,287.1,235.5,122.9,311.3,129.1,276.3,256.4,199.4,173,174.5,119.4,47,88,528.67,7951.95,5.77,9.47,0.81,0.91,0.94,0,1.27,762.45
2014-09-24,12192.9,12606.15,20.8,538,481.2,162,169.4,286.5,236.3,123.5,312.1,129.8,277.3,255.8,197.2,171,174.4,120.2,46.88,87.98,538.56,7979.23,5.8,9.52,0.81,0.91,0.95,0,1.26,760.19
2014-09-25,12019.58,12187.69,20.83,529,481,163.1,171,284.8,244.5,124.5,312.1,131.3,279.6,253.9,196.6,172.5,176.9,121.6,46.52,90,541.79,8059.23,5.86,9.54,0.81,0.91,0.95,-0.02,1.23,760.91
2014-09-26,12123.58,12580,20.85,529.5,483,163.3,169.6,286,251.8,123.7,314.8,131.7,281.5,256.5,198,170,177.1,124.7,47.32,89.92,546.84,8011.5,5.85,9.53,0.81,0.91,0.95,-0.02,1.23,766.28
2014-09-29,11915.59,12301.02,20.75,522,482.9,159.5,167.5,282.3,252,125.6,313.6,131.5,284,256.6,196,170.5,177.2,122.3,46.16,90.2,554.21,8050.29,5.86,9.51,0.81,0.91,0.95,-0.02,1.23,763.68
2014-09-30,11802.94,12205.13,21.25,524,494,160.2,166,282,250,130,318.5,131.6,282,255.7,196.2,173,179.6,122.4,46.08,90.42,539.23,8084.3,5.92,9.58,0.81,0.92,0.96,-0.02,1.21,762.65
2014-10-01,11672.95,12083.08,21.45,517.5,501,159.9,165.3,275.7,251.1,131.1,321.5,131.3,283.8,258.1,200.2,171.5,180.8,123.2,44.68,90.9,535.88,8092.81,5.91,9.57,0.82,0.91,0.96,-0.03,1.17,763.38
2014-10-02,11352.31,11760.51,21.2,513.5,491,154.6,163.2,271.5,250.5,130.6,310.9,130.5,279,254.8,199.6,169,173.1,122.7,42.2,90,536.36,8062.76,5.89,9.51,0.82,0.91,0.96,-0.01,1.18,748.24
2014-10-03,11629.62,12056.92,20.83,518,493.3,157.9,165,272.7,256.5,131.2,315.3,131.3,281,254.2,201.8,167.5,173.9,123.2,43.48,90.42,529.51,7947.38,5.9,9.48,0.82,0.91,0.96,-0.01,1.19,756.48
2014-10-06,11568.96,12013.33,20.5,519,493.4,159,163.6,275.5,255,131.6,316.2,131.1,278.2,244.7,203,169,172.7,122.2,41.84,90.2,535.2,8061.2,5.92,9.47,0.82,0.91,0.96,-0.01,1.17,751.45
2014-10-07,11343.65,11786.67,20.15,516.5,483.9,155.7,160.8,274.5,251.3,129.3,311,128.5,271.6,240.8,200.2,165.5,171,121.1,40.52,88.64,524.63,8051.65,5.9,9.49,0.82,0.91,0.96,-0.01,1.17,736.85
2014-10-08,11049.01,11498.97,19.3,517,477.9,151.4,157.6,270,248,127,304.5,124.2,266.2,238.2,200.6,165,167.1,119.2,38.44,87.94,514,7913.44,5.89,9.46,0.82,0.91,0.96,-0.01,1.16,721.3
2014-10-09,11057.67,11455.38,19.35,517.5,470,150.2,157.5,272.2,247,129.2,305.1,122.5,263.9,238.9,196.2,166.5,169.6,118,38.38,88.36,500.22,7924.66,5.83,9.45,0.82,0.91,0.95,0,1.17,717.72
2014-10-10,10780.36,11193.84,19.4,509,465.9,148.2,152.2,266.4,236.5,127.8,300.4,119,258.4,231.9,196,165,165.2,121.8,36.28,87.26,505.46,7973.02,5.89,9.44,0.81,0.9,0.96,0,1.14,703.44
2014-10-13,10771.7,11167.69,19.23,506.5,459.2,146.4,153.5,261.6,233.5,126.3,295.5,116,257.2,232,191,164,164.4,121.7,35.92,86,503.38,7217.22,5.87,9.45,0.82,0.9,0.96,0.01,1.14,700.24
2014-10-14,10719.7,11141.54,18.7,511,456,148.7,157.6,263.7,230.1,131.5,293.5,113.3,258.9,232.6,189.6,160.5,163.5,122.6,35.62,85.1,481.78,8001.93,5.89,9.37,0.81,0.9,0.96,0,1.1,703.45
2014-10-15,10390.4,10784.1,18.62,495.9,447.6,145.3,154,259.9,220.4,133,284.8,115.7,252.9,226.6,184.6,158,157.6,121.2,35.04,83.74,480.72,8001.99,5.88,9.36,0.81,0.89,0.96,-0.01,1.01,687.45
2014-10-16,10147.75,10583.59,18.38,489.7,439.6,142.6,152.2,254.5,218.2,127.9,277.4,115.1,247,224.8,180,156.5,153.6,116.7,34.06,82.94,482.98,7927.94,5.84,9.34,0.81,0.88,0.95,0.01,1.08,673.84
2014-10-17,10390.4,10810.25,20.08,500.5,461.7,150.8,158.2,260,232.4,133,290.4,119.6,258.2,232.6,185.2,160,160.6,117.8,35.74,83.62,480.51,7888.54,5.81,9.36,0.81,0.89,0.95,0,1.12,700.72
2014-10-20,10494.39,10897.43,20,505.5,468,149,156.5,261.1,235.4,131.4,290.5,116.7,260.8,234,190,156.5,160.9,118.8,36.32,83.6,482.22,7954.28,5.83,9.41,0.81,0.89,0.95,-0.01,1.11,704.63
2014-10-21,10867.02,11289.74,20.15,509.5,467,153.6,162.1,268.1,240,132,299,117.8,263.7,239.6,190.8,160,169.2,121.2,38.24,84.96,483.22,8004.86,5.84,9.43,0.81,0.89,0.95,0,1.13,718.96
2014-10-22,11118.33,11507.69,19.9,516,475.8,156,164.9,274.3,249.2,132.9,303.3,119.1,268.8,242.4,193,170,174.2,123.5,39.4,85.54,472.4,8017.71,5.87,9.42,0.81,0.89,0.96,0.01,1.12,732.42
2014-10-23,11213.66,11594.87,19.92,513,480.9,158.1,165.5,272.5,252.4,133.4,306.9,121.9,269.5,262.2,190.6,169.5,176.4,125.5,39.48,87.6,482.48,7946.97,5.88,9.42,0.81,0.9,0.96,0.01,1.15,738.64
2014-10-24,11127,11533.84,20.02,512.5,481,157.1,162.8,267.8,248.5,134.5,306.3,123.1,267.1,261.8,190.6,168.5,175.2,125.8,38.1,87.72,476.44,7969.16,5.88,9.44,0.81,0.89,0.96,0.02,1.14,733.98
2014-10-27,11239.66,11638.46,20.65,513.5,484.8,157,163.5,264.2,248.9,132.7,310.8,124.6,267.4,264.9,192.8,170,176.4,126.1,37.9,87.02,475.59,7940.62,5.87,9.46,0.8,0.89,0.96,0.02,1.12,735.99
2014-10-28,11308.98,11743.08,20.75,513.5,493.1,157.7,165.7,266.1,245.1,134.3,314.6,124.6,254,265.6,192.4,171,181,126.1,38.3,88.34,475.44,7898.24,5.84,9.45,0.8,0.88,0.96,0.02,1.13,724.18
2014-10-29,11551.63,12004.61,20.8,521,498.5,158.1,171.7,267.5,247.9,136.8,313.3,126,255.5,269.2,189.8,175.5,184.3,126,38.1,89.34,480.44,7885.8,5.84,9.41,0.8,0.88,0.96,0.02,1.15,731.01
2014-10-30,11482.3,11917.43,20.95,522,501.5,161.3,174.4,267,254,137.2,317,129.1,271.4,271,190.4,175,185.1,127.2,38.64,89.08,479.39,7817.81,5.91,9.46,0.8,0.88,0.97,0.02,1.1,751.11
2014-10-31,11690.28,12065.64,21,523,517,162.9,177.6,269,258.9,138.2,320,126,268.7,275.5,194,179,188.4,128.4,39.76,90.02,478.74,7702.96,5.94,9.49,0.8,0.88,0.97,0.01,1.09,754.43
2014-11-03,11551.63,11943.59,21,522.5,508.5,162.4,177,264.9,261.2,136.7,316.7,125.1,263.4,272.2,190.4,175,185.6,127,40.92,88.38,469.42,7712.81,5.96,9.53,0.81,0.88,0.97,0.01,1.11,746.07
2014-11-04,11360.98,11725.64,21,515.5,511,161,177.4,262.9,269.4,136.5,313,125.7,261.2,271.8,189.8,173.5,183.7,127.8,40.32,88.22,459.1,7674.32,5.95,9.52,0.8,0.87,0.97,0.02,1.06,740.84
2014-11-05,10962.35,11342.05,20.98,514,515,163,177.5,265.3,269.9,138.1,316.1,125,262,273.9,188.8,176,186.5,134.8,40.54,88,469.22,7562.44,5.96,9.49,0.81,0.87,0.98,0.01,1.07,741.65
2014-11-06,11066.34,11385.64,20.83,515.5,514,162,180.6,266.7,273.1,138.3,314.2,128.9,262.4,274.6,190,178,184.9,136.1,40.38,88.84,463.11,7515.85,5.94,9.46,0.81,0.87,0.97,-0.02,1.05,742.38
2014-11-07,11014.34,11324.61,21.25,509.5,509,160.4,179,255.3,269,137.7,310.1,128,260.2,274.1,191,174.5,183.1,134.8,47.32,89.62,472.08,7748.97,6,9.5,0.81,0.88,0.98,-0.03,1.04,741.42
2014-11-10,11256.99,11560,21.38,525.5,510,160.2,180.5,254.1,274.5,137.8,306.3,127.8,257.9,274.6,192.2,175.5,182.7,136.1,44.86,91.08,461.12,7633.47,5.96,9.47,0.81,0.88,0.97,-0.02,1.06,741.98
2014-11-11,10901.69,11150.25,21.75,515.5,516.5,160.2,182.1,255.9,279,137.5,306.7,126.9,263.5,277.8,193,175.5,184.1,137.2,45.28,92.18,466.74,7695.82,5.99,9.49,0.81,0.88,0.98,-0.02,1.05,744.58
2014-11-12,10615.71,10880,21.77,512,510,157.7,179.4,252.5,275.7,136.2,302.8,126.8,263.6,274.7,192.2,174,182.4,136.4,44.34,91.96,460.69,7642.71,5.97,9.44,0.81,0.88,0.97,-0.02,1.03,739.51
