"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice"
2012-05-30,6416.41,326.8,161.9,524.69
2012-05-31,6500.1,315.7,159.9,518.49
2012-06-01,6297.85,300.7,156.1,501.91
2012-06-04,6140.92,299.9,154.8,501.73
2012-06-06,6301.33,308,160,506.12
2012-06-07,6528,323.3,160.8,500.6
2012-06-08,6461.74,314.9,156.6,501.3
2012-06-11,6507.08,313.7,160.6,490.04
2012-06-12,6451.28,307,161.6,495.73
2012-06-13,6398.97,298.2,162.2,489.88
2012-06-14,6325.74,294.1,161.3,496.81
2012-06-15,6528,306,160.6,495.75
2012-06-18,6496.61,309.1,162.6,490.49
2012-06-19,6625.64,315.5,165,494.99
2012-06-20,6730.26,319.4,163.9,478.63
2012-06-21,6684.92,324.1,163.8,458.77
2012-06-22,6660.51,318,164,472.89
2012-06-25,6458.26,308.8,162.2,471.5
2012-06-26,6343.18,302.5,162.4,472.87
2012-06-27,6388.51,306.8,164.8,477.84
2012-06-28,6392,306,166.8,465.03
2012-06-29,6702.36,320,169.7,501.62
2012-07-02,6768.61,326.6,171.8,494.42
2012-07-03,7016.2,338.9,174,503.61
2012-07-04,7085.95,340.5,173.6,512.8
2012-07-05,7009.23,339,176.4,521.99
2012-07-06,6806.97,331,176.9,507.73
2012-07-09,6754.67,327.5,176.6,520.34
2012-07-10,6915.08,337.6,178.7,508.03
2012-07-11,6852.31,333.5,176.8,520.48
2012-07-12,6800,331,177.8,525.68
2012-07-13,6970.87,337.5,177.1,531.71
2012-07-16,7030.15,339.6,178.3,540.27
2012-07-17,7141.74,336.3,178.6,540.66
2012-07-18,7232.41,336,178.4,546.45
2012-07-19,7337.02,351.4,179.8,560.97
2012-07-20,7225.43,343.8,179.2,557.59
2012-07-23,6939.49,325,177.4,541.7
2012-07-24,7009.23,331.6,177.1,544.6
2012-07-25,7016.2,336.4,178.4,545.42
2012-07-26,7141.74,352,180.7,542.35
2012-07-27,7281.23,361,185.8,544.35
2012-07-30,7344,366.6,186,545.34
2012-07-31,7316.1,365,186.9,533.4
2012-08-01,7211.49,361.4,186.1,538.01
2012-08-02,7169.64,352.3,185.7,525.18
2012-08-03,7309.13,354.9,188.2,555.46
2012-08-06,7392.82,367,188,554.31
2012-08-07,7406.77,365.4,186.1,560.67
2012-08-08,7344,358.4,185.2,563.29
2012-08-09,7281.23,360.2,187.6,564.85
2012-08-10,7106.87,362,187.5,563.69
2012-08-13,7078.97,359.6,186.4,559.37
2012-08-14,7302.15,366.2,191.8,563.02
2012-08-15,7281.23,350.5,193.4,571.97
2012-08-16,7232.41,355.3,190.4,579.59
2012-08-17,7260.31,357.4,187.8,579.46
2012-08-20,7211.49,354.4,188.9,580.94
2012-08-21,7288.2,361.6,186.3,579.27
2012-08-22,7197.54,350.5,186.2,581.96
2012-08-23,7190.56,346.2,186.4,571.25
2012-08-24,7002.26,342,185.5,572.55
2012-08-27,7065.02,349.9,185.9,567.51
2012-08-28,6967.38,337,185.4,571.85
2012-08-29,7009.23,338.3,185.6,567.1
2012-08-30,6810.46,328.6,186,561.96
2012-08-31,6754.67,333.1,186.6,570
2012-09-03,6824.41,335,187.3,567.25
2012-09-04,6765.13,328.2,185.1,564.5
2012-09-05,6779.08,327,187.4,564.89
2012-09-06,6873.23,338.6,188.8,563.24
2012-09-07,6974.36,346.8,185.8,565.5
2012-09-10,7002.26,348.5,184.2,563.11
2012-09-11,6967.38,346.3,185.1,566.31
2012-09-12,7023.18,348,179.2,560.74
2012-09-13,6936,345,178.4,567.59
2012-09-14,7281.23,365.8,175.4,563.65
2012-09-17,7246.36,359.7,175.8,550.45
2012-09-18,7141.74,353,177.5,544.12
2012-09-19,7323.08,353,177.3,527.35
2012-09-20,7323.08,347.1,181.1,528.7
2012-09-21,7476.51,352.4,183.4,533.17
2012-09-24,7406.77,348,184.2,530.7
2012-09-25,7413.74,346,185,526.83
2012-09-26,7253.33,335.9,183.7,522.31
2012-09-27,7246.36,338.9,183.1,531.95
2012-09-28,7239.38,336.5,183.3,531.57
2012-10-01,7441.64,345.2,185.2,535.43
2012-10-02,7462.56,344.8,185.3,529.84
2012-10-03,7455.59,343.4,185.5,509.32
2012-10-04,7378.87,339.2,188.2,527.96
2012-10-05,7441.64,345.7,188.7,515.39
2012-10-08,7420.72,336.8,188.4,514.07
2012-10-09,7267.28,329.5,187.8,531.93
2012-10-10,7072,330,186.9,528.02
2012-10-11,7148.72,330,185.4,531.61
2012-10-12,6974.36,328.1,184.7,528.28
2012-10-15,7002.26,323.9,188.8,528.19
2012-10-16,7134.77,333.2,190.1,526.55
2012-10-17,7127.79,338.9,190.1,523.74
2012-10-18,7204.51,347.9,189.9,523.71
2012-10-19,7099.9,346.4,194.1,515.29
2012-10-22,7044.1,340.5,194,506.64
2012-10-23,6974.36,338,192.7,497.07
2012-10-24,6974.36,345,192.4,494.11
2012-10-25,7002.26,343.5,192.3,493.98
2012-10-26,7002.26,341.8,186,498.59
2012-10-29,7016.2,340.5,186.4,497.44
2012-10-30,7037.13,344.4,185.8,496.29
2012-10-31,7002.26,340,185.5,495.14
2012-11-01,7106.87,346,181.9,500.71
2012-11-02,7183.59,348.5,184,492.62
2012-11-05,7044.1,348.8,184.7,500.01
2012-11-06,7030.15,350.1,172,517.03
2012-11-07,6995.28,349.5,174.2,494.17
2012-11-08,6925.54,343.3,173,498.35
2012-11-09,7051.08,343.1,185.6,505.67
2012-11-12,7169.64,343.2,182.6,501.11
2012-11-13,7155.69,320.4,182.8,501.5
2012-11-14,7113.85,315.2,183.4,505.88
2012-11-15,7002.26,310.6,179.1,499.64
2012-11-16,6988.31,305.8,178.5,507.2
2012-11-19,7113.85,312.2,178.9,521.77
2012-11-20,7120.82,312.2,181.2,505.11
2012-11-21,7134.77,315.3,181.4,508.88
2012-11-22,7183.59,322.6,183.2,507.506666666667
2012-11-23,7169.64,325.7,184.2,506.133333333333
2012-11-26,7065.02,325,182.8,504.76
2012-11-27,7072,324.7,183.4,501.66
2012-11-28,6970.87,319,183.1,500.47
2012-11-29,7058.05,325.5,183.4,505.65
2012-11-30,7141.74,328.4,182.2,510.75
2012-12-03,7155.69,326,183.8,509.02
2012-12-04,7078.97,323.1,183.8,504.31
2012-12-05,7078.97,325.1,184.1,501.78
2012-12-06,7141.74,330.2,184.4,492.22
2012-12-07,7155.69,328.8,185.7,496.67
2012-12-10,7148.72,329.5,186,493.58
2012-12-11,7197.54,330.2,188,492.52
2012-12-12,7274.26,331.3,186.6,496.43
2012-12-13,7274.26,329.6,185.2,490.04
2012-12-14,7364.92,330.6,184.8,494.7
2012-12-17,7330.05,327.7,182.9,494.4
2012-12-18,7434.67,327,181.4,497.79
2012-12-19,7546.26,323,181.7,502.04
2012-12-20,7476.51,328.4,181.2,507.68
2012-12-21,7469.54,328,183.2,500.8
2012-12-27,7511.38,330.8,183.4,511.01
2012-12-28,7427.69,327.2,183.3,513.85
2013-01-02,7755.49,335.6,186.7,523.82
2013-01-03,7811.28,334,187.6,529.06
2013-01-04,7790.36,334.4,190.1,533.64
2013-01-07,7839.18,337.5,189.2,533.15
2013-01-08,7755.49,333.2,192,531.05
2013-01-09,7888,335.5,192.6,532
2013-01-10,8041.43,342,191.7,533.79
2013-01-11,8006.56,346.9,193.7,525.88
2013-01-14,8027.49,340.4,193.7,526.59
2013-01-15,8006.56,337.3,196.1,522.32
2013-01-16,7971.69,341.5,198.1,529.68
2013-01-17,8006.56,349,198.8,533.06
2013-01-18,8090.26,348.1,196.5,535.25
2013-01-21,8236.72,354,198,537.32
2013-01-22,8153.02,354.5,199.1,539.39
2013-01-23,8034.46,352.2,202.4,533.15
2013-01-24,7943.79,354.2,201.4,536.35
2013-01-25,8034.46,356.8,203.2,531.23
2013-01-28,7985.64,351,202,535.17
2013-01-29,7901.95,357.3,202.8,541.82
2013-01-30,7860.1,351,204.2,539.64
2013-01-31,7650.87,341.1,202.2,536.83
2013-02-01,7811.28,345.5,208.2,534.59
2013-02-04,7720.61,334.3,210.2,529.38
2013-02-05,7741.54,338.9,212.2,532.53
2013-02-06,7685.74,335.3,213.2,533.23
2013-02-07,7755.49,338,213,527.78
2013-02-08,7776.41,340.3,214,533.95
2013-02-11,7734.56,348.6,185.7,540.67
2013-02-12,7748.51,361.5,186.4,541.42
2013-02-13,7741.54,385.2,188.6,536.98
2013-02-14,7776.41,389.2,191.8,544.74
2013-02-15,7776.41,387.4,191.2,536.6
2013-02-18,7769.43,385,191.7,538.385
2013-02-19,7957.74,395.5,192.8,540.17
2013-02-20,7985.64,397,196.3,527.09
2013-02-21,7846.15,386.8,195.1,525.21
2013-02-22,7755.49,392.5,195.8,526.86
2013-02-25,7936.82,388.8,198,522.2
2013-02-26,7915.9,388.6,200.4,528.34
2013-02-27,7915.9,389.2,198.4,528.12
2013-02-28,7964.72,390,199.5,522.75
2013-03-01,7846.15,384.9,201.6,520.1
2013-03-04,7846.15,375.3,206.6,516.56
2013-03-05,7999.59,375,207.8,519.51
2013-03-06,8034.46,375.7,205.4,517.23
2013-03-07,7978.67,373.6,200.4,524.63
2013-03-08,7985.64,378.1,199.6,523.83
2013-03-11,7978.67,375.6,201.6,528.3
2013-03-12,8020.51,374.3,199.9,528.72
2013-03-13,7978.67,370.4,201.4,531.48
2013-03-14,8034.46,370.4,199.3,536.27
2013-03-15,8118.15,366.7,199.8,532.6
2013-03-18,8090.26,362,192,540.5
2013-03-19,8083.28,358.8,193,530.82
2013-03-20,8146.05,360.1,190.3,535.23
2013-03-21,8139.08,355.2,187.4,533.72
2013-03-22,8090.26,350.2,185.5,539.39
2013-03-25,8041.43,350,187.8,546.37
2013-03-26,8006.56,355.1,189.8,558.27
2013-03-27,7915.9,352.1,189,563.75
2013-04-02,7867.08,351.6,190.6,564.28
2013-04-03,7867.08,348,193,548.78
2013-04-04,7706.67,346,190.3,542.29
2013-04-05,7553.23,347.1,187,533.88
2013-04-08,7539.28,338,190.9,534.38
2013-04-09,7525.33,336,190.1,538.6
2013-04-10,7643.9,341,189.5,539.25
2013-04-11,7629.95,337.5,192,531.47
2013-04-12,7281.23,332.3,190.8,521.44
2013-04-15,7085.95,323.9,192.9,505.64
2013-04-16,7141.74,325.3,191,503.82
2013-04-17,6967.38,321,190,492.27
2013-04-18,7030.15,320.3,189.8,501.39
2013-04-19,7058.05,324.9,189.7,500.34
2013-04-22,7127.79,317,189.8,507.56
2013-04-23,7364.92,327,190.5,511.74
2013-04-24,7302.15,330.6,195.7,524.1
2013-04-25,7295.18,334,196.5,533.77
2013-04-29,7092.92,330,198.3,537.36
2013-04-30,7023.18,329.3,198.6,533.08
2013-05-01,7009.23,331.7,195.2,513.08
2013-05-02,7078.97,333.5,196.9,531.26
2013-05-03,7288.2,339.9,195.4,543.4
2013-05-06,7225.43,336.7,198,546.78
2013-05-07,7253.33,331.3,196.4,543.7
2013-05-08,7239.38,336.2,195.9,548.27
2013-05-13,7169.64,337,199.2,546.78
2013-05-14,7183.59,335,201.2,541.08
2013-05-15,7078.97,333.3,203,546.41
2013-05-16,7190.56,334.5,199.6,550.21
2013-05-17,7295.18,302,199,556.05
2013-05-21,7323.08,307.1,197.9,557.02
2013-05-22,7406.77,306,197.8,543.77
2013-05-23,7253.33,294.2,193.8,545.12
2013-05-24,7204.51,294.5,193.5,542.38
2013-05-27,7274.26,293.5,193.8,544.835
2013-05-28,7378.87,298.5,194,547.29
2013-05-29,7344,294,189.5,535.96
2013-05-30,7330.05,293.5,190,539.11
2013-05-31,7190.56,288.8,184.9,527.22
2013-06-03,7232.41,284.9,184.5,535.52
2013-06-04,7364.92,281.5,187.4,531.3
2013-06-06,7197.54,282.3,184.9,538.51
2013-06-07,7204.51,273.3,183.4,539.96
2013-06-10,7392.82,270.7,184.5,540.58
2013-06-11,7267.28,267,186.5,535.89
2013-06-12,7190.56,263.6,187.5,538.52
2013-06-13,7162.67,266.5,186.5,541.66
2013-06-14,7169.64,271,186.4,548.59
2013-06-17,7155.69,271.9,181.4,546.77
2013-06-18,7406.77,267.7,181.1,549.06
2013-06-19,7441.64,259.8,177.5,546.65
2013-06-20,7302.15,252.4,176.2,539.07
2013-06-21,7267.28,249.5,174.9,530.16
2013-06-24,7120.82,252.2,170.7,542.53
2013-06-25,7120.82,261.3,174.4,541.36
2013-06-26,7113.85,264.1,178.6,547
2013-06-27,7141.74,268,182.4,555.49
2013-06-28,7155.69,260.9,178.6,550.62
2013-07-01,7288.2,256.4,182.3,560.65
2013-07-02,7448.61,256,181.8,570.81
2013-07-03,7274.26,249.5,181.4,579.753333333333
2013-07-04,7337.02,257.4,185.2,588.696666666667
2013-07-05,7302.15,254.5,186.4,597.64
2013-07-08,7406.77,258.8,187.6,598.73
2013-07-09,7448.61,267.1,185.1,600.61
2013-07-10,7616,266,188,620.05
2013-07-11,7741.54,273.5,187,599.86
2013-07-12,7692.72,274.3,187.1,606.25
2013-07-15,7581.13,270.9,186,609.35
2013-07-16,7518.36,268.1,184.4,602.57
2013-07-17,7497.43,273.9,187.4,604.49
2013-07-18,7532.31,271.5,186.8,615.35
2013-07-19,7629.95,270.7,184.8,614
2013-07-22,7616,275.3,183.8,605.59
2013-07-23,7678.77,277.7,185.4,606.83
2013-07-24,7755.49,282.5,187.4,593.41
2013-07-25,7762.46,272.5,186.4,595.83
2013-07-26,7671.79,269.8,188.1,588.75
2013-07-29,7671.79,270.5,189,587.44
2013-07-30,7699.69,269.1,188.4,578.47
2013-07-31,7664.82,266.2,189.6,589.79
2013-08-01,7755.49,266.6,195,607.68
2013-08-02,7755.49,266,193.6,603.8
2013-08-05,7727.59,263,195.2,599.26
2013-08-06,7692.72,262.5,193.2,591.26
2013-08-07,7685.74,263.8,192.3,584.96
2013-08-08,7776.41,272.9,192.8,577.17
2013-08-09,7881.02,275.4,192.5,591.05
2013-08-12,7762.46,283.1,195,596.01
2013-08-13,7964.72,290,197,599.59
2013-08-14,7915.9,290.6,196,601.77
2013-08-15,7804.31,285.4,195.6,602
2013-08-16,8557.54,289.7,197,600.73
2013-08-19,8761.54,294.3,196.5,598.52
2013-08-20,8648.2,285,196.5,584.57
2013-08-21,8627.28,286,195.3,578.72
2013-08-22,8690.05,292.1,194.6,588.01
2013-08-23,8557.54,320.8,193.3,594.36
2013-08-26,8578.46,326.6,194.2,591.32
2013-08-27,8473.84,310.8,193.2,609.67
2013-08-28,8459.9,310.3,190.6,615.35
2013-08-29,8452.92,310.8,191.3,611.77
2013-08-30,8369.23,307.8,188.6,606.73
2013-09-02,8508.72,313,192.5,610.685
2013-09-03,8529.64,316,187.2,614.64
2013-09-04,8620.31,310.3,186.2,607.2
2013-09-05,8831.28,312.4,184.3,612.23
2013-09-06,8848.72,315.3,182.6,628.52
2013-09-09,8892.31,318,184.4,619.15
2013-09-10,9023.08,319.9,186.8,604.96
2013-09-11,9023.08,318.5,186.7,604.66
2013-09-12,9057.95,316.8,187,609.43
2013-09-13,9014.36,310.1,185.8,606.96
2013-09-16,8944.61,314,188.6,595.04
2013-09-17,8892.31,313,188.5,588.6
2013-09-18,8909.74,315.1,188.1,603.64
2013-09-19,9014.36,319.2,191.7,585.77
2013-09-20,9092.82,317.7,191.7,577.6
2013-09-23,8848.72,312.8,189,571.91
2013-09-24,8953.33,312.4,189.3,570.8
2013-09-25,9040.51,307,186.2,566.95
2013-09-26,8979.49,307,186.1,569.2
2013-09-27,9005.64,303.5,187.5,566.69
2013-09-30,8813.84,297,187.2,565.11
2013-10-01,8962.05,301.7,185,561.49
2013-10-02,9031.79,298.5,183.2,574.51
2013-10-03,9014.36,296.3,183.1,566.91
2013-10-04,9014.36,290.1,182.6,569.87
2013-10-07,9066.67,289.9,183.1,566.29
2013-10-08,9049.23,284.8,181.2,568.67
2013-10-09,8996.92,279.9,180.3,560.83
2013-10-10,9075.38,288,185.2,567.83
2013-10-11,9223.59,287,184.4,560.96
2013-10-14,9223.59,281.9,185.6,563.15
2013-10-15,9127.69,288,184,559.48
2013-10-16,9380.51,289,187.2,562.63
2013-10-17,9241.02,275.1,189.7,549.62
2013-10-18,9232.31,278.1,189.4,549.47
2013-10-21,9345.64,284.2,190.6,541.53
2013-10-22,9389.23,288.5,194.1,533.53
2013-10-23,9275.9,283.7,194.5,525.41
2013-10-24,9380.51,284.7,197,524.73
2013-10-25,9406.67,283.6,196.1,529.77
2013-10-28,9275.9,278.9,196.8,534.04
2013-10-29,9284.61,282.4,198,532.01
2013-10-30,9310.77,281,197.4,524.74
2013-10-31,9267.18,274.5,182.8,527
2013-11-01,9302.05,270.1,183.4,522.5
2013-11-04,9275.9,279,184.6,522.52
2013-11-05,9232.31,276.6,184.3,516.07
2013-11-06,9267.18,290,187.6,523.15
2013-11-07,9214.87,278,189.5,525.71
2013-11-08,9363.08,275.5,188.6,525.34
2013-11-11,9485.13,279.5,189.6,529.8
2013-11-12,9319.49,277.8,189.9,516.6
2013-11-13,9415.38,284.7,191.8,521.98
2013-11-14,9659.49,283.8,192.4,520.5
2013-11-15,9659.49,283.1,192.6,520.01
2013-11-18,9676.92,283,193.8,513.35
2013-11-19,9624.61,280.4,192.2,515.61
2013-11-20,9589.74,277.6,191.8,514.64
2013-11-21,9607.18,278,191.5,528.41
2013-11-22,9380.51,277.2,190.4,523.28
2013-11-25,9450.25,278,191.4,519.29
2013-11-26,9528.72,276.6,190.1,515.76
2013-11-27,9676.92,278.7,189.6,506.35
2013-11-28,9624.61,286,195.3,509.916666666667
2013-11-29,9711.79,287.1,196.7,513.483333333333
2013-12-02,9668.2,283.3,196.5,517.05
2013-12-03,9546.15,276.1,197.6,527.61
2013-12-04,9493.84,273.3,194.9,533.44
2013-12-05,9458.97,268,196.2,534.36
2013-12-06,9511.28,267.7,195.1,533.25
2013-12-09,9546.15,268,195,529.21
2013-12-10,9554.87,267.5,193.2,534.49
2013-12-11,9572.31,267.4,193.5,528.05
2013-12-12,9502.56,262,191.3,528.07
2013-12-13,9493.84,261.7,191,525.05
2013-12-16,9458.97,267.5,191.4,527.91
2013-12-17,9458.97,264.7,190.5,527.55
2013-12-18,9650.77,267.1,190.7,530.69
2013-12-19,9772.82,273.6,195.6,539.13
2013-12-20,9860,278.1,196.3,542.65
2013-12-23,10034.36,280.3,195.1,538.59
2013-12-27,10234.87,290.3,197.2,541.75
2013-12-30,10261.02,296.1,198.8,537.43
2014-01-02,10356.92,293.8,200.9,521.18
2014-01-03,10513.84,302.1,204.9,514.02
2014-01-06,10496.41,310,204,512.38
2014-01-07,10862.56,309.9,206.5,512.26
2014-01-08,10906.15,312.3,207.8,506.72
2014-01-09,10984.61,310,209.1,502.4
2014-01-10,11167.69,312.5,211.9,509.23
2014-01-13,11376.92,316.3,211.3,501.7
2014-01-14,11568.72,316.2,210.7,505.53
2014-01-15,11629.74,320.9,209.8,516.46
2014-01-16,11507.69,321,210.4,515.65
2014-01-17,11437.95,325.7,209.9,518.41
2014-01-20,11333.33,323,212.6,521.23
2014-01-21,11420.51,325.6,213.4,524.05
2014-01-22,11350.77,326,210.9,532.08
2014-01-23,11368.2,322.4,210,532.46
2014-01-24,11237.43,309.2,210.1,526.88
2014-01-27,10818.97,295.7,206.2,522.97
2014-01-28,10958.46,301.6,206,532.52
2014-01-29,10836.41,295,204.3,533.91
2014-01-30,10975.9,294.3,211.3,540.01
2014-01-31,10757.95,294.8,219,538.22
2014-02-03,10662.05,288.3,222,533.09
2014-02-04,10487.69,287.2,218,536.48
2014-02-05,10478.97,291,225.2,536.58
2014-02-06,10618.46,300.9,230.2,541.01
2014-02-07,10880,297.6,233.8,549.09
2014-02-10,10958.46,298.8,234.7,547.5
2014-02-11,11115.38,300,233.2,545.31
2014-02-12,11193.84,298.7,235,551.81
2014-02-13,11097.95,277.3,238,547.57
2014-02-14,11246.15,279.9,238.7,546.02
2014-02-17,11246.15,286,238.5,551.33
2014-02-18,11185.13,285,238.6,556.64
2014-02-19,11246.15,287.5,240,560.87
2014-02-20,11202.56,286.5,240,560.37
2014-02-21,11376.92,286.6,242.9,556.41
2014-02-24,11507.69,290.4,247,558.63
2014-02-25,11586.15,293.5,261.5,552.49
2014-02-26,11525.13,288.9,257,557.74
2014-02-27,11132.82,285.3,257,559.58
2014-02-28,11525.13,284.3,257.7,554.24
2014-03-03,11202.56,280,253,568.69
2014-03-04,11551.28,283,260,560.08
2014-03-05,11525.13,283.4,259,551.33
2014-03-06,11429.23,288.4,256.7,551.41
2014-03-07,11254.87,295.6,254.8,551
2014-03-10,11132.82,290.8,251.1,543.64
2014-03-11,11324.61,289.4,249.8,538.98
2014-03-12,10958.46,282.4,246.7,526.59
2014-03-13,10880,279,247.2,525.68
2014-03-14,10618.46,274.2,244,531.58
2014-03-17,10731.79,276.4,245,526.4
2014-03-18,10784.1,276.8,248.2,535.28
2014-03-19,10749.23,276.1,245.7,538.46
2014-03-20,10627.18,270.1,245.8,539.29
2014-03-21,10757.95,270.2,239.2,538.77
2014-03-24,10662.05,264.2,240,539.77
2014-03-25,10696.92,268.5,239.6,536.97
2014-03-26,10766.67,276.9,240.4,542.71
2014-03-27,10810.25,273.2,243.3,549.61
2014-03-28,11158.97,269.9,246.2,551.66
2014-03-31,11333.33,273.4,246.8,550.04
2014-04-01,11158.97,289,244.5,539.96
2014-04-02,11333.33,292.1,246,539.09
2014-04-03,11455.38,290.6,244.5,543.64
2014-04-04,11403.08,293.8,243.6,551.12
2014-04-07,11237.43,294,238.5,546.43
2014-04-08,11158.97,287.5,234.6,555.91
2014-04-09,11220,290,238.3,560.73
2014-04-10,11019.49,285.9,235.5,556.72
2014-04-11,10967.18,282.6,231.4,558.35
2014-04-14,10635.9,282.8,232.9,561.86
2014-04-15,10601.02,276.4,230.7,561.19
2014-04-16,10801.54,285.8,235.6,559.76
2014-04-22,10984.61,289.4,244.3,551.88
2014-04-23,10853.84,287.3,243.3,547.49
2014-04-24,10853.84,288.7,241.6,550.75
2014-04-25,10749.23,285,240.6,542.9
2014-04-28,10897.43,281.5,242.8,543.06
2014-04-29,11071.79,283,244.2,546.81
2014-04-30,11176.41,287.5,242.7,537.51
2014-05-01,11237.43,285.6,238,534.73
2014-05-02,11237.43,292.5,238.8,537.17
2014-05-05,11228.72,294.6,237,535.18
2014-05-06,11202.56,297,236,532.57
2014-05-07,11089.23,293.4,233.4,540.07
2014-05-08,11141.54,301.6,232.4,536.31
2014-05-09,11202.56,305.2,234.5,541.57
2014-05-12,11472.82,314.5,236.9,545.46
2014-05-13,11481.54,310.9,236.7,553.95
2014-05-14,11577.43,333,234,557.01
2014-05-15,11507.69,333,230.9,554.68
2014-05-19,11437.95,323.5,230.5,558.47
2014-05-20,11621.02,318.9,231.6,558.07
2014-05-21,12056.92,319.1,233.9,568.06
2014-05-22,12117.95,317.7,234.4,566.58
2014-05-23,12205.13,320.1,233.5,571.44
2014-05-26,12301.02,317.8,235.8,570.59
2014-05-27,12379.49,317.4,235.6,569.74
2014-05-28,12431.79,318.3,231.8,563.35
2014-06-02,12449.23,318.3,231.5,561.92
2014-06-03,12327.18,316,233.5,561.55
2014-06-04,12335.9,311.7,235.9,562.16
2014-06-06,12614.87,313.2,236.6,561.54
2014-06-10,12658.46,312.9,244.3,574.72
2014-06-11,12457.95,308.7,245,575.02
2014-06-12,12431.79,304.1,250.7,587.47
2014-06-13,12405.64,308.1,247.3,589.2
2014-06-16,12240,309.4,251.4,589.09
2014-06-17,11586.15,308.2,255,584.5
2014-06-18,11865.13,308.7,253.6,582.57
2014-06-19,11838.97,311.8,253,582.66
2014-06-20,11621.02,309.3,253.4,588.57
2014-06-23,11638.46,318,252,582.15
2014-06-24,11594.87,313.9,251,580.43
2014-06-25,11490.25,304.1,248.8,583.15
2014-06-26,11682.05,305.1,250.3,579.99
2014-06-27,11734.36,303,250.3,578.94
2014-07-01,11900,302.8,250.8,573.78
2014-07-02,12065.64,307,252.6,570.47
2014-07-03,12074.36,312,254,569.623333333333
2014-07-04,12048.2,313.9,252.7,568.776666666667
2014-07-07,11865.13,308.1,251.6,567.93
2014-07-08,11699.49,299.4,248.9,567.3
2014-07-09,11699.49,295,247.2,560.61
2014-07-10,11647.18,291.8,247.8,564.08
2014-07-11,11682.05,289.3,247.8,552.96
2014-07-14,11734.36,293.5,251,552.19
2014-07-15,11673.33,290.1,251.2,547.54
2014-07-16,11725.64,298.2,253.4,557.64
2014-07-17,11664.61,296.1,253.7,568.93
2014-07-18,11542.56,289.2,250.1,568.61
2014-07-21,11420.51,287.1,247.7,576.93
2014-07-22,11612.31,293.4,255,577.58
2014-07-23,11743.08,297.2,256.2,571.08
2014-07-24,11655.9,293.8,251.5,565
2014-07-25,11542.56,293.5,253.9,566.42
2014-07-28,11472.82,291.1,254,564.36
2014-07-29,11455.38,291.8,256.5,560.67
2014-07-30,11472.82,288.8,257.5,557.93
2014-07-31,11324.61,286.1,257.9,547.12
2014-08-01,11089.23,289.7,251.2,544.8
2014-08-04,11089.23,296,251.6,545.98
2014-08-05,11246.15,304.2,257,542.54
2014-08-06,11185.13,298.2,252.8,541.48
2014-08-07,11071.79,288.5,249.3,542.88
2014-08-08,11036.92,280.7,245.5,543.75
2014-08-11,11263.59,292.7,247.6,546.28
2014-08-12,11342.05,292.5,245.5,543.94
2014-08-13,11498.97,302.4,246.5,544.6
2014-08-14,11516.41,297.9,246.9,532.86
2014-08-15,11594.87,294.2,246.6,542.13
2014-08-18,11769.23,297.9,250.4,537.09
2014-08-19,12344.61,296.2,251.7,527.52
2014-08-20,12466.67,292,255.6,539.22
2014-08-21,12553.84,295.3,256.3,528.22
2014-08-22,12501.54,290.8,254.2,526.26
2014-08-25,12606.15,295.8,257,527.23
2014-08-26,12641.02,298.4,258.8,530.39
2014-08-27,12597.43,305.5,259.4,531.06
2014-08-28,12527.69,302.1,258,534.66
2014-08-29,12379.49,302.7,259,542.23
2014-09-01,12388.2,305.4,259.3,534.84
2014-09-02,12545.13,312,258.4,527.45
2014-09-03,12632.31,314,259.1,541.05
2014-09-04,12745.64,314.7,258,540.43
2014-09-05,12815.38,315.2,254.9,536.45
2014-09-08,12911.28,312,258.1,532.87
2014-09-09,12981.02,313.5,264.4,535.2
2014-09-10,12998.46,310.9,264.9,527.81
2014-09-11,12928.72,303.1,266.9,534.49
2014-09-12,12963.59,299.5,274,531.15
2014-09-15,12954.87,304.3,275.4,535.76
2014-09-16,12832.82,299.7,272.8,545.49
2014-09-17,13251.28,299.4,277.3,542.63
2014-09-18,13137.95,295.4,281.6,538.31
2014-09-19,13268.72,297,281.7,535.28
2014-09-22,13181.54,291.5,279.8,530.36
2014-09-23,13059.49,287.1,276.3,528.67
2014-09-24,12606.15,286.5,277.3,538.56
2014-09-25,12187.69,284.8,279.6,541.79
2014-09-26,12580,286,281.5,546.84
2014-09-29,12301.02,282.3,284,554.21
2014-09-30,12205.13,282,282,539.23
2014-10-01,12083.08,275.7,283.8,535.88
2014-10-02,11760.51,271.5,279,536.36
2014-10-03,12056.92,272.7,281,529.51
2014-10-06,12013.33,275.5,278.2,535.2
2014-10-07,11786.67,274.5,271.6,524.63
2014-10-08,11498.97,270,266.2,514
2014-10-09,11455.38,272.2,263.9,500.22
2014-10-10,11193.84,266.4,258.4,505.46
2014-10-13,11167.69,261.6,257.2,503.38
2014-10-14,11141.54,263.7,258.9,481.78
2014-10-15,10784.1,259.9,252.9,480.72
2014-10-16,10583.59,254.5,247,482.98
2014-10-17,10810.25,260,258.2,480.51
2014-10-20,10897.43,261.1,260.8,482.22
2014-10-21,11289.74,268.1,263.7,483.22
2014-10-22,11507.69,274.3,268.8,472.4
2014-10-23,11594.87,272.5,269.5,482.48
2014-10-24,11533.84,267.8,267.1,476.44
2014-10-27,11638.46,264.2,267.4,475.59
2014-10-28,11743.08,266.1,254,475.44
