"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice"
2014-10-29,12004.61,267.5,255.5,480.44
2014-10-30,11917.43,267,271.4,479.39
2014-10-31,12065.64,269,268.7,478.74
2014-11-03,11943.59,264.9,263.4,469.42
2014-11-04,11725.64,262.9,261.2,459.1
2014-11-05,11342.05,265.3,262,469.22
2014-11-06,11385.64,266.7,262.4,463.11
2014-11-07,11324.61,255.3,260.2,472.08
2014-11-10,11560,254.1,257.9,461.12
2014-11-11,11150.25,255.9,263.5,466.74
2014-11-12,10880,252.5,263.6,460.69
2014-11-13,10888.72,251.1,263,443.4
2014-11-14,10836.41,249.7,261.1,453.81
2014-11-17,10757.95,247,261.5,450.56
2014-11-18,11019.49,254.5,261.5,443.82
2014-11-19,11036.92,252.7,264.5,442.89
2014-11-20,10862.56,250.6,263.8,448.67
2014-11-21,11019.49,258.2,265.8,458.33
2014-11-24,11158.97,262.6,266.5,454.32
2014-11-25,11228.72,264,266.5,443.65
2014-11-26,11307.18,260.6,267,439.46
2014-11-27,10993.33,257.8,269.7,430.213333333333
2014-11-28,10880,253,272.9,420.966666666667
2014-12-01,10688.2,246.9,273.7,411.72
2014-12-02,10662.05,261.5,277.6,400.54
2014-12-03,10749.23,271.5,277.7,406.6
2014-12-04,10592.31,264,275.8,403.76
2014-12-05,10505.13,269,281,396.25
2014-12-08,10435.38,270.5,279.3,382.69
2014-12-09,10234.87,270,275.7,383.9
2014-12-10,10156.41,263.3,276.2,365.86
2014-12-11,9711.79,264,275.8,358.82
2014-12-12,9921.02,261.6,269.1,345.33
2014-12-15,9842.56,260.7,263.5,334.67
2014-12-16,9694.36,262.5,260.2,331.94
2014-12-17,10025.64,265.1,259.9,337.54
2014-12-18,10531.28,272,266.5,327.67
2014-12-19,10592.31,274.1,266,342.42
2014-12-22,10723.08,269.6,267.2,335.38
2014-12-23,10810.25,274.2,260.8,348
2014-12-29,10810.25,272.9,264.5,327.03
2014-12-30,10784.1,272.3,260.3,331.29
2015-01-02,10914.87,271.4,263.4,325.66
2015-01-05,10513.84,264.2,265.7,312.5
2015-01-06,10400.51,264.2,263.9,299.37
2015-01-07,10461.54,262,264.6,306.02
2015-01-08,10853.84,265,269.8,308.46
2015-01-09,10810.25,272.7,270.8,304.55
2015-01-12,10810.25,279.9,274.5,290.34
2015-01-13,11080.51,276.4,279.4,289.77
2015-01-14,10801.54,264.2,277.9,306.26
2015-01-15,11063.08,268.6,284.6,293.69
2015-01-16,10967.18,264.5,282.1,312.39
2015-01-19,11080.51,269.4,292.2,305.135
2015-01-20,11141.54,272.7,290.7,297.88
2015-01-21,11315.9,275,288.8,306.45
2015-01-22,11446.67,280.3,288.1,296.78
2015-01-23,11542.56,284,293,303.02
2015-01-26,11725.64,289.6,297.2,298.95
2015-01-27,11472.82,276,297.4,304.56
2015-01-28,11699.49,277,298.4,291.69
2015-01-29,11507.69,274.9,299.9,292.96
2015-01-30,11664.61,279.2,295.5,317.65
2015-02-02,11647.18,279.2,292,326.26
2015-02-03,11882.56,288.9,289.8,347.14
2015-02-04,11690.77,292.4,282.8,315.1
2015-02-05,11743.08,298.5,282.6,329.41
2015-02-06,11786.67,295.7,279.4,336.15
2015-02-09,11560,298.2,276.3,348.99
2015-02-10,11385.64,294.6,281.4,329.6
2015-02-11,11115.38,296.8,281,321.34
2015-02-12,11298.46,284,281.6,336.54
2015-02-13,11664.61,291.9,285.2,345.22
2015-02-16,11908.72,289.1,283,347.15
2015-02-17,12074.36,286.2,287.8,349.08
2015-02-18,12274.87,292.8,293.5,341.3
2015-02-19,12292.31,293.5,297.3,334.46
2015-02-20,12370.77,295.6,310.4,332.45
2015-02-23,12344.61,297.1,313.2,326.68
2015-02-24,12152.82,295.7,311.6,324.51
2015-02-25,13303.59,301.9,311.7,335.48
2015-02-26,13286.15,303.3,316,317.86
2015-02-27,13399.49,305,319.7,330.52
2015-03-02,13251.28,312,317.5,329.65
2015-03-03,13120.51,303.8,315,337.16
2015-03-04,13076.92,301.8,315.6,345.46
2015-03-05,13233.84,307.7,318,341.83
2015-03-06,13164.1,309.9,321.1,337.19
2015-03-09,13408.2,311.6,320.6,343.02
2015-03-10,13251.28,305.9,326,335.11
2015-03-11,13321.02,312.1,325.1,339.67
2015-03-12,13355.9,307.4,326.3,330.61
2015-03-13,13260,307.5,337.8,316.39
2015-03-16,13408.2,309.5,345.4,310.32
2015-03-17,13251.28,305.7,339.4,304.91
2015-03-18,13399.49,305.3,339.4,314.5
2015-03-19,13565.13,302.8,341.9,306.77
2015-03-20,13791.79,306.1,343.3,316.15
2015-03-23,13992.31,309.7,339.1,324.2
2015-03-24,14027.18,319.3,345.1,323.69
2015-03-25,13992.31,317.5,340.7,334.58
2015-03-26,13844.1,314,335,350.01
2015-03-27,13974.87,308.2,369.7,336.15
2015-03-30,14306.15,314.3,376.8,335.26
2015-03-31,12675.9,313,372,330.47
2015-04-01,12858.97,311.1,377,347.95
2015-04-07,12902.56,314.9,380,371.81
2015-04-08,13015.9,306.3,381.7,346.83
2015-04-09,13015.9,302.1,381.4,352.22
2015-04-10,12885.13,308.2,393.3,365.03
2015-04-13,12614.87,308.3,389.7,367.55
2015-04-14,12213.84,304.3,387,376.78
2015-04-15,12431.79,303.9,387.7,398.02
2015-04-16,12274.87,303.1,382.4,395.17
2015-04-17,12030.77,294.8,376.9,384.56
2015-04-20,12022.05,293.4,382.3,392.25
2015-04-21,12292.31,295.7,393.1,385.32
2015-04-22,12187.69,293.4,391.8,390.08
2015-04-23,12048.2,285,385.2,399.88
2015-04-24,11891.28,284.4,390.3,393.92
2015-04-27,11882.56,290.9,394,392.89
2015-04-28,11908.72,286.5,382.2,389.59
2015-04-29,11716.92,281.7,373,397.31
2015-04-30,11516.41,284.9,378.7,396.81
2015-05-04,11682.05,282.2,381.7,394.45
2015-05-05,11682.05,280.2,370.6,405.57
2015-05-06,11551.28,279.5,366.6,405.01
2015-05-07,11542.56,270.9,369,389.13
2015-05-08,11586.15,294.8,373.1,395.04
2015-05-11,11978.46,306.9,376.1,396.85
2015-05-12,11830.25,308.3,372.4,403.4
2015-05-13,11777.95,312.6,368,402.38
2015-05-18,11673.33,310.8,373.5,389.49
2015-05-19,11682.05,316,382.2,382.02
2015-05-20,11682.05,317.5,382.3,395.74
2015-05-21,11472.82,324.5,384.5,406.75
2015-05-22,11429.23,327.5,388,398.88
2015-05-26,11246.15,333.1,390.1,395.94
2015-05-27,11490.25,341.3,394.1,394.75
2015-05-28,11507.69,338,386.5,394.9
2015-05-29,11420.51,337.6,379.3,410.05
2015-06-01,11560,335,389.1,410.29
2015-06-02,11673.33,335.5,384.6,414.31
2015-06-03,11682.05,339.1,382.5,399.58
2015-06-04,11490.25,331.6,380.8,382.32
2015-06-08,11158.97,325,371.8,388.58
2015-06-09,10923.59,325.9,369.6,398.85
2015-06-10,11124.1,341.5,380.1,406.38
2015-06-11,10984.61,335,383.1,403.7
2015-06-12,10574.87,329.5,379.9,398.73
2015-06-15,10391.79,326.1,371.1,395.8
2015-06-16,10522.56,330.5,370,398.76
2015-06-17,10470.25,330.2,364.8,396.18
2015-06-18,10487.69,330.7,363.6,395.46
2015-06-19,10513.84,334.2,362.7,393.62
2015-06-22,10714.36,340.2,377.1,392.51
2015-06-23,10749.23,341.5,376.3,406.36
2015-06-24,10757.95,337.3,377.3,401.08
2015-06-25,10836.41,334.6,377,397.42
2015-06-26,10845.13,334.5,372.6,397.15
2015-06-29,10714.36,329.6,365.8,390.88
2015-06-30,10566.15,322,364.6,396.52
2015-07-01,10339.49,324.9,372.4,382.85
2015-07-02,10348.2,322.4,370.9,383.8
2015-07-03,10417.95,322.2,368.7,369.92
2015-07-06,10182.56,320.9,371,356.04
2015-07-07,10121.54,312.9,366.1,357.2
2015-07-08,10121.54,309.9,363.7,349.62
2015-07-09,10217.43,313.2,373,356.3
2015-07-10,10243.59,308.9,384.4,351.89
2015-07-13,10374.36,317.3,394,352.55
2015-07-14,10383.08,316.7,393.4,358.82
2015-07-15,10505.13,313.6,398.5,348.5
2015-07-16,10757.95,331.2,402.4,349.57
2015-07-17,10757.95,328.1,401.3,348.74
2015-07-20,10801.54,335.3,405.9,344.82
2015-07-21,10749.23,331.8,399.5,345.8
2015-07-22,10487.69,333,399,336.67
2015-07-23,10487.69,326.1,396.6,328.67
2015-07-24,10287.18,315.5,396.5,328.36
2015-07-27,10043.08,303.6,388.6,319.77
2015-07-28,9938.46,303.5,393,324.72
2015-07-29,9973.33,304,400,330.04
2015-07-30,10034.36,302.4,397.2,330.45
2015-07-31,10086.67,304,398.4,320.59
2015-08-03,10356.92,304.9,409.5,307.77
2015-08-04,10505.13,304.8,407,311.03
2015-08-05,10592.31,309,410.7,309.56
2015-08-06,10644.61,304.8,396.5,306.14
2015-08-07,10452.82,300.6,388.5,299.2
2015-08-10,10400.51,304.8,392.1,306.1
2015-08-11,10348.2,298.6,389.5,290.8
2015-08-12,10383.08,290.8,377.3,289.66
2015-08-13,10993.33,296.8,382.4,283.71
2015-08-14,11002.05,297.4,387.9,283.94
2015-08-17,10984.61,299,391.9,281.52
2015-08-18,10958.46,305,398,287.6
2015-08-19,10749.23,296,392.6,275.79
2015-08-20,10513.84,284.3,383.3,274.54
2015-08-21,10243.59,276.7,368.8,267.6
2015-08-24,9581.02,275.6,349.7,248.23
2015-08-25,9851.28,248.2,361,254.99
2015-08-26,9694.36,237.3,357.1,252.68
2015-08-27,9851.28,243,370.1,281.47
2015-08-28,9894.87,252,369.5,299.5
2015-08-31,9877.43,251.8,369.2,327.4
2015-09-01,9685.64,250.6,358.6,301.63
2015-09-02,9746.67,254.4,364.2,306.68
2015-09-03,9860,249.1,373.4,310.64
2015-09-04,9659.49,242.6,364.8,308.45
2015-09-07,9563.59,237.5,365.2,307.775
2015-09-08,9502.56,243.2,371.1,307.1
2015-09-09,9807.69,246,376.1,295.73
2015-09-10,9642.05,240.5,374.8,306.31
2015-09-11,9520,238,372.9,295.5
2015-09-14,9424.1,235.5,367.3,290.36
2015-09-15,9293.33,233.7,370.1,293.89
2015-09-16,9354.36,240.7,370.7,313.31
2015-09-17,9371.79,238.5,371.8,309.37
2015-09-18,9232.31,229.5,367.5,291.94
2015-09-21,9293.33,229.8,378.1,309.57
2015-09-22,9136.41,223.4,365.5,306.5
2015-09-23,9066.67,220.2,371.3,297.59
2015-09-24,8744.1,221.2,361.6,298.09
2015-09-25,8796.41,225.4,372.8,305.72
2015-09-28,8674.36,218.3,370,296.72
2015-09-29,8761.54,219.1,357.3,301.19
2015-09-30,8953.33,221.5,358.2,300.25
2015-10-01,8988.2,228,362.5,299.27
2015-10-02,8935.9,234.7,359.4,304.41
2015-10-05,9075.38,244,366.3,307.16
2015-10-06,9110.25,243.7,367,322.6
2015-10-07,9581.02,253.5,359.7,316.65
2015-10-08,9633.33,255.3,358.3,327.71
2015-10-09,9921.02,269,357.1,325.86
2015-10-12,9711.79,266,363.4,308.96
2015-10-13,9624.61,257.9,357,306.07
2015-10-14,9502.56,261.5,346,304.99
2015-10-15,9328.2,261.8,347,302.52
2015-10-16,9284.61,259.4,360.9,310.34
2015-10-19,9302.05,255.3,370,302.04
2015-10-20,9232.31,257.1,363.5,298.77
2015-10-21,9075.38,253.8,357,296.96
2015-10-22,9127.69,255,358.9,299.23
2015-10-23,8652.56,260.3,373,300.17
2015-10-26,8770.25,258.1,372.5,297.98
2015-10-27,8574.1,252.8,376.7,291.36
2015-10-28,8709.23,256.6,384.4,309.16
2015-10-29,8656.92,254,364,314.27
2015-10-30,8717.95,256.8,360.3,315.39
2015-11-02,8696.15,263.5,363.5,311.94
2015-11-03,8822.56,265.6,368.8,325.5
2015-11-04,9101.54,272.7,371.6,315.98
2015-11-05,8944.61,269,378.5,309.8
2015-11-06,9162.56,271.4,380.1,304.13
2015-11-09,9031.79,271.7,375.1,303.7
2015-11-10,8796.41,261.8,374.4,307.92
2015-11-11,8866.15,268.9,377.6,298.87
2015-11-12,8674.36,251.8,375.5,290.38
2015-11-13,8604.61,250.9,370.7,282.37
2015-11-16,8604.61,249.7,370.7,290.42
2015-11-17,8778.97,255.4,379.5,284.4
2015-11-18,8761.54,255,378.5,285.04
2015-11-19,8848.72,255,379.2,283
2015-11-20,8717.95,254.3,383.1,281.92
2015-11-23,8717.95,256.2,383.1,292.99
2015-11-24,8848.72,254.5,375.6,300.28
2015-11-25,8935.9,258.6,383.1,303.33
2015-11-26,9110.25,257,385.7,298.725
2015-11-27,9075.38,256.1,386,294.12
2015-11-30,9397.95,256.7,386,293.72
2015-12-01,9389.23,257.5,393.7,294.54
2015-12-02,9389.23,256,398.8,280.74
2015-12-03,8892.31,256,388.5,287.12
2015-12-04,8744.1,251.1,389.1,273.52
2015-12-07,8665.64,251.6,389.1,259.87
2015-12-08,8665.64,243.3,391.5,257.33
2015-12-09,8395.38,241.2,389.6,253.4
2015-12-10,8282.05,240.4,388.5,250.63
2015-12-11,8016.15,234.1,388.5,242.7
2015-12-14,8016.15,233.1,378.1,246.66
2015-12-15,8033.59,231.8,384.4,253.58
2015-12-16,7854.87,234.9,386.9,242.42
2015-12-17,7902.82,231,392.3,240.54
2015-12-18,7902.82,233.6,390.7,239.14
2015-12-21,7676.15,233.3,392.1,238.45
2015-12-22,7689.23,235.6,385.6,246.22
2015-12-23,7689.23,245,393.8,256.34
2015-12-28,7806.92,243.1,396.3,250.61
2015-12-29,7802.56,242.8,400.6,258.05
2015-12-30,7802.56,242.8,399.9,249.98
2016-01-04,7750.26,228.9,393.9,251.7
2016-01-05,7750.26,223.9,404.2,249.73
2016-01-06,7663.08,223.9,398.8,235.92
2016-01-07,7353.59,221.1,387.5,228.36
2016-01-08,7057.18,221.1,380.6,227.76
2016-01-11,7044.1,226.5,374.4,215.22
2016-01-12,6991.79,222.3,381.8,209.6
2016-01-13,6983.08,226.9,380,210.27
2016-01-14,7083.33,226.8,374.6,213.74
2016-01-15,6769.49,218.8,361,201.18
2016-01-18,6773.85,214.3,363,198.305
2016-01-19,6843.59,218,367.2,195.43
2016-01-20,6625.64,215.7,354.8,181.68
2016-01-21,6839.23,219.5,367,202.32
2016-01-22,7266.41,234,375.6,222.25
2016-01-25,7214.1,229.7,380.7,209.35
2016-01-26,7283.85,230.6,378.2,216.56
2016-01-27,7301.28,235.8,384.7,221.38
2016-01-28,7453.85,235,372.2,227.37
2016-01-29,7689.23,240.2,379.9,229.76
2016-02-01,7737.18,234.9,380.9,216.8
2016-02-02,7314.36,228.2,377.7,204.22
2016-02-03,7253.33,225.1,349,220.33
2016-02-04,7650,232.1,332.4,211.25
2016-02-05,7750.26,233.3,329,205.79
2016-02-08,7471.28,224,313.7,199.6
2016-02-09,7118.2,215,306.4,185.59
2016-02-10,6865.38,217.1,326.2,182
2016-02-11,6460,218.7,318,172.4
2016-02-12,6913.33,231.2,321.2,194.9
2016-02-15,7440.77,243,339.2,194.515
2016-02-16,7170.51,249.7,331.5,194.13
2016-02-17,7527.95,257,338.5,205.51
2016-02-18,7410.26,255.6,341.5,207.19
2016-02-19,7166.15,247.9,340,199.34
2016-02-22,7436.41,252.9,348.1,213.04
2016-02-23,7314.36,249.8,354.5,216.15
2016-02-24,7083.33,241.2,341,218.48
2016-02-25,7266.41,243.3,349.6,223.78
2016-02-26,7636.92,251.5,356.8,222.19
2016-02-29,7876.67,254.5,356,231.25
2016-03-01,7824.36,254.2,362.2,236.01
2016-03-02,8055.38,250.2,365.9,238.11
2016-03-03,8164.36,261,356.4,236.47
2016-03-04,8316.92,261.3,379.6,244.3
2016-03-07,8325.64,260.2,387,258.15
2016-03-08,7976.92,253.4,381.6,246.96
2016-03-09,7933.33,255.8,377.5,260.36
2016-03-10,7654.36,257,374.9,259.96
2016-03-11,7850.51,261.5,379,258.97
2016-03-14,7854.87,259.7,386,249.4
2016-03-15,7728.46,255.7,378,243.96
2016-03-16,7846.15,254.8,375.8,259.2
2016-03-17,7728.46,260.8,365,264.97
2016-03-18,7924.61,266.2,366.5,260.66
2016-03-21,7802.56,267.7,360.5,263.96
2016-03-22,7846.15,266.3,361.8,275.57
2016-03-23,7693.59,270.9,360.3,265.51
2016-03-29,7545.38,270.9,359.4,254.93
2016-03-30,7719.74,278.5,358,252.21
2016-03-31,7488.72,274.5,355.2,250.93
2016-04-01,7371.02,276.5,357.4,239.76
2016-04-04,7357.95,275.9,366.3,233.59
2016-04-05,7140,267.6,362.7,234.98
2016-04-06,7105.13,262.9,367.2,247.8
2016-04-07,7100.77,257.3,370,244
2016-04-08,7331.79,262.1,367.8,260.13
2016-04-11,7458.2,261.7,366.2,263.72
2016-04-12,7375.38,260.9,364.2,275.44
2016-04-13,7440.77,264.3,367.5,275.11
2016-04-14,7676.15,266,367.6,274.46
2016-04-15,7715.38,262.9,367.8,266.16
2016-04-18,7719.74,263.2,370.6,261.84
2016-04-19,8046.67,273.4,377.8,269.53
2016-04-20,8242.82,276.3,372.4,278.84
2016-04-21,8369.23,277,376.7,282.96
2016-04-25,8142.56,268.5,371.5,281.71
2016-04-26,8090.26,266.1,362,290.36
2016-04-27,8177.43,258.4,362.9,298.49
2016-04-28,7955.13,254.3,371,301.65
2016-04-29,7968.2,252.4,362.9,299.77
2016-05-02,7776.41,251,358.8,289.94
2016-05-03,7584.61,246.2,353.6,280.8
2016-05-04,8068.46,244.2,349.5,283.13
2016-05-09,7776.41,240.9,358,283.6
2016-05-10,7654.36,245.2,359.6,292.09
2016-05-11,7602.05,245.7,358.4,301.51
2016-05-12,7593.33,244.6,354.7,305.1
2016-05-13,7510.51,241.3,357,302.95
2016-05-17,7763.33,248.9,359.5,317.51
2016-05-18,7680.51,240,360.4,317.76
2016-05-19,7532.31,239,357,319.86
2016-05-20,7693.59,240.4,359.1,316.53
2016-05-23,7619.49,241.4,355.9,318.84
2016-05-24,7619.49,241.5,364.4,323.75
2016-05-25,7510.51,241.8,377.2,330.68
2016-05-26,7584.61,241.1,372.1,329.48
2016-05-27,7436.41,241,371,328.48
2016-05-30,7480,241,373.8,327.94
2016-05-31,7506.15,240.9,371.8,327.4
2016-06-01,7532.31,237.8,375.5,326.26
2016-06-02,7497.43,241,371.5,326.91
2016-06-03,7392.82,241.4,370.7,324.23
2016-06-06,7497.43,244.4,373.6,325.65
2016-06-07,7846.15,243.8,375.6,330.01
2016-06-08,7833.08,241,372.3,334.83
2016-06-09,7562.82,240.7,374.7,331.46
2016-06-10,7349.23,239.6,364.5,322.77
2016-06-13,7196.67,233.5,363.2,322.55
2016-06-14,6865.38,232,343,321.21
2016-06-15,7009.23,234.5,344.2,317.88
2016-06-16,6817.44,226.3,338.4,307.5
2016-06-17,6935.13,234,337.5,317.03
2016-06-20,7031.02,245,341,323.96
2016-06-21,7078.97,248,344.4,321.05
2016-06-22,7122.56,250,347.7,323.89
2016-06-23,7968.2,256.7,348.2,327.33
2016-06-24,7724.1,240,345.1,320.17
2016-06-27,7061.54,233,341.9,313.29
2016-06-28,7183.59,238.3,347.5,321.45
2016-06-29,7510.51,241,355.1,334.53
2016-06-30,7588.97,237.9,358.1,323.85
2016-07-01,7754.61,247,363.5,327.24
2016-07-04,7750.26,245.2,367.7,319.15
2016-07-05,7418.97,237,366.4,311.06
2016-07-06,7109.49,231.6,359.1,318.85
2016-07-07,7432.05,238.8,365.8,303.15
2016-07-08,7545.38,242.8,367.2,305.25
2016-07-11,7584.61,248.5,372.7,301.28
2016-07-12,7650,259.5,373.2,313.82
2016-07-13,7545.38,263.3,372.6,300.62
2016-07-14,7567.18,262.2,370.6,304.53
2016-07-15,7388.46,265.6,371.9,307.11
2016-07-18,7292.56,260.9,372.2,304.47
2016-07-19,7292.56,261.5,370.8,300.99
2016-07-20,7436.41,265.3,373.4,303.53
2016-07-21,7423.33,265.5,372.6,302.22
2016-07-22,7410.26,268,375,298.46
2016-07-25,7410.26,267.6,370.5,292.17
2016-07-26,7418.97,269.7,381.2,290.35
2016-07-27,7545.38,268.6,377.8,283.73
2016-07-28,7772.05,267.4,377.9,275.99
2016-07-29,7872.31,267.5,379.1,278.41
2016-08-01,7754.61,266.4,380.9,266.93
2016-08-02,7671.79,263.5,370.5,262.59
2016-08-03,7671.79,264.6,366.6,271.18
2016-08-04,7776.41,264.4,367,280.07
2016-08-05,7911.54,266.2,330,278.66
2016-08-08,7898.46,261.6,318,288.57
2016-08-09,8020.51,262.6,324.5,287.12
2016-08-10,7950.77,260.7,318.4,277.41
2016-08-11,7902.82,244.7,312,290.06
2016-08-12,8151.28,240.9,307,296.65
2016-08-15,8081.54,240.6,311.2,304.41
2016-08-16,8042.31,246.7,309.8,306.81
2016-08-17,7924.61,244.2,309.3,308.78
2016-08-18,8146.92,251,309.5,316.97
2016-08-19,8303.84,250.5,308.7,318.8
2016-08-22,8316.92,248.1,314.4,309.7
2016-08-23,8552.31,252.2,312.2,315.7
2016-08-24,8674.36,250.3,314.4,308.94
2016-08-25,8565.38,250.2,311.6,312.07
2016-08-26,8648.2,252.2,310.8,314.2
2016-08-29,8704.87,251,313.2,313.14
2016-08-30,8717.95,247.3,316,308.98
2016-08-31,8696.15,246.2,312.7,298.88
2016-09-01,8822.56,249.7,307.5,288.17
2016-09-02,8857.43,253.5,304.8,295.41
2016-09-05,9014.36,256,307.3,297.18
2016-09-06,8770.25,257.4,302.9,298.95
2016-09-07,8857.43,259.5,303.8,301.42
2016-09-08,8848.72,257.5,302.6,313.77
2016-09-09,8935.9,250.1,296.1,303.05
2016-09-12,8796.41,248.4,298.3,306.93
2016-09-13,8944.61,249.9,302.3,297.17
2016-09-14,8979.49,253.8,305.3,289.19
2016-09-15,8979.49,252.5,304.6,290.53
2016-09-16,8735.38,247.4,307.5,285.45
2016-09-19,8778.97,249.6,308.8,288.94
2016-09-20,8674.36,250.6,308.7,289.45
2016-09-21,8630.77,251.6,307.7,303.13
2016-09-22,8927.18,259.1,304,307.25
2016-09-23,8613.33,256.5,296.8,295.71
2016-09-26,8417.18,252.3,296.2,303.99
2016-09-27,8312.56,247.4,288.7,296.61
2016-09-28,8386.67,245.9,290,312.32
2016-09-29,8465.13,249.8,280,317.66
2016-09-30,8473.84,249.2,275.4,322.06
2016-10-03,8421.54,252.8,271.5,323.47
2016-10-04,8486.92,253.2,271.7,324.65
2016-10-05,8556.67,250.3,277.7,330.77
2016-10-06,8530.51,259,273.5,335.57
2016-10-07,8377.95,254.3,270.3,332.69
2016-10-10,8460.77,255.8,270.7,336.91
2016-10-11,8452.05,257,268.9,341.13
2016-10-12,8486.92,259.3,267.4,338.78
2016-10-13,8268.97,251,265.7,339.96
2016-10-14,8543.59,256.5,270.5,340.48
2016-10-17,8452.05,254.9,272.6,337.96
2016-10-18,8526.15,254,275.3,340.39
2016-10-19,8735.38,255.9,276.3,349.71
2016-10-20,8874.87,258.4,278.2,341.72
2016-10-21,8935.9,257.5,283.6,347.45
2016-10-24,9031.79,265,282.1,345.09
2016-10-25,8935.9,259.5,276.9,341.83
2016-10-26,9084.1,255,275,334.85
2016-10-27,9057.95,250.6,279.3,338.42
2016-10-28,9066.67,246.1,237.5,331.66
2016-10-31,9066.67,246.2,242.4,318.48
2016-11-01,8822.56,241.3,241.2,314.9
2016-11-02,8190.51,237,237.9,304.02
2016-11-03,8238.46,240,236.8,300.34
2016-11-04,8221.02,239,229.3,295.62
2016-11-07,8500,242.4,230.1,301.95
2016-11-08,8312.56,241.8,225.3,303.26
2016-11-09,7946.41,268.5,234.5,305.65
2016-11-10,8029.23,278.4,230.9,305.03
2016-11-11,7663.08,278.5,228.5,302.095
2016-11-14,7820,292.1,228.7,299.16
2016-11-15,7889.74,291.9,231.6,316.75
2016-11-16,7859.23,289.5,230.8,316.89
2016-11-17,7820,291,229.8,315.4
2016-11-18,7872.31,285,229.2,319.81
2016-11-21,7859.23,284,227.3,332.39
2016-11-22,8024.87,292,224,336.57
2016-11-23,8064.1,295,220.7,336.55
2016-11-24,7920.26,294.5,221,330
2016-11-25,8046.67,291.4,225.5,323.45
2016-11-28,8029.23,289.2,229,330.77
2016-11-29,8155.64,289,230.1,318.14
2016-11-30,8116.41,287.8,238,345.89
2016-12-01,8661.28,288.9,235.9,357.48
2016-12-02,8639.49,284.8,237.6,361.29
2016-12-05,8805.13,285.8,239,360.02
2016-12-06,8744.1,284.8,239.9,352.93
2016-12-07,8822.56,284.8,243,345
2016-12-08,9214.87,288.2,243.8,351.42
2016-12-09,9232.31,290.5,253.9,362.72
2016-12-12,9084.1,288,250.8,370.8
2016-12-13,9450.25,286.7,251.6,371.36
2016-12-14,9807.69,293.9,248.2,356.57
2016-12-15,10069.23,296.8,254.4,363.22
2016-12-16,10043.08,294.3,255.3,369.6
2016-12-19,9851.28,290.7,254.5,371.79
2016-12-20,9982.05,290,254.8,374.66
2016-12-21,9903.59,294.6,253.5,374.46
2016-12-22,9964.61,291.6,254.3,376.91
2016-12-23,9938.46,290.4,255,377.33
2016-12-27,9886.15,294,254.8,383.68
2016-12-28,9894.87,292.7,255.2,386.44
2016-12-29,9955.9,294,256,382.39
2016-12-30,9825.13,293,254.7,378.88
2017-01-02,10165.13,299.4,259,376.74
2017-01-03,10252.31,314.3,258.6,374.6
2017-01-04,10121.54,307.1,256,379.37
2017-01-05,10391.79,309.1,259.2,380.59
2017-01-06,10609.74,309.1,257,379.05
2017-01-09,10444.1,306.1,256.1,367.31
2017-01-10,10147.69,320.6,254,357.52
2017-01-11,10348.2,326.6,255.3,369.82
2017-01-12,10435.38,317.4,245.1,369.03
2017-01-13,10444.1,321.3,250.3,365.23
2017-01-16,10339.49,321.9,252.2,365.255
2017-01-17,10409.23,312.9,249.9,365.28
2017-01-18,9964.61,311.7,250.5,356.19
2017-01-19,10130.25,315.6,250.5,358.07
2017-01-20,10086.67,316.9,248.8,366.62
2017-01-23,10034.36,319,243.8,366.09
2017-01-24,10008.2,318,240,367.93
2017-01-25,10339.49,326.8,242.4,365.15
2017-01-26,10313.33,323.3,245.7,373.78
2017-01-27,10130.25,329.8,248.6,370.21
2017-01-30,10077.95,321.4,248,368.24
2017-01-31,10016.92,319.8,247.4,365.19
2017-02-01,10234.87,325,249.5,371.37
2017-02-02,9929.74,327,231.3,368.45
2017-02-03,10034.36,325,232.4,372.75
2017-02-06,10130.25,320.9,232.5,368.04
2017-02-07,10147.69,321.4,233.5,363.37
2017-02-08,9642.05,314.6,233,364.85
2017-02-09,10043.08,340.5,240.2,368.54
2017-02-10,10409.23,353,241.4,376.72
2017-02-13,10566.15,356.1,241.7,370.29
2017-02-14,10548.72,354.9,241.7,372.39
2017-02-15,10635.9,353.6,241.7,374.09
2017-02-16,10670.77,353,246.4,372.4
2017-02-17,10435.38,349.4,247,372.72
2017-02-20,10435.38,349.5,246,377.045
2017-02-21,10400.51,352.5,249.7,381.37
2017-02-22,10313.33,350.8,249.4,378.91
2017-02-23,10077.95,347.9,248.8,382.82
2017-02-24,9851.28,341.9,249.3,378.34
2017-02-27,10016.92,344,249.5,379.49
2017-02-28,9973.33,344,249.2,378.85
2017-03-01,10217.43,348,245.9,379.89
2017-03-02,10287.18,350.8,245.8,371.96
2017-03-03,10086.67,343.6,243.3,375.24
2017-03-06,10200,342,238.4,373.37
2017-03-07,10138.97,345.2,235,373.53
2017-03-08,10339.49,354.5,232.6,354.07
2017-03-09,10156.41,351.8,233.1,347.2
2017-03-10,10278.46,353.5,235.4,339.84
2017-03-13,10461.54,358.3,235.4,337.44
2017-03-14,10330.77,358.6,236.9,333.69
2017-03-15,10435.38,366.7,234.9,341.95
2017-03-16,10540,369.7,236,337.89
2017-03-17,10583.59,382.5,235.6,337.75
2017-03-20,10496.41,389.5,237.4,333.42
2017-03-21,10226.15,380.8,234.7,325.86
2017-03-22,10025.64,377.3,233.5,330.6
