"Date","Genmab","Lundbeck","SydBank","USD"
2015-01-28,443,134.2,186.9,6.56
2015-01-29,441.3,134.1,186.4,6.58
2015-01-30,442.8,134,186,6.58
2015-02-02,435.5,134.2,185,6.58
2015-02-03,425,134.2,187.7,6.54
2015-02-04,471,132.8,188.4,6.5
2015-02-05,446,127,189.1,6.53
2015-02-06,462.6,124.1,189.2,6.5
2015-02-09,466.8,124.6,186.1,6.6
2015-02-10,476,124.9,189,6.59
2015-02-11,477.5,125.5,185.1,6.58
2015-02-12,482.6,126.2,194.9,6.57
2015-02-13,486,126,197.4,6.54
2015-02-16,481.5,127.9,198,6.53
2015-02-17,480,129.6,198.7,6.52
2015-02-18,480.5,131.5,200,6.55
2015-02-19,478.5,131.6,204,6.54
2015-02-20,475,130,204.9,6.6
2015-02-23,486.9,130.7,212.6,6.61
2015-02-24,482.5,132.8,212.7,6.58
2015-02-25,487.3,132,211.1,6.58
2015-02-26,498.8,132.5,210.2,6.6
2015-02-27,493,132.5,208,6.64
2015-03-02,485,133.2,208,6.65
2015-03-03,518.5,133.2,206.9,6.67
2015-03-04,521,132,205.8,6.7
2015-03-05,546.5,145.2,209.6,6.73
2015-03-06,544.5,144.3,209.7,6.8
2015-03-09,547,142.1,209.1,6.86
2015-03-10,540.5,139.4,208,6.94
2015-03-11,548,139.6,210,7.05
2015-03-12,541,136,209.4,7.03
2015-03-13,547,136.6,205.3,7.06
2015-03-16,545.5,141.9,207,7.07
2015-03-17,533,139.3,202.9,7.02
2015-03-18,531,138.6,203,7.04
2015-03-19,533.5,141.2,204.8,6.98
2015-03-20,535,142.5,206.4,6.92
2015-03-23,529,145.4,207.6,6.83
2015-03-24,533.5,144.9,209.9,6.81
2015-03-25,497.2,144,211.4,6.8
2015-03-26,466.2,141.7,207.3,6.81
2015-03-27,516,144,209.2,6.88
2015-03-30,532.5,146,213,6.89
2015-03-31,523,146.5,218.1,6.94
2015-04-01,518,145.8,223,6.95
2015-04-07,526.5,149.1,228.6,6.89
2015-04-08,525,147.4,230.5,6.88
2015-04-09,531,148.5,230.1,6.93
2015-04-10,538,150.8,230.6,7.07
2015-04-13,542,151.2,243.4,7.08
2015-04-14,522.5,145,244.3,7.07
2015-04-15,523,144.9,244.7,7.06
2015-04-16,517.5,139.6,241.5,6.97
2015-04-17,514.5,132.8,243.2,6.9
2015-04-20,528.5,132.5,246.7,6.96
2015-04-21,536,135.7,256.7,6.97
2015-04-22,531.5,134.6,257.9,6.95
2015-04-23,524.5,130.1,255.4,6.93
2015-04-24,545.5,132.1,258.3,6.89
2015-04-27,560,131.9,262,6.89
2015-04-28,540,132,255.2,6.83
2015-04-29,514,128.6,247.5,6.78
2015-04-30,514,129.4,250.3,6.65
2015-05-04,531,129.6,253.9,6.69
2015-05-05,534,130.5,252,6.71
2015-05-06,522.5,156.4,248.8,6.65
2015-05-07,528.5,151.5,254.1,6.6
2015-05-08,537,147.1,255,6.65
2015-05-11,539,140.7,258.2,6.7
2015-05-12,529.5,139.8,252,6.64
2015-05-13,559.5,138.9,254,6.65
2015-05-18,561.5,135.9,256,6.55
2015-05-19,587.5,138.5,259.8,6.67
2015-05-20,588,138.1,261.2,6.71
2015-05-21,575,135.8,257,6.7
2015-05-22,577.5,136.5,257.8,6.68
2015-05-26,582,135.8,259,6.82
2015-05-27,582,134.1,260,6.86
2015-05-28,598.5,134.8,260.3,6.85
2015-05-29,596.5,132.8,263.3,6.8
2015-06-01,597.5,133.5,262.1,6.82
2015-06-02,595.5,132.5,261.8,6.76
2015-06-03,596.5,133.5,263.4,6.7
2015-06-04,593,132.2,261.4,6.59
2015-06-08,606.5,130.8,264.6,6.68
2015-06-09,599,129.9,259.5,6.63
2015-06-10,617,129.1,262.9,6.62
2015-06-11,623.5,131.5,263.3,6.64
2015-06-12,609,129.7,259.7,6.65
2015-06-15,585.5,128.4,251.3,6.65
2015-06-16,596,129.1,253.1,6.65
2015-06-17,581,131.1,252,6.61
2015-06-18,586,137.5,250.6,6.54
2015-06-19,577.5,136,252.4,6.6
2015-06-22,596.5,135.5,261.4,6.58
2015-06-23,600,133.4,262.5,6.66
2015-06-24,592.5,134,261.8,6.65
2015-06-25,593.5,131.5,266.3,6.66
2015-06-26,595,130.9,265.3,6.66
2015-06-29,575,130.5,256.6,6.7
2015-06-30,582,129,255.8,6.67
2015-07-01,595,135.4,259.3,6.72
2015-07-02,581.5,135.5,250.2,6.74
2015-07-03,579.5,136.3,247.9,6.72
2015-07-06,583,136,243.1,6.78
2015-07-07,585.5,136.7,238.4,6.83
2015-07-08,571,139,236.7,6.77
2015-07-09,593.5,141.8,238.4,6.75
2015-07-10,609.5,144.4,245.6,6.67
2015-07-13,629,155.8,253.7,6.75
2015-07-14,632,155.8,250,6.76
2015-07-15,651,154.2,251.8,6.78
2015-07-16,669,155,255.2,6.87
2015-07-17,683.5,156.9,252.4,6.85
2015-07-20,684.5,161,252.1,6.88
2015-07-21,666,159.4,249.4,6.87
2015-07-22,675,162.2,250.4,6.84
2015-07-23,670.5,164.5,251,6.78
2015-07-24,672.5,162.3,250.8,6.82
2015-07-27,640,159,247.3,6.75
2015-07-28,646.5,156.5,250,6.77
2015-07-29,658,159.9,250.1,6.76
2015-07-30,638,159.8,249,6.81
2015-07-31,639.5,160.6,256.9,6.8
2015-08-03,655,158.8,266.7,6.81
2015-08-04,650.5,160.8,265.6,6.8
2015-08-05,652,163,272,6.86
2015-08-06,650,163.1,268.3,6.85
2015-08-07,626,160,262.6,6.82
2015-08-10,642,164.9,264.1,6.81
2015-08-11,643.5,167.4,264.7,6.75
2015-08-12,615.5,162.5,256.1,6.69
2015-08-13,625.5,168.8,259.2,6.72
2015-08-14,639,165.8,265.1,6.68
2015-08-17,629.5,166.5,264,6.72
2015-08-18,638.5,168.9,266,6.75
2015-08-19,622,201,252.1,6.76
2015-08-20,583,197,245.9,6.67
2015-08-21,575,197.6,243,6.62
2015-08-24,548,192.5,235,6.49
2015-08-25,569,196.4,251.1,6.49
2015-08-26,560.5,203.1,247.7,6.55
2015-08-27,610,210,255.7,6.61
2015-08-28,591.5,209.2,253.3,6.62
2015-08-31,597.5,206.1,253.2,6.65
2015-09-01,577,198.6,248.5,6.64
2015-09-02,603,197.3,253.7,6.63
2015-09-03,628,199.4,259.9,6.64
2015-09-04,612.5,194.2,252.1,6.7
2015-09-07,637,197.1,252.1,6.69
2015-09-08,642,196.8,255,6.68
2015-09-09,644,199.5,255.8,6.7
2015-09-10,647.5,198,255.5,6.67
2015-09-11,649,198.1,255.2,6.62
2015-09-14,645,197.6,250.8,6.6
2015-09-15,645,199.5,251,6.59
2015-09-16,637.5,199,250,6.64
2015-09-17,638,197.6,255.6,6.6
2015-09-18,646.5,200.1,254.8,6.53
2015-09-21,662,200,257.3,6.63
2015-09-22,650,193.9,253.2,6.69
2015-09-23,650.5,188.1,250.9,6.69
2015-09-24,640,190.2,251.8,6.64
2015-09-25,654,185.7,261.9,6.69
2015-09-28,627,188.5,258.7,6.68
2015-09-29,601.5,182.5,255,6.66
2015-09-30,611.5,178,253.9,6.66
2015-10-01,619,187.8,251.9,6.69
2015-10-02,623,183.3,250.1,6.68
2015-10-05,635,185,248.8,6.64
2015-10-06,632.5,184.4,253.9,6.65
2015-10-07,636.5,190.3,253.6,6.62
2015-10-08,625,190,250.8,6.63
2015-10-09,622,189.3,244.7,6.57
2015-10-12,611.5,189.8,240.7,6.56
2015-10-13,613,190,238,6.56
2015-10-14,593.5,190.7,236.5,6.54
2015-10-15,613,193.4,238.2,6.52
2015-10-16,628,195.3,243.2,6.57
2015-10-19,634.5,200.1,244.8,6.58
2015-10-20,636.5,199.9,243.8,6.56
2015-10-21,634,199.5,240.7,6.57
2015-10-22,636.5,194.7,236.7,6.59
2015-10-23,646,194.1,238,6.73
2015-10-26,668.5,196,242.9,6.78
2015-10-27,663,200.6,221,6.74
2015-10-28,667,202.8,224.3,6.73
2015-10-29,670,200,222.7,6.82
2015-10-30,669,199.3,223.1,6.77
2015-11-02,680,203.5,223.4,6.76
2015-11-03,672.5,204.8,223.7,6.8
2015-11-04,707.5,212,223.5,6.82
2015-11-05,697.5,221,222.7,6.85
2015-11-06,705,222,229.9,6.87
2015-11-09,711.5,219.4,228,6.92
2015-11-10,720,218.4,226.9,6.96
2015-11-11,738.5,218.2,228.9,6.96
2015-11-12,728,216.9,228.5,6.96
2015-11-13,734.5,214.7,227.9,6.93
2015-11-16,744,213.5,227.3,6.96
2015-11-17,744,209.5,227.3,6.99
2015-11-18,827,209.4,229.1,6.99
2015-11-19,840,211.2,230.3,6.98
2015-11-20,840,212,226.2,6.98
2015-11-23,840.5,212.4,226.2,7.02
2015-11-24,836.5,211.2,227.2,7
2015-11-25,860,211.8,228.6,7.05
2015-11-26,875.5,212,225.2,7.03
2015-11-27,892.5,212.2,226.8,7.05
2015-11-30,892.5,214.5,226.8,7.05
2015-12-01,891.5,218,233.1,7.04
2015-12-02,909.5,217.5,229.5,7.03
2015-12-03,917.5,218,229.8,6.99
2015-12-04,926,212.8,227,6.84
2015-12-07,926,221.9,229.8,6.9
2015-12-08,938,220.3,223.8,6.86
2015-12-09,954,217.1,221.8,6.82
2015-12-10,939.5,217,219.7,6.82
2015-12-11,939.5,211.5,213.2,6.81
2015-12-14,911,211.3,211.6,6.79
2015-12-15,919.5,211.7,211.6,6.79
2015-12-16,919.5,211.5,213.3,6.82
2015-12-17,925.5,213.3,213.3,6.88
2015-12-18,915.5,212.1,214.4,6.89
2015-12-21,915.5,217.7,214.8,6.86
2015-12-22,910,218.9,212.9,6.81
2015-12-23,919.5,222.4,218.7,6.84
2015-12-28,919.5,230.2,218.5,6.81
2015-12-29,924,234.7,222.1,6.81
2015-12-30,917.5,235.4,221.8,6.83
2016-01-04,925,228.9,216.4,6.85
2016-01-05,925,240,214.4,6.94
2016-01-06,913,234.1,212.4,6.94
2016-01-07,913,232,211.8,6.86
2016-01-08,878.5,233.5,208.4,6.87
2016-01-11,844.5,226,205.5,6.85
2016-01-12,874,223.7,207,6.89
2016-01-13,877,227.4,204.3,6.9
2016-01-14,863,219.6,201.4,6.85
2016-01-15,819,215.6,193.7,6.84
2016-01-18,801.5,212.9,189.7,6.85
2016-01-19,839,216.9,191.9,6.87
2016-01-20,802.5,213.1,184.7,6.84
2016-01-21,816.5,215,187.6,6.85
2016-01-22,841.5,222,194.4,6.9
2016-01-25,866.5,229.7,196.9,6.9
2016-01-26,871.5,230.1,199.5,6.89
2016-01-27,866,230.3,197.1,6.85
2016-01-28,841,221.9,194.9,6.84
2016-01-29,859,223,200.5,6.83
2016-02-01,851.5,220.4,197.8,6.86
2016-02-02,849,220.8,191.6,6.83
2016-02-03,826.5,216.9,187.7,6.83
2016-02-04,801,232.3,192.7,6.66
2016-02-05,750,224.4,190,6.66
2016-02-08,663.5,210.5,180.7,6.72
2016-02-09,638,206.9,172.6,6.64
2016-02-10,674,226.7,183.4,6.63
2016-02-11,653.5,223.5,176.9,6.58
2016-02-12,649,233.8,181.2,6.62
2016-02-15,691,240.5,190.8,6.68
2016-02-16,695,234.9,190.2,6.68
2016-02-17,717,241.9,194,6.7
2016-02-18,746.5,246.1,192.3,6.73
2016-02-19,763.5,243.8,190.1,6.73
2016-02-22,785.5,249.7,193.6,6.77
2016-02-23,794.5,255,195.8,6.78
2016-02-24,779,248.8,179.3,6.8
2016-02-25,822.5,248,184.6,6.77
2016-02-26,845,252.3,187.3,6.78
2016-02-29,843.5,257.3,186.8,6.85
2016-03-01,858,254.4,187.1,6.86
2016-03-02,856,247,191.8,6.87
2016-03-03,832,239.7,193.9,6.84
2016-03-04,820,239.9,197.7,6.8
2016-03-07,821,235.8,197.1,6.81
2016-03-08,808.5,230.9,195.7,6.77
2016-03-09,805.5,231.6,197.5,6.8
2016-03-10,801,232,196.3,6.87
2016-03-11,808.5,240.5,199.3,6.73
2016-03-14,834,245.4,200.9,6.71
2016-03-15,826,246.2,201.1,6.71
2016-03-16,830,245.1,204.9,6.74
2016-03-17,815.5,239.7,203.5,6.59
2016-03-18,819,240.5,192.5,6.61
2016-03-21,816.5,239.2,192.9,6.61
2016-03-22,842.5,246.1,190.9,6.65
2016-03-23,856,248,189.3,6.67
2016-03-29,850,230,186.5,6.66
2016-03-30,858.5,221.3,190,6.58
2016-03-31,907.5,216.2,187.7,6.54
2016-04-01,923.5,215.3,187.7,6.52
2016-04-04,925,222.8,188.2,6.54
2016-04-05,913,225.1,182.9,6.55
2016-04-06,913,231,184.1,6.56
2016-04-07,923,233.3,181.4,6.55
2016-04-08,944.5,238.1,184.5,6.55
2016-04-11,941.5,235.8,184.2,6.53
2016-04-12,925,230.1,180.5,6.53
2016-04-13,912.5,225.1,181.2,6.59
2016-04-14,936.5,226,181,6.61
2016-04-15,930,224.6,181,6.59
2016-04-18,951,222.3,181.6,6.58
2016-04-19,967,224.9,180.2,6.56
2016-04-20,943,221.3,179.5,6.54
2016-04-21,970.5,219.5,181.6,6.55
2016-04-25,970,228.9,178.8,6.61
2016-04-26,960.5,220.6,181.6,6.59
2016-04-27,969,223,186.6,6.58
2016-04-28,971,218.8,186.1,6.55
2016-04-29,963,217.1,183.8,6.53
2016-05-02,963,219.7,183.2,6.47
2016-05-03,960.5,217.2,177.9,6.43
2016-05-04,950.5,218.3,176.7,6.47
2016-05-09,987.5,231.7,175.9,6.53
2016-05-10,998,235.6,177.7,6.54
2016-05-11,1000,240.9,176.4,6.52
2016-05-12,1003,239.2,175.1,6.53
2016-05-13,1009,240.2,175.4,6.56
2016-05-17,1014,237.6,172.8,6.57
2016-05-18,1016,239.8,176.3,6.59
2016-05-19,1067,245.3,177.5,6.64
2016-05-20,1130,252.4,180.7,6.63
2016-05-23,1205,256.3,182.2,6.63
2016-05-24,1229,257.3,186.3,6.66
2016-05-25,1205,261,189.6,6.67
2016-05-26,1183,262.6,190,6.66
2016-05-27,1177,259.2,190.9,6.66
2016-05-30,1194,262.3,192.9,6.68
2016-05-31,1208,263,190.6,6.67
2016-06-01,1219,261,190,6.66
2016-06-02,1230,260.1,191,6.65
2016-06-03,1241,259.6,187,6.67
2016-06-06,1250,259,186.9,6.55
2016-06-07,1266,257.7,188.9,6.55
2016-06-08,1233,256.5,185.9,6.54
2016-06-09,1233,254.8,181.7,6.56
2016-06-10,1161,247.8,175,6.58
2016-06-13,1131,247.3,173.2,6.6
2016-06-14,1093,238.5,170.4,6.62
2016-06-15,1108,240.7,172.4,6.62
2016-06-16,1045,236.2,168.2,6.65
2016-06-17,1097,238.1,173.9,6.61
2016-06-20,1139,236.3,178.9,6.56
2016-06-21,1137,235.5,179.8,6.57
2016-06-22,1158,235.2,180.2,6.59
2016-06-23,1177,239.1,182.5,6.53
2016-06-24,1127,236.5,169.8,6.72
2016-06-27,1078,234.7,157.7,6.76
2016-06-28,1114,238.7,164,6.72
2016-06-29,1170,247,163.9,6.71
2016-06-30,1210,249.8,167.2,6.7
2016-07-01,1237,249.2,168,6.68
2016-07-04,1230,257.5,166.6,6.68
2016-07-05,1210,253.6,161.3,6.68
2016-07-06,1189,252.8,156.8,6.72
2016-07-07,1191,268.8,163.8,6.72
2016-07-08,1202,266.1,169.2,6.72
2016-07-11,1224,269.1,172.6,6.73
2016-07-12,1202,267.5,175.7,6.71
2016-07-13,1183,265.8,174.7,6.72
2016-07-14,1170,262.1,176.1,6.67
2016-07-15,1142,261.3,174.7,6.68
2016-07-18,1142,264.7,174.2,6.73
2016-07-19,1160,268.4,173.9,6.74
2016-07-20,1159,274,176.7,6.75
2016-07-21,1157,270.4,177.1,6.75
2016-07-22,1148,270.5,176.9,6.75
2016-07-25,1145,267.1,177.2,6.77
2016-07-26,1210,274.6,178.3,6.76
2016-07-27,1193,269.2,179.7,6.77
2016-07-28,1213,271.5,178,6.71
2016-07-29,1206,270.5,178.7,6.69
2016-08-01,1218,274.9,176.5,6.66
2016-08-02,1198,276.5,174.4,6.65
2016-08-03,1202,273.3,174.7,6.64
2016-08-04,1228,274.1,177.1,6.68
2016-08-05,1223,273.7,180.1,6.67
2016-08-08,1198,271,180.6,6.71
2016-08-09,1233,273.4,183.3,6.71
2016-08-10,1167,273.5,182.5,6.65
2016-08-11,1170,267.1,182.2,6.67
2016-08-12,1132,267,184,6.67
2016-08-15,1133,278.5,185,6.66
2016-08-16,1116,274.3,184.8,6.59
2016-08-17,1113,270.5,184.8,6.6
2016-08-18,1092,268.4,185.8,6.57
2016-08-19,1109,268.1,185.6,6.57
2016-08-22,1150,275.9,187,6.58
2016-08-23,1156,277,191,6.56
2016-08-24,1126,277.7,196,6.61
2016-08-25,1103,276.7,201,6.59
2016-08-26,1094,274.9,206.9,6.6
2016-08-29,1085,271.6,204.6,6.67
2016-08-30,1095,274.3,208,6.67
2016-08-31,1066,266.6,211.4,6.69
2016-09-01,1059,264.5,212.7,6.68
2016-09-02,1049,266.4,215.3,6.65
2016-09-05,1055,269.1,215.1,6.67
2016-09-06,1058,268.7,212.2,6.67
2016-09-07,1045,271.1,212.3,6.62
2016-09-08,1029,269,211.8,6.59
2016-09-09,1000,258.6,209.8,6.61
2016-09-12,985.5,259.3,208.5,6.63
2016-09-13,1025,257.4,206.6,6.62
2016-09-14,1080,259.4,206.6,6.64
2016-09-15,1080,259.5,208.6,6.62
2016-09-16,1103,263.3,205.1,6.63
2016-09-19,1098,267.8,205.7,6.67
2016-09-20,1123,271.2,205.3,6.66
2016-09-21,1152,269.3,206.7,6.69
2016-09-22,1146,271.7,206.9,6.63
2016-09-23,1143,230.1,204.3,6.65
2016-09-26,1134,228.3,201.6,6.62
2016-09-27,1128,228.1,200,6.64
2016-09-28,1142,224.8,202.3,6.64
2016-09-29,1128,219.4,203,6.64
2016-09-30,1130,217.1,201.4,6.68
2016-10-03,1142,217.6,202.3,6.63
2016-10-04,1132,215.6,203.7,6.67
2016-10-05,1130,219.6,206.3,6.64
2016-10-06,1136,216.7,211,6.65
2016-10-07,1136,216.8,209.3,6.68
2016-10-10,1147,222.2,208.7,6.67
2016-10-11,1136,219.9,206.2,6.72
2016-10-12,1127,219.1,206,6.75
2016-10-13,1105,217.1,202.8,6.74
2016-10-14,1123,220.8,207.4,6.76
2016-10-17,1117,217.9,206.8,6.77
2016-10-18,1137,218.6,208.5,6.77
2016-10-19,1145,221.7,210,6.78
2016-10-20,1156,224,212.1,6.78
2016-10-21,1135,226.1,215.3,6.83
2016-10-24,1144,222.9,216.8,6.83
2016-10-25,1114,218.8,216.6,6.84
2016-10-26,1104,218.7,212.2,6.81
2016-10-27,1142,220.1,214.2,6.81
2016-10-28,1130,215.9,213.5,6.81
2016-10-31,1118,218.5,211.9,6.8
2016-11-01,1064,215.1,208.9,6.75
2016-11-02,1067,226.4,199.8,6.71
2016-11-03,1189,242.1,202.3,6.73
2016-11-04,1158,240.3,198.5,6.71
2016-11-07,1189,241.1,203.9,6.73
2016-11-08,1174,246.9,204.4,6.74
2016-11-09,1226,257.2,205.5,6.75
2016-11-10,1211,255.5,210.5,6.83
2016-11-11,1200,260,209.3,6.83
2016-11-14,1202,260.8,210.5,6.91
2016-11-15,1217,261.6,209.3,6.91
2016-11-16,1229,260.9,208.2,6.95
2016-11-17,1249,263.7,207.9,6.94
2016-11-18,1246,265.8,210.5,7
2016-11-21,1245,264.4,210.5,7
2016-11-22,1251,263.2,215.3,7.01
2016-11-23,1233,264,208.9,7.02
2016-11-24,1227,266.1,207.8,7.05
2016-11-25,1252,267.9,207.9,7.02
2016-11-28,1229,268.7,205.8,7.03
2016-11-29,1237,264.4,208.1,7.03
2016-11-30,1216,267.6,206.5,7
2016-12-01,1186,264.1,208.8,7
2016-12-02,1180,268.6,205.5,6.99
2016-12-05,1193,265.9,207,6.95
2016-12-06,1155,258.8,209.9,6.93
2016-12-07,1160,258,210.6,6.93
2016-12-08,1165,261.2,217.5,6.91
2016-12-09,1200,270.3,219,7.04
2016-12-12,1175,268.6,217,7.02
2016-12-13,1172,271.5,221.1,7.01
2016-12-14,1147,271,222.7,6.99
2016-12-15,1145,275.5,223.2,7.14
2016-12-16,1139,279.6,220.5,7.12
2016-12-19,1150,276.8,220.4,7.13
2016-12-20,1160,273.5,220,7.17
2016-12-21,1151,279,219.9,7.13
2016-12-22,1136,274.6,219.4,7.12
2016-12-23,1141,277.5,218.3,7.12
2016-12-27,1167,284.9,219.7,7.12
2016-12-28,1174,283.9,219,7.15
2016-12-29,1177,285.3,218.6,7.11
2016-12-30,1173,287.3,219.2,7.05
2017-01-02,1192,295.5,223.7,7.1
2017-01-03,1204,294.2,223.9,7.16
2017-01-04,1236,289.9,221.2,7.12
2017-01-05,1291,296.8,222.7,7.08
2017-01-06,1300,299.9,222.7,7.02
2017-01-09,1290,299.8,217.4,7.07
2017-01-10,1287,302.6,218.8,7.04
2017-01-11,1291,304.5,219.1,7.08
2017-01-12,1250,295,221.1,6.96
2017-01-13,1286,299.3,224.2,6.97
2017-01-16,1263,295.7,224.4,7.02
2017-01-17,1264,294.9,222.8,6.96
2017-01-18,1275,296,220.6,6.97
2017-01-19,1262,297,223.5,6.97
2017-01-20,1250,293,224.2,6.99
2017-01-23,1273,290.8,220.6,6.94
2017-01-24,1288,288,222.8,6.92
2017-01-25,1298,285.4,231,6.92
2017-01-26,1314,287,232.1,6.95
2017-01-27,1327,291.6,232.2,6.96
2017-01-30,1333,293.5,228.2,7
2017-01-31,1328,295.2,228,6.92
2017-02-01,1349,298.3,232.9,6.89
2017-02-02,1362,299.1,235,6.88
2017-02-03,1377,300.7,238.1,6.92
2017-02-06,1402,305,233.9,6.94
2017-02-07,1402,305,236.3,6.97
2017-02-08,1379,289.5,234.8,6.97
2017-02-09,1418,293,236.1,6.95
2017-02-10,1424,294.4,236.5,6.99
2017-02-13,1435,292.2,239,7
2017-02-14,1428,290.2,240.8,7
2017-02-15,1430,288.7,249,7.04
2017-02-16,1433,289.7,246.9,6.98
2017-02-17,1407,287.7,245.2,6.98
2017-02-20,1395,287.5,244,7
2017-02-21,1422,293.1,246.4,7.05
2017-02-22,1415,296.1,244.5,7.07
2017-02-23,1424,298.4,244.4,7.03
2017-02-24,1371,292.9,240.8,7.01
2017-02-27,1347,286.1,241.5,7.02
2017-02-28,1390,286.4,242.8,7.01
2017-03-01,1375,292,250,7.06
2017-03-02,1394,294.7,248.2,7.07
2017-03-03,1385,294.2,250,7.04
2017-03-06,1370,290.6,249.2,7.02
2017-03-07,1362,291.7,250.3,7.03
2017-03-08,1352,290.9,250.4,7.04
2017-03-09,1367,292,252.8,7.05
2017-03-10,1392,294.7,253.5,7.01
2017-03-13,1420,299.1,253.9,6.97
2017-03-14,1443,304.9,252.3,6.99
2017-03-15,1454,302.8,253.8,7
2017-03-16,1482,303.3,256.1,6.93
2017-03-17,1475,307.4,256.4,6.92
2017-03-20,1448,308.3,258,6.91
2017-03-21,1415,308.2,254.8,6.88
2017-03-22,1395,311,254.4,6.88
2017-03-23,1394,317.9,254.2,6.89
2017-03-24,1406,318.4,242.6,6.88
2017-03-27,1383,316.8,239.1,6.83
2017-03-28,1402,320,242.9,6.85
2017-03-29,1427,322.1,240.6,6.92
2017-03-30,1413,326.1,239.6,6.93
2017-03-31,1343,323.4,241.7,6.96
2017-04-03,1264,323.6,242.6,6.98
2017-04-04,1289,331.4,243.5,6.98
2017-04-05,1257,331.3,246.6,6.96
2017-04-06,1255,333.2,245.8,6.97
2017-04-07,1240,334.4,243.2,7
2017-04-10,1278,339.3,242.4,7.03
2017-04-11,1270,337.4,240,7.01
2017-04-12,1255,340,238.7,7.01
2017-04-18,1278,338,235.9,6.96
2017-04-19,1299,336.5,238.7,6.94
2017-04-20,1313,346,243.1,6.92
2017-04-21,1305,341.8,242,6.95
2017-04-24,1316,347.9,249.1,6.86
2017-04-25,1317,351.3,249.4,6.83
2017-04-26,1367,353.3,249.7,6.83
2017-04-27,1371,357.3,248.4,6.84
2017-04-28,1358,350,248.4,6.81
2017-05-01,1372,355.8,250.2,6.81
2017-05-02,1381,336.4,247.5,6.81
2017-05-03,1370,316,236,6.81
2017-05-04,1371,320.1,235,6.81
2017-05-05,1367,321.4,238.8,6.78
2017-05-08,1372,320,241.6,6.8
2017-05-09,1344,325.6,244.9,6.83
2017-05-10,1403,336,244.7,6.84
2017-05-11,1357,340.1,243,6.85
2017-05-15,1383,343.1,245,6.78
2017-05-16,1389,341.6,242.7,6.73
2017-05-17,1340,336.1,237.7,6.69
2017-05-18,1405,335,236.9,6.69
2017-05-19,1418,338.3,238.5,6.66
2017-05-22,1401,343.7,238.5,6.62
2017-05-23,1382,350.1,240.7,6.64
2017-05-24,1387,349.9,240.6,6.65
2017-05-29,1363,343.7,238.8,6.65
2017-05-30,1362,347.2,237.5,6.66
2017-05-31,1413,353.3,237.5,6.63
2017-06-01,1440,342.5,236,6.63
2017-06-02,1453,342.9,238.6,6.63
2017-06-06,1454,350.3,236.8,6.61
2017-06-07,1417,346.9,240.8,6.63
2017-06-08,1408,348.5,238.2,6.62
2017-06-09,1404,349.5,242.5,6.66
2017-06-12,1371,344.3,240.5,6.63
2017-06-13,1423,349,243.3,6.63
2017-06-14,1413,350.8,244,6.64
2017-06-15,1395,350,243.1,6.66
2017-06-16,1402,364.7,245.9,6.66
2017-06-19,1424,368.7,250.6,6.64
2017-06-20,1417,370.2,249.5,6.67
2017-06-21,1441,374.8,248.9,6.67
2017-06-22,1476,386,241.2,6.66
2017-06-23,1478,373.2,240,6.66
2017-06-26,1456,371.5,239.6,6.65
2017-06-27,1428,365.9,239.4,6.59
2017-06-28,1396,368.2,242.4,6.54
2017-06-29,1397,362.5,244.4,6.52
2017-06-30,1389,365.4,245.4,6.52
2017-07-03,1381,367.5,250,6.54
2017-07-04,1375,369.1,249.8,6.55
2017-07-05,1389,376.2,251.1,6.56
2017-07-06,1376,369.4,251.3,6.53
2017-07-07,1382,387.1,250.2,6.52
2017-07-10,1386,395.5,252.2,6.53
2017-07-11,1380,386.5,252.1,6.52
2017-07-12,1414,376.3,250.7,6.5
2017-07-13,1412,373.1,251.8,6.51
2017-07-14,1430,371.6,252.1,6.51
2017-07-17,1434,374.4,252.4,6.49
2017-07-18,1450,371.1,251.7,6.44
2017-07-19,1438,376,256.4,6.45
2017-07-20,1432,384.2,257.3,6.48
2017-07-21,1438,383.8,255.9,6.39
2017-07-24,1411,378.6,256.6,6.38
2017-07-25,1417,380.6,261.5,6.36
2017-07-26,1428,391.8,262.1,6.39
2017-07-27,1437,384,264.9,6.36
2017-07-28,1429,370.2,262.9,6.34
2017-07-31,1429,377.5,262,6.34
2017-08-01,1411,373.9,262,6.3
2017-08-02,1398,370.7,261,6.29
2017-08-03,1399,376,259.4,6.27
2017-08-04,1389,381,261.4,6.27
2017-08-07,1408,386.8,261.5,6.31
2017-08-08,1395,383.7,260.6,6.3
2017-08-09,1386,365,258.5,6.34
2017-08-10,1333,376,256.6,6.34
2017-08-11,1359,371.8,252.3,6.32
2017-08-14,1358,367.9,257.9,6.3
2017-08-15,1360,376.6,257.7,6.33
2017-08-16,1366,380.5,258,6.35
2017-08-17,1360,382.9,252.6,6.36
2017-08-18,1324,375.8,254.3,6.33
2017-08-21,1310,379.2,253.9,6.32
2017-08-22,1339,392.9,258.4,6.32
2017-08-23,1301,390.1,257.4,6.3
2017-08-24,1448,397.9,259.5,6.3
2017-08-25,1401,397.8,263.1,6.3
2017-08-28,1425,392.1,260.8,6.24
2017-08-29,1440,387.1,245,6.17
2017-08-30,1429,393.7,242,6.24
2017-08-31,1458,397.9,243.7,6.29
2017-09-01,1460,404.3,247.7,6.24
2017-09-04,1447,400.2,244.9,6.25
2017-09-05,1446,400.6,242.9,6.26
2017-09-06,1425,402.1,240.9,6.24
2017-09-07,1442,404.8,241.9,6.21
