"Date","JyskeBank","Coloplast","Lundbeck","Tryg","TwoYearBond","TenYearBond"
2018-10-24,285.9,627.2,408.9,156.9,-0.6,0.34
2018-10-25,288.6,619.2,300,155.3,-0.56,0.34
2018-10-26,287.6,606.2,294.7,152.6,-0.58,0.29
2018-10-29,293.7,613.6,300.3,154,-0.58,0.32
2018-10-30,262,615.4,299.5,154.6,-0.59,0.33
2018-10-31,269.3,615,307.6,159.2,-0.55,0.34
2018-11-01,269.1,592.4,319.4,158.2,-0.56,0.37
2018-11-02,280.1,610,303.5,157.5,-0.56,0.4
2018-11-05,276.5,610.2,305.5,157.7,-0.57,0.38
2018-11-06,278.5,616.4,301.3,161,-0.52,0.38
2018-11-07,287.6,621,289.8,164.5,-0.5,0.41
2018-11-08,286.2,629.6,285.6,165.7,-0.53,0.42
2018-11-09,283,633.4,285.2,167.6,-0.55,0.36
2018-11-12,278.8,633.8,289.1,166.7,-0.56,0.34
2018-11-13,270.7,619,287,166.3,-0.57,0.37
2018-11-14,271,625.4,289.7,165.7,-0.58,0.37
2018-11-15,265.5,615.6,281.2,161.8,-0.61,0.32
2018-11-16,264.7,620.2,281.8,161.3,-0.56,0.34
2018-11-19,264.2,616,276.9,161.7,-0.59,0.34
2018-11-20,255.6,614.8,263.6,157.9,-0.6,0.33
2018-11-21,259.4,614,261.5,159.6,-0.54,0.36
2018-11-22,260.8,616,258.6,158,-0.58,0.34
2018-11-23,259.9,617.6,257,159.2,-0.52,0.31
2018-11-26,267.2,620.8,263.6,160.7,-0.55,0.34
2018-11-27,263.5,616,263,160.8,-0.59,0.32
2018-11-28,262.5,616,260,160.9,-0.58,0.32
2018-11-29,261.9,643.6,265.5,162.3,-0.61,0.29
2018-11-30,258.6,628.6,270.7,164,-0.57,0.27
2018-12-03,261.3,610,266.9,163.7,-0.61,0.28
2018-12-04,256,621.8,268.6,166.5,-0.62,0.24
2018-12-05,260.5,626,264.6,164.1,-0.57,0.26
2018-12-06,251.5,622.8,262.1,161.5,-0.57,0.21
2018-12-07,256.8,628.8,264.8,161.9,-0.6,0.23
2018-12-10,249.5,633,266.8,161.3,-0.55,0.23
2018-12-11,252.2,625.6,277,161,-0.61,0.22
2018-12-12,253.9,629.2,275.9,163.3,-0.55,0.26
2018-12-13,253,632.8,283.6,165,-0.59,0.27
2018-12-14,252.1,631.6,286.5,165.5,-0.57,0.23
2018-12-17,250.9,628,289.4,165.3,-0.54,0.24
2018-12-18,248.4,626.8,294.1,162.1,-0.58,0.23
2018-12-19,245.7,625.8,292,164.4,-0.53,0.23
2018-12-20,236,612.8,291,163.7,-0.5,0.22
2018-12-21,229.6,608.2,288.7,161.5,-0.58,0.24
2018-12-27,229.1,600.2,277.8,161,-0.6,0.22
2018-12-28,235.2,605,285.4,163.9,-0.52,0.24
2019-01-02,234.5,611.2,283.1,164.8,-0.59,0.16
2019-01-03,234.5,595,283.2,164.8,-0.53,0.15
2019-01-04,244.7,601,293.4,164.5,-0.51,0.21
2019-01-07,244.7,609.4,287.3,162.6,-0.55,0.21
2019-01-08,243.5,607,299.9,163,-0.5,0.22
2019-01-09,241.5,606.8,298.6,163.4,-0.52,0.19
2019-01-10,245.7,601.6,294.2,164.6,-0.5,0.18
2019-01-11,244.9,600.8,293.2,163,-0.52,0.16
2019-01-14,245,592.2,291.3,160.3,-0.57,0.16
2019-01-15,242.5,595.4,294.2,160.5,-0.54,0.14
2019-01-16,246.4,604.6,298.4,164,-0.55,0.17
2019-01-17,243.8,609.8,286,164.2,-0.54,0.18
2019-01-18,243.8,616,287,166.6,-0.57,0.2
2019-01-21,249.7,605.8,290.6,167.5,-0.56,0.2
2019-01-22,249.6,607,294.1,170,-0.55,0.16
2019-01-23,249.2,612,289.3,167.3,-0.49,0.17
2019-01-24,250.1,609.8,287.1,169,-0.57,0.13
2019-01-25,252.7,598.2,281.2,169.1,-0.5,0.14
2019-01-28,248.5,598.8,278.2,167.7,-0.53,0.36
2019-01-29,247.7,597.8,286.8,169.2,-0.53,0.35
2019-01-30,249,596,286.1,168.5,-0.49,0.34
2019-01-31,244.5,595.2,285.7,166.3,-0.56,0.31
2019-02-01,250.3,603.8,282.4,168.6,-0.52,0.32
2019-02-04,249.3,611.8,286.4,169.2,-0.57,0.34
2019-02-05,251,640.2,291.4,171.1,-0.54,0.32
2019-02-06,252.9,623.4,282.5,170.8,-0.56,0.31
2019-02-07,252.4,629,286.3,171.4,-0.59,0.25
2019-02-08,249.2,625.2,288,171.3,-0.55,0.22
2019-02-11,250.1,619,289.7,170.6,-0.52,0.25
2019-02-12,256.8,620,287.7,172,-0.51,0.27
2019-02-13,255.4,620.6,287.4,172.8,-0.54,0.27
2019-02-14,255.5,628.2,283,172.3,-0.54,0.23
2019-02-15,259.9,627.4,282.8,172.8,-0.54,0.24
2019-02-18,260.7,626.6,286.8,173.7,-0.59,0.24
2019-02-19,254.5,627,290.4,173.8,-0.59,0.23
2019-02-20,257.9,638,292.9,175.4,-0.59,0.22
2019-02-21,255.3,645,291.1,176.7,-0.59,0.25
2019-02-22,254.8,637.4,298.4,176.8,-0.6,0.21
2019-02-25,255.6,640.6,298.7,178.1,-0.59,0.22
2019-02-26,247.5,640.2,305.2,180.1,-0.58,0.24
2019-02-27,251,636.2,302.2,179.2,-0.54,0.27
2019-02-28,256.9,653.8,300,178.8,-0.53,0.3
2019-03-01,255.2,661,299.7,178.8,-0.49,0.3
2019-03-04,253.9,673.4,297.1,179,-0.52,0.26
2019-03-05,254.1,676.8,305.2,179.5,-0.56,0.28
2019-03-06,254.3,678,300.2,178.7,-0.58,0.23
2019-03-07,247,680,302.3,177.5,-0.55,0.17
2019-03-08,246.5,676.2,301.6,178.4,-0.55,0.17
2019-03-11,247.6,677.2,293.3,179.4,-0.59,0.16
2019-03-12,254,685,294.3,178.8,-0.55,0.16
2019-03-13,254.2,693.4,296.1,181.2,-0.52,0.17
2019-03-14,256.1,699.4,296.9,182.5,-0.58,0.18
2019-03-15,256.5,707.8,295.8,185,-0.57,0.18
2019-03-18,262,704,292.7,185.3,-0.51,0.17
2019-03-19,262.5,713,300.3,186.5,-0.58,0.19
2019-03-20,261,715.6,297.5,185.8,-0.57,0.17
2019-03-21,257.1,716,302.3,183.7,-0.55,0.14
2019-03-22,251.3,717.4,298.9,183.1,-0.61,0.06
2019-03-25,248.9,714.4,293.4,182.6,-0.6,0.06
2019-03-26,246.3,725.8,294.5,182.1,-0.6,0.06
2019-03-27,252,721.6,284.3,182.6,-0.6,-0.02
2019-03-28,250,731,285.3,182.8,-0.6,0.01
2019-03-29,257.1,730.2,288,182.6,-0.56,0.01
2019-04-01,265,739.6,300.3,184.2,-0.57,0.05
2019-04-02,267.4,740,306.9,187.8,-0.63,0.02
2019-04-03,272.4,737.6,306.1,188.8,-0.59,0.07
2019-04-04,274,715,298.9,187.9,-0.58,0.07
2019-04-05,272,719.8,299.3,188.8,-0.58,0.09
2019-04-08,272.3,717,294.5,190.2,-0.57,0.09
2019-04-09,269.6,719.8,294.3,187.1,-0.55,0.08
2019-04-10,265.8,710,290.9,194.1,-0.62,0.05
2019-04-11,268.9,704.8,290,197.3,-0.58,0.07
2019-04-12,273.8,693.4,286.5,199.6,-0.58,0.14
2019-04-15,275.1,697.8,285.7,198.8,-0.58,0.15
2019-04-16,276,697,281.3,201,-0.55,0.16
2019-04-17,277.3,685.4,277.2,200.8,-0.64,0.18
2019-04-23,275.3,692,276.3,203.2,-0.58,0.14
2019-04-24,272.3,690.8,278.4,201.2,-0.56,0.09
2019-04-25,271.7,689,278.4,202,-0.63,0.08
2019-04-26,277,709.6,282.2,205.2,-0.65,0.08
2019-04-29,277.5,704,281.4,204,-0.55,0.09
2019-04-30,268.1,718.2,280,203.4,-0.55,0.11
2019-05-01,269.5,715.6,281.5,204.6,-0.64,0.09
2019-05-02,266.1,705,285.3,202.2,-0.58,0.12
2019-05-03,265.9,705.6,286.9,202.6,-0.58,0.13
2019-05-06,264.4,711.2,291.5,202.4,-0.58,0.1
2019-05-07,260,726.2,290.3,203,-0.59,0.06
2019-05-08,261.7,716.6,277,203.2,-0.59,0.05
2019-05-09,257.2,723.6,274,202.4,-0.59,0.05
2019-05-10,261.3,718,271,203.8,-0.59,0.06
2019-05-13,255,710,266.1,202.8,-0.56,0.04
2019-05-14,256.6,708.2,267.6,204,-0.56,0.03
2019-05-15,253.6,701,266.3,204.8,-0.61,0.01
2019-05-16,252.9,716.4,267.9,211.2,-0.61,0
2019-05-20,248.2,714,269,208.8,-0.62,0
2019-05-21,252.5,720.6,274,207.8,-0.62,0.03
2019-05-22,251.4,732.6,275.4,208.6,-0.62,0.01
2019-05-23,250.8,722.4,269.5,208.8,-0.64,-0.01
2019-05-24,253.8,724.8,271,210.4,-0.64,-0.02
2019-05-27,252.9,720.8,270.7,211.2,-0.57,-0.05
2019-05-28,253.5,722.6,277.4,211.2,-0.6,-0.05
2019-05-29,253.9,712.6,268.4,209.4,-0.57,-0.08
2019-06-03,248.9,726.2,260.8,210,-0.56,-0.11
2019-06-04,252.7,719.8,263.2,212.4,-0.56,-0.14
2019-06-06,250.1,745,256.5,213.4,-0.57,-0.16
2019-06-07,238.6,739,256.6,215,-0.58,-0.2
2019-06-11,240.3,742.6,259.2,214.4,-0.61,-0.18
2019-06-12,241.5,752.8,260.9,218,-0.62,-0.19
2019-06-13,242.4,751.6,257.9,215.6,-0.63,-0.21
2019-06-14,241.5,751.2,253.9,218,-0.69,-0.22
2019-06-17,243,750.8,256.5,218.8,-0.69,-0.19
2019-06-18,243.5,761.6,260.6,220.4,-0.7,-0.26
2019-06-19,245,762.2,261.8,221,-0.69,-0.23
2019-06-20,239.6,758.6,259.2,219.2,-0.68,-0.26
2019-06-21,239.4,749.8,256.8,217.6,-0.67,-0.22
2019-06-24,234,748,252.6,220,-0.68,-0.24
2019-06-25,224.9,754.4,252.1,220.4,-0.73,-0.26
2019-06-26,225,741.6,249.5,221.2,-0.73,-0.23
2019-06-27,226.3,739.8,255,215,-0.68,-0.24
2019-06-28,227.5,741.8,259.3,213.4,-0.72,-0.26
2019-07-01,230.4,767.4,266.6,215.4,-0.74,-0.28
2019-07-02,229,771.8,266.8,219,-0.75,-0.27
2019-07-03,230.8,798.4,269.1,220.4,-0.74,-0.3
2019-07-04,230,791.8,269.8,219.4,-0.74,-0.3
2019-07-05,232.9,789.6,269.7,219,-0.73,-0.28
2019-07-08,230.9,793,258.8,221.2,-0.73,-0.29
2019-07-09,226.7,807,259,224,-0.67,-0.27
2019-07-10,229.4,803,255.6,219.8,-0.67,-0.23
2019-07-11,226.7,800,255.5,217.6,-0.71,-0.19
2019-07-12,228.7,786.8,253.6,218,-0.72,-0.18
2019-07-15,229.2,793.2,257.7,219.2,-0.69,-0.22
2019-07-16,230,789.2,260,218.2,-0.73,-0.22
2019-07-17,225.5,794,259.7,218.6,-0.75,-0.23
2019-07-18,226.1,798.2,259.4,219.4,-0.75,-0.27
2019-07-19,222.4,799,251.8,217.4,-0.76,-0.28
2019-07-22,220,794.8,256.2,212.6,-0.77,-0.3
2019-07-23,224.2,791.6,260.6,209.2,-0.72,-0.31
2019-07-24,224.9,793.2,260.9,208.4,-0.74,-0.33
2019-07-25,225.8,787.4,258.9,209.8,-0.72,-0.32
2019-07-26,221.7,785.4,260.6,207.4,-0.75,-0.31
2019-07-29,221.8,795.4,261.5,209.6,-0.7,-0.34
2019-07-30,215.7,791.6,257.1,206.2,-0.77,-0.34
2019-07-31,215.3,788.2,261.4,206.2,-0.74,-0.38
2019-08-01,213.3,807.4,263.8,208.2,-0.74,-0.39
2019-08-02,208.5,807.2,263,209.8,-0.75,-0.43
2019-08-05,205.9,792,257,202.4,-0.77,-0.47
2019-08-06,204.7,793.2,259.6,202,-0.83,-0.49
2019-08-07,203.2,798.6,267,203.6,-0.8,-0.54
2019-08-08,203.9,811.4,273.6,203.2,-0.86,-0.51
2019-08-09,199.85,803.6,265.5,203,-0.87,-0.53
2019-08-12,196.55,794,260.8,202.4,-0.89,-0.53
2019-08-13,195.7,789,261,200.6,-0.82,-0.56
2019-08-14,189.05,804,257.7,196.8,-0.88,-0.6
2019-08-15,188.85,818.8,268.5,195.9,-0.88,-0.66
2019-08-16,194.6,823,269.4,201.4,-0.88,-0.67
2019-08-19,196.75,835.2,266,202,-0.9,-0.62
2019-08-20,188.45,839.4,258.5,201.6,-0.87,-0.66
2019-08-21,190.2,844.8,245.1,201.2,-0.84,-0.64
2019-08-22,194.4,831.8,239.8,201.8,-0.81,-0.61
2019-08-23,194.1,821,242.5,204,-0.85,-0.64
2019-08-26,193.6,813.8,236.2,200,-0.85,-0.64
2019-08-27,189.2,810.4,245,199.5,-0.86,-0.66
2019-08-28,185.85,805.8,245.5,199.2,-0.9,-0.68
2019-08-29,188.05,801,245.3,199.9,-0.86,-0.66
2019-08-30,190.3,808,247,202.8,-0.93,-0.67
2019-09-02,187.5,811.6,247.2,203.2,-0.93,-0.66
2019-09-03,186.85,821.2,247.4,204.8,-0.92,-0.69
2019-09-04,189.6,816.2,245.5,205,-0.9,-0.64
2019-09-05,196.05,816.8,246.5,206.8,-0.84,-0.57
2019-09-06,195.7,812.8,243.6,207,-0.87,-0.6
2019-09-09,205.3,797,232.6,205.6,-0.83,-0.54
2019-09-10,210,772.2,233.5,198.3,-0.79,-0.54
2019-09-11,208.6,790,246.3,198.2,-0.84,-0.53
2019-09-12,206.8,792.2,242,197.5,-0.74,-0.51
2019-09-13,213.9,782,236.5,195.5,-0.7,-0.42
2019-09-16,210.7,785,235.1,195.7,-0.76,-0.47
2019-09-17,206.9,798,229.5,201.2,-0.76,-0.46
2019-09-18,204.9,805.6,229.2,201.8,-0.71,-0.48
2019-09-19,207.7,811.2,235.5,201.2,-0.77,-0.47
2019-09-20,218.6,813,244,203.2,-0.77,-0.48
2019-09-23,219.3,822,240.3,202.8,-0.8,-0.55
2019-09-24,218,824.4,238.1,203.2,-0.8,-0.57
2019-09-25,218.5,820,232.2,200.2,-0.73,-0.56
2019-09-26,220.8,827,228.8,202,-0.73,-0.55
2019-09-27,219.3,830,227,198.4,-0.82,-0.55
2019-09-30,221.3,825,227.2,196.3,-0.81,-0.55
2019-10-01,220.2,817.4,223.9,198.2,-0.77,-0.54
2019-10-02,211.6,790.8,217.2,193.2,-0.83,-0.51
2019-10-03,210.4,789.6,218.5,191,-0.84,-0.56
2019-10-04,209.5,800.6,220.4,192.5,-0.84,-0.56
2019-10-07,214.5,810.8,223.7,193.8,-0.84,-0.55
2019-10-08,214.8,798.2,223.3,194.3,-0.85,-0.57
2019-10-09,215.3,784.6,223.4,193,-0.83,-0.53
2019-10-10,215.6,775,224.4,184.9,-0.75,-0.46
2019-10-11,222.7,781.4,223,186.5,-0.74,-0.42
2019-10-14,224,794,224.6,187.4,-0.79,-0.44
2019-10-15,231.5,804.8,225.8,187.7,-0.72,-0.41
2019-10-16,235.2,806.6,224,182.9,-0.75,-0.36
2019-10-17,234.2,801.6,227,186.3,-0.74,-0.38
2019-10-18,234.9,791.2,221.8,186.3,-0.7,-0.36
2019-10-21,238.9,796.4,224,188,-0.73,-0.32
2019-10-22,242.3,809,225.7,189.6,-0.68,-0.34
2019-10-23,242.1,790,222.6,189,-0.73,-0.35
2019-10-24,240.1,792.2,222.2,188.1,-0.69,-0.34
2019-10-25,242.2,796.8,225.7,185.9,-0.67,-0.35
2019-10-28,241,810.6,227.2,186.7,-0.73,-0.3
2019-10-29,241,799.2,235,188.4,-0.72,-0.32
2019-10-30,227.9,818.8,230.6,188.6,-0.73,-0.34
2019-10-31,222.7,807.2,228.5,187.1,-0.75,-0.38
2019-11-01,222,822.4,232,189.9,-0.75,-0.36
2019-11-04,222,826.8,234.5,187.2,-0.74,-0.33
2019-11-05,228.9,794.6,236.9,187,-0.73,-0.29
2019-11-06,236.3,781.6,236,187.7,-0.75,-0.31
2019-11-07,237,787.4,244.6,187.7,-0.71,-0.23
2019-11-08,236.1,790.8,242.5,187,-0.72,-0.24
2019-11-11,238.1,776.4,247,184.4,-0.73,-0.23
2019-11-12,235.4,792,244,186.3,-0.74,-0.24
2019-11-13,228.4,795.8,240.7,185,-0.74,-0.28
2019-11-14,229,792.6,237,184.6,-0.76,-0.32
2019-11-15,227.6,791.2,236,183.5,-0.75,-0.31
2019-11-18,226.3,799.2,237.7,183.5,-0.74,-0.31
2019-11-19,226.4,806.6,241.2,181.4,-0.75,-0.32
2019-11-20,224.6,806.8,245.2,180.9,-0.75,-0.33
2019-11-21,226.3,786.2,249.8,184.6,-0.73,-0.3
2019-11-22,228.4,796.4,253.6,188,-0.73,-0.34
2019-11-25,228.7,799.4,258.5,187.6,-0.72,-0.32
2019-11-26,225.3,812.8,260.3,191.3,-0.72,-0.34
2019-11-27,227.4,807.4,263.1,191.6,-0.73,-0.34
2019-11-28,226.3,809.2,262,194.4,-0.72,-0.34
2019-11-29,225,801.2,259.8,195,-0.72,-0.34
2019-12-02,223.3,785,258.6,194,-0.71,-0.26
2019-12-03,220.6,794.6,255.3,195,-0.72,-0.33
2019-12-04,222.2,796.2,256.9,196.5,-0.72,-0.3
2019-12-05,225.9,803.6,257.2,195.5,-0.72,-0.27
2019-12-06,224.9,793.4,259.5,196,-0.71,-0.26
2019-12-09,227.1,787,256.1,196.1,-0.73,-0.28
2019-12-10,224.9,788.6,255,195.3,-0.73,-0.27
2019-12-11,223.4,776.4,249.9,194.4,-0.83,-0.3
2019-12-12,224.6,784,255.3,195.6,-0.71,-0.23
2019-12-13,227.9,773.4,261.5,194.4,-0.71,-0.27
2019-12-16,226.8,797,264.4,196.6,-0.71,-0.24
2019-12-17,237.5,813.8,258.9,198.2,-0.71,-0.25
2019-12-18,240.7,812.4,259.9,196.9,-0.7,-0.21
2019-12-19,237.1,813.6,257.6,194.8,-0.7,-0.2
2019-12-20,237.5,822.4,259.3,197.4,-0.7,-0.22
2019-12-23,240.9,837.8,259.3,198.5,-0.7,-0.21
2019-12-27,239.5,829.6,261.1,199.5,-0.69,-0.22
