"Date","JyskeBank","Coloplast","Lundbeck","Tryg","TwoYearBond","TenYearBond"
2015-02-27,288.7,532.5,132.5,165.9,-0.65,0.32
2015-03-02,289.6,531,133.2,166,-0.63,0.36
2015-03-03,291.9,519.5,133.2,164.6,-0.62,0.38
2015-03-04,294.5,518.5,132,164.2,-0.56,0.42
2015-03-05,296.7,526.5,145.2,167.1,-0.54,0.4
2015-03-06,297,530.5,144.3,166.3,-0.54,0.44
2015-03-09,291.5,525,142.1,163.9,-0.54,0.37
2015-03-10,291.7,520,139.4,164.7,-0.56,0.31
2015-03-11,292.2,528,139.6,167,-0.54,0.32
2015-03-12,292.2,528,136,167.1,-0.55,0.34
2015-03-13,291.1,527,136.6,166.6,-0.56,0.34
2015-03-16,290.9,534,141.9,171,-0.56,0.36
2015-03-17,289.8,525,139.3,168.1,-0.54,0.36
2015-03-18,287.1,527.5,138.6,168.6,-0.53,0.29
2015-03-19,289.5,528,141.2,169.4,-0.51,0.3
2015-03-20,291.1,526,142.5,169.6,-0.52,0.29
2015-03-23,292.6,527,145.4,171.3,-0.49,0.33
2015-03-24,292.8,528.5,144.9,172.8,-0.46,0.34
2015-03-25,292.8,523.5,144,173.7,-0.41,0.34
2015-03-26,290.2,514.5,141.7,165.8,-0.41,0.34
2015-03-27,291.3,517.5,144,163.4,-0.39,0.33
2015-03-30,292.6,526.5,146,165.8,-0.39,0.33
2015-03-31,292.9,526,146.5,164.1,-0.39,0.31
2015-04-01,294.3,526.5,145.8,166.1,-0.37,0.3
2015-04-07,298.1,530.5,149.1,169.2,-0.39,0.32
2015-04-08,300.8,533.5,147.4,165.4,-0.37,0.29
2015-04-09,305.5,542,148.5,164.5,-0.36,0.29
2015-04-10,308.2,557.5,150.8,167.7,-0.39,0.3
2015-04-13,313,561.5,151.2,168.8,-0.37,0.3
2015-04-14,311.5,562.5,145,170.3,-0.36,0.28
2015-04-15,318.6,575,144.9,162.7,-0.37,0.25
2015-04-16,317.9,568,139.6,157.6,-0.35,0.23
2015-04-17,316.1,556,132.8,155.1,-0.38,0.23
2015-04-20,324.4,559,132.5,157.7,-0.39,0.22
2015-04-21,327.7,564.5,135.7,159,-0.39,0.25
2015-04-22,330.4,566.5,134.6,156.5,-0.37,0.32
2015-04-23,336,560.5,130.1,154.6,-0.36,0.32
2015-04-24,337.3,563.5,132.1,153.2,-0.36,0.31
2015-04-27,338.7,567.5,131.9,153.6,-0.4,0.32
2015-04-28,336,554.5,132,149.5,-0.43,0.32
2015-04-29,323.5,547,128.6,145.6,-0.35,0.44
2015-04-30,326.6,544,129.4,144.5,-0.38,0.51
2015-05-04,325.6,546,129.6,143.4,-0.36,0.61
2015-05-05,322,529,130.5,142.7,-0.39,0.67
2015-05-06,321.4,510,156.4,144,-0.36,0.75
2015-05-07,327,515,151.5,144.5,-0.36,0.76
2015-05-08,329.4,519,147.1,146.3,-0.36,0.72
2015-05-11,332.4,517.5,140.7,148,-0.34,0.8
2015-05-12,329.3,512,139.8,145.5,-0.3,0.88
2015-05-13,329,512,138.9,145.4,-0.3,0.94
2015-05-18,327.4,515.5,135.9,145,-0.28,0.87
2015-05-19,329.2,522.5,138.5,146.5,-0.3,0.81
2015-05-20,334.4,521.5,138.1,144.5,-0.31,0.83
2015-05-21,332.5,516.5,135.8,144.4,-0.32,0.84
2015-05-22,331.6,526,136.5,144.4,-0.28,0.8
2015-05-26,329.4,516.5,135.8,142.8,-0.34,0.73
2015-05-27,328.1,513,134.1,141.4,-0.3,0.73
2015-05-28,329.6,514.5,134.8,140.9,-0.32,0.7
2015-05-29,327.5,513,132.8,135.7,-0.34,0.66
2015-06-01,327.9,509,133.5,136.6,-0.36,0.71
2015-06-02,327.7,503,132.5,136.5,-0.33,0.89
2015-06-03,337.1,508.5,133.5,137.2,-0.32,1.05
2015-06-04,335.1,505,132.2,136,-0.31,1.01
2015-06-08,339.5,501.5,130.8,132.2,-0.3,1.05
2015-06-09,334.2,493.1,129.9,131.2,-0.3,1.12
2015-06-10,335.1,508.5,129.1,132.5,-0.3,1.16
2015-06-11,334.9,500,131.5,138.7,-0.24,1.06
2015-06-12,333.2,495.1,129.7,138.8,-0.28,1.01
2015-06-15,325.5,484.3,128.4,135.1,-0.28,1
2015-06-16,327.6,446.3,129.1,136.5,-0.29,0.97
2015-06-17,326.7,429,131.1,136.5,-0.27,0.99
2015-06-18,324.6,447.2,137.5,136.2,-0.29,0.99
2015-06-19,327.8,446,136,136.5,-0.26,0.97
2015-06-22,332,448.5,135.5,138.9,-0.27,1.12
2015-06-23,335.4,451.6,133.4,140,-0.27,1.1
2015-06-24,337.7,444,134,138.2,-0.28,1.08
2015-06-25,339.5,442.9,131.5,140.7,-0.25,1.09
2015-06-26,340.9,441.5,130.9,141.7,-0.28,1.16
2015-06-29,335.5,443.5,130.5,139.4,-0.29,1.03
2015-06-30,336.2,439.1,129,139.5,-0.29,1
2015-07-01,341.1,439.6,135.4,139.3,-0.26,1.05
2015-07-02,342.6,440.8,135.5,138.9,-0.27,1.08
2015-07-03,340.7,437.6,136.3,138.9,-0.29,1.03
2015-07-06,332.9,435.7,136,137.8,-0.29,1
2015-07-07,324.3,428.9,136.7,137.9,-0.3,0.9
2015-07-08,322.9,430.9,139,137.1,-0.31,0.93
2015-07-09,326.3,441.5,141.8,140.1,-0.3,0.98
2015-07-10,331.9,454,144.4,141.6,-0.29,1.16
2015-07-13,339.1,465.4,155.8,142.6,-0.29,1.1
2015-07-14,337.2,469.9,155.8,141.6,-0.3,1.08
2015-07-15,337.4,474.8,154.2,141.9,-0.28,1.01
2015-07-16,342.1,481.5,155,144.2,-0.27,1.02
2015-07-17,339.3,491.8,156.9,143.9,-0.27,0.98
2015-07-20,345.9,493,161,145.2,-0.27,0.95
2015-07-21,342.3,479.7,159.4,142.6,-0.24,0.97
2015-07-22,349.6,483.8,162.2,142.3,-0.24,0.92
2015-07-23,353.9,486.8,164.5,142.4,-0.27,0.92
2015-07-24,351.9,489,162.3,141.3,-0.22,0.86
2015-07-27,349,484.1,159,138,-0.22,0.86
2015-07-28,349.1,481,156.5,137.6,-0.27,0.86
2015-07-29,350,487.1,159.9,138.4,-0.25,0.9
2015-07-30,346.7,480.5,159.8,137.3,-0.22,0.83
2015-07-31,354.8,490,160.6,136.9,-0.22,0.83
2015-08-03,359.7,486.2,158.8,138.7,-0.24,0.82
2015-08-04,360,491.9,160.8,140.3,-0.21,0.83
2015-08-05,366.7,495,163,140.9,-0.24,0.95
2015-08-06,365.7,490,163.1,139.2,-0.2,0.9
2015-08-07,359.4,478.7,160,137.2,-0.22,0.85
2015-08-10,361,484.6,164.9,137.9,-0.24,0.89
2015-08-11,362.1,475.2,167.4,136.5,-0.24,0.82
2015-08-12,357.8,458.5,162.5,134,-0.23,0.79
2015-08-13,360,460,168.8,134.9,-0.24,0.82
2015-08-14,364.8,467.5,165.8,134.2,-0.2,0.86
2015-08-17,366,472,166.5,134,-0.22,0.83
2015-08-18,383,481.3,168.9,134.4,-0.22,0.85
2015-08-19,384.2,474.8,201,134.4,-0.19,0.84
2015-08-20,376,461.1,197,132.6,-0.19,0.81
2015-08-21,369,447.5,197.6,129.4,-0.23,0.79
2015-08-24,348.9,431.7,192.5,123.4,-0.19,0.83
2015-08-25,365.9,448,196.4,127.9,-0.19,0.97
2015-08-26,364.8,439.5,203.1,127.5,-0.24,0.94
2015-08-27,376.4,453.1,210,130.2,-0.17,0.98
2015-08-28,371.4,451.2,209.2,129.6,-0.17,0.98
2015-08-31,371.8,453.1,206.1,130.7,-0.2,1.04
2015-09-01,364.9,442,198.6,128.2,-0.2,1.04
2015-09-02,373.3,447.2,197.3,129.2,-0.16,1.03
2015-09-03,384,460,199.4,132,-0.18,0.97
2015-09-04,377.6,454.5,194.2,128.7,-0.16,0.92
2015-09-07,376.1,453.6,197.1,128.3,-0.15,0.93
2015-09-08,379.6,459,196.8,129.9,-0.14,0.93
2015-09-09,382.1,466.6,199.5,130.2,-0.18,0.96
2015-09-10,383.1,467.4,198,130,-0.13,0.97
2015-09-11,381.3,475.3,198.1,131.1,-0.17,0.94
2015-09-14,380.5,474.7,197.6,131.5,-0.14,0.94
2015-09-15,375.3,477.4,199.5,131.6,-0.14,1.03
2015-09-16,381.7,482.5,199,131.6,-0.14,1.06
2015-09-17,382,482,197.6,134.7,-0.1,1.07
2015-09-18,380,479.7,200.1,133.5,-0.12,0.92
2015-09-21,382.3,490.2,200,134,-0.12,0.95
2015-09-22,379.6,480.1,193.9,131.6,-0.15,0.87
2015-09-23,377.7,457.7,188.1,130.9,-0.13,0.87
2015-09-24,370.5,467,190.2,128.6,-0.12,0.84
2015-09-25,385,474.1,185.7,131.1,-0.12,0.91
2015-09-28,373.9,464.7,188.5,129.9,-0.13,0.86
2015-09-29,368.8,464.7,182.5,127.3,-0.13,0.85
2015-09-30,369.1,472.7,178,129.6,-0.13,0.85
2015-10-01,368.2,475.2,187.8,127.7,-0.14,0.84
2015-10-02,368.5,474.4,183.3,126.5,-0.14,0.82
2015-10-05,369.4,487.5,185,128.8,-0.13,0.87
2015-10-06,372,490.5,184.4,129.7,-0.12,0.89
2015-10-07,374.3,487,190.3,129.6,-0.19,0.89
2015-10-08,364.6,466.9,190,131.5,-0.17,0.9
2015-10-09,360.8,471,189.3,123.7,-0.2,0.91
2015-10-12,358,466.3,189.8,124,-0.16,0.88
2015-10-13,356.2,461.5,190,120.8,-0.16,0.88
2015-10-14,355.2,450.6,190.7,117.7,-0.17,0.84
2015-10-15,355.8,473.4,193.4,118.5,-0.16,0.86
2015-10-16,365.4,475,195.3,119.2,-0.17,0.84
2015-10-19,368.1,476.5,200.1,119.8,-0.17,0.86
2015-10-20,365.8,474.2,199.9,120,-0.14,0.93
2015-10-21,364.9,472.6,199.5,119.6,-0.16,0.87
2015-10-22,360.3,476,194.7,119.6,-0.23,0.81
2015-10-23,365,482.4,194.1,121.7,-0.22,0.83
2015-10-26,365.5,488.3,196,124.2,-0.23,0.81
2015-10-27,351.2,483.1,200.6,122.4,-0.08,0.77
2015-10-28,348.4,488.8,202.8,123.1,-0.07,0.79
2015-10-29,336.8,491.3,200,123.9,-0.07,0.88
2015-10-30,331.1,486.6,199.3,122,-0.1,0.85
2015-11-02,324.6,483.9,203.5,123.9,-0.07,0.89
2015-11-03,325,529,204.8,124,-0.08,0.91
2015-11-04,325.6,537.5,212,125.1,-0.12,0.92
2015-11-05,325,535.5,221,127.5,-0.12,0.94
2015-11-06,333.4,542,222,128.6,-0.11,1.03
2015-11-09,328.7,536.5,219.4,127.5,-0.1,1
2015-11-10,326.8,538.5,218.4,127.6,-0.14,0.95
2015-11-11,328.2,548,218.2,129.1,-0.16,0.94
2015-11-12,326.5,542,216.9,129.1,-0.17,0.91
2015-11-13,323.9,544.5,214.7,126.9,-0.18,0.86
2015-11-16,322.4,547.5,213.5,128,-0.18,0.87
2015-11-17,326.8,547.5,209.5,129,-0.19,0.82
2015-11-18,330,549.5,209.4,130.1,-0.2,0.79
2015-11-19,329.1,550.5,211.2,132.7,-0.2,0.78
2015-11-20,324.3,547,212,133.3,-0.26,0.78
2015-11-23,326,547,212.4,132,-0.24,0.8
2015-11-24,321.5,554,211.2,129,-0.23,0.79
2015-11-25,322.4,567.5,211.8,134.5,-0.27,0.75
2015-11-26,317.6,564,212,135.6,-0.27,0.74
2015-11-27,312,568.5,212.2,134.8,-0.28,0.73
2015-11-30,321.1,568.5,214.5,137.5,-0.28,0.74
2015-12-01,323,579,218,137.7,-0.3,0.72
2015-12-02,322.7,566,217.5,139,-0.29,0.75
2015-12-03,322.8,566,218,136.1,-0.16,0.92
2015-12-04,320,556,212.8,136.1,-0.15,0.94
2015-12-07,320,556,221.9,137.8,-0.17,0.85
2015-12-08,312.9,553,220.3,135.9,-0.16,0.83
2015-12-09,309.8,553.5,217.1,135.5,-0.17,0.86
2015-12-10,307.9,553.5,217,133,-0.18,0.82
2015-12-11,301.4,533.5,211.5,130.6,-0.2,0.81
2015-12-14,297.5,533.5,211.3,132.4,-0.18,0.85
2015-12-15,298.5,544,211.7,131.2,-0.18,0.91
2015-12-16,296.6,537,211.5,132,-0.16,0.95
2015-12-17,301.3,537,213.3,132.2,-0.18,0.89
2015-12-18,299.5,538,212.1,130.5,-0.19,0.84
2015-12-21,299.2,538,217.7,129.6,-0.19,0.85
2015-12-22,299.5,527.5,218.9,128.5,-0.17,0.9
2015-12-23,311.6,543.5,222.4,130,-0.16,0.93
2015-12-28,311.4,546.5,230.2,129.8,-0.16,0.88
2015-12-29,312.6,546.5,234.7,134.6,-0.14,0.95
2015-12-30,312.1,557,235.4,137.4,-0.12,0.95
2016-01-04,308.8,557,228.9,132.9,-0.14,0.89
2016-01-05,308.5,544.5,240,132.6,-0.17,0.87
2016-01-06,305.3,542.5,234.1,128.2,-0.15,0.85
2016-01-07,306.2,534,232,124.9,-0.14,0.89
2016-01-08,299.4,534,233.5,122.2,-0.14,0.87
2016-01-11,294.1,523.5,226,120.2,-0.13,0.9
2016-01-12,290.9,537,223.7,122.3,-0.15,0.89
2016-01-13,290.4,536,227.4,122.8,-0.16,0.86
2016-01-14,283.8,529.5,219.6,119,-0.13,0.86
2016-01-15,272.7,524.5,215.6,115.9,-0.14,0.83
2016-01-18,266.9,522,212.9,114.4,-0.15,0.82
2016-01-19,267.1,528,216.9,115.9,-0.15,0.83
2016-01-20,261.9,518.5,213.1,113.5,-0.17,0.77
2016-01-21,265.7,535.5,215,122.3,-0.18,0.74
2016-01-22,277.6,536.5,222,127.4,-0.18,0.76
2016-01-25,284.9,552.5,229.7,127.5,-0.18,0.75
2016-01-26,297.1,551,230.1,128.9,-0.18,0.72
2016-01-27,296.6,560,230.3,129,-0.17,0.73
2016-01-28,291.6,550,221.9,127.9,-0.17,0.7
2016-01-29,301.3,562.5,223,130.9,-0.21,0.62
2016-02-01,296.2,560.5,220.4,130.2,-0.19,0.64
2016-02-02,287.1,537,220.8,127.7,-0.21,0.61
2016-02-03,279.4,518.5,216.9,124.8,-0.22,0.58
2016-02-04,295.9,516.5,232.3,125.6,-0.21,0.6
2016-02-05,291.7,506,224.4,125.9,-0.22,0.6
2016-02-08,278.2,491.2,210.5,122,-0.2,0.54
2016-02-09,269.4,480.6,206.9,116.9,-0.22,0.56
2016-02-10,286.9,502,226.7,119.9,-0.2,0.57
2016-02-11,278.1,485,223.5,115,-0.22,0.53
2016-02-12,279.6,489.8,233.8,116.9,-0.18,0.6
2016-02-15,297.9,511.5,240.5,120.7,-0.2,0.57
2016-02-16,299.3,510,234.9,120.8,-0.19,0.6
2016-02-17,300.7,518.5,241.9,125.2,-0.18,0.6
2016-02-18,298.4,526.5,246.1,125.3,-0.2,0.56
2016-02-19,295,515,243.8,123.3,-0.2,0.54
2016-02-22,300.8,523.5,249.7,126.1,-0.2,0.52
2016-02-23,301.9,521,255,125,-0.2,0.53
2016-02-24,287.3,514.5,248.8,122.3,-0.22,0.51
2016-02-25,295.5,522,248,123.9,-0.22,0.49
2016-02-26,299.7,525.5,252.3,125.6,-0.23,0.5
2016-02-29,299.2,520,257.3,125.4,-0.26,0.46
2016-03-01,298.5,525,254.4,128.4,-0.25,0.52
2016-03-02,309,523.5,247,127.2,-0.23,0.57
2016-03-03,307.5,516,239.7,127.1,-0.26,0.53
2016-03-04,311.6,523,239.9,128.4,-0.22,0.57
2016-03-07,309.3,538.5,235.8,126.8,-0.23,0.59
2016-03-08,305.3,531,230.9,125,-0.25,0.55
2016-03-09,309.1,529,231.6,124.6,-0.22,0.61
2016-03-10,308.7,526.5,232,122.7,-0.16,0.67
2016-03-11,317.2,514.5,240.5,125.7,-0.18,0.63
2016-03-14,315.3,521,245.4,127.9,-0.18,0.64
2016-03-15,311.4,510.5,246.2,127.4,-0.18,0.67
2016-03-16,311.7,499.8,245.1,127.4,-0.2,0.6
2016-03-17,301.3,489,239.7,123.7,-0.26,0.55
2016-03-18,303.1,487.9,240.5,125.5,-0.27,0.52
2016-03-21,303.4,488.7,239.2,126.3,-0.27,0.52
2016-03-22,301.8,489.1,246.1,126.1,-0.27,0.5
2016-03-23,300.7,492.4,248,126.8,-0.28,0.48
2016-03-29,296.3,496,230,127.5,-0.3,0.42
2016-03-30,302,500.5,221.3,128.4,-0.29,0.45
2016-03-31,295.6,496.2,216.2,127.1,-0.29,0.45
2016-04-01,299.3,492.9,215.3,125.9,-0.28,0.43
2016-04-04,298,495.3,222.8,125.1,-0.28,0.42
2016-04-05,291.2,494.1,225.1,122.3,-0.31,0.38
2016-04-06,287.9,492.7,231,126.2,-0.31,0.4
2016-04-07,278.5,495.1,233.3,124.8,-0.34,0.36
2016-04-08,279.8,493.4,238.1,124.9,-0.36,0.36
2016-04-11,279.9,490.5,235.8,125.1,-0.37,0.38
2016-04-12,275.5,486.5,230.1,125.9,-0.36,0.43
2016-04-13,283.1,482.6,225.1,127.9,-0.36,0.39
2016-04-14,284.9,490.5,226,128.3,-0.35,0.42
2016-04-15,283.4,490.5,224.6,127.6,-0.36,0.38
2016-04-18,281.4,494,222.3,127.9,-0.35,0.42
2016-04-19,280.1,501,224.9,129.9,-0.34,0.43
2016-04-20,282.9,494.6,221.3,128.8,-0.33,0.42
2016-04-21,281.6,492.5,219.5,128.5,-0.32,0.51
2016-04-25,279.5,487.5,228.9,124.6,-0.33,0.53
2016-04-26,282.8,489,220.6,125.2,-0.31,0.56
2016-04-27,281.6,494.7,223,125.1,-0.32,0.56
2016-04-28,267.6,493.7,218.8,124.7,-0.31,0.53
2016-04-29,266.1,487.4,217.1,122.7,-0.3,0.56
2016-05-02,263.9,492.5,219.7,123.9,-0.29,0.55
2016-05-03,258.4,495.4,217.2,122.9,-0.31,0.49
2016-05-04,256.5,501,218.3,123,-0.32,0.48
2016-05-09,256,492.9,231.7,123.2,-0.33,0.41
2016-05-10,258.6,493.4,235.6,124.1,-0.32,0.4
2016-05-11,256.4,492.2,240.9,123.9,-0.33,0.4
2016-05-12,255.4,489.4,239.2,122.8,-0.32,0.45
2016-05-13,255.2,492.5,240.2,124.3,-0.35,0.42
2016-05-17,255.4,497.4,237.6,127.3,-0.35,0.44
2016-05-18,253.9,495.2,239.8,127.7,-0.33,0.48
2016-05-19,254.5,492,245.3,125.5,-0.3,0.48
2016-05-20,257.3,497.8,252.4,126.3,-0.33,0.48
2016-05-23,258.3,496.7,256.3,126.3,-0.34,0.48
2016-05-24,259.8,505,257.3,127.5,-0.3,0.47
2016-05-25,267.5,503.5,261,129.3,-0.31,0.45
2016-05-26,265.8,500.5,262.6,130,-0.32,0.42
2016-05-27,270.5,503,259.2,131,-0.32,0.43
2016-05-30,270.5,505.5,262.3,131.5,-0.33,0.46
2016-05-31,268.5,506,263,131.8,-0.31,0.42
2016-06-01,267.5,503.5,261,130.4,-0.32,0.43
2016-06-02,267,498.5,260.1,129.2,-0.32,0.4
2016-06-03,263,485,259.6,128.6,-0.34,0.36
2016-06-06,265.1,493.3,259,127.7,-0.34,0.37
2016-06-07,271.9,490.1,257.7,127.2,-0.35,0.34
2016-06-08,266.6,488.3,256.5,126,-0.34,0.35
2016-06-09,261.7,486.9,254.8,123.8,-0.37,0.32
2016-06-10,251.7,472.6,247.8,120,-0.37,0.28
2016-06-13,250.1,472.7,247.3,118.2,-0.38,0.29
2016-06-14,249.8,463.4,238.5,115.3,-0.39,0.28
2016-06-15,256.3,467.5,240.7,117.1,-0.48,0.21
2016-06-16,251.9,464.7,236.2,115.5,-0.49,0.21
2016-06-17,261.9,463,238.1,117.3,-0.49,0.22
2016-06-20,267.5,479,236.3,120.5,-0.47,0.28
2016-06-21,270.4,487.3,235.5,120.7,-0.43,0.27
2016-06-22,268.7,492,235.2,121.5,-0.45,0.27
2016-06-23,275,505,239.1,122.1,-0.41,0.34
2016-06-24,257,486.9,236.5,116.5,-0.49,0.18
2016-06-27,240.8,465.4,234.7,112,-0.5,0.12
2016-06-28,248.6,478.2,238.7,115.7,-0.5,0.12
2016-06-29,251.2,495.8,247,118.1,-0.49,0.11
2016-06-30,252.8,497.7,249.8,119,-0.45,0.19
2016-07-01,255.4,510,249.2,122.9,-0.47,0.12
2016-07-04,252,505,257.5,122.2,-0.5,0.1
2016-07-05,244.4,509.5,253.6,120,-0.52,0.06
2016-07-06,237.8,502.5,252.8,116.2,-0.52,0.07
2016-07-07,245.7,508,268.8,118.3,-0.48,0.08
2016-07-08,254.6,511,266.1,121.2,-0.51,0.05
2016-07-11,256.7,520.5,269.1,123.7,-0.5,0.08
2016-07-12,262.7,519.5,267.5,126.2,-0.48,0.16
2016-07-13,263.2,521.5,265.8,122.7,-0.47,0.1
2016-07-14,265.5,519.5,262.1,122,-0.45,0.13
2016-07-15,264.4,519.5,261.3,121,-0.45,0.17
2016-07-18,263.8,520,264.7,123.4,-0.44,0.14
2016-07-19,264.8,516,268.4,122.7,-0.44,0.13
2016-07-20,269,523,274,124.2,-0.41,0.15
2016-07-21,269.7,522,270.4,123.4,-0.42,0.15
2016-07-22,269.5,525,270.5,122.7,-0.46,0.14
2016-07-25,269.4,517.5,267.1,123.4,-0.45,0.12
2016-07-26,271.2,523,274.6,123.6,-0.45,0.13
2016-07-27,273.4,521,269.2,123.8,-0.47,0.09
2016-07-28,271.1,521,271.5,123.3,-0.43,0.08
2016-07-29,276.7,522,270.5,124.1,-0.44,0.09
2016-08-01,273.7,519.5,274.9,124.3,-0.42,0.07
2016-08-02,269.1,516.5,276.5,123,-0.4,0.13
2016-08-03,268.3,516,273.3,122.8,-0.46,0.15
2016-08-04,273.7,520,274.1,124,-0.44,0.08
2016-08-05,278,523,273.7,125.1,-0.51,0.12
2016-08-08,277.9,520.5,271,127,-0.51,0.1
2016-08-09,281.9,529,273.4,130.1,-0.52,0.09
2016-08-10,281.8,524.5,273.5,130.7,-0.54,0.06
2016-08-11,283.3,530,267.1,130.1,-0.47,0.1
2016-08-12,285.6,527.5,267,130.5,-0.52,0.08
2016-08-15,283.9,530,278.5,130.6,-0.46,0.11
2016-08-16,277.2,517.5,274.3,128.8,-0.45,0.12
2016-08-17,278.3,509.5,270.5,127.6,-0.5,0.11
2016-08-18,285.1,513.5,268.4,128.3,-0.47,0.06
2016-08-19,288.7,510,268.1,128.5,-0.46,0.1
2016-08-22,296,506,275.9,128.9,-0.44,0.05
2016-08-23,298.5,505,277,130.1,-0.45,0.02
2016-08-24,307.8,503.5,277.7,130,-0.46,0.04
2016-08-25,310,502,276.7,129,-0.43,0.06
2016-08-26,312.3,503.5,274.9,128.8,-0.48,0.06
2016-08-29,313.9,508,271.6,129.4,-0.55,0.04
2016-08-30,320.4,505,274.3,131.2,-0.45,0.02
2016-08-31,320.3,507.5,266.6,133.1,-0.53,0.04
2016-09-01,322,503,264.5,132.8,-0.47,0.04
2016-09-02,325.2,511.5,266.4,135.9,-0.55,0.1
2016-09-05,325.3,507,269.1,135.9,-0.56,0.04
2016-09-06,315.6,505.5,268.7,135.3,-0.59,0
2016-09-07,316.4,505,271.1,136.1,-0.58,-0.02
2016-09-08,316.7,506.5,269,137,-0.55,0.03
2016-09-09,316.3,502.5,258.6,135.4,-0.53,0.1
2016-09-12,316.2,496.3,259.3,133.8,-0.55,0.11
2016-09-13,316,501,257.4,132.9,-0.53,0.13
2016-09-14,314,502,259.4,132.8,-0.48,0.1
2016-09-15,315.8,504.5,259.5,131.8,-0.54,0.1
2016-09-16,313.7,508,263.3,131.3,-0.49,0.07
2016-09-19,311.2,510,267.8,132.9,-0.48,0.08
2016-09-20,309.6,511.5,271.2,133.6,-0.55,0.07
2016-09-21,313.2,510.5,269.3,134.3,-0.54,0.09
2016-09-22,314.4,519.5,271.7,134.5,-0.54,0
2016-09-23,311.5,514.5,230.1,134.1,-0.47,0.01
2016-09-26,308.7,512.5,228.3,133.8,-0.49,-0.01
2016-09-27,306.5,510.5,228.1,131.7,-0.56,-0.02
2016-09-28,309.6,511,224.8,133.4,-0.47,-0.02
2016-09-29,308.3,514,219.4,133.3,-0.56,-0.01
2016-09-30,309,514,217.1,133,-0.55,0
2016-10-03,313.6,514,217.6,134.8,-0.47,0.03
2016-10-04,317.6,515,215.6,138.7,-0.53,0.07
2016-10-05,317.1,508.5,219.6,138.2,-0.46,0.11
2016-10-06,325,493.9,216.7,139.4,-0.54,0.1
2016-10-07,323.9,490.7,216.8,138.9,-0.54,0.12
2016-10-10,324.7,489,222.2,140.1,-0.47,0.18
2016-10-11,322.3,493.2,219.9,137.7,-0.53,0.15
2016-10-12,322.9,487.5,219.1,136.2,-0.53,0.18
2016-10-13,321.8,484.2,217.1,135,-0.53,0.15
2016-10-14,326.7,485.8,220.8,136.5,-0.53,0.19
2016-10-17,327.2,480.9,217.9,134.3,-0.47,0.18
2016-10-18,333.2,485.3,218.6,135.4,-0.54,0.16
2016-10-19,326.6,488.3,221.7,135.9,-0.53,0.16
2016-10-20,330.9,488.9,224,135,-0.46,0.14
2016-10-21,334.1,487.9,226.1,135.5,-0.46,0.14
2016-10-24,336.4,489.6,222.9,135.2,-0.45,0.16
2016-10-25,338.5,481.9,218.8,133.2,-0.51,0.16
2016-10-26,338.7,476.5,218.7,130.8,-0.5,0.23
2016-10-27,324,476.6,220.1,130.6,-0.5,0.31
2016-10-28,310.2,477,215.9,130.9,-0.49,0.29
2016-10-31,307.5,472.8,218.5,132.4,-0.42,0.29
2016-11-01,302.8,467.4,215.1,132.5,-0.51,0.31
2016-11-02,293.5,447.2,226.4,130,-0.52,0.24
2016-11-03,296.3,445,242.1,132.4,-0.51,0.27
2016-11-04,293.9,442.7,240.3,129,-0.52,0.23
2016-11-07,297,448.4,241.1,130.5,-0.42,0.26
2016-11-08,296.6,446.8,246.9,129.9,-0.52,0.28
2016-11-09,298.8,458.1,257.2,129.1,-0.53,0.31
2016-11-10,305.9,446.3,255.5,128.6,-0.53,0.38
2016-11-11,307.3,440.1,260,128.4,-0.52,0.42
2016-11-14,309.9,434.3,260.8,128.3,-0.39,0.44
2016-11-15,312.5,435.5,261.6,128,-0.52,0.41
2016-11-16,311.3,434.5,260.9,128.6,-0.52,0.47
2016-11-17,310,434.9,263.7,127.6,-0.45,0.41
2016-11-18,316.3,439.3,265.8,128,-0.57,0.41
2016-11-21,317.6,447.8,264.4,128.5,-0.54,0.4
2016-11-22,317.5,444.2,263.2,129.7,-0.54,0.37
2016-11-23,314.5,438.9,264,130.1,-0.44,0.42
2016-11-24,311.6,443.4,266.1,128.4,-0.47,0.39
2016-11-25,312.3,446.4,267.9,127.5,-0.46,0.37
2016-11-28,305.4,449,268.7,126,-0.55,0.33
2016-11-29,310.7,441.5,264.4,126.5,-0.55,0.37
2016-11-30,306.4,445.9,267.6,126.3,-0.56,0.41
2016-12-01,309,444.1,264.1,124.8,-0.54,0.48
2016-12-02,307.6,444.8,268.6,124.5,-0.58,0.4
2016-12-05,311.8,448.3,265.9,126.4,-0.52,0.45
2016-12-06,319.4,442.2,258.8,128.1,-0.51,0.48
2016-12-07,319.2,437.7,258,126.9,-0.52,0.46
2016-12-08,327.7,441,261.2,128.5,-0.56,0.49
2016-12-09,331.3,463,270.3,127.2,-0.56,0.48
2016-12-12,330.7,458.9,268.6,127.6,-0.54,0.52
2016-12-13,333.2,465.7,271.5,127.2,-0.54,0.48
2016-12-14,334.4,459.4,271,126.3,-0.54,0.46
2016-12-15,340.7,464.5,275.5,125.6,-0.56,0.48
2016-12-16,340,470,279.6,127.1,-0.54,0.45
2016-12-19,335.2,470.3,276.8,125.8,-0.54,0.39
2016-12-20,336.8,473.8,273.5,125.8,-0.52,0.39
2016-12-21,336,468,279,124.3,-0.54,0.39
2016-12-22,338,475.4,274.6,126.5,-0.46,0.42
2016-12-23,336.3,480.2,277.5,127.8,-0.54,0.36
