"Date","Carlsberg","DanskeBank","DSV","Genmab","JyskeBank","Lundbeck","SimCorp","WilliamDemant","OilPrice"
2012-10-11,516,107.5,126.7,82.05,167.8,105.2,125.9,105,531.61
2012-10-12,513.5,104.5,126.3,82.05,167,104.8,124.4,104,528.28
2012-10-15,516.5,104.3,125.3,81.9,166.1,105.4,125.9,103.9,528.19
2012-10-16,521.5,106.8,125.3,83.55,170,105.9,126.2,104.8,526.55
2012-10-17,519.5,105.8,125,86.85,171.9,104.8,127.1,104.9,523.74
2012-10-18,516,106.4,124.2,86.2,176.3,103.7,127.1,105.2,523.71
2012-10-19,518.5,104.1,124.7,87,175.6,104,125.8,106,515.29
2012-10-22,513,105.7,124.6,84.85,178,103.5,124.9,104.9,506.64
2012-10-23,503.5,103.7,124.1,82.85,176.9,100.6,124.6,103.6,497.07
2012-10-24,509.5,101.7,123.7,83.5,176,101,124.5,103.7,494.11
2012-10-25,510,103.7,128,83.4,177,99.5,125.4,103.4,493.98
2012-10-26,508.5,101.7,128.2,82.95,176.5,99.65,125.3,102.9,498.59
2012-10-29,510,103.7,129.5,82.5,176,99.35,126.1,101.7,497.44
2012-10-30,506.5,94,130.5,80.6,175.8,101.2,126.4,100.8,496.29
2012-10-31,496.5,90,129.4,80.2,175.5,100.2,125.9,99,495.14
2012-11-01,508,93.8,130.6,83.9,176.3,99.05,125.4,100.1,500.71
2012-11-02,518.5,94.55,132.8,83,177.5,99,125.9,99.9,492.62
2012-11-05,516,94.5,133.7,81.4,173.5,98,126,99.04,500.01
2012-11-06,518,94.95,133.6,81,172.4,96.4,126.3,98.8,517.03
2012-11-07,532.5,95.95,132.1,81.4,171.4,101,125.9,93.76,494.17
2012-11-08,524,94.8,132.3,81.4,169.5,98.25,125.5,92.12,498.35
2012-11-09,537,93.15,132.4,79.35,167.4,98.75,126.4,92.68,505.67
2012-11-12,534.5,94.05,133.2,78.95,165,95.75,126.3,92.58,501.11
2012-11-13,531.5,93.3,132.6,75.6,162.7,97.25,126.7,92.02,501.5
2012-11-14,526.5,93.9,131.5,74.3,162.7,94.25,127.9,91.72,505.88
2012-11-15,525,94.2,128.9,70.7,160.5,93.85,125.8,91.08,499.64
2012-11-16,534,93,129,69.5,160.6,92.35,125.2,90.98,507.2
2012-11-19,536,93.8,130.2,70.05,162.3,93.1,125.7,91.42,521.77
2012-11-20,541,93.05,130.8,71.75,162,92.55,126.1,92.46,505.11
2012-11-21,539,93.15,133,71.25,162,93.2,127,92.72,508.88
2012-11-22,546,94.15,135.3,72,165.8,95,130,93.14,507.506666666667
2012-11-23,546,95,135.3,72.25,165,96.15,130.9,95.04,506.133333333333
2012-11-26,541,93.5,134.9,70.25,163.8,96.55,131.2,93.92,504.76
2012-11-27,547,94.3,134.7,70.8,164.6,96.5,126.8,93.5,501.66
2012-11-28,549,93.95,132.2,69,161.4,95.45,123.4,92.8,500.47
2012-11-29,559,96.9,134.7,70.95,164.3,95.05,125.9,93.78,505.65
2012-11-30,558.5,98.35,135.4,76.25,164,95.9,127.5,93.2,510.75
2012-12-03,562.5,98.2,135.7,75.4,164.5,94,127,93.14,509.02
2012-12-04,559.5,99,134,76,164.5,95.2,127.2,92.8,504.31
2012-12-05,559,98.45,136.9,80.55,165,97.4,127.4,94.06,501.78
2012-12-06,565,98.5,140.1,80.45,166.2,99.8,128.4,96.08,492.22
2012-12-07,564.5,98.5,139,80.2,166.5,99.2,128.5,98.8,496.67
2012-12-10,570.5,98,139,82.55,162.3,99.15,126.6,98.86,493.58
2012-12-11,570.5,96.95,140.2,82,161.3,98.2,127.5,99.4,492.52
2012-12-12,564,98.7,138.3,81.3,164.4,98.85,126.5,98.2,496.43
2012-12-13,562,98.25,139.9,82.5,162.4,98.95,125.2,96.74,490.04
2012-12-14,558.5,99.35,140.1,83.9,162.7,98.2,125.6,97.8,494.7
2012-12-17,549.5,97.85,138.5,82.35,160.5,97.45,123.8,96.32,494.4
2012-12-18,545.5,96.1,140,80.7,161.1,96.65,125,97.64,497.79
2012-12-19,548,96.75,140.8,82,160.3,82.15,125.8,97.26,502.04
2012-12-20,552.5,97.95,143.7,80,160.1,82.25,127,98.08,507.68
2012-12-21,550,96.4,144,80.6,159.2,81.65,127.5,97.36,500.8
2012-12-27,552,96.55,145.4,78.95,158.9,82,127,97,511.01
2012-12-28,554,95.65,145.7,77.8,157.1,82.9,126.4,96.78,513.85
2013-01-02,561,97.7,148.3,78.45,162.5,83.5,128,97.56,523.82
2013-01-03,558,98.4,146.9,78.95,163.2,83.9,128,98,529.06
2013-01-04,565,99.65,146.5,78.5,165.6,86.1,127.5,98.68,533.64
2013-01-07,569,101.7,147,81,169.2,87.4,127.5,98,533.15
2013-01-08,573,103.4,145.5,80.45,170,88,126,97.44,531.05
2013-01-09,569,106.5,145.3,80.9,170,88.95,126,97.72,532
2013-01-10,566.5,107.8,144.5,83.05,173.8,89.95,127.3,98.86,533.79
2013-01-11,564.5,106.2,144,83.2,174.5,90.4,127.1,97.92,525.88
2013-01-14,554,106,142.9,84.3,176.5,90,126.5,97.64,526.59
2013-01-15,563.5,108.6,143.4,84.2,176.9,89,125.5,97.88,522.32
2013-01-16,578,107.6,142.9,87.45,178.9,89,126,96.1,529.68
2013-01-17,575.5,107.4,144,90.3,179.1,88.5,126.8,95.8,533.06
2013-01-18,574.5,109,146.3,89.95,180.7,88,125.9,95.92,535.25
2013-01-21,573,108.2,147.6,95.1,182.2,88,126,96.16,537.32
2013-01-22,569.5,107.4,147.2,96.9,181,87.55,125.8,97.62,539.39
2013-01-23,576,104.4,147.2,101.8,180,87.5,126.9,99.26,533.15
2013-01-24,581,106,146.8,100.6,179.6,86.6,126.9,97.62,536.35
2013-01-25,598.5,106.7,146.5,103.6,178.7,87.2,127.8,98.22,531.23
2013-01-28,590.5,105.8,145,100.8,180.1,86.2,128.5,96.78,535.17
2013-01-29,592.5,105.5,144.2,98.65,178.8,87.05,128.3,96.86,541.82
2013-01-30,594,107,143.8,99.3,180.3,87.95,130.5,97.36,539.64
2013-01-31,588,105.4,141,98,179,86.9,131.5,96.38,536.83
2013-02-01,597.5,107.2,142.9,96.8,180.7,89.6,135.5,97.44,534.59
2013-02-04,592,105.6,140,97.2,177.2,89.15,135.8,97.68,529.38
2013-02-05,592.5,107.2,141.5,96.7,178.1,88.6,135,98.86,532.53
2013-02-06,589.5,104.5,139,94.7,175,89.65,134.5,98.56,533.23
2013-02-07,592,107.7,138.9,93.85,174,89.75,135.7,98.22,527.78
2013-02-08,592,110.2,139,94.7,178.8,90,134.5,97.6,533.95
2013-02-11,591,107.4,137.5,95.55,177.3,90.15,135.8,96.62,540.67
2013-02-12,586,107.1,140.1,99.25,176.5,90.25,141,99.08,541.42
2013-02-13,590.5,106.8,142.5,97.55,178,91.9,138.8,100,536.98
2013-02-14,592.5,107.4,143.1,97.5,178.5,91.5,139.6,98.86,544.74
2013-02-15,602.5,108.3,142.9,102,178.5,92.65,141.5,97.98,536.6
2013-02-18,567.5,107.6,141.9,103.9,178.8,93,140.2,97,538.385
2013-02-19,567,108.5,142.9,106.2,181.5,93.85,141,97.8,540.17
2013-02-20,580,109,140,108,181.5,94.05,142,97.5,527.09
2013-02-21,579,106.1,137.8,105.7,180,93.5,141,97.32,525.21
2013-02-22,591.5,107.8,140.2,103.7,181.8,94.35,140.1,96.76,526.86
2013-02-25,589,107.2,139.5,102.8,186,95.75,141,96.4,522.2
2013-02-26,583.5,105.4,140.3,100.9,187.6,94.95,140.1,90.98,528.34
2013-02-27,578.5,106.1,140.6,100.7,187,94.5,139.4,90.1,528.12
2013-02-28,587,106.3,140.3,102.9,189.9,96.85,146.8,91.32,522.75
2013-03-01,588,108.1,139.5,104.8,188.7,99.95,146.6,91.88,520.1
2013-03-04,594.5,108.9,140.6,104.4,191.1,99.75,145.2,91.66,516.56
2013-03-05,595,111.3,143.4,103,195.5,100.4,146.4,92.7,519.51
2013-03-06,592.5,106.1,142.3,101.5,194.3,100.4,147.5,93.1,517.23
2013-03-07,590,108,141.4,101.9,194.4,100.9,148.6,95.74,524.63
2013-03-08,594,109.3,143.5,117.1,198.5,100.8,153,95.58,523.83
2013-03-11,589,108.4,143.4,118.9,199.4,101.7,155,96,528.3
2013-03-12,590,109.8,144.6,118.6,200.6,101,155,96.1,528.72
2013-03-13,588.5,109.7,142.5,123.9,199,102.4,155.5,96.3,531.48
2013-03-14,593,109.7,143.6,122.4,201.7,102.3,156.1,96.8,536.27
2013-03-15,590,109.1,145,123.1,205.3,103.6,156,96.98,532.6
2013-03-18,586,107.2,144.6,120,200.6,102.3,157.3,96.36,540.5
2013-03-19,585.5,105.6,144.1,120.3,200.7,102,158.6,95.52,530.82
2013-03-20,587.5,105.9,144.1,127,201.5,103.3,159,96.14,535.23
2013-03-21,576,105.8,143.6,128.3,202.2,101.8,158.5,97.34,533.72
2013-03-22,571.5,107.4,141.7,129,199.9,99.9,153.7,97.6,539.39
2013-03-25,564,106.3,142.2,133,201,99.15,154.9,98,546.37
2013-03-26,573,105.4,141.5,134,199.5,108,154.4,97.8,558.27
2013-03-27,566,104,140.5,134.5,198,107.1,156,97.46,563.75
2013-04-02,571,104.1,143.2,139.5,199.3,109.3,156.9,99.7,564.28
2013-04-03,566,106.1,143.3,144,200,109.7,157.2,100.8,548.78
2013-04-04,562.5,104.3,141.7,141.8,197,111,154.5,98.4,542.29
2013-04-05,548.5,104.1,137,138.4,196.4,111.5,151.5,95.92,533.88
2013-04-08,560.5,103.2,136.8,139.7,196.6,113,154.5,96.2,534.38
2013-04-09,567,103.6,137.9,146,200.4,113.9,155.7,94.8,538.6
2013-04-10,577.5,107,140.9,148.4,206.3,114,156.6,95,539.25
2013-04-11,576.5,108.4,140.7,154.4,212.8,114.5,161,94.1,531.47
2013-04-12,568,106.4,138.2,152.9,211.3,114.9,160.8,93.52,521.44
2013-04-15,560,104.4,136.1,156.5,210.9,115,159.2,93.6,505.64
2013-04-16,559,104.1,135.6,155.6,210.7,113.7,157,92.26,503.82
2013-04-17,545,102.2,132.5,147.5,206.9,109.3,154.6,90.5,492.27
2013-04-18,541,101.7,132.4,148,206.3,112.3,154,89.92,501.39
2013-04-19,546.5,102.8,134.7,147.4,209.2,108.5,154,90.02,500.34
2013-04-22,540.5,102.5,136,147.5,211.8,109.4,153.9,89.2,507.56
2013-04-23,541.5,105.2,137.4,148,217.1,112.3,154,90.5,511.74
2013-04-24,525,107.3,137.8,148.3,215.7,112.8,155.7,90.46,524.1
2013-04-25,525,107.8,141.5,148.2,216.2,114.1,156,91.4,533.77
2013-04-29,516,108.7,141.6,149.2,224.5,113.5,158.4,91.58,537.36
2013-04-30,525.5,107,142.5,147.6,220.3,113.2,165.5,90.6,533.08
2013-05-01,533,109,140.4,144.5,225.5,113,167.4,91.38,513.08
2013-05-02,542.5,103.1,138.7,157,221,111.4,165.3,89.98,531.26
2013-05-03,543.5,102.7,137,155.7,230.1,113.4,163,90.46,543.4
2013-05-06,547.5,101.8,135,154.7,231.5,111.9,163,91.4,546.78
2013-05-07,556.5,103.6,137.1,154.6,232.4,111,164,94.98,543.7
2013-05-08,581,104.4,140,160.9,234.5,111.4,168.3,96.14,548.27
2013-05-13,574.5,103.3,139.8,162.2,234.9,112.3,169,97.88,546.78
2013-05-14,579,103.5,140.6,164.9,232,113.3,171.9,97.24,541.08
2013-05-15,576.5,102.3,141.5,170,232,112.8,173.1,96.7,546.41
2013-05-16,573.5,102.4,140.2,180,232.1,115.6,173.8,95.38,550.21
2013-05-17,569.5,103.2,138.9,197.6,234.4,115.8,173.6,94,556.05
2013-05-21,571.5,103,139.4,192.7,235.3,116,173.4,95.08,557.02
2013-05-22,571,106.3,141.3,195.5,235.4,115,174,94.62,543.77
2013-05-23,562,104.3,138.6,185,232.5,113,175,92.96,545.12
2013-05-24,562,105.4,138.9,191.5,232,112.8,176.9,92.88,542.38
2013-05-27,563,106.9,139.2,188,236,113.2,177,93.5,544.835
2013-05-28,564.5,112,141,197,238.2,113.2,177,92.66,547.29
2013-05-29,555,111.1,138.1,195.2,234.5,111.7,175,91.38,535.96
2013-05-30,552,114.5,139,208.5,234.6,112,173,93.28,539.11
2013-05-31,548,113.4,138.3,206,228.4,110.7,176.5,91.6,527.22
2013-06-03,555,113,137.3,202,228.9,109.2,178,91.2,535.52
2013-06-04,543.5,114.3,139,206.3,227,107,179.5,90.64,531.3
2013-06-06,527.5,111,139,216.9,221.9,107.5,179.5,90.4,538.51
2013-06-07,533,112,139,214.6,225.3,107.6,178.5,91.16,539.96
2013-06-10,529,113.5,140,218.8,225.5,106.9,178.5,90.4,540.58
2013-06-11,514.5,111.5,136.6,199,217.8,104,174,90.88,535.89
2013-06-12,514,110.5,135.5,199,216.7,104.2,175,92.38,538.52
2013-06-13,515,111,136.4,190.6,218.3,103.4,173,91.8,541.66
2013-06-14,515,111.1,136.6,184.5,219.6,103.5,174,92.38,548.59
2013-06-17,512,111.7,137.9,186.5,221,103.3,173.5,93.92,546.77
2013-06-18,517,104.9,137.8,188.8,220.2,101.2,174,94.66,549.06
2013-06-19,526,102.1,138.3,184.1,218,102.1,175,94.02,546.65
2013-06-20,510.5,99.9,135.6,180,212.9,101.2,173,91.26,539.07
2013-06-21,510,99.6,135.9,177,212,100.7,169.5,92.46,530.16
2013-06-24,503.5,97.2,134,165,210.6,97.8,165,91.22,542.53
2013-06-25,520.5,98.6,135.1,168.6,212.5,100.6,168.5,92.2,541.36
2013-06-26,517,99.6,135.7,179,216,101.5,171.5,92.74,547
2013-06-27,528.5,99.05,139,185.6,216,103.5,172,94.02,555.49
2013-06-28,513,98,139.7,174,216,102.2,170,94.78,550.62
2013-07-01,516,98.95,142.2,178.5,215.5,102,174,93.86,560.65
2013-07-02,506,100,144.2,177,216.3,101.9,174,94.14,570.81
2013-07-03,508.5,98.1,143.7,176.4,213.6,102.2,173,93.14,579.753333333333
2013-07-04,523,100.4,144.9,177.5,221.8,103.9,173.5,95.04,588.696666666667
2013-07-05,521.5,100.1,144.8,175.9,222,104.6,173,93.88,597.64
2013-07-08,527.5,103,145.9,178.5,230.3,104.8,174,94.12,598.73
2013-07-09,529.5,103.2,146.2,179,232.5,105.2,178,96.54,600.61
2013-07-10,535,102,148.5,179.7,232.9,107.5,181,96,620.05
2013-07-11,544.5,102,149,178.4,233,108.4,182.5,97.7,599.86
2013-07-12,533,101,148.4,178.7,233.5,112,184,97.56,606.25
2013-07-15,539.5,101.8,148.8,179,237.4,111.8,186.5,97.6,609.35
2013-07-16,537,100.9,147.5,180,234.2,112.9,188.5,97.28,602.57
2013-07-17,537,104,148.4,180.4,236.3,111.8,187,97.58,604.49
2013-07-18,531.5,104.3,148.5,185.7,240.1,111.5,182,97.94,615.35
2013-07-19,530,103.8,148.7,182.4,239.4,112.3,181.5,97.8,614
2013-07-22,530,103.5,148.4,181.4,240.2,112.4,180,97.04,605.59
2013-07-23,540,105,147.9,177.1,243,114,179,96.68,606.83
2013-07-24,548,106.9,149,173.8,244,114.8,180,97.32,593.41
2013-07-25,550,104.8,145.5,167.5,243.3,114.3,177,95.6,595.83
2013-07-26,546.5,103.3,145,166,240.2,114,178.5,96,588.75
2013-07-29,552,103.3,144.7,165,242.5,114.1,176.5,97.82,587.44
2013-07-30,560,103.9,150.1,164.9,245.1,114,175.5,98.14,578.47
2013-07-31,555.5,103.3,147,162,245.8,113,179,98.72,589.79
2013-08-01,557.5,112.9,148,161.4,252,113.8,180,98.64,607.68
2013-08-02,565.5,113.3,147.7,158.8,255.5,113,180,99.68,603.8
2013-08-05,564.5,114.4,148,159.6,253.9,114.5,182.5,98.98,599.26
2013-08-06,561,111.3,147.3,160.1,250.1,115,179.5,99.16,591.26
2013-08-07,555,112,147.7,160.8,254.6,115,177,98.54,584.96
2013-08-08,557.5,113,148.1,166.7,258,112.2,177,98.04,577.17
2013-08-09,569.5,114.4,148.2,169,261.5,114.6,177.5,98.1,591.05
2013-08-12,568.5,113.2,148,169.7,261,113.6,176,97.94,596.01
2013-08-13,582.5,114.9,149,168.7,266.7,113.5,176,99.74,599.59
2013-08-14,588,115,149.7,170.3,264.8,113,175,97.62,601.77
2013-08-15,581.5,115,147.5,177.1,265,112.5,173.5,97.68,602
2013-08-16,573.5,117.9,148,171.8,265.1,112,173,98.1,600.73
2013-08-19,569,117.8,148.9,169,271,112.7,172.5,98.84,598.52
2013-08-20,563.5,114.5,146.7,169,266.3,114,172,100.1,584.57
2013-08-21,554.5,115.3,146.3,168.5,260,114,175,99.74,578.72
2013-08-22,554.5,116.4,148,169,263,113.7,177,98.88,588.01
2013-08-23,554.5,116.8,148.1,170.5,264.6,109.5,175,99.56,594.36
2013-08-26,554,116.1,148,176,264.2,113.4,174.5,99.3,591.32
2013-08-27,540,113.9,146.6,170.3,260.9,111.8,173,98.2,609.67
2013-08-28,541.5,114.4,147,165.7,260,111.4,182,97.5,615.35
2013-08-29,545.5,114.8,147.1,168,263,113,179,98.7,611.77
2013-08-30,547.5,113,148.1,166.9,260.5,113.8,177,96.8,606.73
2013-09-02,552.5,114.8,151.5,168,262.5,113.8,183,98.36,610.685
2013-09-03,550.5,114.6,151.2,168.9,264,115.1,183,97.88,614.64
2013-09-04,550,114,152.6,169,261.5,115.2,180,99.64,607.2
2013-09-05,554.5,115.4,152.7,170.8,263,115,180.5,98.32,612.23
2013-09-06,554.5,114.9,153.5,170.1,265,115.1,181,97.3,628.52
2013-09-09,554,115.9,154.5,170.2,267.4,115.4,180,95.84,619.15
2013-09-10,566,119.3,157.9,181.6,271.5,116.7,182,99.8,604.96
2013-09-11,567,119.7,157.1,187,271,116.3,181.5,99.94,604.66
2013-09-12,570,117.5,156.9,185,272.1,116.3,181,99.3,609.43
2013-09-13,579,116.4,157.3,184.3,269.2,116.9,183.5,101.6,606.96
2013-09-16,577,120.5,158.9,201,270.5,118.2,185,103.1,595.04
2013-09-17,579,120.9,160.5,198.5,269.5,118.5,182,103.4,588.6
2013-09-18,568,123.7,160.8,199.8,274,117.4,182.5,102,603.64
2013-09-19,579.5,125,161,202,279.5,118,184.5,103.3,585.77
2013-09-20,575,124.8,161.7,218,278.9,119.5,185.5,103.4,577.6
2013-09-23,575.5,122.8,161.2,212.5,276.1,119.1,186.5,102,571.91
2013-09-24,572,122.7,158.2,213.7,277.6,119.8,185,101.8,570.8
2013-09-25,577,121.4,158.2,218.1,273,118.7,185,101.7,566.95
2013-09-26,575.5,122.4,159.7,224.6,273,119.7,185,102.4,569.2
2013-09-27,567.5,121,159.7,231.6,273,120,185,101.7,566.69
2013-09-30,568,118.7,156.4,226,273.8,120.2,185.5,101.9,565.11
2013-10-01,566.5,120.5,157.5,229.3,274.3,123.3,187.5,102.6,561.49
2013-10-02,565,121.9,156.1,233.5,274.8,122,188,101.3,574.51
2013-10-03,565.5,123,155.6,233.7,279.5,120.7,187,102.6,566.91
2013-10-04,562,122.6,154.7,234.9,285.5,119.5,187.5,102.2,569.87
2013-10-07,566,120.6,154.7,235,285.5,118.7,185,103.4,566.29
2013-10-08,567,121.3,153.5,232,288,114,184,105.9,568.67
2013-10-09,554,120.5,153,227,287.9,112.5,181.5,107.4,560.83
2013-10-10,565,121.5,156,231.5,292.9,114,184,105.6,567.83
2013-10-11,562.5,123,156.7,236.9,291.2,114.7,185,106.4,560.96
2013-10-14,562.5,121.5,156.6,235.6,288.5,113.2,184,106.2,563.15
2013-10-15,564.5,122.9,156.5,237.9,290.2,114,184,104.4,559.48
2013-10-16,577,123.5,158.5,239,294.2,113.6,184.5,102.8,562.63
2013-10-17,574.5,123.3,156.1,239,294.7,114.8,185,103,549.62
2013-10-18,583.5,124.2,154.8,242.1,299.5,117.4,185,103.8,549.47
2013-10-21,583.5,123.4,158.2,250,301.3,117.5,185,105.4,541.53
2013-10-22,589,126,158,250.6,307,117,185,107,533.53
2013-10-23,572,124.5,157,247.8,304.4,117,185,106.6,525.41
2013-10-24,565,126.2,158.7,250,307.3,116.5,183,107.5,524.73
2013-10-25,566,127.4,158.9,251,307.8,118.4,182.5,106.4,529.77
2013-10-28,571,125.9,157.4,246,304.2,118.7,182.5,105.9,534.04
2013-10-29,568,126.6,157.6,246.6,307.2,119.5,180.5,106,532.01
2013-10-30,568,125.7,159.8,244.7,307.2,118.9,180,105.5,524.74
2013-10-31,548.5,128.3,160.7,238.5,310.1,118.1,180,108.7,527
2013-11-01,552.5,129.5,160,238,306.1,119.6,176.5,107,522.5
2013-11-04,558,128.3,160.5,236.7,307.7,120.8,177,106.3,522.52
2013-11-05,551.5,125.5,159.4,230.7,301,121.3,170.5,103.7,516.07
2013-11-06,552.5,127.1,161.8,239.1,306,126.5,178,104.1,523.15
2013-11-07,555,127.7,162.3,225.7,315,117.9,179,103.8,525.71
2013-11-08,549.5,126.6,161.7,214,310.6,117.9,178.5,102.5,525.34
2013-11-11,550,126.9,162.7,218,307.9,118.9,182,102.8,529.8
2013-11-12,548.5,125.6,161.2,214,310.4,118.9,182,102.1,516.6
2013-11-13,549,123.4,160.5,207.5,307,119.6,183.5,102.5,521.98
2013-11-14,559,123.6,162,207.7,304.5,121.3,184,102.5,520.5
2013-11-15,563,123.2,162,210.8,304.5,120.3,186,101.8,520.01
2013-11-18,576,123.9,162.7,210,307.5,119.6,187.5,103.8,513.35
2013-11-19,578,122.5,161.5,209.9,304.5,118.1,185,102.6,515.61
2013-11-20,583.5,120.3,160.5,209.6,297.1,117,179,102.3,514.64
2013-11-21,582.5,122,160.8,210.1,298,117.4,180,101.8,528.41
2013-11-22,582,122.6,161.2,213.2,297.3,117,179.5,101.1,523.28
2013-11-25,587.5,122.8,162.2,215.6,295,118.2,179,102.4,519.29
2013-11-26,586,121.3,162.1,224.7,288.2,117.3,178,103.2,515.76
2013-11-27,594,122.3,163.8,221.2,288,118.9,175,103.2,506.35
2013-11-28,597,124.9,166.8,229.4,296.3,118.4,176,102.8,509.916666666667
2013-11-29,601.5,124.8,168,227.5,296.8,120,192.5,102.6,513.483333333333
2013-12-02,607,123.9,167.2,227,295.1,120.1,195,105,517.05
2013-12-03,597.5,122.7,166,222.7,289,122.1,190,104,527.61
2013-12-04,597,121.3,165.1,220.5,284.5,121.3,190,103.2,533.44
2013-12-05,595,121.2,165.3,218.2,279.1,121.6,189.5,103.5,534.36
2013-12-06,591,122.2,165.6,225.9,279.7,122.9,191.5,103.8,533.25
2013-12-09,594,121.7,167.8,235.8,282.4,123.7,195.5,104.8,529.21
2013-12-10,592,121.7,169,231,283.5,125.7,197,104,534.49
2013-12-11,592,121.5,167,221.3,283.6,131,199,104.4,528.05
2013-12-12,579,120.2,166.8,221.4,279,130.5,195,103.6,528.07
2013-12-13,572,119.4,166.2,216.2,275.4,129,195,102.6,525.05
2013-12-16,580,120.4,166.7,219.5,278,128,196.5,103,527.91
2013-12-17,572,119.3,166.3,215,276.2,127.6,198,102.2,527.55
2013-12-18,573,120.3,169.3,216.7,275.7,128.4,198,100.9,530.69
2013-12-19,584,121,171.2,221.6,276.9,130,205.5,102.4,539.13
2013-12-20,586,123.7,174,222.5,282.8,133.5,209,103.1,542.65
2013-12-23,586.5,124.3,176.8,217.4,284.4,134.3,211,103.1,538.59
2013-12-27,596,124.3,178.2,214.9,288,135.5,215.5,104.4,541.75
2013-12-30,600,124.4,177.8,212,292.5,137,213.5,105.4,537.43
2014-01-02,594.5,124.2,177.7,217.5,291.4,137.5,213,104.8,521.18
2014-01-03,596,124.2,179.7,229.1,289.3,137.3,211,104.9,514.02
2014-01-06,594.5,126.7,177.5,235.2,290.3,139.1,210,104.8,512.38
2014-01-07,598.5,128.6,176.7,230,298.5,138.6,206.5,105,512.26
2014-01-08,588.5,129.8,179,224.9,303.5,136.6,205,103.4,506.72
2014-01-09,585.5,129.2,178.7,233.8,308.7,138.8,203.5,103.7,502.4
2014-01-10,582,128.8,178.2,242.5,306.5,138.2,207,102.7,509.23
2014-01-13,581,129.9,182.3,235.2,307,137,204,102.1,501.7
2014-01-14,576,129.2,178.8,236.3,308,136.2,203,102.2,505.53
2014-01-15,584.5,130.2,182.5,233.1,311.8,136.4,208,103.2,516.46
2014-01-16,594,130.9,182.6,236.4,306,136,207,103.6,515.65
2014-01-17,592.5,131.1,184.1,235.5,304.5,136.5,209,103.3,518.41
2014-01-20,588.5,130.1,183.2,231.5,299.7,137.2,210,103.1,521.23
2014-01-21,598,131,185.1,233.6,298,136.6,207.5,104.4,524.05
2014-01-22,601.5,131,183.3,232.5,298.8,136.6,209,103.7,532.08
2014-01-23,592.5,130,181,228.5,298,136,206.5,103.8,532.46
2014-01-24,575,127.7,176.2,220,293.5,136.5,200,103.5,526.88
2014-01-27,562,124.7,173,212.1,281.7,134.6,198,101.9,522.97
2014-01-28,556,125.3,176.9,212,281,134.1,197,102.4,532.52
2014-01-29,547,124.1,177.6,209.5,277.5,134.7,197.5,101.4,533.91
2014-01-30,545,125,178.1,216,280,134.3,200.5,101.8,540.01
2014-01-31,539,124.8,177.4,219.6,282.9,137.1,202.5,101.7,538.22
2014-02-03,545,123.5,176.7,210.5,278.8,137.4,202.5,101.1,533.09
2014-02-04,542,124.2,174.7,206.7,281.7,136,199,99.52,536.48
2014-02-05,545.5,125.6,175.7,205.7,285.5,136.2,205,98.94,536.58
2014-02-06,552.5,130.2,168.9,205.8,289.1,132.3,208,100.6,541.01
2014-02-07,546,135.3,173.7,211,289.4,133.7,208,102.7,549.09
2014-02-10,557.5,137.9,169.5,210,293.7,136.5,207.5,103.3,547.5
2014-02-11,562.5,137.6,166.2,215.5,292.8,138.1,209.5,104.1,545.31
2014-02-12,556,137.7,165.3,214.5,294.6,140.2,212.5,104,551.81
2014-02-13,548.5,137.6,166.1,215,293.5,140,211.5,104.5,547.57
2014-02-14,556.5,138.4,168.3,233.2,299.9,141.5,216.5,104.9,546.02
2014-02-17,557,139.9,168.2,239,299.5,143.3,219,105,551.33
2014-02-18,546,139,167.8,238.9,299.7,143.5,218,103.8,556.64
2014-02-19,585,139,168.7,243.5,300,146.4,218.5,104.7,560.87
2014-02-20,587,138.5,168.5,241.9,300.7,147.3,220,105.1,560.37
2014-02-21,589,138.9,172.3,244.4,303.3,148,223.5,105.5,556.41
2014-02-24,589,139.7,172.5,245.3,307,153.4,224,106.9,558.63
2014-02-25,576.5,142,171.7,243.5,339.3,155.3,220.5,106.3,552.49
2014-02-26,574,142.5,171,243,326.1,154.8,219.5,107.3,557.74
2014-02-27,568.5,142.6,172.8,242.8,318.2,155.1,213,101.7,559.58
2014-02-28,570.5,143.2,173.2,244.2,325,157.6,212.5,97.34,554.24
2014-03-03,540.5,139.5,169.3,233.2,316.1,156,210.5,94.28,568.69
2014-03-04,545,143.5,172.6,240,322.8,161.4,215.5,98.42,560.08
2014-03-05,548.5,145.8,171.7,253.1,325.1,161.5,215,97.38,551.33
2014-03-06,546,146.9,172.1,250.4,319.5,162.7,211.5,96.9,551.41
2014-03-07,541,148,172.3,242.5,319.8,161.6,207.5,95.9,551
2014-03-10,542.5,145.5,170.6,246.3,317.7,161.6,205.5,94.5,543.64
2014-03-11,542.5,147.7,171.5,246.5,316.4,165,206,94.78,538.98
2014-03-12,537,145.8,169.8,241,312,163.9,207.5,92.96,526.59
2014-03-13,532,146.2,168,241,311.9,163.8,212,93.6,525.68
2014-03-14,529.5,141.8,167.4,237.5,304,163.5,210,93.2,531.58
2014-03-17,529.5,142.6,166.8,242.6,307.4,165.1,208,93.76,526.4
2014-03-18,537,145.7,166.8,242.7,306.5,167.5,209.5,93.64,535.28
2014-03-19,535,145.5,163.3,242.8,308.1,171,210,93.32,538.46
2014-03-20,522,144.9,161.8,237.5,307.6,168.7,209,92.3,539.29
2014-03-21,516.5,145.3,161.7,233.3,305.3,172.2,212,92.08,538.77
