"Date","Carlsberg","DanskeBank","DSV","Genmab","JyskeBank","Lundbeck","SimCorp","WilliamDemant","OilPrice"
2011-05-25,600.5,110,128,49.7,247.4,133,91,97.4,537.02
2011-05-26,596.5,107,128.5,48,241.8,133.9,92.9,98.4,527.52
2011-05-27,596.5,108.6,129.1,48,246,134,94.1,98.4,525.77
2011-05-30,599.5,109.3,129.4,47.85,243.5,131.8,96,98,529.04
2011-05-31,599,109,129.6,47.7,242,133.2,96.4,98,532.31
2011-06-01,601,107.1,129.8,47.4,240.9,133.9,98.2,97.76,518.92
2011-06-06,591,106.2,129.7,46.6,237.1,133.1,101.2,97.56,505.74
2011-06-07,585.5,105.6,129.3,47.6,232.2,133.3,103.5,96.34,504.3
2011-06-08,578,102,127.2,45.9,231.9,133.1,100,95.28,514.26
2011-06-09,583.5,101.5,125.5,46,230,131.9,99,95.7,520.18
2011-06-10,579.5,100,125,43.91,226.4,130.5,99.5,94.68,511.17
2011-06-14,578.5,102,126.5,44.1,224.6,130,100.4,95.02,513.02
2011-06-15,572,97.8,123.7,44.2,220.3,127.8,99.7,93.08,494.82
2011-06-16,558,95.5,120.1,42.6,215.2,128,97,90.42,502.7
2011-06-17,564,96.2,121.4,41.91,216.5,129.4,98,89.94,486.18
2011-06-20,556,93.9,119.7,41.53,209.9,128.3,98,88.94,488.7
2011-06-21,572,96.5,121.6,40.81,211.9,130.1,98,89.76,484.69
2011-06-22,558.5,99,120.5,40.41,210.4,130,98.5,90.9,494.27
2011-06-23,556,98.5,118.6,38.25,202.7,127.6,95.7,90.2,477.65
2011-06-24,567.5,93.45,118.8,34,197.6,127.5,95,89.72,478.15
2011-06-27,566.5,88.6,118.2,36.07,191.5,128.3,95.3,89.58,475.73
2011-06-28,550,90,118.7,40.5,191.9,127.8,94.7,89.52,485.84
2011-06-29,554.5,91.8,121.3,40.28,196.2,130.9,99,90.92,490.06
2011-06-30,559.5,95.25,123.3,40,203.1,135.3,101.5,92.84,492.43
2011-07-01,564.5,99.15,123.6,40.49,215.7,135.7,101,92.92,488.78
2011-07-04,569.5,102,124.5,42.95,216.7,135.8,101.2,92.72,494.275
2011-07-05,570,100.1,125.4,43.8,216.9,135.7,101,92.4,499.77
2011-07-06,545,98.85,125,41.84,215.6,139.6,100.1,92.84,503.5
2011-07-07,551,99,124.9,41.48,217.1,139.7,100.5,94,516.59
2011-07-08,554,98.25,124.6,41.05,214,137.4,100.5,93.32,503.81
2011-07-11,548,95,122,40.1,209.3,135,100.4,92.08,504.88
2011-07-12,549.5,94.25,119.6,39.59,204.7,134.1,100.3,91.7,519.94
2011-07-13,536.5,97.45,123.7,40.22,207.8,133.3,101.5,92.4,519.56
2011-07-14,531.5,96.75,122.3,39.8,202.8,134.6,100,91.74,502.44
2011-07-15,532,97.25,120.5,40.87,201.8,135.6,99.2,91.32,512.58
2011-07-18,521,94.45,114.8,40.14,194.5,133,97,90.08,509.3
2011-07-19,520,97.95,115.1,41.32,199.5,136,97.5,91.5,513.42
2011-07-20,515.5,99.95,114.4,43.27,206.2,136.9,97.5,91.32,515
2011-07-21,528.5,103.4,116.2,43.31,219.6,135.8,96.8,92.76,519.57
2011-07-22,534,105.2,117.3,43.3,215.1,135.7,97.4,92.98,517.26
2011-07-25,531.5,103.3,116,42.1,211.6,136,96.3,94,514.17
2011-07-26,528.5,103,115.5,42.5,209,136,93.5,93.34,512.93
2011-07-27,517.5,102.1,111.9,40.62,205.7,135,92.5,93.9,502.48
2011-07-28,515.5,102,115.6,40.5,207.1,132.2,92.3,92.12,509.05
2011-07-29,510,100.5,115.2,40.22,206.9,130.1,96,91,499.94
2011-08-01,511,99,116.2,40.11,204,131.1,94.5,92.3,490.42
2011-08-02,507,95.05,112.4,40.01,193.9,130.2,92.4,89.24,493.04
2011-08-03,499.2,92.2,112.3,39.7,188.3,131.5,90.2,86.78,478.86
2011-08-04,500,90,110.2,39,182.4,131.2,87.5,84.92,453.49
2011-08-05,489.1,88.3,106.6,36.94,181.8,128.1,84,83.96,457.2
2011-08-08,470.4,84.45,102.8,35.23,173.6,119.5,82.6,81.48,425.8
2011-08-09,466.2,84.4,106.1,45.75,174.5,116.7,82.5,83.08,414.07
2011-08-10,456.1,84,104.8,41.8,170,118.5,83.9,83,429.88
2011-08-11,453,86.6,103.2,41,174.6,121.5,82.5,85.12,451.57
2011-08-12,474,90.5,110.3,42.44,180.3,122.1,86.2,86.3,446.32
2011-08-15,476,94.7,113.2,42.24,180.2,128.2,88.5,87,457.5
2011-08-16,450.8,91.2,109.1,42.65,173,124.2,85.4,85,449.51
2011-08-17,372,89.05,106.6,42.51,169.3,126.1,84.8,83.6,450.69
2011-08-18,367.5,81.4,100,39.51,159.1,119.7,80.7,79.74,427.16
2011-08-19,355.8,77.15,100.1,38.06,157.8,120.4,79.9,77.94,425.95
2011-08-22,352,74.35,100,37.61,145.8,119.9,80,80.82,434.72
2011-08-23,352.6,71.05,99.5,38.18,145.7,119.2,80.5,81.74,440.13
2011-08-24,363.1,72.25,101.3,38.19,141.6,119.6,81,82.48,439.57
2011-08-25,364,72.15,101.1,37.84,148,116,80,83.48,440.55
2011-08-26,366.7,71.9,100.1,36.8,146,115.5,80,83,441.66
2011-08-29,375.8,74.35,102.3,38.2,153.6,116.5,88.1,84.44,448.84
2011-08-30,375.5,73.5,102.7,36.51,155.5,113,84.5,83.86,459.94
2011-08-31,389,76.8,108.7,37.16,159,114.8,88,85.68,457.95
2011-09-01,397.3,77.6,107.5,37.8,158.4,115.9,87,84.8,463.8
2011-09-02,391.8,72.7,103.7,36.18,153.8,112.7,85.6,83.6,451.79
2011-09-05,384,68.5,99.8,35.87,141.4,108.3,82.9,82.28,453.14
2011-09-06,387.9,66.15,96.65,35.8,136.5,106.6,84.4,81.7,454.49
2011-09-07,394.5,69.8,100.7,35.42,141,112.1,85.2,84.12,474.05
2011-09-08,393,69.35,103.8,35.52,141.5,112.1,86.8,84.14,472.25
2011-09-09,393.4,66.5,101.2,35,136.9,109.6,83.7,82.56,470.22
2011-09-12,375.5,63.75,99.6,34,132,103.1,79.2,81.1,480.94
2011-09-13,381.7,64.85,100.7,34.5,135.4,104.6,78.5,82.38,492.38
2011-09-14,379.3,64,103.1,34.95,131.3,104.6,78,83.02,482.34
2011-09-15,379.1,70.1,104.1,36.6,143.5,108.9,81.5,84.24,482.65
2011-09-16,370.8,69.3,104.4,36.79,153.8,108.5,82.6,83.48,476.1
2011-09-19,356.7,66.25,102,35.79,146.1,106.1,79.9,82.3,467.88
2011-09-20,355.8,66.5,105.2,34.95,142.8,105.9,79.3,83.5,471.98
2011-09-21,364.4,69.05,105.4,34.38,144.2,103.4,80.8,83.52,469.24
2011-09-22,349.4,67,101,33.01,143.7,99.75,79,80.7,445.76
2011-09-23,339.8,70,101.7,31.62,148,101,79,81.02,442.48
2011-09-26,335,71,102.1,31.48,152,104,78.6,81.34,442.37
2011-09-27,343.3,75.9,105.9,31.91,160.7,104.5,78.3,84.22,462.79
2011-09-28,333,75.85,106.1,32.2,164,104.9,79,83.54,443.32
2011-09-29,333.1,80.55,104.9,32.99,164,107.9,79.3,84.58,448.99
2011-09-30,330.8,78.55,100.8,32.41,165.7,106.4,79.9,83.82,436.48
2011-10-03,331.6,79.3,100.1,31.85,165.7,104.2,83.1,83.54,433.41
2011-10-04,322.5,73,96.1,30.8,162.9,101.4,80.2,80.94,427.27
2011-10-05,322.2,77,93.25,30.5,168.5,103,79.9,82.14,444.69
2011-10-06,335,77,94.95,31.1,165.1,105.3,79.2,82.48,463.26
2011-10-07,347.8,77,96,30.96,171,105.5,79.3,83.88,459.8
2011-10-10,360,77.4,98.25,31.4,184,107.8,79.8,82.56,467.7
2011-10-11,350,77,99.3,31.65,177.5,106.4,82.6,79.8,469.41
2011-10-12,354,78.35,101.4,31.96,177.2,106.7,86,80.94,462.75
2011-10-13,351.3,76.15,100,32.1,170.6,107.3,85.8,81.52,456.83
2011-10-14,357.6,74.4,98.75,31.75,170.7,109.1,89.4,84.1,468.08
2011-10-17,352.3,73.8,97.05,31.66,163.5,108.8,87.8,82.06,466.84
2011-10-18,350.5,73.7,98.25,31.7,162.9,107.8,86.9,81.54,480.95
2011-10-19,346.3,73.05,97.7,31.75,161.5,106.8,90,81.66,463.65
2011-10-20,345.6,70.6,95.75,31.58,158.5,105.9,89.5,80.6,459.95
2011-10-21,352.5,72.8,100.8,32.95,157,107,90,82.5,471.62
2011-10-24,361.6,75.05,103.2,32.2,153.4,106.6,91.7,83.4,490.42
2011-10-25,358.2,74.35,103.8,32.1,148.9,107.5,91.1,82.52,498.39
2011-10-26,366.2,74.7,108.9,32.1,148,108.1,91.2,82.68,482.16
2011-10-27,374.5,81.85,110.5,32.52,155.3,110.9,95.4,83.36,498.25
2011-10-28,370,78.6,110.8,31.75,159.1,113.5,92.8,85.62,490.5
2011-10-31,366,74.5,108.7,31.5,157.4,109.2,92.5,85.8,495.33
2011-11-01,347.9,69.45,103.1,31,145.8,106.7,90.1,83,503.43
2011-11-02,345,68.5,103.9,31.3,145,104.5,90.5,83.04,498.49
2011-11-03,353.9,71,107.1,29.8,148,105.6,92,83.56,508.23
2011-11-04,348.7,69.75,107.2,29.8,147.3,104.9,93.5,85.04,509.36
2011-11-07,367,73.6,107.2,29,147.7,104,92,83.42,517.41
2011-11-08,366.9,76.1,108.2,28.7,151.4,105,93.4,84.94,522.65
2011-11-09,377.7,71.95,105.2,28,147.2,107,90.1,84.6,522.81
2011-11-10,384.3,70.15,103,27.37,145.5,105.9,89.8,83.04,534.43
2011-11-11,406.2,72.7,107.4,27.55,147,115.7,88.1,85.24,539.71
2011-11-14,398,74.5,107.5,28.02,150,115.3,89.1,84.48,534.78
2011-11-15,393.4,73.4,106.3,26.89,150,114,90,86.16,546.54
2011-11-16,383.5,72.9,106.5,25.7,150.7,114.1,91.2,86.9,566.25
2011-11-17,392,72.1,108.9,26.18,148.8,112.4,90.9,86.86,545.61
2011-11-18,393,71.6,106.7,25.55,147.4,111.9,85.7,86.6,534.02
2011-11-21,379.7,73.95,102.6,25.25,147.5,109.1,83.4,84.7,535.99
2011-11-22,379.5,75,102.1,24.69,147,109,84,84.56,538.9
2011-11-23,381,75.35,101.4,23.88,147.2,107,84.6,84.56,534.39
2011-11-24,377.1,75.7,100.8,23.92,147.5,105.6,84.5,83.18,538.67
2011-11-25,379.9,74.75,100.2,23.91,148.3,106.3,84.6,83.5,542.95
2011-11-28,391.5,76.05,103,24.5,155.5,108,84.9,85.6,547.23
2011-11-29,392.5,74.65,104.3,25.85,154.3,107.2,85.9,86.56,556.55
2011-11-30,406.3,77,107.5,27.3,164,106.9,86.8,91.68,556.26
2011-12-01,410.2,74.35,107.1,26.15,155.2,106.5,84.8,90.8,552.02
2011-12-02,411.1,76.3,107.6,26.84,156.6,106.1,84.5,90.5,555.44
2011-12-05,424.5,78,108.3,27.25,163.9,106.9,86,89.82,558.62
2011-12-06,411.9,76.7,107.5,26.8,165,107.4,87.5,91.06,562.19
2011-12-07,413,75.05,107.4,27.25,166,107.3,86.4,91.2,558.49
2011-12-08,404.5,74.6,103,26.75,164.3,107.7,85,92.54,545.19
2011-12-09,395.6,75.1,101.9,27.3,161.9,106.5,83.9,91.34,552.23
2011-12-12,397,73.05,99.95,27.2,152,106.4,83,90.94,548.66
2011-12-13,405,73.1,99.4,27.14,149.2,106.6,83,91.18,564.98
2011-12-14,394.5,70.25,97.15,25.85,144.9,104.5,83,89.56,543.16
2011-12-15,394.8,72.1,96.9,26.7,144.3,105.3,83,89.34,535.88
2011-12-16,393.6,71.8,100,26.56,149,103.5,84.7,88.86,532.2
2011-12-19,388.3,72.05,99.95,28.2,148.2,103.4,83.5,89.6,535.09
2011-12-20,399,73.25,102.3,33.85,150,105.3,85.1,89.78,552.78
2011-12-21,391.9,72.85,102.6,36.22,149.5,105.5,84.5,89.5,561.9
2011-12-22,390.4,73.35,101.6,36.2,147.2,106,85.7,90.24,567.08
2011-12-23,400.9,72.7,101.6,36.5,145.3,109.1,86.3,92.7,567.52
2011-12-27,399.2,72.85,101.8,36.97,142.4,109,86.1,93.06,576.37
2011-12-28,402.6,72.25,101.5,37.4,141.7,109.4,87,93,565.11
2011-12-29,402.2,72.05,101.6,37.02,140.5,110.6,88.2,93.82,574.77
2011-12-30,405,72.95,103,37.6,141,108,87.7,95.52,567.84
2012-01-02,424,76.3,104,37.79,146,110.6,86.2,94.78,578.065
2012-01-03,434.6,77.5,104,38.9,147.2,111.6,82.1,95,588.29
2012-01-04,429,75.4,105.1,37.22,146.2,109.5,81,91.22,592.79
2012-01-05,433.5,75,107,37,145.2,109.9,81.7,92,589.98
2012-01-06,440,74.15,107.1,36.28,144,109.5,82.2,91.14,591.03
2012-01-09,438.1,74.5,109.1,34.8,145.7,111,81.6,92.7,591.84
2012-01-10,441.3,75.95,112.4,34.94,149.5,111.8,83,94.38,593.54
2012-01-11,430.8,75,112,34.84,151,111.5,82.8,94,589.8
2012-01-12,422,75.1,111.8,35,157,110,82.7,93.42,578.64
2012-01-13,418,76.05,111.5,39,158.2,110.1,80.8,93.54,574.73
2012-01-16,416,76.5,112.2,37.76,161.5,111.2,81.5,94.2,580.1
2012-01-17,415.6,75.4,115.2,39.6,163.3,111.8,82.8,94.38,585.47
2012-01-18,413.8,75,115.7,40.8,162.7,111.1,83.4,95.48,582.93
2012-01-19,415.6,77.5,117.7,43.49,165,110.8,85,95,578.18
2012-01-20,406,81.2,116.5,49.38,166.5,110.5,86.3,94.46,567.48
2012-01-23,411,87.8,116.1,47.31,174.7,109,86.1,94.18,568.84
2012-01-24,411.6,85.15,115.2,45.11,167.9,109,85.2,93.96,565.81
2012-01-25,415,83.85,114.5,46.57,168.8,108.6,84.8,92.96,570.98
2012-01-26,419.3,85.8,116.1,47.34,171.1,109.5,85.2,93.12,563.86
2012-01-27,426,84.6,115.7,45.57,170.5,110.8,86.1,92.86,563.01
2012-01-30,434,82.55,114,44.2,168,110.2,85.7,92.04,560.14
2012-01-31,431.6,83,116.1,44.65,167.6,112,86.3,94.14,555.67
2012-02-01,431.9,86.05,118.8,45.8,173.4,113.4,88.3,96.14,550.74
2012-02-02,434.2,85.95,117.9,44.99,177,112.2,89.8,97.24,547.04
2012-02-03,433.8,86.5,119.3,45,179.5,113,91.5,97.94,552.64
2012-02-06,422.9,84.8,118.9,46.09,181.6,113.6,90.4,98.18,552.41
2012-02-07,426.1,85.1,118.4,44.32,188,114.8,90.2,98.26,557.88
2012-02-08,428.2,85,122.8,43.01,195,112.9,90.5,97.52,552.73
2012-02-09,432,89.25,121.4,41,203.4,112.6,90.3,97.72,558.41
2012-02-10,430,88,120.5,42.98,200,113.4,90.7,98.14,556.03
2012-02-13,432,91.6,123.3,43.06,200,114.9,90.8,99.6,565.9
2012-02-14,432,90.75,123.3,42.7,194.7,114.9,91.9,100,568.63
2012-02-15,448.2,93.85,125.1,43.87,197,115,91.6,101,577.93
2012-02-16,437.6,93.35,125.7,43.03,192.5,115,91.3,102,585.8
2012-02-17,429,95.1,126,44.04,198.9,113.5,90.6,100.6,583.19
2012-02-20,454.1,96,129.9,43.25,198,114.2,91.6,101.6,589.205
2012-02-21,437.5,95.8,127.1,42.7,199.9,114.5,91.9,100.7,595.22
2012-02-22,445,94.4,124.2,42.35,194.6,114.5,91,100.1,597.38
2012-02-23,438.4,94.3,126.2,42.29,187.8,113.6,89.7,100.9,602.99
2012-02-24,448,95.95,128,42.5,191.5,116.4,89.9,99.78,608.61
2012-02-27,438.2,97,125.3,42.61,192.2,116.7,91.6,99.18,602.96
2012-02-28,435,97.1,127.8,42.7,198.2,118.8,91,101.7,588.86
2012-02-29,439.3,100.5,130,43.1,200.2,118,90.8,103.6,592.23
2012-03-01,442.3,98.8,130,42.85,190,116.4,93,100.6,607.86
2012-03-02,443.5,98.55,130.4,41.79,188,117.9,93.6,97.58,600.19
2012-03-05,450.8,97.5,129.4,41.8,190.5,117.1,94.3,98.56,600.13
2012-03-06,450.8,93,126.7,39.21,187.8,114.2,93.5,97.26,591.79
2012-03-07,448.1,93,126.8,39.1,189.2,114.4,93,99.1,601.56
2012-03-08,450.4,93.5,129.6,38.9,190.6,115.9,96.8,100.8,598.37
2012-03-09,466.9,94.45,132,39,192.5,118,97.7,103.7,605.37
2012-03-12,465.8,93.7,131.9,38.88,190.1,117.7,97.5,102.4,602.65
2012-03-13,482.6,95.15,132,39.04,192.2,118.2,96.8,102.8,607.62
2012-03-14,475,96.5,131.5,39.25,193,118.2,100.5,102.4,600.11
2012-03-15,473.9,96.1,131.6,39.07,192,116.8,101.8,101.4,598.51
2012-03-16,473.7,96,134,39.2,191.5,117.1,104.6,103.3,606.93
2012-03-19,467.6,96.55,131.3,42,188,116.2,103.7,102.5,611.18
2012-03-20,467.5,96.35,129.6,41.4,185.2,115.5,101,103.2,594.98
2012-03-21,465.5,94.45,128.9,42.44,182.5,116.9,100.7,104.1,603.09
2012-03-22,458.7,92.55,126.4,41.25,178,114.6,99,103.7,594.95
2012-03-23,454.7,93.4,127.4,41.32,178.2,114.2,99,104.1,600.09
2012-03-26,459,93.65,129.4,44.9,179,114.9,100.6,104.9,599.45
2012-03-27,449.1,92.75,128.2,45.8,177.2,114.7,99.5,104,598.57
2012-03-28,455.7,92.85,128.8,45.99,175.8,115.4,100.5,104.9,587.71
2012-03-29,446.1,90,125.8,45,171,113.5,100,103.8,575.95
2012-03-30,461,94.5,126.5,46.2,176.5,111.8,97.5,104,573.87
2012-04-02,467.9,96.25,128.7,47.9,181,113.2,100.2,107.5,587.87
2012-04-03,467,94.7,130.3,46.81,179.3,115.5,104.5,109.2,581.21
2012-04-04,454.4,91.35,125.9,45.6,177.6,113.8,101.9,107.2,574.42
2012-04-10,446.5,90,123.3,44,173,110.4,100.7,106.9,573.08
2012-04-11,453.9,90.5,122.1,42.95,172,110.2,99.9,106.2,581.73
2012-04-12,461.3,92.65,125.2,43.54,173,111,100.7,109.2,586.12
2012-04-13,458.4,92,124.4,43.95,173.4,109.3,99,107.6,581.77
2012-04-16,459.8,90,122.6,44.05,172,110.4,98.8,108.1,587.91
2012-04-17,466.2,91.75,126.4,44.75,174.6,110.4,101.5,108.4,590.32
2012-04-18,482.3,91.6,126,45.7,175.5,112.5,102.6,109.8,583.33
2012-04-19,489.1,91.35,126.3,45.69,176.5,111.6,102.5,109.9,581.36
2012-04-20,485,92.05,123.6,45.45,176.4,113.2,102.5,110.1,581.08
2012-04-23,476.1,89.75,120.5,45.4,174,112.5,101.5,106.7,584.2
2012-04-24,480.4,91.2,120.8,45.34,175.5,112.4,100,106.3,585.39
2012-04-25,497.2,92.45,121.5,45.24,178,112.6,100,105.1,586.58
2012-04-26,482.1,91.3,120.2,45.25,173.9,111,100,105.9,588.55
2012-04-27,486.7,92.1,126.9,45,174.9,112.1,100,105.9,590.01
2012-04-30,484.4,91.25,128,44.8,176,112.5,100,106.1,590.37
2012-05-01,494,92.5,128,45.39,175.8,111.9,100.9,106.1,595.33
2012-05-02,481.5,94,128.5,45.36,176,109.7,101.2,104.7,596.05
2012-05-03,480,96.2,128.3,45,174.5,110.4,101.6,106.8,581.18
2012-05-07,480,93.25,125.5,44.33,168.6,109.2,101.1,106.2,558.85
2012-05-08,472.1,92.2,124.6,43.8,165.6,108.9,100.1,105.5,553.89
2012-05-09,490,88.4,122,42.55,160.1,106,99.1,104,555.82
2012-05-10,490.4,89.35,123.1,43.35,162,108,100,103.6,556.78
2012-05-11,497.7,87.3,123.7,42.83,159.2,109,100.3,104.8,552.05
2012-05-14,484.3,83.3,120.5,41.25,152,118.6,98.5,103.9,547.71
2012-05-15,486,82.4,118.6,41,147.5,115.1,95.9,103.8,543.96
2012-05-16,487.5,81.65,118.5,42.87,149,117.4,95,104.6,541.58
2012-05-21,458.9,80,117.2,42.09,150.8,123.9,94.5,104.5,539.59
2012-05-22,459.1,84.75,121.7,42.38,156.7,126.2,95,103.9,533.52
2012-05-23,450.4,81.45,119.3,42.41,156,125,94.5,102.5,527.77
2012-05-24,449.6,82.05,122.8,43.1,161.3,122.4,94.5,104.4,536.53
2012-05-25,451.2,82.15,123,42.63,163.5,124.2,96,106,538.16
2012-05-29,462.5,81.4,125.9,43,160.1,126.5,96.6,107.9,538.53
2012-05-30,449.4,79.3,120.6,42.21,154.2,127.5,94.8,106.8,524.69
2012-05-31,447.8,79.55,116.7,42,156,124.5,93.8,105.6,518.49
2012-06-01,427.3,75.8,112.9,41.5,153.2,123.5,92.6,104.2,501.91
2012-06-04,416,76.9,111.2,42.95,152,124.2,93,102.8,501.73
2012-06-06,436.9,79.35,113.6,42.69,154.8,124.5,94.7,103.3,506.12
2012-06-07,437.7,83.15,116,43.34,161,124.5,97.5,105,500.6
2012-06-08,430.7,81.8,114.4,42.98,157,123.8,98,105.1,501.3
2012-06-11,427.2,83.15,113.5,43.15,156.6,124.1,101,106,490.04
2012-06-12,422.5,81.2,112.3,43.2,153.3,122.7,100,106,495.73
2012-06-13,422.8,80.25,109.8,43.01,152.2,121.4,98.1,106,489.88
2012-06-14,427.9,79.6,109.9,44.59,149.2,122.5,94.1,105,496.81
2012-06-15,437.1,80.35,112.1,44.15,153.5,121.4,96.5,104.6,495.75
2012-06-18,435.1,78.6,111.9,45.6,153.5,121.2,97.7,106.2,490.49
2012-06-19,435,80.2,114.1,50.05,159.8,124,98.5,106.8,494.99
2012-06-20,449.1,81.25,116.5,48.8,166.1,122,99.9,105.5,478.63
2012-06-21,445.2,80.9,114.7,51.45,164,121.7,99.8,104.9,458.77
2012-06-22,447.5,80.1,112.9,53.3,163.5,122.2,97.5,105.3,472.89
2012-06-25,437.9,79.3,110.7,54.9,161,119.2,97,104.3,471.5
2012-06-26,432,77.95,110,54.8,154.7,117.8,95,103.6,472.87
2012-06-27,448.2,79.05,111.2,55.05,155.5,118.4,97.5,104.3,477.84
2012-06-28,441.4,78.25,111.8,58.9,153.5,118.2,97.7,103.5,465.03
2012-06-29,461.2,81.4,116.1,58.45,158,121,100.9,105.3,501.62
2012-07-02,472.5,83.3,116.5,56.5,159.9,123.8,98,106.1,494.42
2012-07-03,478.6,83.6,119.2,56.25,160.4,125,97.8,107.9,503.61
2012-07-04,474.6,84,119.7,56.5,159.6,125.1,98,107.3,512.8
2012-07-05,468.4,84.05,118.5,57,157.9,123.3,99,107.5,521.99
2012-07-06,472.9,83.55,117.1,56.8,155.1,121,97.8,107.6,507.73
2012-07-09,470.4,83.8,117,59.2,155.1,120.6,97.2,107.3,520.34
2012-07-10,477.5,85.35,118.6,59.45,157,120.3,99.3,108.4,508.03
2012-07-11,466.9,85.8,117.7,59.5,158.3,120,98.4,108.8,520.48
2012-07-12,465,85,116,63,156.7,119.6,94.8,107.7,525.68
2012-07-13,465,86.1,117.2,64.25,158.3,119.8,95.3,107.9,531.71
2012-07-16,470.3,88.85,120,63.8,160,120,96.6,109,540.27
2012-07-17,476.2,88.05,119.8,63.1,154.6,120.5,97,109.6,540.66
2012-07-18,473.5,90,120.8,63,156.5,123.4,98.6,111.5,546.45
2012-07-19,482.8,91.05,123.3,64.1,158.5,125.5,100.5,114.6,560.97
2012-07-20,481.3,90.05,122.6,63,156.3,128,100,113.5,557.59
2012-07-23,470,86.6,120.4,61.7,152.8,125,99.9,110.6,541.7
2012-07-24,481.4,86.4,119.9,64.4,153.5,122.3,99.3,111.3,544.6
2012-07-25,494,86.75,119.1,64.1,152.6,118.8,99,110.7,545.42
2012-07-26,494,88,121.3,64.05,156.8,120.4,100,113.3,542.35
2012-07-27,518,89.6,122.9,63.7,157.5,121.6,99.3,113.9,544.35
2012-07-30,518,90.2,123,62.8,158.6,121.8,99.2,115,545.34
2012-07-31,490.3,90,129.9,62.1,162.3,120,98.7,114.3,533.4
2012-08-01,503.5,87.8,128.9,62,161.9,119.2,98.9,112.6,538.01
2012-08-02,499.9,88.05,127,62.2,160.4,117.6,97.5,112.8,525.18
2012-08-03,503.5,89,130.2,63.5,166.6,118.5,99,113.3,555.46
2012-08-06,513,90,131,63.3,167.3,118.2,100.4,114.7,554.31
2012-08-07,514,96.05,131.8,63.65,168,118.4,100,115,560.67
2012-08-08,519,95.5,131.2,63.9,166,111,101,113.4,563.29
2012-08-09,516,97.9,132.9,63.9,166.4,110,102,114,564.85
2012-08-10,512,98.6,131.2,62.4,169,109.3,103.4,111.5,563.69
2012-08-13,509.5,102,131.4,63.8,167.8,108.7,103.3,110.3,559.37
2012-08-14,509,101,132.2,63.3,166.7,108.6,103.2,110.2,563.02
2012-08-15,520,101.1,132.3,62.7,168.6,109.3,101.3,111.4,571.97
2012-08-16,515,100.6,133.1,64.2,168.5,109.2,101.3,103,579.59
2012-08-17,511,100.5,133.2,65.1,168.8,108.8,101.6,101.5,579.46
2012-08-20,510,100,132.3,65.05,167,108.2,104,101.6,580.94
2012-08-21,514.5,101,132.8,66,169.8,108,104.2,101.2,579.27
2012-08-22,507,100.2,130.6,69.95,169.8,108.2,101.7,99,581.96
2012-08-23,508.5,102,130,69.85,170.2,107.7,100.6,99.58,571.25
2012-08-24,508.5,101.1,128.3,69.5,170,108.3,100.4,99.64,572.55
2012-08-27,513,101.3,129.5,69.65,170,108.2,99.9,99.66,567.51
2012-08-28,513,101,129,68.15,169,108.5,99.3,100.1,571.85
2012-08-29,515,101.5,129.3,67.85,174.1,108.8,100.1,101.2,567.1
2012-08-30,509,101.5,128,78.75,169.6,108.6,101,101.9,561.96
2012-08-31,513,103,128.9,78.5,169.5,109.2,102,102.2,570
2012-09-03,523,104.5,130.8,83.3,169.5,108.9,105,102.2,567.25
2012-09-04,520.5,103.1,130,79.7,167.8,107.9,104.4,102.1,564.5
2012-09-05,523.5,102.7,127.8,80,167.5,108,103.1,104.3,564.89
2012-09-06,533,105.7,130.5,80.5,168.7,108.8,110,105,563.24
2012-09-07,528.5,106.4,132,80,169.9,107.3,114.7,103.9,565.5
2012-09-10,527.5,106.9,132.1,79.25,168.5,105,117,103,563.11
2012-09-11,525.5,106.8,131.6,77,168,106.3,119.3,102.8,566.31
2012-09-12,523,109.4,131.3,74.15,169.1,103.8,119,103.1,560.74
2012-09-13,511,107.8,129.9,73.85,168.5,103.5,119.5,102.9,567.59
2012-09-14,524.5,112,133.1,73.8,170.7,103.9,119.9,103.8,563.65
2012-09-17,514,110.6,132,76.65,176.1,103.6,118,103.3,550.45
2012-09-18,526.5,109,131.5,73.85,176,103.8,116.8,103.2,544.12
2012-09-19,530,109,131.6,74,176,103.3,116.6,103,527.35
2012-09-20,538,109.4,132.6,72.8,176.1,104.6,118.4,104.3,528.7
2012-09-21,533.5,109.5,133.4,73.05,176.3,106.4,118.3,104.5,533.17
2012-09-24,532,108.5,131.3,74.35,174.7,105.9,119.7,103.6,530.7
2012-09-25,531,108.5,131.7,73.8,174.6,105.4,123.5,103.6,526.83
2012-09-26,524,104.7,129.4,72.6,169.7,103.2,120,103.4,522.31
2012-09-27,521,106,129.6,72.25,173.2,104.9,120,104,531.95
2012-09-28,514,104.7,130.4,72.95,172.4,107.8,123.9,104,531.57
2012-10-01,524.5,106.9,131.6,73.7,168.8,106,125.5,103.4,535.43
2012-10-02,530.5,107.1,130.9,75.15,166.5,106.9,125.6,105.3,529.84
2012-10-03,528.5,107,129.6,75.95,165.1,105.8,126.8,105.7,509.32
2012-10-04,526,107.8,128.5,77.75,165.4,107.1,128,105.1,527.96
2012-10-05,535.5,108,129,78.9,172,108.3,130,106.2,515.39
2012-10-08,537.5,107.8,128,78.2,169.9,107.4,130.1,105.6,514.07
2012-10-09,522.5,107.5,127.3,79.25,168.2,106.3,128.4,104.9,531.93
2012-10-10,519,106.5,126.3,78.5,167,105.6,126.3,104.5,528.02
