"Date","Vestas","Coloplast","Genmab","GN","Lundbeck","NovoNordisk","USD","GBP","NOK","CNY","C20index"
2019-05-22,113.88,732.6,1203,336.1,275.4,320.45,6.69,8.46,0.77,0.97,999.11
2019-05-23,109.8,722.4,1199.5,330,269.5,323.9,6.7,8.48,0.77,0.97,993.2
2019-05-24,110.64,724.8,1223.5,329.4,271,323.95,6.68,8.46,0.77,0.97,996.51
2019-05-27,110.84,720.8,1197,324.8,270.7,321.45,6.67,8.47,0.77,0.97,989.25
2019-05-28,114.4,722.6,1216.5,327.2,277.4,323.2,6.67,8.45,0.77,0.97,998.79
2019-05-29,109.6,712.6,1147.5,314.8,268.4,314.7,6.69,8.47,0.76,0.97,971.19
2019-06-03,108.96,726.2,1168,315.4,260.8,324.25,6.68,8.43,0.76,0.97,981.39
2019-06-04,108.96,719.8,1135,310.7,263.2,319.55,6.64,8.42,0.76,0.96,973.31
2019-06-06,106.92,745,1147.5,314,256.5,327.4,6.63,8.43,0.76,0.96,988.92
2019-06-07,109.68,739,1176,321.1,256.6,323.75,6.62,8.42,0.76,0.96,988.75
2019-06-11,112.04,742.6,1207,312.3,259.2,340.65,6.6,8.38,0.76,0.95,1013.56
2019-06-12,112.88,752.8,1206.5,328.5,260.9,346,6.6,8.41,0.76,0.95,1023.8
2019-06-13,113.52,751.6,1195,324.9,257.9,345,6.62,8.4,0.76,0.96,1020.05
2019-06-14,113.8,751.2,1179,321.5,253.9,340.5,6.63,8.38,0.76,0.96,1011.02
2019-06-17,115.32,750.8,1188.5,322,256.5,340.55,6.65,8.37,0.76,0.96,1012.64
2019-06-18,115.4,761.6,1211.5,321.9,260.6,348,6.67,8.35,0.76,0.96,1024.79
2019-06-19,114.6,762.2,1222.5,320.9,261.8,346.7,6.66,8.39,0.76,0.96,1025.97
2019-06-20,118.44,758.6,1210.5,321.7,259.2,340.6,6.6,8.37,0.77,0.96,1020.58
2019-06-21,118.36,749.8,1201,315.8,256.8,332.95,6.6,8.35,0.77,0.96,1006.98
2019-06-24,117.8,748,1201,315.2,252.6,333.95,6.55,8.35,0.77,0.95,1008.19
2019-06-25,119,754.4,1188.5,311.6,252.1,337.35,6.56,8.34,0.77,0.95,1012.32
2019-06-26,117.8,741.6,1168,306.9,249.5,334.2,6.57,8.33,0.77,0.96,1005.3
2019-06-27,114.84,739.8,1148.5,305,255,334.4,6.56,8.35,0.77,0.95,996.97
2019-06-28,113.4,741.8,1207,306.3,259.3,334.5,6.56,8.32,0.77,0.95,1002.51
2019-07-01,118.36,767.4,1209,319.9,266.6,340.35,6.58,8.32,0.77,0.96,1019.9
2019-07-02,118.36,771.8,1200,322.1,266.8,344.1,6.6,8.34,0.77,0.96,1025.72
2019-07-03,118.4,798.4,1227,329.3,269.1,345,6.61,8.32,0.77,0.96,1037.21
2019-07-04,118.88,791.8,1216,324.7,269.8,341.75,6.61,8.32,0.78,0.96,1030.68
2019-07-05,116.48,789.6,1200.5,318.2,269.7,339.3,6.63,8.32,0.77,0.96,1019.79
2019-07-08,118.4,793,1183,318.6,258.8,334.4,6.65,8.33,0.77,0.97,1016.85
2019-07-09,117.32,807,1191.5,317.9,259,335.45,6.66,8.3,0.77,0.97,1013.9
2019-07-10,118.32,803,1194.5,321.1,255.6,335.05,6.65,8.3,0.77,0.97,1015.75
2019-07-11,118.8,800,1198.5,328.1,255.5,327,6.62,8.32,0.78,0.96,1007.39
2019-07-12,116.48,786.8,1171,321.3,253.6,318.75,6.64,8.32,0.78,0.96,993.22
2019-07-15,117.4,793.2,1188.5,326.2,257.7,317.35,6.63,8.31,0.78,0.96,996.77
2019-07-16,117.72,789.2,1219.5,328.3,260,319.05,6.65,8.27,0.78,0.97,1001.24
2019-07-17,117.44,794,1216,327.9,259.7,321.4,6.66,8.27,0.78,0.97,1002.15
2019-07-18,117.6,798.2,1227,324.7,259.4,322.2,6.66,8.31,0.77,0.97,1002.45
2019-07-19,118.32,799,1219.5,318,251.8,319,6.65,8.33,0.78,0.97,998.17
2019-07-22,117.28,794.8,1221,318,256.2,323.65,6.66,8.3,0.78,0.97,1001.7
2019-07-23,119.2,791.6,1217,315.6,260.6,320.8,6.68,8.31,0.77,0.97,1002.31
2019-07-24,117.76,793.2,1238.5,320.7,260.9,331.05,6.7,8.37,0.77,0.97,1014.33
2019-07-25,118.4,787.4,1238,324.5,258.9,329,6.72,8.39,0.78,0.98,1013.83
2019-07-26,117.8,785.4,1249.5,316.9,260.6,327.75,6.7,8.33,0.77,0.97,1011.27
2019-07-29,118,795.4,1265,318.6,261.5,328.8,6.72,8.26,0.77,0.97,1012.84
2019-07-30,110.4,791.6,1245,318.5,257.1,323.55,6.69,8.15,0.77,0.97,995.45
2019-07-31,110.96,788.2,1252,321.1,261.4,324,6.7,8.15,0.76,0.97,999.45
2019-08-01,113.2,807.4,1256.5,326.2,263.8,330.15,6.76,8.19,0.76,0.98,1014.01
2019-08-02,110.32,807.2,1235,320.2,263,327.35,6.72,8.16,0.75,0.97,999.25
2019-08-05,106.96,792,1217,308.9,257,321.4,6.68,8.13,0.75,0.95,975.81
2019-08-06,108.68,793.2,1227.5,307.3,259.6,324.65,6.67,8.13,0.75,0.95,984.98
2019-08-07,110.04,798.6,1227.5,311.5,267,326,6.66,8.08,0.75,0.95,990.64
2019-08-08,111.2,811.4,1269,310.8,273.6,334.8,6.67,8.1,0.74,0.95,1008.74
2019-08-09,109.8,803.6,1270,307.9,265.5,334,6.66,8.04,0.75,0.94,1003.53
2019-08-12,107.08,794,1275.5,308.5,260.8,336.45,6.67,8.06,0.75,0.94,998.78
2019-08-13,106,789,1319,299.5,261,345.9,6.65,8.04,0.75,0.94,1012.96
2019-08-14,105.72,804,1306,294.1,257.7,338.75,6.67,8.05,0.75,0.95,997.06
2019-08-15,101,818.8,1345.5,293.6,268.5,342.9,6.69,8.12,0.74,0.95,1000.98
2019-08-16,101.08,823,1351,300.6,269.4,347.5,6.73,8.19,0.75,0.96,1018.39
2019-08-19,101.72,835.2,1373,300.3,266,344,6.72,8.14,0.75,0.95,1017.23
2019-08-20,102.96,839.4,1366.5,302.8,258.5,344.6,6.73,8.14,0.75,0.95,1018.17
2019-08-21,106.56,844.8,1376,310.7,245.1,350,6.72,8.15,0.75,0.95,1034.74
2019-08-22,106.56,831.8,1378.5,305.6,239.8,354.85,6.73,8.18,0.75,0.95,1035.27
2019-08-23,107.28,821,1376,295,242.5,354.5,6.74,8.24,0.75,0.95,1034.51
2019-08-26,107.12,813.8,1364.5,280.6,236.2,351,6.71,8.21,0.75,0.94,1024.69
2019-08-27,105.72,810.4,1372.5,288.2,245,353.6,6.72,8.25,0.75,0.94,1030.65
2019-08-28,103.92,805.8,1363,283.2,245.5,352.65,6.73,8.21,0.74,0.94,1025.9
2019-08-29,97.46,801,1359.5,275.3,245.3,354.85,6.74,8.24,0.74,0.94,1026.67
2019-08-30,99.7,808,1384.5,284,247,352.3,6.76,8.23,0.74,0.94,1032.13
2019-09-02,99.58,811.6,1394.5,293.7,247.2,359.1,6.8,8.21,0.75,0.95,1043.27
2019-09-03,98.54,821.2,1435,288.4,247.4,361.05,6.82,8.2,0.74,0.95,1046.9
2019-09-04,99.92,816.2,1440,287,245.5,362.15,6.77,8.26,0.75,0.95,1051.75
2019-09-05,100.08,816.8,1430,290.9,246.5,355.05,6.75,8.33,0.75,0.94,1048.21
2019-09-06,101.12,812.8,1409.5,289.4,243.6,357.35,6.77,8.32,0.75,0.95,1050.95
2019-09-09,104.8,797,1391.5,284.4,232.6,342.15,6.76,8.36,0.76,0.95,1033.2
2019-09-10,106.4,772.2,1328,276.2,233.5,332.35,6.76,8.35,0.75,0.95,1012.94
2019-09-11,110.4,790,1349.5,278.2,246.3,342.6,6.78,8.37,0.76,0.95,1034.6
2019-09-12,110.72,792.2,1375,278.1,242,342.25,6.81,8.39,0.76,0.96,1032.42
2019-09-13,110.76,782,1365.5,285.4,236.5,336.65,6.73,8.38,0.75,0.95,1026.21
2019-09-16,109.2,785,1377.5,286.6,235.1,334,6.77,8.44,0.75,0.96,1018.17
2019-09-17,109.16,798,1363.5,284.3,229.5,344.3,6.77,8.41,0.76,0.95,1030.57
2019-09-18,111.16,805.6,1390,288.6,229.2,345.75,6.76,8.42,0.76,0.95,1031.74
2019-09-19,112.84,811.2,1382.5,286.3,235.5,349.45,6.75,8.42,0.76,0.95,1036.41
2019-09-20,110.32,813,1402,280.4,244,358.5,6.77,8.46,0.75,0.95,1045.05
2019-09-23,108.32,822,1405,281.5,240.3,360.2,6.8,8.45,0.75,0.95,1045.43
2019-09-24,110.48,824.4,1415.5,285.9,238.1,360.4,6.79,8.47,0.75,0.95,1049.92
2019-09-25,109.76,820,1405.5,280,232.2,359.25,6.8,8.42,0.75,0.95,1041.35
2019-09-26,109.68,827,1417.5,284.2,228.8,358.05,6.82,8.43,0.75,0.96,1045.82
2019-09-27,109,830,1400,281,227,354.7,6.83,8.41,0.75,0.96,1041.72
2019-09-30,106.36,825,1390.5,278.1,227.2,352.15,6.86,8.43,0.75,0.96,1034.66
2019-10-01,106.04,817.4,1384.5,279.2,223.9,346.25,6.85,8.39,0.75,0.96,1022.2
2019-10-02,103.36,790.8,1307,268.8,217.2,338.55,6.83,8.39,0.75,0.96,997.18
2019-10-03,103.96,789.6,1323.5,271.5,218.5,341.5,6.82,8.41,0.75,0.95,1001.04
2019-10-04,105.2,800.6,1331,274.7,220.4,347.9,6.8,8.39,0.75,0.95,1013.98
2019-10-07,105.32,810.8,1343,275,223.7,352.85,6.79,8.38,0.74,0.95,1023.48
2019-10-08,103.8,798.2,1336.5,274.6,223.3,350.6,6.8,8.32,0.74,0.95,1015.65
2019-10-09,104.72,784.6,1348.5,270.2,223.4,349.9,6.8,8.31,0.74,0.95,1015.93
2019-10-10,104.8,775,1322.5,264,224.4,349.3,6.77,8.28,0.74,0.95,1009.41
2019-10-11,107.88,781.4,1334.5,268.4,223,347.15,6.76,8.53,0.74,0.95,1015.84
2019-10-14,108.12,794,1346,274.1,224.6,354.45,6.77,8.49,0.74,0.96,1028.96
2019-10-15,108,804.8,1390.5,280.9,225.8,355.15,6.79,8.58,0.74,0.96,1037.06
2019-10-16,104.8,806.6,1391.5,274.8,224,354.4,6.78,8.63,0.74,0.95,1030.51
2019-10-17,105.88,801.6,1410,275.9,227,355.6,6.72,8.6,0.73,0.95,1032.31
2019-10-18,105.4,791.2,1409.5,267.8,221.8,350.6,6.7,8.64,0.73,0.95,1020.78
2019-10-21,107.8,796.4,1386,265.9,224,352.9,6.69,8.69,0.74,0.95,1029.08
2019-10-22,107.32,809,1430,271,225.7,360.9,6.71,8.68,0.73,0.95,1040.99
2019-10-23,108.56,790,1406.5,268.2,222.6,359.7,6.72,8.65,0.73,0.95,1040.59
2019-10-24,107.84,792.2,1420,271.9,222.2,364.6,6.71,8.66,0.74,0.95,1046.02
2019-10-25,109.36,796.8,1424,275.7,225.7,364.05,6.73,8.63,0.73,0.95,1048.31
2019-10-28,110.48,810.6,1435,275,227.2,367.25,6.74,8.65,0.73,0.95,1057.45
2019-10-29,108.2,799.2,1439,271.3,235,367.3,6.73,8.65,0.73,0.95,1048.42
2019-10-30,110,818.8,1455,283.3,230.6,371.7,6.73,8.67,0.73,0.95,1059.15
2019-10-31,109.36,807.2,1460,294.4,228.5,365.85,6.7,8.67,0.73,0.95,1050.61
2019-11-01,111.92,822.4,1481.5,294.1,232,378.9,6.71,8.69,0.74,0.95,1076.32
2019-11-04,112.24,826.8,1481,292.9,234.5,380.5,6.7,8.65,0.73,0.95,1082.3
2019-11-05,109.8,794.6,1457,294,236.9,381,6.73,8.68,0.74,0.96,1073.64
2019-11-06,108.56,781.6,1461.5,297.2,236,381.15,6.74,8.68,0.74,0.96,1070.64
2019-11-07,120.48,787.4,1500,306.6,244.6,379,6.75,8.64,0.74,0.97,1081.76
2019-11-08,124.88,790.8,1498,305.9,242.5,389,6.77,8.67,0.74,0.97,1098.02
2019-11-11,125.44,776.4,1504,307.2,247,389,6.77,8.71,0.74,0.97,1097.68
2019-11-12,125.6,792,1491.5,304,244,388.95,6.78,8.71,0.74,0.97,1100.5
2019-11-13,127.08,795.8,1508,306.4,240.7,391.8,6.79,8.71,0.74,0.97,1107.21
2019-11-14,128,792.6,1490.5,307.7,237,388.95,6.79,8.72,0.74,0.97,1101.46
2019-11-15,129.32,791.2,1506.5,309.8,236,390.45,6.77,8.72,0.74,0.97,1107.84
2019-11-18,127.48,799.2,1530,312,237.7,383.25,6.76,8.76,0.74,0.96,1100.49
2019-11-19,127.92,806.6,1508.5,305.8,241.2,384.5,6.75,8.73,0.74,0.96,1101
2019-11-20,128.04,806.8,1512.5,304.2,245.2,368.75,6.76,8.72,0.74,0.96,1085.5
2019-11-21,126.68,786.2,1516,301.6,249.8,362.8,6.74,8.74,0.74,0.96,1072.85
2019-11-22,126.6,796.4,1528.5,306.9,253.6,368,6.76,8.69,0.74,0.96,1082.59
2019-11-25,128.04,799.4,1565.5,315.8,258.5,380.35,6.79,8.74,0.74,0.96,1103.45
2019-11-26,129.56,812.8,1595.5,313,260.3,381.8,6.78,8.72,0.74,0.96,1112.75
2019-11-27,129.12,807.4,1590,315.7,263.1,381.75,6.79,8.74,0.74,0.97,1113.1
2019-11-28,130.12,809.2,1581,314.7,262,383.45,6.79,8.77,0.74,0.97,1115.08
2019-11-29,129.08,801.2,1580,319.5,259.8,381.2,6.8,8.77,0.74,0.97,1108.34
2019-12-02,131.6,785,1579,311.2,258.6,377.1,6.78,8.77,0.74,0.96,1101.97
2019-12-03,130.32,794.6,1594,312.8,255.3,381.5,6.75,8.77,0.73,0.96,1106.4
2019-12-04,131.28,796.2,1620,315.1,256.9,386,6.74,8.83,0.73,0.96,1115.28
2019-12-05,131.96,803.6,1615,314.2,257.2,385.5,6.73,8.85,0.74,0.96,1120
2019-12-06,133.72,793.4,1615,315.7,259.5,383.95,6.74,8.85,0.74,0.96,1124.44
2019-12-09,132.6,787,1582,308.9,256.1,384.65,6.75,8.88,0.74,0.96,1120.45
2019-12-10,131.44,788.6,1577.5,312.2,255,383.4,6.75,8.89,0.73,0.96,1118.72
2019-12-11,132.4,776.4,1545,304.3,249.9,382.4,6.75,8.87,0.74,0.96,1114.99
2019-12-12,136.44,784,1474.5,305.4,255.3,381.45,6.71,8.84,0.74,0.95,1117.24
2019-12-13,136.2,773.4,1469,306,261.5,383,6.69,8.95,0.74,0.96,1119.02
2019-12-16,137.8,797,1503,313.8,264.4,391.7,6.7,8.96,0.75,0.96,1140.69
2019-12-17,138.12,813.8,1490.5,309,258.9,390.1,6.7,8.82,0.74,0.96,1137.56
2019-12-18,136.56,812.4,1459.5,307.1,259.9,380.85,6.72,8.78,0.74,0.96,1121.53
2019-12-19,135.6,813.6,1466.5,309,257.6,384.95,6.72,8.78,0.75,0.96,1124.97
2019-12-20,133.72,822.4,1460.5,312,259.3,391.25,6.73,8.78,0.75,0.96,1134.31
2019-12-23,134.8,837.8,1464.5,315.5,259.3,390.9,6.75,8.72,0.75,0.96,1142.29
2019-12-27,136.56,829.6,1488,318.3,261.1,391.45,6.7,8.78,0.76,0.96,1146.54
